t_s,force_g,pos_act,current_mA
0.012121,17,502,0
0.042705,36,,
0.053527,36,,
0.059992,36,,
0.074360,54,,
0.086313,54,,
0.092732,54,,
0.104568,53,,
0.116490,53,583,162
0.146521,53,,
0.153191,53,,
0.167295,53,,
0.179241,53,,
0.185616,54,,
0.197491,54,,
0.209318,54,,
0.215757,117,796,181
0.245776,836,,
0.259774,836,,
0.271774,967,,
0.279322,967,,
0.291327,967,,
0.302574,736,,
0.309246,736,,
0.322390,736,862,-71
0.353048,446,,
0.365085,164,,
0.371612,164,,
0.383681,164,,
0.395970,60,,
0.402889,60,,
0.415042,60,,
0.427014,52,799,-46
0.451830,49,,
0.458309,49,,
0.464721,49,,
0.476587,49,,
0.488767,48,,
0.495494,48,,
0.507402,46,,
0.518498,46,797,-19
0.550857,45,,
0.557365,45,,
0.569365,46,,
0.576003,46,,
0.582560,46,,
0.589054,46,,
0.600923,46,,
0.612780,46,796,0
0.643606,46,,
0.651256,46,,
0.662442,47,,
0.674375,47,,
0.680899,47,,
0.693995,47,,
0.705804,47,,
0.712642,47,796,0
0.743152,47,,
0.756205,47,,
0.768119,47,,
0.774721,47,,
0.786707,47,,
0.798538,47,,
0.804976,47,,
0.818083,47,796,0
0.848645,47,,
0.860417,47,,
0.866641,47,,
0.880618,47,,
0.891478,47,,
0.898559,47,,
0.912444,47,,
0.922731,48,796,0
