trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
B_dof4_v25_F500_n04.csv,4,25,500,541,41,447,3264,807,564,0,5:0,77,31,tcp1,40
B_dof4_v25_F100_n00.csv,4,25,100,120,20,96,2638,808,563,0,5:0,19,21,tcp1,40
B_dof4_v25_F1000_n03.csv,4,25,1000,1052,52,923,3963,808,569,0,5:0,107,19,tcp1,40
B_dof4_v25_F750_n03.csv,4,25,750,819,69,719,3696,809,632,0,5:0,99,24,tcp1,40
B_dof4_v25_F250_n01.csv,4,25,250,280,30,236,2974,808,580,0,5:0,49,23,tcp1,40
B_dof4_v25_F250_n00.csv,4,25,250,271,21,225,2951,810,597,0,5:0,47,18,tcp1,40
B_dof4_v25_F250_n02.csv,4,25,250,276,26,245,2920,810,579,0,5:0,48,18,tcp1,40
B_dof4_v25_F500_n00.csv,4,25,500,546,46,481,3288,808,564,0,5:0,78,19,tcp1,40
B_dof4_v25_F1000_n02.csv,4,25,1000,1046,46,927,3905,808,615,0,5:0,116,19,tcp1,40
B_dof4_v25_F1000_n00.csv,4,25,1000,1038,38,911,3893,807,570,0,5:0,117,25,tcp1,40
B_dof4_v25_F100_n04.csv,4,25,100,131,31,104,2674,810,564,0,5:0,22,19,tcp1,40
B_dof4_v25_F100_n02.csv,4,25,100,118,18,97,2655,810,589,0,5:0,19,18,tcp1,40
B_dof4_v25_F1000_n01.csv,4,25,1000,1067,67,940,3976,809,592,0,5:0,113,24,tcp1,40
B_dof4_v25_F100_n03.csv,4,25,100,111,11,90,2605,810,568,0,5:0,17,25,tcp1,40
B_dof4_v25_F750_n02.csv,4,25,750,774,24,718,3659,812,578,0,5:0,98,19,tcp1,40
B_dof4_v25_F500_n01.csv,4,25,500,542,42,484,3307,809,580,0,5:0,81,20,tcp1,40
B_dof4_v25_F750_n04.csv,4,25,750,824,74,735,3724,811,591,0,5:0,100,21,tcp1,40
B_dof4_v25_F250_n04.csv,4,25,250,269,19,238,2944,811,576,0,5:0,46,24,tcp1,40
B_dof4_v25_F1000_n04.csv,4,25,1000,1031,31,918,3968,810,591,0,5:0,112,23,tcp1,40
B_dof4_v25_F750_n00.csv,4,25,750,795,45,729,3629,809,564,0,5:0,98,24,tcp1,40
B_dof4_v25_F750_n01.csv,4,25,750,792,42,718,3622,810,573,0,5:0,92,36,tcp1,40
B_dof4_v25_F250_n03.csv,4,25,250,273,23,241,2945,811,592,0,5:0,46,27,tcp1,40
B_dof4_v25_F100_n01.csv,4,25,100,112,12,88,2629,810,602,0,5:0,16,26,tcp1,40
B_dof4_v25_F500_n03.csv,4,25,500,535,35,445,3301,808,595,0,5:0,78,22,tcp1,40
B_dof4_v25_F500_n02.csv,4,25,500,540,40,475,3299,810,573,0,5:0,78,22,tcp1,40
