trial_file,dof,speed,force_set,target,t_cmd_s,write_cost_s,rate_hz,latency_ms,baseline_pos,final_pos,delta_pos,force_base_g,force_final_dev_g,max_abs_force_g,settled,aborted,hold,hold_base_g,max_abs_force_hold_g,max_hold_dev_g
trial_dof2_v500_n00.csv,2,500,3000,300,0.217729,0.006701,85.7,62.2,96.0,1450.6,1354.6,2,7,14,1,0,,,0,0
trial_dof2_v500_n08.csv,2,500,3000,300,0.217489,0.011003,85.5,93.5,96.0,1450.8,1354.8,4,7,19,1,0,,,0,0
trial_dof2_v500_n06.csv,2,500,3000,300,0.216896,0.010863,86.8,63.1,95.0,1449.2,1354.2,0,11,21,1,0,,,0,0
trial_dof2_v500_n04.csv,2,500,3000,300,0.217206,0.010975,86.8,94.1,94.0,1450.7,1356.7,0,14,20,1,0,,,0,0
trial_dof2_v250_n00.csv,2,250,3000,300,0.218653,0.011803,86.1,61.4,94.2,1452.2,1358.0,2,15,19,1,0,,,0,0
trial_dof2_v500_n07.csv,2,500,3000,300,0.216029,0.010916,87.4,63.4,93.0,1450.7,1357.7,0,14,21,1,0,,,0,0
trial_dof2_v500_n01.csv,2,500,3000,300,0.218327,0.011036,86.2,69.1,94.4,1452.0,1357.6,-4,23,19,1,0,,,0,0
trial_dof2_v250_n02.csv,2,250,3000,300,0.216985,0.009854,86.1,93.9,95.2,1452.0,1356.8,-4,23,26,1,0,,,0,0
trial_dof2_v250_n03.csv,2,250,3000,300,0.217773,0.010746,87.4,94.1,93.1,1452.0,1358.9,-1,20,21,1,0,,,0,0
trial_dof2_v250_n09.csv,2,250,3000,300,0.216655,0.009926,86.6,94.2,93.8,1452.0,1358.2,0,19,22,1,0,,,0,0
trial_dof2_v250_n05.csv,2,250,3000,300,0.216959,0.009797,86.1,93.9,93.6,1452.0,1358.4,-5,25,23,1,0,,,0,0
trial_dof2_v250_n07.csv,2,250,3000,300,0.217090,0.009696,87.4,94.5,95.0,1450.0,1355.0,-8,29,22,1,0,,,0,0
trial_dof2_v250_n04.csv,2,250,3000,300,0.217777,0.010861,85.7,94.1,96.0,1451.8,1355.8,-10,31,22,1,0,,,0,0
trial_dof2_v500_n09.csv,2,500,3000,300,0.218341,0.010835,86.1,92.6,93.3,1452.0,1358.7,-7,25,19,1,0,,,0,0
trial_dof2_v250_n06.csv,2,250,3000,300,0.217358,0.010305,86.8,63.3,94.8,1452.0,1357.2,-11,31,24,1,0,,,0,0
trial_dof2_v500_n05.csv,2,500,3000,300,0.217303,0.010848,86.6,63.0,94.3,1452.0,1357.7,-5,25,21,1,0,,,0,0
trial_dof2_v250_n08.csv,2,250,3000,300,0.217408,0.009802,87.0,70.3,96.0,1451.8,1355.8,-12,34,23,1,0,,,0,0
trial_dof2_v250_n01.csv,2,250,3000,300,0.216381,0.009597,87.4,70.2,94.8,1451.0,1356.2,-4,24,20,1,0,,,0,0
trial_dof2_v500_n03.csv,2,500,3000,300,0.216393,0.010047,86.2,69.8,93.0,1452.0,1359.0,-11,32,21,1,0,,,0,0
trial_dof2_v500_n02.csv,2,500,3000,300,0.217354,0.009646,85.5,93.7,92.7,1450.2,1357.6,-12,33,22,1,0,,,0,0
