trial_file,speed,mu0,final,step,L_band_ms,L_extrap_ms,rise_ms,settle_ms,overshoot_pct,slope_cps,r2
trial_dof2_v500_n00.csv,500,96.0,1450.611111111111,1354.611111111111,62.21100000000001,64.92141539506719,733.3371962613558,930.3280000000001,0.2501743017676269,1514.3100847692801,0.9972170680037005
trial_dof2_v500_n08.csv,500,96.0,1450.764705882353,1354.764705882353,93.472,82.13679248142137,715.4364901182907,961.126,0.16499500673006048,1498.2990270213952,0.99578237836192
trial_dof2_v500_n06.csv,500,95.0,1449.1666666666667,1354.1666666666667,63.06399999999998,63.80720800974646,721.4728027777778,937.4800000000001,0.3569230769230713,1492.0222014165763,0.9960790845370666
trial_dof2_v500_n04.csv,500,94.0,1450.7222222222222,1356.7222222222222,94.10000000000002,82.33596442828717,704.2051739042463,951.7,0.24159534826584053,1510.1326852870711,0.9969345651267629
trial_dof2_v250_n00.csv,250,94.16666666666667,1452.1764705882354,1358.0098039215686,61.367000000000004,48.05651676911621,1433.2700543569176,1787.1629999999998,0.06064237602604242,759.0093213732929,0.9989188252849494
trial_dof2_v500_n07.csv,500,93.0,1450.7058823529412,1357.7058823529412,63.37600000000002,69.0313719860802,712.693367647059,938.4090000000001,0.24262380312811108,1522.7786601476694,0.9970332889396905
trial_dof2_v500_n01.csv,500,94.38888888888889,1452.0,1357.611111111111,69.14300000000001,75.78784182110276,725.4581258909853,949.5029999999999,0.0,1495.5412971474693,0.997141428839503
trial_dof2_v250_n02.csv,250,95.22222222222223,1452.0,1356.7777777777778,93.94,65.01872913381348,1414.2854551851854,1817.6129999999998,0.07370403734337892,756.3153467604636,0.9988570742078855
trial_dof2_v250_n03.csv,250,93.11111111111111,1452.0,1358.888888888889,94.05800000000004,70.94484125915912,1420.8969871125041,1837.0149999999999,0.0,759.8410286230128,0.9987786395586213
trial_dof2_v250_n09.csv,250,93.83333333333333,1452.0,1358.1666666666667,94.18100000000001,63.81016249965909,1423.1822585215052,1806.059,0.0,757.3946800437998,0.9989165276933922
trial_dof2_v250_n05.csv,250,93.55555555555556,1452.0,1358.4444444444443,93.88499999999999,72.6205467244333,1419.7466881922676,1806.644,0.0,761.5555320994852,0.9981817784515218
trial_dof2_v250_n07.csv,250,95.0,1450.0,1355.0,94.46899999999997,62.29569586885786,1418.9982703533026,1798.92,0.0,755.4131072389282,0.9988792489346359
trial_dof2_v250_n04.csv,250,96.0,1451.764705882353,1355.764705882353,94.09,61.354061752187604,1415.1765350140056,1805.4399999999998,0.017355085039917683,753.7886580258768,0.9987697006154405
trial_dof2_v500_n09.csv,500,93.27777777777777,1452.0,1358.7222222222222,92.62900000000002,78.8960864114211,704.1722667500477,949.854,0.0,1502.885758621949,0.9960580306234426
trial_dof2_v250_n06.csv,250,94.83333333333333,1452.0,1357.1666666666667,63.26900000000002,41.78492210898366,1421.382987878788,1787.4840000000002,0.0,754.0651228667563,0.9988105675499229
trial_dof2_v500_n05.csv,500,94.33333333333333,1452.0,1357.6666666666667,62.95599999999998,64.38264133132424,733.2319382857145,968.4409999999999,0.0,1510.7847442684235,0.9960092863885587
trial_dof2_v250_n08.csv,250,96.0,1451.7777777777778,1355.7777777777778,70.268,54.677738740560365,1419.3550691109622,1836.852,0.01639075561383007,758.8871129813048,0.9991866543666047
trial_dof2_v250_n01.csv,250,94.83333333333333,1451.0,1356.1666666666667,70.18600000000002,57.59618354048962,1417.0236203030304,1799.9220000000003,0.0,760.7023134364923,0.9986084144642563
trial_dof2_v500_n03.csv,500,93.0,1452.0,1359.0,69.83699999999999,77.64858865233148,714.8094213953487,950.874,0.0,1521.3657104127356,0.9928265043867244
trial_dof2_v500_n02.csv,500,92.66666666666667,1450.235294117647,1357.5686274509803,93.65200000000002,75.2597676676396,720.5754404040406,961.3989999999999,0.12999017851984418,1473.964342146079,0.9944335585170775
