t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,244,19,,-178
0.016559,244,,,
0.023084,244,,,
0.036105,244,,,
0.047020,244,,,
0.053789,244,,,
0.067160,244,,,
0.078123,244,,,
0.085853,244,19,,-178
0.108858,244,,,
0.115458,244,,,
0.129743,244,,,
0.140843,244,,,
0.147443,244,,,
0.160607,244,,,
0.171563,244,,,
0.178200,244,20,,-178
0.202478,244,,,
0.222579,244,,,
0.233689,244,,,
0.240276,244,,,
0.253569,246,,,
0.264458,246,,,
0.271048,262,,,
0.284163,262,41,,-182
0.301794,289,,,
0.314967,289,,,
0.325956,289,,,
0.333600,331,,,
0.345581,331,,,
0.357597,331,,,
0.364222,379,,,
0.377264,379,60,,-186
0.394692,430,,,
0.407566,430,,,
0.419401,474,,,
0.426142,474,,,
0.439171,474,,,
0.449826,522,,,
0.456168,522,,,
0.470072,522,55,,-188
0.487159,565,,,
0.501138,565,,,
0.512108,609,,,
0.518923,609,,,
0.531950,609,,,
0.542553,657,,,
0.548993,657,,,
0.563126,657,62,,-189
0.580701,706,,,
0.593935,706,,,
0.605113,748,,,
0.611859,748,,,
0.624873,748,,,
0.635514,748,,,
0.641770,748,,,
0.655433,835,69,,-189
0.673729,835,,,
0.687217,872,,,
0.698102,872,,,
0.704807,872,,,
0.717996,891,,,
0.728980,891,,,
0.735549,891,,,
0.748543,892,66,,-188
0.765978,892,,,
0.780074,892,,,
0.790843,892,,,
0.797375,892,,,
0.810289,892,,,
0.822417,892,,,
0.829194,892,,,
0.842482,892,65,,-189
0.858879,892,,,
0.872915,892,,,
0.884939,892,,,
0.891406,892,,,
0.903597,892,,,
0.914599,892,,,
0.921231,892,,,
0.934829,892,64,,-188
0.952039,892,,,
0.965965,892,,,
0.977576,892,,,
0.983829,892,,,
0.996516,892,,,
1.007070,892,,,
