trial_file,dof,speed,force_set,target,t_cmd_s,write_cost_s,rate_hz,latency_ms,baseline_pos,final_pos,delta_pos,force_base_g,force_final_dev_g,max_abs_force_g,settled,aborted,hold,hold_base_g,max_abs_force_hold_g,max_hold_dev_g
trial_dof4_v100_n04.csv,4,100,3000,300,0.209401,0.006539,85.9,75.8,243.0,892.0,649.0,15,45,69,1,0,5:0,5:-181,194,13
trial_dof4_v250_n00.csv,4,250,3000,300,0.209996,0.006542,86.4,74.7,243.0,892.0,649.0,15,49,66,1,0,5:0,5:-181,192,11
trial_dof4_v100_n15.csv,4,100,3000,300,0.210329,0.008146,85.9,60.9,243.0,893.0,650.0,15,46,69,1,0,5:0,5:-182,193,11
trial_dof4_v250_n01.csv,4,250,3000,300,0.209278,0.006632,86.0,93.4,244.0,891.8,647.8,15,48,66,1,0,5:0,5:-181,192,11
trial_dof4_v250_n11.csv,4,250,3000,300,0.209680,0.006430,86.0,75.6,244.0,892.0,648.0,15,46,65,1,0,5:0,5:-181,191,10
trial_dof4_v750_n16.csv,4,750,3000,300,0.209732,0.007368,86.2,60.2,244.0,892.0,648.0,15,47,71,1,0,5:0,5:-181,192,11
trial_dof4_v500_n17.csv,4,500,3000,300,0.208880,0.008197,86.2,92.8,244.0,891.5,647.5,17,46,68,1,0,5:0,5:-180,190,10
trial_dof4_v750_n07.csv,4,750,3000,300,0.209305,0.007581,86.0,61.2,243.0,893.0,650.0,16,43,65,1,0,5:0,5:-180,191,11
trial_dof4_v750_n13.csv,4,750,3000,300,0.208310,0.007757,86.2,92.7,244.0,892.0,648.0,16,44,61,1,0,5:0,5:-180,190,10
trial_dof4_v500_n10.csv,4,500,3000,300,0.211508,0.007808,86.2,59.8,243.0,891.8,648.8,17,46,65,1,0,5:0,5:-180,191,11
trial_dof4_v750_n09.csv,4,750,3000,300,0.209928,0.006308,86.5,74.6,244.0,893.0,649.0,16,44,62,1,0,5:0,5:-180,190,10
trial_dof4_v250_n05.csv,4,250,3000,300,0.212488,0.007330,87.1,59.4,244.0,892.0,648.0,17,47,69,1,0,5:0,5:-180,191,11
trial_dof4_v1000_n18.csv,4,1000,3000,300,0.210176,0.006485,85.9,93.1,244.0,892.0,648.0,17,43,65,1,0,5:0,5:-180,190,10
trial_dof4_v500_n06.csv,4,500,3000,300,0.209674,0.007735,87.1,75.0,244.0,892.0,648.0,16,46,66,1,0,5:0,5:-180,190,10
trial_dof4_v1000_n16.csv,4,1000,3000,300,0.210440,0.007818,85.8,91.4,244.0,892.0,648.0,16,44,65,1,0,5:0,5:-179,190,11
trial_dof4_v100_n00.csv,4,100,3000,300,0.207135,0.006523,86.8,74.9,244.0,892.0,648.0,16,49,71,1,0,5:0,5:-179,191,12
trial_dof4_v750_n12.csv,4,750,3000,300,0.210712,0.007656,87.3,61.3,244.0,891.9,647.9,16,45,62,1,0,5:0,5:-179,190,11
trial_dof4_v250_n15.csv,4,250,3000,300,0.209387,0.007622,86.4,91.8,243.0,891.9,648.9,18,46,71,1,0,5:0,5:-179,191,12
trial_dof4_v500_n18.csv,4,500,3000,300,0.207586,0.006621,86.6,75.3,244.0,893.0,649.0,16,46,66,1,0,5:0,5:-179,190,11
trial_dof4_v1000_n12.csv,4,1000,3000,300,0.208496,0.007883,86.3,92.6,244.0,892.0,648.0,18,44,68,1,0,5:0,5:-179,190,11
trial_dof4_v100_n03.csv,4,100,3000,300,0.208420,0.006756,86.0,74.9,243.0,892.0,649.0,19,45,72,1,0,5:0,5:-180,190,10
trial_dof4_v1000_n15.csv,4,1000,3000,300,0.210651,0.007768,86.3,60.5,244.0,893.0,649.0,18,45,68,1,0,5:0,5:-179,189,10
trial_dof4_v500_n16.csv,4,500,3000,300,0.209991,0.006811,85.9,92.2,244.0,892.0,648.0,19,46,69,1,0,5:0,5:-179,189,10
trial_dof4_v1000_n10.csv,4,1000,3000,300,0.209563,0.006662,86.9,62.2,244.0,893.0,649.0,20,42,71,1,0,5:0,5:-179,190,11
trial_dof4_v250_n06.csv,4,250,3000,300,0.209199,0.006868,86.0,106.5,243.0,891.7,648.7,19,46,72,1,0,5:0,5:-179,190,11
trial_dof4_v500_n00.csv,4,500,3000,300,0.211368,0.007795,86.6,73.3,244.0,892.0,648.0,20,44,66,1,0,5:0,5:-179,189,10
trial_dof4_v500_n15.csv,4,500,3000,300,0.210743,0.007765,87.5,92.0,244.0,892.0,648.0,18,44,64,1,0,5:0,5:-179,189,10
trial_dof4_v1000_n09.csv,4,1000,3000,300,0.210663,0.007639,86.6,61.6,244.0,892.0,648.0,18,46,67,1,0,5:0,5:-179,189,10
trial_dof4_v750_n15.csv,4,750,3000,300,0.207464,0.006489,86.1,94.0,244.0,893.0,649.0,19,39,60,1,0,5:0,5:-179,188,9
trial_dof4_v750_n11.csv,4,750,3000,300,0.207633,0.006454,87.9,74.1,244.0,892.0,648.0,18,47,69,1,0,5:0,5:-179,190,11
trial_dof4_v750_n00.csv,4,750,3000,300,0.208223,0.007564,86.9,84.7,244.0,892.0,648.0,20,43,64,1,0,5:0,5:-179,189,10
trial_dof4_v500_n02.csv,4,500,3000,300,0.210366,0.007885,86.4,60.7,244.0,892.0,648.0,19,46,69,1,0,5:0,5:-178,189,11
trial_dof4_v100_n09.csv,4,100,3000,300,0.207651,0.006396,86.0,75.3,244.0,893.0,649.0,20,45,71,1,0,5:0,5:-179,190,11
trial_dof4_v1000_n02.csv,4,1000,3000,300,0.210812,0.007630,87.3,73.3,244.0,892.0,648.0,20,46,66,1,0,5:0,5:-179,189,10
trial_dof4_v250_n19.csv,4,250,3000,300,0.208375,0.006576,86.4,93.0,244.0,892.0,648.0,19,45,71,1,0,5:0,5:-179,189,10
trial_dof4_v100_n18.csv,4,100,3000,300,0.209840,0.007630,86.4,92.0,244.0,892.0,648.0,19,45,72,1,0,5:0,5:-179,190,11
trial_dof4_v750_n17.csv,4,750,3000,300,0.209640,0.006302,87.2,75.8,244.0,892.0,648.0,21,42,69,1,0,5:0,5:-179,189,10
trial_dof4_v750_n08.csv,4,750,3000,300,0.209538,0.006588,88.3,61.1,244.0,893.0,649.0,20,41,68,1,0,5:0,5:-179,189,10
trial_dof4_v250_n12.csv,4,250,3000,300,0.211138,0.007841,86.0,72.9,244.0,891.0,647.0,20,45,68,1,0,5:0,5:-178,189,11
trial_dof4_v750_n19.csv,4,750,3000,300,0.209605,0.006652,86.2,75.4,244.0,892.3,648.3,21,43,69,1,0,5:0,5:-178,189,11
trial_dof4_v100_n12.csv,4,100,3000,300,0.210152,0.007580,86.3,93.3,244.0,893.0,649.0,20,45,73,1,0,5:0,5:-179,190,11
trial_dof4_v1000_n05.csv,4,1000,3000,300,0.211692,0.007756,86.1,104.8,244.0,892.0,648.0,21,45,67,1,0,5:0,5:-178,188,10
trial_dof4_v250_n16.csv,4,250,3000,300,0.209498,0.006618,86.4,62.1,244.0,891.9,647.9,20,45,70,1,0,5:0,5:-178,189,11
trial_dof4_v100_n17.csv,4,100,3000,300,0.217751,0.012142,86.5,79.8,244.0,893.0,649.0,20,46,73,1,0,5:0,5:-179,189,10
trial_dof4_v750_n04.csv,4,750,3000,300,0.209890,0.007884,86.7,91.9,244.0,893.0,649.0,20,46,67,1,0,5:0,5:-178,188,10
trial_dof4_v250_n07.csv,4,250,3000,300,0.209858,0.006681,86.4,62.2,244.0,891.9,647.9,20,48,73,1,0,5:0,5:-177,190,13
trial_dof4_v750_n14.csv,4,750,3000,300,0.210518,0.007548,88.1,60.4,244.0,892.0,648.0,20,46,70,1,0,5:0,5:-177,188,11
trial_dof4_v500_n05.csv,4,500,3000,300,0.208740,0.007572,86.7,74.6,244.0,892.4,648.4,20,46,68,1,0,5:0,5:-178,189,11
trial_dof4_v750_n01.csv,4,750,3000,300,0.209697,0.007406,86.6,86.0,244.0,892.0,648.0,20,47,67,1,0,5:0,5:-177,188,11
trial_dof4_v250_n18.csv,4,250,3000,300,0.210109,0.006760,87.0,85.9,244.0,891.6,647.6,20,47,70,1,0,5:0,5:-177,188,11
trial_dof4_v500_n11.csv,4,500,3000,300,0.208167,0.006533,86.3,61.3,244.0,893.0,649.0,19,47,69,1,0,5:0,5:-177,188,11
trial_dof4_v750_n02.csv,4,750,3000,300,0.210521,0.006460,87.2,75.0,244.0,892.0,648.0,19,44,68,1,0,5:0,5:-178,188,10
trial_dof4_v750_n05.csv,4,750,3000,300,0.211741,0.007999,87.0,58.7,244.0,892.0,648.0,19,45,68,1,0,5:0,5:-177,187,10
trial_dof4_v250_n13.csv,4,250,3000,300,0.208793,0.006709,87.2,92.8,244.0,891.7,647.7,20,48,76,1,0,5:0,5:-177,188,11
trial_dof4_v100_n05.csv,4,100,3000,300,0.207115,0.006541,86.0,75.8,244.0,892.0,648.0,20,46,72,1,0,5:0,5:-177,188,11
trial_dof4_v500_n13.csv,4,500,3000,300,0.210199,0.007878,87.2,62.1,244.0,891.8,647.8,20,48,69,1,0,5:0,5:-177,188,11
trial_dof4_v1000_n17.csv,4,1000,3000,300,0.207682,0.006708,86.5,74.8,244.0,893.0,649.0,19,45,67,1,0,5:0,5:-177,187,10
trial_dof4_v500_n09.csv,4,500,3000,300,0.210436,0.007629,86.3,61.1,244.0,891.8,647.8,21,46,77,1,0,5:0,5:-177,188,11
