trial_file,dof,speed,force_set,target,t_cmd_s,write_cost_s,rate_hz,latency_ms,baseline_pos,final_pos,delta_pos,force_base_g,force_final_dev_g,max_abs_force_g,settled,aborted,hold,hold_base_g,max_abs_force_hold_g,max_hold_dev_g
trial_dof4_v250_n03.csv,4,250,3000,300,0.218527,0.011930,87.4,61.1,245.0,891.9,646.9,10,46,60,1,0,5:0,5:-184,195,11
trial_dof4_v100_n08.csv,4,100,3000,300,0.207484,0.006809,86.1,74.2,243.9,892.0,648.1,24,34,64,1,0,5:0,5:-184,195,11
trial_dof4_v100_n11.csv,4,100,3000,300,0.207780,0.007342,86.3,44.2,243.6,893.0,649.4,21,36,65,1,0,5:0,5:-184,195,11
trial_dof4_v100_n07.csv,4,100,3000,300,0.210463,0.007672,87.5,28.6,243.9,893.0,649.1,22,34,63,1,0,5:0,5:-184,195,11
trial_dof4_v500_n08.csv,4,500,3000,300,0.209329,0.007667,86.7,55.0,243.7,892.0,648.3,23,32,61,1,0,5:0,5:-185,195,10
trial_dof4_v100_n13.csv,4,100,3000,300,0.219059,0.013062,86.3,31.5,243.9,893.0,649.1,23,35,64,1,0,5:0,5:-185,195,10
trial_dof4_v100_n01.csv,4,100,3000,300,0.210326,0.007671,86.5,29.3,244.4,893.0,648.6,22,34,65,1,0,5:0,5:-184,195,11
trial_dof4_v1000_n11.csv,4,1000,3000,300,0.210282,0.006481,86.2,55.9,244.6,895.0,650.4,22,33,59,1,0,5:0,5:-184,193,9
trial_dof4_v1000_n14.csv,4,1000,3000,300,0.211808,0.007935,86.2,42.4,244.0,895.0,651.0,23,30,61,1,0,5:0,5:-184,193,9
trial_dof4_v500_n14.csv,4,500,3000,300,0.210444,0.007618,86.5,54.7,243.8,892.0,648.2,19,37,58,1,0,5:0,5:-184,193,9
trial_dof4_v100_n16.csv,4,100,3000,300,0.207882,0.006910,86.3,43.9,244.3,893.0,648.7,20,37,64,1,0,5:0,5:-184,195,11
trial_dof4_v750_n03.csv,4,750,3000,300,0.210032,0.007888,86.1,29.9,243.9,895.0,651.1,20,34,61,1,0,5:0,5:-184,194,10
trial_dof4_v500_n12.csv,4,500,3000,300,0.209478,0.007682,87.5,105.8,244.0,892.0,648.0,17,39,62,1,0,5:0,5:-184,194,10
trial_dof4_v500_n01.csv,4,500,3000,300,0.210027,0.007533,86.2,61.0,243.0,893.0,650.0,12,43,60,1,0,5:0,5:-183,194,11
trial_dof4_v1000_n00.csv,4,1000,3000,300,0.210553,0.007589,86.3,74.4,243.0,893.0,650.0,11,42,61,1,0,5:0,5:-183,193,10
trial_dof4_v100_n02.csv,4,100,3000,300,0.210080,0.007679,86.6,30.4,245.1,893.0,647.9,23,35,66,1,0,5:0,5:-183,194,11
trial_dof4_v500_n07.csv,4,500,3000,300,0.208578,0.006513,86.0,93.6,243.0,893.0,650.0,9,46,61,1,0,5:0,5:-182,194,12
trial_dof4_v1000_n07.csv,4,1000,3000,300,0.207771,0.006489,88.6,75.5,243.0,893.0,650.0,13,42,62,1,0,5:0,5:-183,193,10
trial_dof4_v750_n18.csv,4,750,3000,300,0.209595,0.006647,87.7,86.5,243.0,892.0,649.0,12,44,58,1,0,5:0,5:-182,194,12
trial_dof4_v750_n06.csv,4,750,3000,300,0.209813,0.006635,86.6,75.8,243.0,893.0,650.0,12,42,61,1,0,5:0,5:-183,193,10
trial_dof4_v100_n19.csv,4,100,3000,300,0.218633,0.012795,86.8,74.2,243.0,892.0,649.0,13,45,66,1,0,5:0,5:-182,193,11
trial_dof4_v100_n06.csv,4,100,3000,300,0.207594,0.006854,86.4,75.6,243.0,893.0,650.0,14,43,64,1,0,5:0,5:-182,194,12
trial_dof4_v250_n04.csv,4,250,3000,300,0.209090,0.007711,86.5,74.9,243.0,892.0,649.0,14,44,62,1,0,5:0,5:-184,193,9
trial_dof4_v100_n10.csv,4,100,3000,300,0.211355,0.007741,86.2,60.4,243.8,892.0,648.2,21,38,66,1,0,5:0,5:-184,194,10
trial_dof4_v500_n19.csv,4,500,3000,300,0.211645,0.007402,86.0,93.1,243.0,892.0,649.0,15,43,60,1,0,5:0,5:-182,192,10
trial_dof4_v250_n10.csv,4,250,3000,300,0.210892,0.006536,86.4,61.3,243.0,892.0,649.0,15,44,65,1,0,5:0,5:-183,193,10
trial_dof4_v250_n02.csv,4,250,3000,300,0.211426,0.007804,87.1,91.6,243.0,891.7,648.7,14,47,66,1,0,5:0,5:-182,194,12
trial_dof4_v250_n09.csv,4,250,3000,300,0.211716,0.007657,85.9,74.4,243.9,892.0,648.1,21,40,63,1,0,5:0,5:-183,193,10
trial_dof4_v1000_n03.csv,4,1000,3000,300,0.209980,0.007618,86.1,74.9,243.0,892.0,649.0,15,43,65,1,0,5:0,5:-183,193,10
trial_dof4_v250_n17.csv,4,250,3000,300,0.209449,0.006294,86.0,93.4,243.0,892.0,649.0,14,47,68,1,0,5:0,5:-182,193,11
trial_dof4_v1000_n13.csv,4,1000,3000,300,0.209653,0.007592,86.4,74.2,243.0,895.0,652.0,15,43,63,1,0,5:0,5:-182,193,11
trial_dof4_v1000_n01.csv,4,1000,3000,300,0.209148,0.006449,86.0,61.9,243.0,893.0,650.0,14,42,68,1,0,5:0,5:-182,193,11
trial_dof4_v500_n03.csv,4,500,3000,300,0.209577,0.007512,86.0,91.8,243.0,892.0,649.0,14,47,67,1,0,5:0,5:-181,194,13
trial_dof4_v1000_n19.csv,4,1000,3000,300,0.209358,0.007664,85.9,61.6,243.0,893.0,650.0,13,44,70,1,0,5:0,5:-182,193,11
trial_dof4_v1000_n06.csv,4,1000,3000,300,0.210773,0.007698,86.2,91.9,244.0,893.0,649.0,16,42,64,1,0,5:0,5:-182,193,11
trial_dof4_v250_n08.csv,4,250,3000,300,0.211230,0.007772,86.4,61.0,244.0,892.0,648.0,14,48,63,1,0,5:0,5:-182,193,11
trial_dof4_v250_n14.csv,4,250,3000,300,0.209406,0.006477,86.4,92.5,243.0,892.0,649.0,19,43,66,1,0,5:0,5:-183,193,10
trial_dof4_v1000_n08.csv,4,1000,3000,300,0.208865,0.007524,87.5,86.3,243.3,893.0,649.7,15,45,64,1,0,5:0,5:-182,192,10
trial_dof4_v500_n04.csv,4,500,3000,300,0.210699,0.007568,87.3,85.4,244.0,892.0,648.0,13,48,66,1,0,5:0,5:-181,192,11
trial_dof4_v100_n14.csv,4,100,3000,300,0.219033,0.012764,86.8,94.5,243.0,893.0,650.0,15,46,69,1,0,5:0,5:-181,193,12
trial_dof4_v1000_n04.csv,4,1000,3000,300,0.208947,0.007688,86.4,74.5,244.0,892.0,648.0,16,43,65,1,0,5:0,5:-181,192,11
trial_dof4_v750_n10.csv,4,750,3000,300,0.208571,0.006652,85.9,55.6,243.0,892.0,649.0,15,46,68,1,0,5:0,5:-181,192,11
