t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,243,13,,-182
0.015767,243,,,
0.022275,243,,,
0.036353,243,,,
0.047034,243,,,
0.054482,243,,,
0.067637,243,,,
0.078551,243,,,
0.085186,243,13,,-182
0.109347,243,,,
0.116002,243,,,
0.129154,243,,,
0.140101,243,,,
0.146916,243,,,
0.160011,243,,,
0.170943,243,,,
0.178612,243,13,,-182
0.201692,243,,,
0.222365,243,,,
0.234231,243,,,
0.240745,246,,,
0.252541,246,,,
0.264426,246,,,
0.270911,266,,,
0.283950,266,42,,-185
0.301230,296,,,
0.315271,296,,,
0.327419,341,,,
0.333923,341,,,
0.345809,341,,,
0.356603,407,,,
0.363161,407,,,
0.377380,407,70,,-192
0.394686,479,,,
0.407568,479,,,
0.420313,567,,,
0.427056,567,,,
0.439333,567,,,
0.450275,656,,,
0.456767,656,,,
0.469846,656,61,,-193
0.487351,735,,,
0.500532,735,,,
0.512474,799,,,
0.518747,799,,,
0.531547,799,,,
0.543387,799,,,
0.549996,799,,,
0.562959,879,70,,-193
0.581272,879,,,
0.593728,893,,,
0.606290,893,,,
0.612948,893,,,
0.625293,893,,,
0.636725,893,,,
0.643595,893,,,
0.655962,893,57,,-191
0.675828,893,,,
0.686749,893,,,
0.698993,893,,,
0.705862,893,,,
0.718447,893,,,
0.729958,893,,,
0.736590,893,,,
0.749509,893,57,,-192
0.766805,893,,,
0.780979,893,,,
0.792074,893,,,
0.799228,893,,,
0.811285,893,,,
0.822179,893,,,
0.828685,893,,,
0.842795,893,57,,-191
0.861053,893,,,
0.874348,893,,,
0.884492,893,,,
