t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,244,20,,-179
0.014602,244,,,
0.021020,244,,,
0.033833,244,,,
0.045743,244,,,
0.052208,244,,,
0.064023,244,,,
0.075790,244,,,
0.082103,244,20,,-179
0.107769,244,,,
0.114101,244,,,
0.125839,244,,,
0.132427,244,,,
0.138880,244,,,
0.145322,244,,,
0.158290,244,,,
0.169161,244,21,,-179
0.188756,244,,,
0.200657,244,,,
0.220134,244,,,
0.231017,244,,,
0.237581,244,,,
0.251825,244,,,
0.262696,244,,,
0.269196,244,28,,-180
0.292954,267,,,
0.299417,267,,,
0.313506,267,,,
0.324340,299,,,
0.330830,299,,,
0.343651,334,,,
0.355640,334,,,
0.362172,334,59,,-186
0.386286,399,,,
0.392900,399,,,
0.406000,464,,,
0.416822,464,,,
0.423246,464,,,
0.437438,542,,,
0.448331,542,,,
0.454816,542,53,,-188
0.478518,603,,,
0.485034,603,,,
0.499089,681,,,
0.509850,681,,,
0.517303,681,,,
0.530278,746,,,
0.541211,746,,,
0.547686,746,59,,-188
0.571613,811,,,
0.578209,848,,,
0.592225,848,,,
0.603065,848,,,
0.609713,882,,,
0.622812,882,,,
0.633533,882,,,
0.640041,891,60,,-188
0.665013,891,,,
0.671287,891,,,
0.685362,891,,,
0.696038,891,,,
0.702406,892,,,
0.716272,892,,,
0.727076,892,,,
0.733443,892,64,,-189
0.758047,892,,,
0.764355,892,,,
0.778245,892,,,
0.788891,892,,,
0.796194,892,,,
0.808916,892,,,
0.819542,892,,,
0.826002,892,63,,-189
0.850840,892,,,
0.857335,892,,,
0.870432,892,,,
0.881352,892,,,
0.887826,892,,,
0.901946,892,,,
0.912780,892,,,
0.919564,892,63,,-189
0.943976,892,,,
