t_s,pos_act,force_g,current_mA
0.006560,96,0,0
0.037617,96,0,46
0.067383,98,4,150
0.099226,100,8,105
0.129597,104,10,116
0.160017,110,13,116
0.191446,110,9,72
0.223419,117,9,58
0.254500,122,11,81
0.285402,126,12,79
0.315420,131,13,73
0.346350,134,11,64
0.377559,141,8,58
0.408376,145,8,61
0.440203,152,12,88
0.471002,156,13,94
0.501470,164,10,23
0.532508,170,10,83
0.563892,172,11,16
0.594229,179,8,86
0.625518,182,11,75
0.655799,184,10,64
0.686870,189,9,55
0.718210,193,8,13
0.750242,197,8,75
0.781004,204,8,74
0.811620,210,9,61
0.843264,213,7,55
0.873281,216,8,50
0.904517,220,9,73
0.936945,224,10,83
0.966419,229,9,61
0.997454,233,10,31
1.029415,238,8,81
1.059534,248,7,70
1.090276,251,8,89
1.122396,254,10,114
1.152627,261,6,75
1.182910,268,9,68
1.214246,271,7,53
1.245833,275,6,81
1.278278,280,8,69
1.307291,284,8,65
1.337815,287,8,55
1.369366,294,6,48
1.400385,298,5,48
1.431595,298,8,79
1.462013,305,6,71
1.494336,310,4,68
1.524229,315,4,52
1.555633,320,6,79
1.587046,325,7,79
1.617963,329,6,61
1.648197,333,5,52
1.680338,341,5,70
1.709598,347,6,81
1.741102,351,6,62
1.773421,355,4,53
1.804821,362,3,87
1.834403,365,6,60
1.866544,369,6,63
1.896259,373,4,63
1.927182,376,2,86
1.959131,382,2,80
1.988547,387,3,156
2.021148,389,4,156
2.052072,389,4,72
2.082429,402,4,125
2.114362,406,2,59
2.144883,410,1,93
2.176276,411,0,60
2.208752,419,2,55
2.238333,424,4,88
2.269381,429,3,82
2.299985,436,1,66
2.331193,444,2,62
2.362869,446,1,50
2.392949,451,0,56
2.423484,453,2,79
2.455359,458,2,63
2.485128,463,2,60
2.515775,468,0,52
2.547201,473,0,65
2.578201,478,0,63
2.609057,485,0,118
2.640838,487,1,125
2.671628,492,-1,43
2.702742,495,-1,50
2.733688,500,1,30
2.764785,501,0,54
2.794999,505,0,50
2.825911,511,0,99
2.857750,516,-1,85
2.888203,520,-2,34
2.918876,532,0,56
2.949834,534,-1,74
2.981514,539,-2,69
3.013315,543,-3,55
3.044317,549,-1,77
3.074494,552,0,63
3.105629,557,0,53
3.137009,561,-2,90
3.167385,564,-3,44
3.199390,573,-3,86
3.230057,577,-1,72
3.260624,581,-2,72
3.290744,581,0,78
3.321739,590,-1,71
3.352716,592,-4,94
3.383662,598,-4,103
3.414595,601,-3,31
3.446174,604,-3,94
3.477601,611,-3,50
3.508407,620,-2,151
3.539498,626,-4,57
3.570468,631,-3,68
3.601423,635,-1,70
3.633467,640,-3,0
3.662788,643,-5,80
3.694582,647,-3,74
3.726114,652,-1,79
3.755985,657,-2,89
3.787652,662,-5,91
3.818303,666,-4,96
3.848856,668,-2,23
3.880606,673,-5,23
3.911424,673,-5,23
3.942414,673,-4,67
3.973247,687,-6,55
4.004351,691,-6,78
4.035248,695,-7,64
4.066025,699,-6,61
4.098238,706,-3,87
4.128598,712,-2,77
4.159324,719,-6,65
4.190458,723,-5,58
4.221969,729,-3,118
4.251857,733,-3,87
4.283756,738,-6,77
4.313745,743,-6,63
4.345170,748,-2,7
4.376170,752,-6,79
4.406440,756,-5,55
4.438003,760,-3,65
4.470377,764,-6,51
4.499969,768,-7,53
4.532075,773,-4,69
4.563356,776,-4,71
4.592913,780,-7,59
4.624645,786,-7,52
4.656132,793,-6,74
4.685513,796,-4,94
