t_s,pos_act,force_g,current_mA
0.009962,94,-56,0
0.041769,94,-56,54
0.072531,94,-56,102
0.103245,94,-55,41
0.134847,106,-46,95
0.165256,108,-46,96
0.196798,113,-20,97
0.228547,116,-12,97
0.258661,120,-4,64
0.289004,124,0,89
0.320202,125,3,96
0.351527,132,6,85
0.382271,136,10,83
0.413441,141,10,78
0.444764,147,12,60
0.475080,154,12,60
0.506679,157,11,97
0.537252,162,11,95
0.568506,162,11,59
0.599648,171,12,51
0.630506,177,12,103
0.661241,180,12,81
0.692736,185,11,81
0.723394,185,11,95
0.754799,195,12,112
0.786018,198,13,65
0.816130,201,12,78
0.847567,204,12,71
0.878720,209,12,80
0.909220,213,11,65
0.940553,217,11,83
0.971581,229,9,85
1.002904,234,9,72
1.033871,238,9,85
1.064855,245,10,73
1.095145,250,10,65
1.126468,253,9,112
1.157644,258,9,98
1.188500,263,9,73
1.218820,266,10,76
1.250274,271,10,72
1.280579,273,10,68
1.311761,276,10,75
1.342796,280,10,87
1.374295,283,10,84
1.405557,288,9,82
1.436233,296,10,62
1.466955,301,9,90
1.497960,306,8,85
1.529561,313,10,79
1.559730,317,9,52
1.591257,325,9,107
1.622599,329,9,91
1.652690,333,10,92
1.684499,335,11,54
1.715818,340,11,75
1.745836,343,11,77
1.777685,350,10,77
1.809310,350,10,84
1.838885,358,10,64
1.869468,360,10,42
1.901997,366,9,66
1.931867,373,9,80
1.962302,380,8,91
1.994454,385,8,81
2.024619,388,8,56
2.055611,394,9,106
2.087911,396,8,96
2.117325,399,9,72
2.149269,404,10,46
2.180867,410,10,50
2.211154,416,10,80
2.242836,420,9,87
2.267679,420,9,83
2.292809,422,8,71
2.323497,427,8,81
2.355207,435,9,71
2.385774,440,10,54
2.417314,445,9,88
2.447815,455,8,110
2.479228,460,8,91
2.509976,464,10,73
2.541276,466,10,47
2.572174,469,10,78
2.602119,475,10,81
2.621488,475,10,67
2.652415,480,9,71
2.683033,489,12,45
2.714261,492,10,113
2.744587,496,10,86
2.775732,504,8,78
2.807241,510,8,64
2.838520,515,10,98
2.869939,518,9,93
2.899607,521,8,85
2.931544,524,9,86
2.962671,529,10,55
2.993376,532,11,29
3.024106,538,11,29
3.054796,538,11,29
3.085631,538,10,75
3.117392,554,12,60
3.148095,558,11,55
3.179654,560,11,69
3.210111,564,10,88
3.241300,571,9,79
3.272158,576,8,76
3.302815,585,11,56
3.334734,588,10,95
3.365215,593,10,96
3.395920,599,9,96
3.426643,603,10,108
3.457530,607,12,75
3.488907,613,12,76
3.519381,616,12,71
3.551122,620,11,87
3.581717,623,11,63
3.613148,628,12,38
3.644554,634,12,38
3.675043,634,11,79
3.706383,646,11,85
3.736409,652,11,89
3.768799,655,10,106
3.799028,658,11,78
3.829249,660,12,73
3.860812,664,12,73
3.891174,664,13,77
3.922147,681,12,76
3.953119,685,14,65
3.984087,687,14,54
4.015927,690,14,82
4.045954,695,13,87
4.077561,700,13,66
4.108063,707,15,60
4.141295,712,15,102
4.170491,716,14,92
4.202086,719,14,84
4.232382,723,14,68
4.263922,728,15,68
4.293950,728,16,92
4.325982,733,16,98
4.357375,741,16,75
4.388415,746,16,71
4.419552,752,17,66
4.448688,756,18,41
4.481157,760,18,72
4.511654,764,18,75
4.541639,772,19,79
4.572686,776,20,49
4.605139,781,19,77
4.635386,785,17,104
4.666024,788,17,90
4.697721,794,17,88
4.729067,799,18,78
4.760168,804,19,92
4.791624,811,19,97
4.820594,815,19,83
4.851631,818,19,67
4.883682,822,20,67
4.914024,822,21,80
4.945279,828,22,73
4.977488,832,22,88
5.007741,838,21,91
5.038650,843,21,83
5.070043,848,20,77
5.100407,853,20,77
5.130665,853,22,63
5.163792,870,21,85
5.194307,874,21,97
5.224965,878,23,72
5.256942,879,23,89
5.286947,879,23,89
5.312030,885,24,88
5.342948,891,25,84
5.373031,899,25,83
5.404386,903,24,82
5.435913,906,25,85
5.466800,909,25,86
5.496889,916,25,64
5.528550,916,25,72
5.559079,928,25,102
5.589821,933,25,72
5.621446,938,26,120
5.652486,942,26,96
5.683787,942,26,82
5.714445,947,26,85
5.745671,952,28,47
5.776122,956,28,86
5.807613,959,28,80
5.832291,962,28,91
5.858072,967,28,91
5.889317,973,29,78
5.919556,978,30,49
5.950645,983,30,79
5.981923,988,29,94
6.013519,995,29,81
6.044216,1002,30,60
6.074708,1005,30,114
6.106162,1009,29,92
6.137603,1013,29,92
6.168335,1020,32,62
6.199011,1025,32,80
6.230677,1028,32,85
6.261560,1033,32,61
6.291510,1038,32,78
6.322490,1042,34,78
6.354303,1042,34,78
6.384391,1052,34,90
6.415310,1056,34,79
6.447323,1060,34,60
6.478186,1064,35,119
