t_s,pos_act,force_g,current_mA
0.006571,96,-57,0
0.039263,96,-58,32
0.069982,96,-55,51
0.100520,96,-55,85
0.131630,101,-49,60
0.161662,106,-48,60
0.194179,106,-15,50
0.224603,114,-4,68
0.254658,121,1,91
0.285978,124,5,77
0.317663,127,10,82
0.349168,132,13,93
0.379652,138,13,94
0.411165,142,13,115
0.441383,153,13,88
0.472876,157,15,78
0.503774,160,13,96
0.534689,163,13,90
0.565575,166,13,72
0.596821,168,14,59
0.627369,175,13,45
0.658545,180,13,69
0.689975,185,12,78
0.720460,190,10,64
0.751995,197,9,73
0.781688,201,11,72
0.813558,205,11,107
0.844849,210,10,81
0.875272,215,10,86
0.906264,218,10,95
0.937456,222,11,48
0.968163,227,12,72
0.999405,231,12,72
1.030447,231,10,49
1.061181,241,11,66
1.092612,246,11,60
1.123388,250,11,57
1.154372,255,10,66
1.184382,263,9,84
1.215592,268,8,90
1.247735,273,8,67
1.278751,276,9,79
1.310936,280,9,97
1.340346,283,9,89
1.371145,287,9,98
1.402876,294,8,98
1.432554,294,10,47
1.464646,303,9,69
1.496706,306,9,54
1.525877,310,8,73
1.557056,315,7,74
1.589158,320,7,75
1.619580,326,8,36
1.650448,329,7,85
1.682861,340,5,74
1.712053,343,6,80
1.742432,351,6,55
1.774975,355,6,106
1.804967,358,6,97
1.836816,359,7,63
1.868742,361,8,61
1.897195,366,8,40
1.929537,372,8,41
1.961686,378,8,77
1.991514,382,8,91
2.022376,387,7,91
2.053901,387,7,60
2.083577,397,7,54
2.114729,401,6,90
2.146487,410,6,79
2.177528,415,6,71
2.209032,418,6,79
2.239932,420,6,110
2.271522,423,6,78
2.301896,431,6,74
2.333511,436,7,61
2.358345,436,8,47
2.388106,439,8,60
2.418982,443,8,69
2.450384,453,6,79
2.481304,458,5,85
2.511730,462,4,82
2.537079,462,4,92
2.561583,467,4,95
2.581446,474,5,74
2.611063,482,6,83
2.642894,485,5,83
2.673123,485,7,60
2.704856,494,6,89
2.735228,497,5,74
2.766590,503,6,84
2.797592,507,7,76
2.828177,511,8,44
2.858743,515,7,71
2.890051,518,7,65
2.921588,523,6,91
2.952609,527,6,75
2.984342,531,5,75
3.014539,540,5,74
3.045733,549,6,94
3.076274,554,6,99
3.108156,557,5,97
3.138690,559,6,74
3.168540,561,8,58
3.199661,566,8,88
3.231140,573,8,74
3.262036,578,7,88
3.293231,581,8,81
3.325158,583,8,68
3.355281,587,9,54
3.387015,592,8,56
3.416854,600,8,80
3.448910,604,7,88
3.479806,612,6,78
3.510387,617,8,58
3.540596,624,7,87
3.573036,628,7,68
3.603393,631,8,68
3.633719,637,9,57
3.665041,643,8,68
3.696864,648,8,50
3.726275,651,10,90
3.758842,654,9,65
3.788953,657,9,70
3.820699,659,9,83
3.851709,660,9,63
3.882733,669,8,63
3.913719,669,8,63
3.944922,669,8,79
3.975622,687,8,75
4.006507,693,10,77
4.037588,697,9,118
4.068361,700,9,113
4.099511,708,10,86
4.130634,711,11,80
4.161370,716,10,79
4.192571,719,11,80
4.222843,722,12,68
4.254982,726,12,67
4.286496,729,13,67
4.316548,733,13,62
4.347158,742,12,67
4.379008,749,13,87
4.408448,753,12,75
4.441590,759,11,74
4.471359,762,11,96
4.502596,767,12,96
4.533455,767,13,99
4.564734,775,13,77
4.595608,781,14,78
4.625494,784,15,74
4.657574,787,16,64
4.687473,789,16,70
4.718417,795,16,52
4.751753,799,15,54
4.780528,812,14,71
4.811318,816,14,91
4.843700,822,15,78
4.868587,822,16,67
4.898054,826,16,87
4.929801,833,16,75
4.960819,838,16,98
4.991642,841,17,71
5.023522,848,17,53
5.053268,850,18,86
5.084597,855,18,90
5.114585,858,18,86
5.147273,858,18,86
5.171750,872,19,57
5.196859,874,19,74
5.228351,876,18,82
5.259130,879,18,90
5.289940,884,17,81
5.321294,891,17,95
5.351755,899,17,105
5.383033,903,19,110
5.414259,906,18,98
5.444680,907,19,79
5.476050,912,19,69
5.507189,920,21,48
5.538345,925,21,88
5.569379,928,21,69
5.600564,932,21,68
5.631392,937,23,58
5.663597,941,23,68
5.694287,942,23,84
5.724470,948,21,96
5.755760,956,21,96
5.786481,963,22,84
5.818035,969,24,72
5.849023,973,24,95
5.879699,978,23,107
