taxel,zone,zone_name,row,col,addr,mu,sigma,min,max,status
772,13,Pulgar — Distal,2,7,4521,0.000,0.000,0,0,ok
773,13,Pulgar — Distal,3,0,4522,0.000,0.000,0,0,ok
774,13,Pulgar — Distal,3,1,4523,0.000,0.000,0,0,ok
775,13,Pulgar — Distal,3,2,4524,0.000,0.000,0,0,ok
776,13,Pulgar — Distal,3,3,4525,0.000,0.000,0,0,ok
777,13,Pulgar — Distal,3,4,4526,0.000,0.000,0,0,ok
778,13,Pulgar — Distal,3,5,4527,0.000,0.000,0,0,ok
779,13,Pulgar — Distal,3,6,4528,0.000,0.000,0,0,ok
780,13,Pulgar — Distal,3,7,4529,0.000,0.000,0,0,ok
781,13,Pulgar — Distal,4,0,4530,0.000,0.000,0,0,ok
782,13,Pulgar — Distal,4,1,4531,0.000,0.000,0,0,ok
783,13,Pulgar — Distal,4,2,4532,0.000,0.000,0,0,ok
784,13,Pulgar — Distal,4,3,4533,0.000,0.000,0,0,ok
785,13,Pulgar — Distal,4,4,4534,0.000,0.000,0,0,ok
786,13,Pulgar — Distal,4,5,4535,0.000,0.000,0,0,ok
787,13,Pulgar — Distal,4,6,4536,0.000,0.000,0,0,ok
788,13,Pulgar — Distal,4,7,4537,0.000,0.000,0,0,ok
789,13,Pulgar — Distal,5,0,4538,0.000,0.000,0,0,ok
790,13,Pulgar — Distal,5,1,4539,0.000,0.000,0,0,ok
791,13,Pulgar — Distal,5,2,4540,0.000,0.000,0,0,ok
792,13,Pulgar — Distal,5,3,4541,0.000,0.000,0,0,ok
793,13,Pulgar — Distal,5,4,4542,0.000,0.000,0,0,ok
794,13,Pulgar — Distal,5,5,4543,0.000,0.000,0,0,ok
795,13,Pulgar — Distal,5,6,4544,0.000,0.000,0,0,ok
796,13,Pulgar — Distal,5,7,4545,0.000,0.000,0,0,ok
797,13,Pulgar — Distal,6,0,4546,0.000,0.000,0,0,ok
798,13,Pulgar — Distal,6,1,4547,0.000,0.000,0,0,ok
799,13,Pulgar — Distal,6,2,4548,0.000,0.000,0,0,ok
800,13,Pulgar — Distal,6,3,4549,0.000,0.000,0,0,ok
801,13,Pulgar — Distal,6,4,4550,0.000,0.000,0,0,ok
802,13,Pulgar — Distal,6,5,4551,0.000,0.000,0,0,ok
803,13,Pulgar — Distal,6,6,4552,0.000,0.000,0,0,ok
804,13,Pulgar — Distal,6,7,4553,0.000,0.000,0,0,ok
805,13,Pulgar — Distal,7,0,4554,0.000,0.000,0,0,ok
806,13,Pulgar — Distal,7,1,4555,0.000,0.000,0,0,ok
807,13,Pulgar — Distal,7,2,4556,0.000,0.000,0,0,ok
808,13,Pulgar — Distal,7,3,4557,0.000,0.000,0,0,ok
809,13,Pulgar — Distal,7,4,4558,0.000,0.000,0,0,ok
810,13,Pulgar — Distal,7,5,4559,0.000,0.000,0,0,ok
811,13,Pulgar — Distal,7,6,4560,0.000,0.000,0,0,ok
812,13,Pulgar — Distal,7,7,4561,0.000,0.000,0,0,ok
813,13,Pulgar — Distal,8,0,4562,0.000,0.000,0,0,ok
814,13,Pulgar — Distal,8,1,4563,0.000,0.000,0,0,ok
815,13,Pulgar — Distal,8,2,4564,0.000,0.000,0,0,ok
816,13,Pulgar — Distal,8,3,4565,0.000,0.000,0,0,ok
817,13,Pulgar — Distal,8,4,4566,0.000,0.000,0,0,ok
818,13,Pulgar — Distal,8,5,4567,0.000,0.000,0,0,ok
819,13,Pulgar — Distal,8,6,4568,0.000,0.000,0,0,ok
820,13,Pulgar — Distal,8,7,4569,0.000,0.000,0,0,ok
821,13,Pulgar — Distal,9,0,4570,0.000,0.000,0,0,ok
822,13,Pulgar — Distal,9,1,4571,0.000,0.000,0,0,ok
823,13,Pulgar — Distal,9,2,4572,0.000,0.000,0,0,ok
824,13,Pulgar — Distal,9,3,4573,0.000,0.000,0,0,ok
825,13,Pulgar — Distal,9,4,4574,0.000,0.000,0,0,ok
826,13,Pulgar — Distal,9,5,4575,0.000,0.000,0,0,ok
827,13,Pulgar — Distal,9,6,4576,0.000,0.000,0,0,ok
828,13,Pulgar — Distal,9,7,4577,0.000,0.000,0,0,ok
829,13,Pulgar — Distal,10,0,4578,0.000,0.000,0,0,ok
830,13,Pulgar — Distal,10,1,4579,0.000,0.000,0,0,ok
831,13,Pulgar — Distal,10,2,4580,0.000,0.000,0,0,ok
832,13,Pulgar — Distal,10,3,4581,0.000,0.000,0,0,ok
833,13,Pulgar — Distal,10,4,4582,0.000,0.000,0,0,ok
834,13,Pulgar — Distal,10,5,4583,0.000,0.000,0,0,ok
835,13,Pulgar — Distal,10,6,4584,0.000,0.000,0,0,ok
836,13,Pulgar — Distal,10,7,4585,0.000,0.000,0,0,ok
837,13,Pulgar — Distal,11,0,4586,19.757,3.869,12,27,noisy
838,13,Pulgar — Distal,11,1,4587,0.000,0.000,0,0,ok
839,13,Pulgar — Distal,11,2,4588,0.000,0.000,0,0,ok
840,13,Pulgar — Distal,11,3,4589,0.000,0.000,0,0,ok
841,13,Pulgar — Distal,11,4,4590,0.010,0.099,0,1,noisy
842,13,Pulgar — Distal,11,5,4591,54.893,1.014,53,57,noisy
843,13,Pulgar — Distal,11,6,4592,0.000,0.000,0,0,ok
844,13,Pulgar — Distal,11,7,4593,0.000,0.000,0,0,ok
845,14,Pulgar — Medio,0,0,4690,0.000,0.000,0,0,stuck_low
846,14,Pulgar — Medio,0,1,4691,0.000,0.000,0,0,ok
847,14,Pulgar — Medio,0,2,4692,0.000,0.000,0,0,stuck_low
848,14,Pulgar — Medio,1,0,4693,0.000,0.000,0,0,stuck_low
849,14,Pulgar — Medio,1,1,4694,0.000,0.000,0,0,ok
850,14,Pulgar — Medio,1,2,4695,0.000,0.000,0,0,stuck_low
851,14,Pulgar — Medio,2,0,4696,0.000,0.000,0,0,stuck_low
852,14,Pulgar — Medio,2,1,4697,0.000,0.000,0,0,stuck_low
853,14,Pulgar — Medio,2,2,4698,0.000,0.000,0,0,stuck_low
854,15,Pulgar — Palmar,0,0,4708,0.000,0.000,0,0,ok
855,15,Pulgar — Palmar,0,1,4709,0.000,0.000,0,0,ok
856,15,Pulgar — Palmar,0,2,4710,0.000,0.000,0,0,ok
857,15,Pulgar — Palmar,0,3,4711,0.000,0.000,0,0,ok
858,15,Pulgar — Palmar,0,4,4712,0.000,0.000,0,0,ok
859,15,Pulgar — Palmar,0,5,4713,0.000,0.000,0,0,ok
860,15,Pulgar — Palmar,0,6,4714,0.000,0.000,0,0,ok
861,15,Pulgar — Palmar,0,7,4715,0.000,0.000,0,0,ok
862,15,Pulgar — Palmar,1,0,4716,0.000,0.000,0,0,ok
863,15,Pulgar — Palmar,1,1,4717,0.000,0.000,0,0,ok
864,15,Pulgar — Palmar,1,2,4718,0.000,0.000,0,0,ok
865,15,Pulgar — Palmar,1,3,4719,0.000,0.000,0,0,ok
866,15,Pulgar — Palmar,1,4,4720,0.000,0.000,0,0,ok
867,15,Pulgar — Palmar,1,5,4721,0.000,0.000,0,0,ok
868,15,Pulgar — Palmar,1,6,4722,0.000,0.000,0,0,ok
869,15,Pulgar — Palmar,1,7,4723,0.000,0.000,0,0,stuck_low
870,15,Pulgar — Palmar,2,0,4724,0.000,0.000,0,0,ok
871,15,Pulgar — Palmar,2,1,4725,0.000,0.000,0,0,ok
872,15,Pulgar — Palmar,2,2,4726,0.000,0.000,0,0,ok
873,15,Pulgar — Palmar,2,3,4727,0.000,0.000,0,0,ok
874,15,Pulgar — Palmar,2,4,4728,0.000,0.000,0,0,ok
875,15,Pulgar — Palmar,2,5,4729,0.000,0.000,0,0,ok
876,15,Pulgar — Palmar,2,6,4730,0.000,0.000,0,0,ok
877,15,Pulgar — Palmar,2,7,4731,0.000,0.000,0,0,ok
878,15,Pulgar — Palmar,3,0,4732,0.000,0.000,0,0,ok
879,15,Pulgar — Palmar,3,1,4733,0.000,0.000,0,0,ok
880,15,Pulgar — Palmar,3,2,4734,0.000,0.000,0,0,ok
881,15,Pulgar — Palmar,3,3,4735,0.000,0.000,0,0,ok
882,15,Pulgar — Palmar,3,4,4736,0.000,0.000,0,0,ok
883,15,Pulgar — Palmar,3,5,4737,0.000,0.000,0,0,ok
884,15,Pulgar — Palmar,3,6,4738,0.000,0.000,0,0,ok
885,15,Pulgar — Palmar,3,7,4739,0.000,0.000,0,0,ok
886,15,Pulgar — Palmar,4,0,4740,0.000,0.000,0,0,ok
887,15,Pulgar — Palmar,4,1,4741,0.000,0.000,0,0,ok
888,15,Pulgar — Palmar,4,2,4742,0.000,0.000,0,0,ok
889,15,Pulgar — Palmar,4,3,4743,0.000,0.000,0,0,ok
890,15,Pulgar — Palmar,4,4,4744,0.000,0.000,0,0,ok
891,15,Pulgar — Palmar,4,5,4745,0.000,0.000,0,0,ok
892,15,Pulgar — Palmar,4,6,4746,0.000,0.000,0,0,ok
893,15,Pulgar — Palmar,4,7,4747,0.000,0.000,0,0,stuck_low
894,15,Pulgar — Palmar,5,0,4748,0.000,0.000,0,0,ok
895,15,Pulgar — Palmar,5,1,4749,0.000,0.000,0,0,ok
896,15,Pulgar — Palmar,5,2,4750,0.000,0.000,0,0,ok
897,15,Pulgar — Palmar,5,3,4751,0.000,0.000,0,0,ok
898,15,Pulgar — Palmar,5,4,4752,0.000,0.000,0,0,ok
899,15,Pulgar — Palmar,5,5,4753,0.000,0.000,0,0,ok
900,15,Pulgar — Palmar,5,6,4754,0.000,0.000,0,0,ok
901,15,Pulgar — Palmar,5,7,4755,0.000,0.000,0,0,ok
902,15,Pulgar — Palmar,6,0,4756,0.000,0.000,0,0,ok
903,15,Pulgar — Palmar,6,1,4757,0.000,0.000,0,0,ok
904,15,Pulgar — Palmar,6,2,4758,0.000,0.000,0,0,ok
905,15,Pulgar — Palmar,6,3,4759,0.000,0.000,0,0,ok
906,15,Pulgar — Palmar,6,4,4760,0.000,0.000,0,0,ok
907,15,Pulgar — Palmar,6,5,4761,0.000,0.000,0,0,ok
908,15,Pulgar — Palmar,6,6,4762,0.000,0.000,0,0,ok
909,15,Pulgar — Palmar,6,7,4763,0.000,0.000,0,0,ok
910,15,Pulgar — Palmar,7,0,4764,0.000,0.000,0,0,ok
911,15,Pulgar — Palmar,7,1,4765,0.000,0.000,0,0,ok
912,15,Pulgar — Palmar,7,2,4766,0.000,0.000,0,0,ok
913,15,Pulgar — Palmar,7,3,4767,0.000,0.000,0,0,ok
914,15,Pulgar — Palmar,7,4,4768,0.000,0.000,0,0,ok
915,15,Pulgar — Palmar,7,5,4769,0.000,0.000,0,0,ok
916,15,Pulgar — Palmar,7,6,4770,0.000,0.000,0,0,ok
917,15,Pulgar — Palmar,7,7,4771,0.000,0.000,0,0,ok
918,15,Pulgar — Palmar,8,0,4772,0.000,0.000,0,0,ok
919,15,Pulgar — Palmar,8,1,4773,0.000,0.000,0,0,ok
920,15,Pulgar — Palmar,8,2,4774,0.000,0.000,0,0,ok
921,15,Pulgar — Palmar,8,3,4775,0.000,0.000,0,0,ok
922,15,Pulgar — Palmar,8,4,4776,0.000,0.000,0,0,ok
923,15,Pulgar — Palmar,8,5,4777,0.000,0.000,0,0,ok
924,15,Pulgar — Palmar,8,6,4778,0.000,0.000,0,0,ok
925,15,Pulgar — Palmar,8,7,4779,0.000,0.000,0,0,ok
926,15,Pulgar — Palmar,9,0,4780,0.000,0.000,0,0,ok
927,15,Pulgar — Palmar,9,1,4781,0.000,0.000,0,0,ok
928,15,Pulgar — Palmar,9,2,4782,0.000,0.000,0,0,ok
929,15,Pulgar — Palmar,9,3,4783,0.000,0.000,0,0,ok
930,15,Pulgar — Palmar,9,4,4784,0.000,0.000,0,0,ok
931,15,Pulgar — Palmar,9,5,4785,0.000,0.000,0,0,ok
932,15,Pulgar — Palmar,9,6,4786,0.000,0.000,0,0,ok
933,15,Pulgar — Palmar,9,7,4787,0.000,0.000,0,0,ok
934,15,Pulgar — Palmar,10,0,4788,0.000,0.000,0,0,ok
935,15,Pulgar — Palmar,10,1,4789,0.000,0.000,0,0,ok
936,15,Pulgar — Palmar,10,2,4790,0.000,0.000,0,0,ok
937,15,Pulgar — Palmar,10,3,4791,0.000,0.000,0,0,ok
938,15,Pulgar — Palmar,10,4,4792,0.000,0.000,0,0,ok
939,15,Pulgar — Palmar,10,5,4793,0.000,0.000,0,0,ok
940,15,Pulgar — Palmar,10,6,4794,0.000,0.000,0,0,ok
941,15,Pulgar — Palmar,10,7,4795,0.000,0.000,0,0,ok
942,15,Pulgar — Palmar,11,0,4796,0.000,0.000,0,0,ok
943,15,Pulgar — Palmar,11,1,4797,0.000,0.000,0,0,ok
944,15,Pulgar — Palmar,11,2,4798,0.000,0.000,0,0,ok
945,15,Pulgar — Palmar,11,3,4799,0.000,0.000,0,0,ok
946,15,Pulgar — Palmar,11,4,4800,0.000,0.000,0,0,ok
947,15,Pulgar — Palmar,11,5,4801,0.000,0.000,0,0,ok
948,15,Pulgar — Palmar,11,6,4802,0.000,0.000,0,0,ok
949,15,Pulgar — Palmar,11,7,4803,0.000,0.000,0,0,ok
950,16,Palma,0,0,4900,0.000,0.000,0,0,stuck_low
951,16,Palma,0,1,4901,0.000,0.000,0,0,ok
952,16,Palma,0,2,4902,0.000,0.000,0,0,ok
953,16,Palma,0,3,4903,0.000,0.000,0,0,ok
954,16,Palma,0,4,4904,0.000,0.000,0,0,ok
955,16,Palma,0,5,4905,0.000,0.000,0,0,ok
956,16,Palma,0,6,4906,0.000,0.000,0,0,ok
957,16,Palma,0,7,4907,0.000,0.000,0,0,stuck_low
958,16,Palma,1,0,4908,0.000,0.000,0,0,stuck_low
959,16,Palma,1,1,4909,0.000,0.000,0,0,ok
960,16,Palma,1,2,4910,0.000,0.000,0,0,ok
961,16,Palma,1,3,4911,0.000,0.000,0,0,ok
962,16,Palma,1,4,4912,0.000,0.000,0,0,ok
963,16,Palma,1,5,4913,0.000,0.000,0,0,ok
964,16,Palma,1,6,4914,0.000,0.000,0,0,ok
965,16,Palma,1,7,4915,0.000,0.000,0,0,stuck_low
966,16,Palma,2,0,4916,0.000,0.000,0,0,stuck_low
967,16,Palma,2,1,4917,0.000,0.000,0,0,ok
968,16,Palma,2,2,4918,0.000,0.000,0,0,ok
969,16,Palma,2,3,4919,0.000,0.000,0,0,ok
970,16,Palma,2,4,4920,0.000,0.000,0,0,ok
971,16,Palma,2,5,4921,0.000,0.000,0,0,ok
972,16,Palma,2,6,4922,0.000,0.000,0,0,ok
973,16,Palma,2,7,4923,0.000,0.000,0,0,stuck_low
974,16,Palma,3,0,4924,0.000,0.000,0,0,stuck_low
975,16,Palma,3,1,4925,0.000,0.000,0,0,ok
976,16,Palma,3,2,4926,0.000,0.000,0,0,ok
977,16,Palma,3,3,4927,0.000,0.000,0,0,ok
978,16,Palma,3,4,4928,0.000,0.000,0,0,ok
979,16,Palma,3,5,4929,0.000,0.000,0,0,ok
980,16,Palma,3,6,4930,0.000,0.000,0,0,ok
981,16,Palma,3,7,4931,0.000,0.000,0,0,stuck_low
982,16,Palma,4,0,4932,0.000,0.000,0,0,stuck_low
983,16,Palma,4,1,4933,0.000,0.000,0,0,ok
984,16,Palma,4,2,4934,0.000,0.000,0,0,ok
985,16,Palma,4,3,4935,0.000,0.000,0,0,ok
986,16,Palma,4,4,4936,0.000,0.000,0,0,ok
987,16,Palma,4,5,4937,0.000,0.000,0,0,ok
988,16,Palma,4,6,4938,0.000,0.000,0,0,ok
989,16,Palma,4,7,4939,0.000,0.000,0,0,stuck_low
990,16,Palma,5,0,4940,0.000,0.000,0,0,stuck_low
991,16,Palma,5,1,4941,0.000,0.000,0,0,ok
992,16,Palma,5,2,4942,0.000,0.000,0,0,ok
993,16,Palma,5,3,4943,0.000,0.000,0,0,ok
994,16,Palma,5,4,4944,0.000,0.000,0,0,ok
995,16,Palma,5,5,4945,0.000,0.000,0,0,ok
996,16,Palma,5,6,4946,5.187,3.070,0,12,noisy
997,16,Palma,5,7,4947,0.000,0.000,0,0,stuck_low
998,16,Palma,6,0,4948,0.000,0.000,0,0,stuck_low
999,16,Palma,6,1,4949,0.000,0.000,0,0,stuck_low
1000,16,Palma,6,2,4950,0.000,0.000,0,0,ok
1001,16,Palma,6,3,4951,0.000,0.000,0,0,ok
1002,16,Palma,6,4,4952,0.000,0.000,0,0,ok
1003,16,Palma,6,5,4953,0.000,0.000,0,0,ok
1004,16,Palma,6,6,4954,0.000,0.000,0,0,stuck_low
1005,16,Palma,6,7,4955,0.000,0.000,0,0,stuck_low
1006,16,Palma,7,0,4956,0.000,0.000,0,0,stuck_low
1007,16,Palma,7,1,4957,0.000,0.000,0,0,stuck_low
1008,16,Palma,7,2,4958,0.000,0.000,0,0,ok
1009,16,Palma,7,3,4959,0.000,0.000,0,0,ok
1010,16,Palma,7,4,4960,0.000,0.000,0,0,ok
1011,16,Palma,7,5,4961,0.000,0.000,0,0,stuck_low
1012,16,Palma,7,6,4962,0.000,0.000,0,0,stuck_low
1013,16,Palma,7,7,4963,0.000,0.000,0,0,stuck_low
1014,16,Palma,8,0,4964,0.000,0.000,0,0,stuck_low
1015,16,Palma,8,1,4965,0.000,0.000,0,0,ok
1016,16,Palma,8,2,4966,0.000,0.000,0,0,ok
1017,16,Palma,8,3,4967,0.000,0.000,0,0,ok
1018,16,Palma,8,4,4968,0.000,0.000,0,0,ok
1019,16,Palma,8,5,4969,0.000,0.000,0,0,stuck_low
1020,16,Palma,8,6,4970,0.000,0.000,0,0,stuck_low
1021,16,Palma,8,7,4971,0.000,0.000,0,0,stuck_low
1022,16,Palma,9,0,4972,0.000,0.000,0,0,ok
1023,16,Palma,9,1,4973,0.000,0.000,0,0,ok
1024,16,Palma,9,2,4974,0.000,0.000,0,0,ok
1025,16,Palma,9,3,4975,0.000,0.000,0,0,ok
1026,16,Palma,9,4,4976,0.000,0.000,0,0,ok
1027,16,Palma,9,5,4977,0.000,0.000,0,0,ok
1028,16,Palma,9,6,4978,0.000,0.000,0,0,stuck_low
1029,16,Palma,9,7,4979,0.000,0.000,0,0,stuck_low
1030,16,Palma,10,0,4980,0.000,0.000,0,0,ok
1031,16,Palma,10,1,4981,0.000,0.000,0,0,ok
1032,16,Palma,10,2,4982,0.000,0.000,0,0,ok
1033,16,Palma,10,3,4983,0.000,0.000,0,0,ok
1034,16,Palma,10,4,4984,0.000,0.000,0,0,ok
1035,16,Palma,10,5,4985,0.000,0.000,0,0,ok
1036,16,Palma,10,6,4986,0.000,0.000,0,0,stuck_low
1037,16,Palma,10,7,4987,0.000,0.000,0,0,stuck_low
1038,16,Palma,11,0,4988,0.000,0.000,0,0,ok
1039,16,Palma,11,1,4989,0.000,0.000,0,0,ok
1040,16,Palma,11,2,4990,0.000,0.000,0,0,ok
1041,16,Palma,11,3,4991,0.000,0.000,0,0,ok
1042,16,Palma,11,4,4992,0.000,0.000,0,0,ok
1043,16,Palma,11,5,4993,0.000,0.000,0,0,ok
1044,16,Palma,11,6,4994,0.000,0.000,0,0,stuck_low
1045,16,Palma,11,7,4995,0.000,0.000,0,0,stuck_low
1046,16,Palma,12,0,4996,0.000,0.000,0,0,ok
1047,16,Palma,12,1,4997,0.000,0.000,0,0,ok
1048,16,Palma,12,2,4998,0.000,0.000,0,0,ok
1049,16,Palma,12,3,4999,0.000,0.000,0,0,ok
1050,16,Palma,12,4,5000,0.000,0.000,0,0,ok
1051,16,Palma,12,5,5001,0.000,0.000,0,0,ok
1052,16,Palma,12,6,5002,0.000,0.000,0,0,stuck_low
1053,16,Palma,12,7,5003,0.000,0.000,0,0,stuck_low
1054,16,Palma,13,0,5004,0.000,0.000,0,0,ok
1055,16,Palma,13,1,5005,0.000,0.000,0,0,ok
1056,16,Palma,13,2,5006,0.000,0.000,0,0,ok
1057,16,Palma,13,3,5007,0.000,0.000,0,0,ok
1058,16,Palma,13,4,5008,0.000,0.000,0,0,ok
1059,16,Palma,13,5,5009,0.000,0.000,0,0,stuck_low
1060,16,Palma,13,6,5010,0.000,0.000,0,0,stuck_low
1061,16,Palma,13,7,5011,0.000,0.000,0,0,stuck_low
