taxel,zone,zone_name,row,col,mu,sigma,own_rise,cross_rise,status
472,7,Medio — Distal,11,5,0.000,0.000,122.0,0.0,ok
473,7,Medio — Distal,11,6,0.000,0.000,54.0,0.0,ok
474,7,Medio — Distal,11,7,0.000,0.000,0.0,0.0,stuck_low
475,8,Medio — Palmar,0,0,0.000,0.000,38.0,0.0,ok
476,8,Medio — Palmar,0,1,0.000,0.000,45.0,0.0,ok
477,8,Medio — Palmar,0,2,0.000,0.000,0.0,0.0,stuck_low
478,8,Medio — Palmar,0,3,0.000,0.000,266.0,0.0,ok
479,8,Medio — Palmar,0,4,0.000,0.000,275.0,0.0,ok
480,8,Medio — Palmar,0,5,0.000,0.000,0.0,0.0,stuck_low
481,8,Medio — Palmar,0,6,0.000,0.000,180.0,0.0,ok
482,8,Medio — Palmar,0,7,0.000,0.000,368.0,0.0,ok
483,8,Medio — Palmar,1,0,0.000,0.000,429.0,0.0,ok
484,8,Medio — Palmar,1,1,0.000,0.000,419.0,0.0,ok
485,8,Medio — Palmar,1,2,0.000,0.000,0.0,0.0,stuck_low
486,8,Medio — Palmar,1,3,0.000,0.000,542.0,0.0,ok
487,8,Medio — Palmar,1,4,0.000,0.000,573.0,0.0,ok
488,8,Medio — Palmar,1,5,0.000,0.000,70.0,0.0,ok
489,8,Medio — Palmar,1,6,0.000,0.000,428.0,0.0,ok
490,8,Medio — Palmar,1,7,10.767,0.959,390.0,5.0,noisy
491,8,Medio — Palmar,2,0,0.153,0.781,369.2,12.0,noisy
492,8,Medio — Palmar,2,1,0.000,0.000,571.0,0.0,ok
493,8,Medio — Palmar,2,2,0.000,0.000,650.0,0.0,ok
494,8,Medio — Palmar,2,3,0.000,0.000,299.0,0.0,ok
495,8,Medio — Palmar,2,4,0.000,0.000,346.0,0.0,ok
496,8,Medio — Palmar,2,5,0.000,0.000,712.0,0.0,ok
497,8,Medio — Palmar,2,6,0.000,0.000,276.0,0.0,ok
498,8,Medio — Palmar,2,7,0.317,0.690,341.0,0.0,noisy
499,8,Medio — Palmar,3,0,0.000,0.000,593.5,11.0,ok
500,8,Medio — Palmar,3,1,0.000,0.000,856.0,0.0,ok
501,8,Medio — Palmar,3,2,0.000,0.000,426.0,0.0,ok
502,8,Medio — Palmar,3,3,0.000,0.000,786.0,0.0,ok
503,8,Medio — Palmar,3,4,0.000,0.000,752.0,0.0,ok
504,8,Medio — Palmar,3,5,2.450,2.922,234.0,8.0,noisy
505,8,Medio — Palmar,3,6,0.000,0.000,758.0,0.0,ok
506,8,Medio — Palmar,3,7,19.643,2.870,666.2,11.7,noisy
507,8,Medio — Palmar,4,0,0.000,0.000,1040.0,0.0,ok
508,8,Medio — Palmar,4,1,0.000,0.000,743.0,0.0,ok
509,8,Medio — Palmar,4,2,0.000,0.000,108.0,0.0,ok
510,8,Medio — Palmar,4,3,0.000,0.000,670.0,0.0,ok
511,8,Medio — Palmar,4,4,0.000,0.000,596.0,0.0,ok
512,8,Medio — Palmar,4,5,6.960,5.465,139.0,10.0,noisy
513,8,Medio — Palmar,4,6,0.000,0.000,356.0,0.0,ok
514,8,Medio — Palmar,4,7,0.000,0.000,650.0,0.0,ok
515,8,Medio — Palmar,5,0,5.633,6.418,903.0,3.3,noisy
516,8,Medio — Palmar,5,1,0.000,0.000,1098.0,0.0,ok
517,8,Medio — Palmar,5,2,0.000,0.000,1039.0,0.0,ok
518,8,Medio — Palmar,5,3,0.000,0.000,801.0,0.0,ok
519,8,Medio — Palmar,5,4,0.000,0.000,794.0,0.0,ok
520,8,Medio — Palmar,5,5,0.000,0.000,865.0,4.8,ok
521,8,Medio — Palmar,5,6,0.000,0.000,830.0,0.0,ok
522,8,Medio — Palmar,5,7,0.000,0.000,405.0,0.0,ok
523,8,Medio — Palmar,6,0,10.560,10.058,382.3,8.0,noisy
524,8,Medio — Palmar,6,1,0.000,0.000,896.0,0.0,ok
525,8,Medio — Palmar,6,2,0.000,0.000,1017.0,0.0,ok
526,8,Medio — Palmar,6,3,0.000,0.000,477.0,0.0,ok
527,8,Medio — Palmar,6,4,0.000,0.000,602.0,0.0,ok
528,8,Medio — Palmar,6,5,0.000,0.000,955.0,0.0,ok
529,8,Medio — Palmar,6,6,0.000,0.000,634.0,0.0,ok
530,8,Medio — Palmar,6,7,0.000,0.000,310.0,0.0,ok
531,8,Medio — Palmar,7,0,9.193,7.531,1332.0,16.8,noisy
532,8,Medio — Palmar,7,1,0.000,0.000,1129.0,0.0,ok
533,8,Medio — Palmar,7,2,0.000,0.000,350.0,0.0,ok
534,8,Medio — Palmar,7,3,0.000,0.000,1029.0,0.0,ok
535,8,Medio — Palmar,7,4,0.000,0.000,1047.0,0.0,ok
536,8,Medio — Palmar,7,5,0.000,0.000,327.0,0.0,ok
537,8,Medio — Palmar,7,6,0.000,0.000,1012.0,0.0,ok
538,8,Medio — Palmar,7,7,0.000,0.000,1017.0,0.0,ok
539,8,Medio — Palmar,8,0,0.000,0.000,1227.0,5.3,ok
540,8,Medio — Palmar,8,1,0.000,0.000,1068.0,0.0,ok
541,8,Medio — Palmar,8,2,0.000,0.000,369.0,0.0,ok
542,8,Medio — Palmar,8,3,0.000,0.000,1070.0,0.0,ok
543,8,Medio — Palmar,8,4,0.000,0.000,1002.0,0.0,ok
544,8,Medio — Palmar,8,5,0.000,0.000,494.0,0.0,ok
545,8,Medio — Palmar,8,6,0.000,0.000,1011.0,0.0,ok
546,8,Medio — Palmar,8,7,0.000,0.000,707.0,0.0,ok
547,8,Medio — Palmar,9,0,0.000,0.000,452.0,0.0,ok
548,8,Medio — Palmar,9,1,0.000,0.000,482.0,0.0,ok
549,8,Medio — Palmar,9,2,0.000,0.000,1135.0,0.0,ok
550,8,Medio — Palmar,9,3,0.000,0.000,355.0,0.0,ok
551,8,Medio — Palmar,9,4,0.000,0.000,326.0,0.0,ok
552,8,Medio — Palmar,9,5,0.000,0.000,915.0,0.0,ok
553,8,Medio — Palmar,9,6,0.000,0.000,551.0,0.0,ok
554,8,Medio — Palmar,9,7,0.000,0.000,295.0,0.0,ok
555,9,Índice — Punta,0,0,0.000,0.000,1930.0,0.0,ok
556,9,Índice — Punta,0,1,0.000,0.000,1615.0,0.0,ok
557,9,Índice — Punta,0,2,0.000,0.000,1426.0,0.0,ok
558,9,Índice — Punta,1,0,0.000,0.000,1985.0,1.0,ok
559,9,Índice — Punta,1,1,0.000,0.000,2062.0,0.0,ok
560,9,Índice — Punta,1,2,0.000,0.000,1802.0,0.0,ok
561,9,Índice — Punta,2,0,0.000,0.000,1391.0,0.0,ok
562,9,Índice — Punta,2,1,0.000,0.000,1434.0,12.8,ok
563,9,Índice — Punta,2,2,16.313,14.187,1173.0,9.5,noisy
564,10,Índice — Distal,0,0,0.000,0.000,23.0,12.5,ok
565,10,Índice — Distal,0,1,0.000,0.000,0.0,0.0,stuck_low
566,10,Índice — Distal,0,2,0.000,0.000,0.0,0.0,stuck_low
567,10,Índice — Distal,0,3,0.000,0.000,51.0,0.0,ok
568,10,Índice — Distal,0,4,0.000,0.000,0.0,0.0,stuck_low
569,10,Índice — Distal,0,5,0.000,0.000,11.0,0.0,stuck_low
570,10,Índice — Distal,0,6,0.000,0.000,7.0,0.0,stuck_low
571,10,Índice — Distal,0,7,0.000,0.000,0.0,0.0,stuck_low
572,10,Índice — Distal,1,0,0.000,0.000,178.8,98.0,ok
573,10,Índice — Distal,1,1,0.000,0.000,26.0,6.0,ok
574,10,Índice — Distal,1,2,0.000,0.000,171.0,0.0,ok
575,10,Índice — Distal,1,3,0.000,0.000,113.0,0.0,ok
576,10,Índice — Distal,1,4,0.000,0.000,120.0,0.0,ok
577,10,Índice — Distal,1,5,0.000,0.000,129.0,0.0,ok
578,10,Índice — Distal,1,6,0.000,0.000,0.0,0.0,stuck_low
579,10,Índice — Distal,1,7,1.267,1.660,101.8,4.2,noisy
580,10,Índice — Distal,2,0,0.000,0.000,0.0,0.0,stuck_low
581,10,Índice — Distal,2,1,0.000,0.000,350.0,16.0,ok
582,10,Índice — Distal,2,2,0.000,0.000,162.0,0.0,ok
583,10,Índice — Distal,2,3,0.000,0.000,155.0,0.0,ok
584,10,Índice — Distal,2,4,0.000,0.000,349.0,0.0,ok
585,10,Índice — Distal,2,5,0.000,0.000,225.0,0.0,ok
586,10,Índice — Distal,2,6,0.000,0.000,0.0,0.0,stuck_low
587,10,Índice — Distal,2,7,0.000,0.000,285.0,0.0,ok
588,10,Índice — Distal,3,0,0.000,0.000,476.0,50.0,ok
589,10,Índice — Distal,3,1,0.000,0.000,298.0,8.0,ok
590,10,Índice — Distal,3,2,0.000,0.000,678.0,0.0,ok
591,10,Índice — Distal,3,3,0.000,0.000,682.0,0.0,ok
592,10,Índice — Distal,3,4,0.000,0.000,259.0,0.0,ok
593,10,Índice — Distal,3,5,0.000,0.000,344.0,0.0,ok
594,10,Índice — Distal,3,6,0.000,0.000,498.0,0.0,ok
595,10,Índice — Distal,3,7,0.030,0.171,345.0,17.0,noisy
596,10,Índice — Distal,4,0,0.000,0.000,474.0,5.0,ok
597,10,Índice — Distal,4,1,0.000,0.000,274.0,22.0,ok
598,10,Índice — Distal,4,2,0.000,0.000,748.0,2.0,ok
599,10,Índice — Distal,4,3,0.000,0.000,750.0,0.0,ok
600,10,Índice — Distal,4,4,0.000,0.000,257.0,0.0,ok
601,10,Índice — Distal,4,5,0.000,0.000,580.0,0.0,ok
602,10,Índice — Distal,4,6,0.000,0.000,381.0,0.0,ok
603,10,Índice — Distal,4,7,0.000,0.000,544.0,87.0,ok
604,10,Índice — Distal,5,0,0.000,0.000,387.0,4.0,ok
605,10,Índice — Distal,5,1,0.000,0.000,801.0,0.0,ok
606,10,Índice — Distal,5,2,0.000,0.000,191.0,0.0,ok
607,10,Índice — Distal,5,3,0.000,0.000,190.0,0.0,ok
608,10,Índice — Distal,5,4,0.000,0.000,803.0,0.0,ok
609,10,Índice — Distal,5,5,0.000,0.000,392.0,0.0,ok
610,10,Índice — Distal,5,6,0.000,0.000,223.0,0.0,ok
611,10,Índice — Distal,5,7,0.000,0.000,31.0,0.0,ok
612,10,Índice — Distal,6,0,0.000,0.000,795.0,8.5,ok
613,10,Índice — Distal,6,1,0.000,0.000,657.0,34.0,ok
614,10,Índice — Distal,6,2,0.000,0.000,1055.0,7.0,ok
615,10,Índice — Distal,6,3,0.000,0.000,999.0,0.0,ok
616,10,Índice — Distal,6,4,0.000,0.000,689.0,0.0,ok
617,10,Índice — Distal,6,5,0.000,0.000,950.0,0.0,ok
618,10,Índice — Distal,6,6,0.000,0.000,862.0,0.0,ok
619,10,Índice — Distal,6,7,0.000,0.000,522.0,0.0,ok
620,10,Índice — Distal,7,0,0.000,0.000,641.0,0.0,ok
621,10,Índice — Distal,7,1,0.000,0.000,455.0,33.0,ok
622,10,Índice — Distal,7,2,0.000,0.000,828.0,7.0,ok
623,10,Índice — Distal,7,3,0.000,0.000,762.0,0.0,ok
624,10,Índice — Distal,7,4,0.000,0.000,337.0,0.0,ok
625,10,Índice — Distal,7,5,0.000,0.000,936.0,0.0,ok
626,10,Índice — Distal,7,6,0.000,0.000,946.0,0.0,ok
627,10,Índice — Distal,7,7,0.000,0.000,592.0,2.8,ok
628,10,Índice — Distal,8,0,0.000,0.000,901.2,63.0,ok
629,10,Índice — Distal,8,1,0.000,0.000,982.0,18.0,ok
630,10,Índice — Distal,8,2,0.000,0.000,529.0,0.0,ok
631,10,Índice — Distal,8,3,0.000,0.000,270.0,0.0,ok
632,10,Índice — Distal,8,4,0.000,0.000,840.0,0.0,ok
633,10,Índice — Distal,8,5,0.000,0.000,783.0,0.0,ok
634,10,Índice — Distal,8,6,0.000,0.000,469.0,0.0,ok
635,10,Índice — Distal,8,7,0.000,0.000,626.0,0.0,ok
636,10,Índice — Distal,9,0,0.000,0.000,919.0,0.0,ok
637,10,Índice — Distal,9,1,0.000,0.000,1061.0,27.0,ok
638,10,Índice — Distal,9,2,0.000,0.000,1078.0,4.0,ok
639,10,Índice — Distal,9,3,0.000,0.000,886.0,0.0,ok
640,10,Índice — Distal,9,4,0.000,0.000,830.0,0.0,ok
641,10,Índice — Distal,9,5,0.000,0.000,892.0,0.0,ok
642,10,Índice — Distal,9,6,0.000,0.000,423.0,0.0,ok
643,10,Índice — Distal,9,7,0.000,0.000,688.0,0.0,ok
644,10,Índice — Distal,10,0,0.000,0.000,696.0,0.0,ok
645,10,Índice — Distal,10,1,6.587,1.141,442.0,6.0,noisy
646,10,Índice — Distal,10,2,0.000,0.000,844.0,0.0,ok
647,10,Índice — Distal,10,3,0.000,0.000,967.0,0.0,ok
648,10,Índice — Distal,10,4,0.000,0.000,466.0,0.0,ok
649,10,Índice — Distal,10,5,0.000,0.000,540.0,0.0,ok
650,10,Índice — Distal,10,6,0.000,0.000,774.0,0.0,ok
651,10,Índice — Distal,10,7,0.000,0.000,110.0,0.0,ok
652,10,Índice — Distal,11,0,0.000,0.000,384.0,1.0,ok
653,10,Índice — Distal,11,1,0.000,0.000,699.0,0.0,ok
654,10,Índice — Distal,11,2,0.000,0.000,719.0,0.0,ok
655,10,Índice — Distal,11,3,0.000,0.000,28.0,0.0,ok
656,10,Índice — Distal,11,4,0.000,0.000,724.0,0.0,ok
657,10,Índice — Distal,11,5,0.000,0.000,727.0,0.0,ok
658,10,Índice — Distal,11,6,0.000,0.000,0.0,0.0,stuck_low
659,10,Índice — Distal,11,7,0.000,0.000,448.0,16.0,ok
660,11,Índice — Palmar,0,0,0.000,0.000,0.0,0.0,stuck_low
661,11,Índice — Palmar,0,1,0.000,0.000,0.0,0.0,stuck_low
662,11,Índice — Palmar,0,2,0.000,0.000,0.0,0.0,stuck_low
663,11,Índice — Palmar,0,3,0.000,0.000,0.0,0.0,stuck_low
664,11,Índice — Palmar,0,4,0.000,0.000,0.0,0.0,stuck_low
665,11,Índice — Palmar,0,5,0.000,0.000,0.0,0.0,stuck_low
666,11,Índice — Palmar,0,6,0.000,0.000,0.0,0.0,stuck_low
667,11,Índice — Palmar,0,7,0.000,0.000,0.0,0.0,stuck_low
668,11,Índice — Palmar,1,0,0.000,0.000,229.0,0.0,ok
669,11,Índice — Palmar,1,1,0.000,0.000,113.0,0.0,ok
670,11,Índice — Palmar,1,2,0.000,0.000,93.0,0.0,ok
671,11,Índice — Palmar,1,3,0.000,0.000,344.0,0.0,ok
672,11,Índice — Palmar,1,4,0.000,0.000,239.0,0.0,ok
673,11,Índice — Palmar,1,5,0.000,0.000,5.0,0.0,stuck_low
674,11,Índice — Palmar,1,6,0.000,0.000,128.0,0.0,ok
675,11,Índice — Palmar,1,7,0.000,0.000,10.0,0.0,stuck_low
676,11,Índice — Palmar,2,0,0.000,0.000,545.0,0.0,ok
677,11,Índice — Palmar,2,1,0.000,0.000,422.0,0.0,ok
678,11,Índice — Palmar,2,2,0.000,0.000,109.0,0.0,ok
679,11,Índice — Palmar,2,3,0.000,0.000,162.0,0.0,ok
680,11,Índice — Palmar,2,4,0.000,0.000,319.0,0.0,ok
681,11,Índice — Palmar,2,5,0.000,0.000,126.0,0.0,ok
682,11,Índice — Palmar,2,6,0.000,0.000,369.0,0.0,ok
683,11,Índice — Palmar,2,7,0.000,0.000,343.0,0.0,ok
684,11,Índice — Palmar,3,0,9.710,3.070,724.8,10.0,noisy
685,11,Índice — Palmar,3,1,0.000,0.000,681.0,0.0,ok
686,11,Índice — Palmar,3,2,0.000,0.000,623.0,0.0,ok
687,11,Índice — Palmar,3,3,0.000,0.000,689.0,0.0,ok
688,11,Índice — Palmar,3,4,0.000,0.000,641.0,0.0,ok
689,11,Índice — Palmar,3,5,0.000,0.000,629.0,0.0,ok
690,11,Índice — Palmar,3,6,25.903,0.338,481.0,48.2,noisy
691,11,Índice — Palmar,3,7,0.000,0.000,327.0,0.0,ok
692,11,Índice — Palmar,4,0,0.000,0.000,382.0,0.0,ok
693,11,Índice — Palmar,4,1,0.000,0.000,521.0,0.0,ok
694,11,Índice — Palmar,4,2,0.000,0.000,912.0,0.0,ok
695,11,Índice — Palmar,4,3,0.000,0.000,516.0,0.0,ok
696,11,Índice — Palmar,4,4,0.000,0.000,356.0,0.0,ok
697,11,Índice — Palmar,4,5,0.000,0.000,908.0,0.0,ok
698,11,Índice — Palmar,4,6,0.000,0.000,305.0,0.0,ok
699,11,Índice — Palmar,4,7,0.000,0.000,277.0,0.0,ok
700,11,Índice — Palmar,5,0,0.000,0.000,1463.0,0.0,ok
701,11,Índice — Palmar,5,1,0.000,0.000,1064.0,0.0,ok
702,11,Índice — Palmar,5,2,0.000,0.000,342.0,0.0,ok
703,11,Índice — Palmar,5,3,0.000,0.000,1078.0,0.0,ok
704,11,Índice — Palmar,5,4,0.000,0.000,1137.0,0.0,ok
705,11,Índice — Palmar,5,5,0.000,0.000,331.0,0.0,ok
706,11,Índice — Palmar,5,6,0.000,0.000,1127.0,0.0,ok
707,11,Índice — Palmar,5,7,0.000,0.000,1161.0,0.0,ok
708,11,Índice — Palmar,6,0,0.000,0.000,1422.0,0.0,ok
709,11,Índice — Palmar,6,1,0.000,0.000,1318.0,0.0,ok
710,11,Índice — Palmar,6,2,0.000,0.000,607.0,0.0,ok
711,11,Índice — Palmar,6,3,0.000,0.000,1253.0,0.0,ok
712,11,Índice — Palmar,6,4,0.000,0.000,1199.0,0.0,ok
713,11,Índice — Palmar,6,5,0.000,0.000,760.0,0.0,ok
714,11,Índice — Palmar,6,6,0.000,0.000,1241.0,0.0,ok
715,11,Índice — Palmar,6,7,0.000,0.000,1103.0,0.0,ok
716,11,Índice — Palmar,7,0,0.000,0.000,494.0,0.0,ok
717,11,Índice — Palmar,7,1,0.000,0.000,639.0,0.0,ok
718,11,Índice — Palmar,7,2,0.000,0.000,1696.0,0.0,ok
719,11,Índice — Palmar,7,3,0.000,0.000,697.0,0.0,ok
720,11,Índice — Palmar,7,4,0.000,0.000,496.0,0.0,ok
721,11,Índice — Palmar,7,5,0.000,0.000,1534.0,0.0,ok
722,11,Índice — Palmar,7,6,0.000,0.000,787.0,12.0,ok
723,11,Índice — Palmar,7,7,0.000,0.000,435.0,0.0,ok
724,11,Índice — Palmar,8,0,0.000,0.000,1888.0,0.0,ok
725,11,Índice — Palmar,8,1,0.000,0.000,1758.0,0.0,ok
726,11,Índice — Palmar,8,2,0.000,0.000,1339.0,0.0,ok
727,11,Índice — Palmar,8,3,0.000,0.000,1890.0,0.0,ok
728,11,Índice — Palmar,8,4,0.000,0.000,1773.0,0.0,ok
729,11,Índice — Palmar,8,5,0.000,0.000,1338.0,0.0,ok
730,11,Índice — Palmar,8,6,0.000,0.000,1694.0,0.0,ok
731,11,Índice — Palmar,8,7,0.000,0.000,1721.0,0.0,ok
732,11,Índice — Palmar,9,0,0.000,0.000,2233.0,0.0,ok
733,11,Índice — Palmar,9,1,0.000,0.000,1961.0,0.0,ok
734,11,Índice — Palmar,9,2,0.000,0.000,699.0,0.0,ok
735,11,Índice — Palmar,9,3,0.000,0.000,1893.0,0.0,ok
736,11,Índice — Palmar,9,4,0.000,0.000,2107.0,0.0,ok
737,11,Índice — Palmar,9,5,0.000,0.000,644.0,0.0,ok
738,11,Índice — Palmar,9,6,0.000,0.000,1726.0,0.0,ok
739,11,Índice — Palmar,9,7,0.000,0.000,1993.0,0.0,ok
740,12,Pulgar — Punta,0,0,0.000,0.000,2833.0,0.0,ok
741,12,Pulgar — Punta,0,1,0.000,0.000,2508.0,0.0,ok
742,12,Pulgar — Punta,0,2,0.000,0.000,2398.0,0.0,ok
743,12,Pulgar — Punta,1,0,0.000,0.000,2521.0,0.0,ok
744,12,Pulgar — Punta,1,1,0.000,0.000,2748.0,0.0,ok
745,12,Pulgar — Punta,1,2,0.000,0.000,2753.0,0.0,ok
746,12,Pulgar — Punta,2,0,0.000,0.000,2747.0,0.0,ok
747,12,Pulgar — Punta,2,1,0.000,0.000,2894.0,0.0,ok
748,12,Pulgar — Punta,2,2,0.000,0.000,1887.0,0.0,ok
749,13,Pulgar — Distal,0,0,0.000,0.000,434.0,0.0,ok
750,13,Pulgar — Distal,0,1,0.000,0.000,466.0,0.0,ok
751,13,Pulgar — Distal,0,2,0.000,0.000,747.0,0.0,ok
752,13,Pulgar — Distal,0,3,0.000,0.000,535.0,0.0,ok
753,13,Pulgar — Distal,0,4,0.000,0.000,425.0,0.0,ok
754,13,Pulgar — Distal,0,5,0.000,0.000,887.0,0.0,ok
755,13,Pulgar — Distal,0,6,0.000,0.000,878.0,0.0,ok
756,13,Pulgar — Distal,0,7,0.000,0.000,488.0,4.0,ok
757,13,Pulgar — Distal,1,0,0.000,0.000,645.0,0.0,ok
758,13,Pulgar — Distal,1,1,0.000,0.000,796.0,0.0,ok
759,13,Pulgar — Distal,1,2,0.000,0.000,388.0,0.0,ok
760,13,Pulgar — Distal,1,3,0.000,0.000,906.0,0.0,ok
761,13,Pulgar — Distal,1,4,0.000,0.000,990.0,0.0,ok
762,13,Pulgar — Distal,1,5,0.000,0.000,918.0,0.0,ok
763,13,Pulgar — Distal,1,6,0.000,0.000,737.0,0.0,ok
764,13,Pulgar — Distal,1,7,2.553,2.126,833.0,5.3,noisy
765,13,Pulgar — Distal,2,0,0.000,0.000,837.0,0.0,ok
766,13,Pulgar — Distal,2,1,0.000,0.000,808.0,0.0,ok
767,13,Pulgar — Distal,2,2,0.000,0.000,351.0,0.0,ok
768,13,Pulgar — Distal,2,3,0.000,0.000,756.0,0.0,ok
769,13,Pulgar — Distal,2,4,0.000,0.000,973.0,0.0,ok
770,13,Pulgar — Distal,2,5,0.000,0.000,421.0,0.0,ok
771,13,Pulgar — Distal,2,6,0.000,0.000,543.0,0.0,ok
772,13,Pulgar — Distal,2,7,0.000,0.000,888.0,0.0,ok
773,13,Pulgar — Distal,3,0,0.000,0.000,535.0,0.0,ok
774,13,Pulgar — Distal,3,1,0.000,0.000,918.3,0.0,ok
775,13,Pulgar — Distal,3,2,0.000,0.000,1049.0,0.0,ok
776,13,Pulgar — Distal,3,3,0.000,0.000,900.0,0.0,ok
777,13,Pulgar — Distal,3,4,0.000,0.000,722.0,0.0,ok
778,13,Pulgar — Distal,3,5,0.000,0.000,1038.0,0.0,ok
779,13,Pulgar — Distal,3,6,0.000,0.000,980.0,0.0,ok
780,13,Pulgar — Distal,3,7,0.000,0.000,524.0,0.0,ok
781,13,Pulgar — Distal,4,0,0.000,0.000,741.0,0.0,ok
782,13,Pulgar — Distal,4,1,0.000,0.000,1032.0,0.0,ok
783,13,Pulgar — Distal,4,2,0.000,0.000,948.0,0.0,ok
784,13,Pulgar — Distal,4,3,0.000,0.000,984.0,0.0,ok
785,13,Pulgar — Distal,4,4,0.000,0.000,976.0,0.0,ok
786,13,Pulgar — Distal,4,5,0.000,0.000,894.0,0.0,ok
787,13,Pulgar — Distal,4,6,0.000,0.000,1016.0,1.2,ok
788,13,Pulgar — Distal,4,7,0.000,0.000,601.0,0.0,ok
789,13,Pulgar — Distal,5,0,0.000,0.000,1137.0,0.0,ok
790,13,Pulgar — Distal,5,1,0.000,0.000,373.0,0.0,ok
791,13,Pulgar — Distal,5,2,0.000,0.000,311.0,0.0,ok
792,13,Pulgar — Distal,5,3,0.000,0.000,1052.0,0.0,ok
793,13,Pulgar — Distal,5,4,0.000,0.000,1004.0,0.0,ok
794,13,Pulgar — Distal,5,5,0.000,0.000,423.0,0.0,ok
795,13,Pulgar — Distal,5,6,0.000,0.000,801.0,0.0,ok
796,13,Pulgar — Distal,5,7,0.000,0.000,1145.0,10.0,ok
797,13,Pulgar — Distal,6,0,0.000,0.000,757.0,0.0,ok
798,13,Pulgar — Distal,6,1,0.000,0.000,1113.0,0.0,ok
799,13,Pulgar — Distal,6,2,0.000,0.000,1135.0,0.0,ok
800,13,Pulgar — Distal,6,3,0.000,0.000,1027.0,0.0,ok
801,13,Pulgar — Distal,6,4,0.000,0.000,996.0,0.0,ok
802,13,Pulgar — Distal,6,5,0.000,0.000,752.0,0.0,ok
803,13,Pulgar — Distal,6,6,0.000,0.000,980.0,14.0,ok
804,13,Pulgar — Distal,6,7,0.000,0.000,817.0,0.0,ok
805,13,Pulgar — Distal,7,0,0.000,0.000,481.8,0.0,ok
806,13,Pulgar — Distal,7,1,0.000,0.000,954.0,0.0,ok
807,13,Pulgar — Distal,7,2,0.000,0.000,965.0,0.0,ok
808,13,Pulgar — Distal,7,3,0.000,0.000,317.0,0.0,ok
809,13,Pulgar — Distal,7,4,0.000,0.000,567.0,0.0,ok
810,13,Pulgar — Distal,7,5,0.000,0.000,956.0,0.0,ok
811,13,Pulgar — Distal,7,6,0.000,0.000,424.0,0.0,ok
812,13,Pulgar — Distal,7,7,0.000,0.000,451.0,0.0,ok
813,13,Pulgar — Distal,8,0,0.000,0.000,1046.0,0.0,ok
814,13,Pulgar — Distal,8,1,0.000,0.000,853.0,0.0,ok
815,13,Pulgar — Distal,8,2,0.000,0.000,574.0,0.0,ok
816,13,Pulgar — Distal,8,3,0.000,0.000,975.0,0.0,ok
817,13,Pulgar — Distal,8,4,0.000,0.000,935.0,0.0,ok
818,13,Pulgar — Distal,8,5,0.000,0.000,390.0,0.0,ok
819,13,Pulgar — Distal,8,6,0.000,0.000,929.0,0.0,ok
820,13,Pulgar — Distal,8,7,0.000,0.000,1058.0,0.0,ok
821,13,Pulgar — Distal,9,0,0.000,0.000,916.0,3.7,ok
822,13,Pulgar — Distal,9,1,0.000,0.000,979.0,0.0,ok
823,13,Pulgar — Distal,9,2,0.000,0.000,998.0,0.0,ok
824,13,Pulgar — Distal,9,3,0.000,0.000,922.0,0.0,ok
825,13,Pulgar — Distal,9,4,0.000,0.000,869.0,0.0,ok
826,13,Pulgar — Distal,9,5,0.000,0.000,393.0,0.0,ok
827,13,Pulgar — Distal,9,6,0.000,0.000,920.0,0.0,ok
828,13,Pulgar — Distal,9,7,0.000,0.000,959.0,13.0,ok
829,13,Pulgar — Distal,10,0,0.000,0.000,194.0,8.5,ok
830,13,Pulgar — Distal,10,1,0.000,0.000,839.0,0.0,ok
831,13,Pulgar — Distal,10,2,0.000,0.000,884.0,0.0,ok
832,13,Pulgar — Distal,10,3,0.000,0.000,165.0,0.0,ok
833,13,Pulgar — Distal,10,4,0.000,0.000,242.0,0.0,ok
834,13,Pulgar — Distal,10,5,0.000,0.000,910.0,0.0,ok
835,13,Pulgar — Distal,10,6,0.000,0.000,665.5,10.2,ok
836,13,Pulgar — Distal,10,7,0.000,0.000,291.0,8.8,ok
837,13,Pulgar — Distal,11,0,19.757,3.869,697.2,16.3,noisy
838,13,Pulgar — Distal,11,1,0.000,0.000,654.0,6.7,ok
839,13,Pulgar — Distal,11,2,0.000,0.000,700.0,0.0,ok
840,13,Pulgar — Distal,11,3,0.000,0.000,789.0,0.0,ok
841,13,Pulgar — Distal,11,4,0.010,0.099,908.0,2.0,noisy
842,13,Pulgar — Distal,11,5,54.893,1.014,525.0,5.5,noisy
843,13,Pulgar — Distal,11,6,0.000,0.000,800.0,18.0,ok
844,13,Pulgar — Distal,11,7,0.000,0.000,408.0,0.0,ok
845,14,Pulgar — Medio,0,0,0.000,0.000,0.0,0.0,stuck_low
846,14,Pulgar — Medio,0,1,0.000,0.000,733.0,0.0,ok
847,14,Pulgar — Medio,0,2,0.000,0.000,0.0,0.0,stuck_low
848,14,Pulgar — Medio,1,0,0.000,0.000,0.0,0.0,stuck_low
849,14,Pulgar — Medio,1,1,0.000,0.000,559.0,0.0,ok
850,14,Pulgar — Medio,1,2,0.000,0.000,0.0,0.0,stuck_low
851,14,Pulgar — Medio,2,0,0.000,0.000,0.0,0.0,stuck_low
852,14,Pulgar — Medio,2,1,0.000,0.000,0.0,0.0,stuck_low
853,14,Pulgar — Medio,2,2,0.000,0.000,0.0,0.0,stuck_low
