taxel,zone,zone_name,row,col,mu,sigma,own_rise,cross_rise,status
68,1,Meñique — Distal,7,3,0.000,0.000,1035.0,0.0,ok
69,1,Meñique — Distal,7,4,0.000,0.000,1108.0,0.0,ok
70,1,Meñique — Distal,7,5,0.000,0.000,473.0,0.0,ok
71,1,Meñique — Distal,7,6,0.000,0.000,1211.0,0.0,ok
72,1,Meñique — Distal,7,7,0.000,0.000,1338.0,0.0,ok
73,1,Meñique — Distal,8,0,0.000,0.000,360.0,0.0,ok
74,1,Meñique — Distal,8,1,0.000,0.000,877.0,0.0,ok
75,1,Meñique — Distal,8,2,0.000,0.000,1009.0,0.0,ok
76,1,Meñique — Distal,8,3,0.000,0.000,538.0,0.0,ok
77,1,Meñique — Distal,8,4,0.000,0.000,572.0,0.0,ok
78,1,Meñique — Distal,8,5,0.000,0.000,1069.0,0.0,ok
79,1,Meñique — Distal,8,6,0.000,0.000,603.0,0.0,ok
80,1,Meñique — Distal,8,7,0.000,0.000,160.0,0.0,ok
81,1,Meñique — Distal,9,0,0.000,0.000,124.0,0.0,ok
82,1,Meñique — Distal,9,1,0.000,0.000,762.0,3.2,ok
83,1,Meñique — Distal,9,2,0.000,0.000,924.0,0.0,ok
84,1,Meñique — Distal,9,3,0.000,0.000,945.0,0.0,ok
85,1,Meñique — Distal,9,4,0.000,0.000,919.0,0.0,ok
86,1,Meñique — Distal,9,5,0.000,0.000,749.0,0.0,ok
87,1,Meñique — Distal,9,6,0.000,0.000,939.0,0.0,ok
88,1,Meñique — Distal,9,7,16.417,0.985,857.8,0.0,noisy
89,1,Meñique — Distal,10,0,0.000,0.000,128.0,0.0,ok
90,1,Meñique — Distal,10,1,0.000,0.000,311.0,0.0,ok
91,1,Meñique — Distal,10,2,0.000,0.000,287.0,0.0,ok
92,1,Meñique — Distal,10,3,0.000,0.000,448.0,0.0,ok
93,1,Meñique — Distal,10,4,0.000,0.000,568.0,0.0,ok
94,1,Meñique — Distal,10,5,0.000,0.000,219.0,0.0,ok
95,1,Meñique — Distal,10,6,0.000,0.000,533.0,0.0,ok
96,1,Meñique — Distal,10,7,0.000,0.000,542.0,0.0,ok
97,1,Meñique — Distal,11,0,0.000,0.000,141.0,6.0,ok
98,1,Meñique — Distal,11,1,0.000,0.000,262.3,0.0,ok
99,1,Meñique — Distal,11,2,0.000,0.000,345.0,0.0,ok
100,1,Meñique — Distal,11,3,0.000,0.000,222.0,0.0,ok
101,1,Meñique — Distal,11,4,0.000,0.000,223.0,0.0,ok
102,1,Meñique — Distal,11,5,0.000,0.000,393.0,0.0,ok
103,1,Meñique — Distal,11,6,6.310,2.203,235.8,0.0,noisy
104,1,Meñique — Distal,11,7,0.000,0.000,0.0,0.0,stuck_low
105,2,Meñique — Palmar,0,0,0.000,0.000,879.0,0.0,ok
106,2,Meñique — Palmar,0,1,0.000,0.000,42.0,0.0,ok
107,2,Meñique — Palmar,0,2,0.000,0.000,800.0,0.0,ok
108,2,Meñique — Palmar,0,3,0.000,0.000,1000.0,0.0,ok
109,2,Meñique — Palmar,0,4,0.000,0.000,249.0,0.0,ok
110,2,Meñique — Palmar,0,5,0.000,0.000,1113.0,0.0,ok
111,2,Meñique — Palmar,0,6,0.000,0.000,1048.0,0.0,ok
112,2,Meñique — Palmar,0,7,0.000,0.000,314.0,0.0,ok
113,2,Meñique — Palmar,1,0,0.000,0.000,75.0,0.0,ok
114,2,Meñique — Palmar,1,1,0.000,0.000,827.0,0.0,ok
115,2,Meñique — Palmar,1,2,0.000,0.000,1005.0,0.0,ok
116,2,Meñique — Palmar,1,3,0.000,0.000,771.0,0.0,ok
117,2,Meñique — Palmar,1,4,0.000,0.000,1106.0,0.0,ok
118,2,Meñique — Palmar,1,5,0.000,0.000,961.0,0.0,ok
119,2,Meñique — Palmar,1,6,0.000,0.000,706.0,0.0,ok
120,2,Meñique — Palmar,1,7,0.000,0.000,1217.0,0.0,ok
121,2,Meñique — Palmar,2,0,0.000,0.000,0.0,0.0,stuck_low
122,2,Meñique — Palmar,2,1,0.000,0.000,965.0,0.0,ok
123,2,Meñique — Palmar,2,2,0.000,0.000,953.0,0.0,ok
124,2,Meñique — Palmar,2,3,0.000,0.000,606.0,0.0,ok
125,2,Meñique — Palmar,2,4,0.000,0.000,1058.0,0.0,ok
126,2,Meñique — Palmar,2,5,0.000,0.000,1141.0,0.0,ok
127,2,Meñique — Palmar,2,6,0.000,0.000,934.0,0.0,ok
128,2,Meñique — Palmar,2,7,0.000,0.000,1273.0,0.0,ok
129,2,Meñique — Palmar,3,0,0.000,0.000,933.0,0.0,ok
130,2,Meñique — Palmar,3,1,0.000,0.000,119.0,0.0,ok
131,2,Meñique — Palmar,3,2,0.000,0.000,838.0,0.0,ok
132,2,Meñique — Palmar,3,3,0.000,0.000,893.0,0.0,ok
133,2,Meñique — Palmar,3,4,0.000,0.000,265.0,0.0,ok
134,2,Meñique — Palmar,3,5,0.000,0.000,939.0,0.0,ok
135,2,Meñique — Palmar,3,6,0.000,0.000,1264.0,0.0,ok
136,2,Meñique — Palmar,3,7,0.000,0.000,724.0,0.0,ok
137,2,Meñique — Palmar,4,0,0.077,0.494,982.0,1.0,noisy
138,2,Meñique — Palmar,4,1,0.000,0.000,766.0,0.0,ok
139,2,Meñique — Palmar,4,2,0.000,0.000,814.0,0.0,ok
140,2,Meñique — Palmar,4,3,0.000,0.000,773.0,0.0,ok
141,2,Meñique — Palmar,4,4,0.000,0.000,489.0,0.0,ok
142,2,Meñique — Palmar,4,5,0.000,0.000,836.0,0.0,ok
143,2,Meñique — Palmar,4,6,0.000,0.000,1179.0,8.0,ok
144,2,Meñique — Palmar,4,7,0.000,0.000,1154.0,8.0,ok
145,2,Meñique — Palmar,5,0,0.000,0.000,295.0,0.0,ok
146,2,Meñique — Palmar,5,1,0.000,0.000,746.0,0.0,ok
147,2,Meñique — Palmar,5,2,0.000,0.000,99.0,0.0,ok
148,2,Meñique — Palmar,5,3,0.000,0.000,193.0,0.0,ok
149,2,Meñique — Palmar,5,4,0.000,0.000,865.0,0.0,ok
150,2,Meñique — Palmar,5,5,0.000,0.000,541.0,0.0,ok
151,2,Meñique — Palmar,5,6,0.000,0.000,323.0,0.0,ok
152,2,Meñique — Palmar,5,7,0.000,0.000,1500.0,7.0,ok
153,2,Meñique — Palmar,6,0,0.000,0.000,812.0,0.0,ok
154,2,Meñique — Palmar,6,1,0.000,0.000,416.0,0.0,ok
155,2,Meñique — Palmar,6,2,0.000,0.000,804.0,0.0,ok
156,2,Meñique — Palmar,6,3,0.000,0.000,853.0,0.0,ok
157,2,Meñique — Palmar,6,4,0.000,0.000,361.0,0.0,ok
