t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,93,-9,,
0.001574,93,,,
0.002163,93,,,
0.003067,93,,,
0.003698,93,,,
0.004360,93,,,
0.004959,93,,,
0.011103,93,,,
0.012029,93,-9,,
0.013636,93,,,
0.014559,93,,,
0.015150,93,,,
0.015804,93,,,
0.016433,93,,,
0.017046,93,,,
0.017702,93,,,
0.018316,93,-9,,
0.019582,93,,,
0.020406,93,,,
0.021322,93,,,
0.031047,93,,,
0.031958,93,,,
0.032903,93,,,
0.033549,93,,,
0.034160,93,-9,,
0.035438,93,,,
0.036377,93,,,
0.042073,93,,,
0.043032,93,,,
0.043632,93,,,
0.044251,93,,,
0.044871,93,,,
0.045493,93,-10,,
0.047053,93,,,
0.047683,93,,,
0.048284,93,,,
0.048898,93,,,
0.049538,93,,,
0.050143,93,,,
0.050773,93,,,
0.051380,93,-10,,
0.062006,93,,,
0.062552,93,,,
0.063165,93,,,
0.063785,93,,,
0.064398,93,,,
0.065010,93,,,
0.065639,93,,,
0.066276,93,-10,,
0.067557,93,,,
0.073573,93,,,
0.074160,93,,,
0.074816,93,,,
0.075426,93,,,
0.076056,93,,,
0.076674,93,,,
0.077289,93,-10,,
0.078545,93,,,
0.079139,93,,,
0.079757,93,,,
0.080354,93,,,
0.081011,93,,,
0.081601,93,,,
0.082221,93,,,
0.082849,93,-10,,
0.093070,93,,,
0.093632,93,,,
0.094274,93,,,
0.095237,93,,,
0.095901,93,,,
0.096847,93,,,
0.097478,93,,,
0.098105,93,-6,,
0.105014,93,,,
0.105986,93,,,
0.106936,93,,,
0.107891,93,,,
0.108854,93,,,
0.109489,93,,,
0.110119,93,,,
0.110741,93,-6,,
0.112009,93,,,
0.112605,93,,,
0.113229,93,,,
0.113869,93,,,
0.114481,93,,,
0.124185,93,,,
0.124774,93,,,
0.125691,95,0,,
0.126844,95,,,
0.127480,95,,,
0.128076,95,,,
0.128675,95,,,
0.129311,95,,,
0.135066,95,,,
0.135682,95,,,
0.136632,95,0,,
0.137886,95,,,
0.138501,95,,,
0.139113,95,,,
0.139720,95,,,
0.140345,95,,,
0.140971,95,,,
0.141576,95,,,
0.142182,95,0,,
0.143752,95,,,
0.144411,95,,,
0.145019,95,,,
0.154905,95,,,
0.155531,95,,,
0.156164,95,,,
0.156784,102,,,
0.157399,102,0,,
0.158989,102,,,
0.159595,102,,,
0.160236,102,,,
0.166384,102,,,
0.167019,102,,,
0.167645,102,,,
0.168305,102,,,
0.168942,102,0,,
0.170916,102,,,
0.171901,102,,,
0.172855,102,,,
0.173482,102,,,
0.174087,102,,,
0.175044,102,,,
0.175678,102,,,
0.176305,102,0,,
0.186576,102,,,
0.187191,102,,,
0.187814,102,,,
0.188416,102,,,
0.189038,102,,,
0.189675,102,,,
0.190308,102,,,
0.190922,102,-1,,
0.197395,102,,,
0.198005,102,,,
0.198659,102,,,
0.199246,102,,,
0.199915,102,,,
0.200524,102,,,
0.202138,102,,,
0.203093,102,-1,,
0.204353,102,,,
0.204949,102,,,
0.205566,102,,,
0.206172,102,,,
0.206793,102,,,
0.207578,102,,,
0.217140,102,,,
0.218246,102,-2,,
0.220404,102,,,
0.221357,102,,,
0.222311,102,,,
0.228221,102,,,
0.229130,102,,,
0.229797,102,,,
0.230397,102,,,
0.231013,102,-2,,
0.232229,102,,,
0.232911,102,,,
0.233866,102,,,
0.234820,102,,,
0.235480,102,,,
0.236072,102,,,
0.236707,102,,,
0.237646,102,4,,
0.248046,102,,,
0.248984,102,,,
0.249584,102,,,
0.250204,102,,,
0.250833,102,,,
0.251481,102,,,
0.252091,102,,,
0.253082,102,4,,
0.259733,102,,,
0.260684,102,,,
0.261331,102,,,
0.262304,102,,,
0.262953,102,,,
0.263586,102,,,
0.264196,102,,,
