t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,95,-6,,
0.002137,95,,,
0.003202,95,,,
0.008913,95,,,
0.009866,95,,,
0.010775,95,,,
0.011415,95,,,
0.012041,95,,,
0.012656,95,-6,,
0.013953,95,,,
0.014578,95,,,
0.015531,95,,,
0.016119,95,,,
0.016749,95,,,
0.017389,95,,,
0.018024,95,,,
0.018647,95,-6,,
0.029662,95,,,
0.030232,95,,,
0.030849,95,,,
0.031484,95,,,
0.032458,95,,,
0.033087,95,,,
0.033687,95,,,
0.039785,95,-6,,
0.041099,95,,,
0.041683,95,,,
0.042308,95,,,
0.043251,95,,,
0.043895,95,,,
0.044532,95,,,
0.045108,95,,,
0.045731,95,-6,,
0.047697,95,,,
0.048286,95,,,
0.048919,95,,,
0.049842,95,,,
0.059445,95,,,
0.060397,95,,,
0.061017,95,,,
0.061636,95,-6,,
0.063224,95,,,
0.063832,95,,,
0.064461,95,,,
0.065094,95,,,
0.070811,95,,,
0.071453,95,,,
0.072085,95,,,
0.072690,95,-6,,
0.074316,95,,,
0.075294,95,,,
0.075861,95,,,
0.076521,95,,,
0.077515,95,,,
0.078482,95,,,
0.079431,95,,,
0.080031,95,-6,,
0.090552,95,,,
0.091146,95,,,
0.091763,95,,,
0.092695,95,,,
0.093689,95,,,
0.094647,95,,,
0.095293,95,,,
0.095936,95,-6,,
0.102308,95,,,
0.102939,95,,,
0.103578,95,,,
0.104188,95,,,
0.104793,95,,,
0.105453,96,,,
0.106430,96,,,
0.107369,96,-6,,
0.109009,96,,,
0.109948,96,,,
0.110614,96,,,
0.111225,96,,,
0.111818,96,,,
0.121677,96,,,
0.122585,96,,,
0.123527,96,-6,,
0.124837,96,,,
0.125765,96,,,
0.126413,96,,,
0.127393,96,,,
0.133187,96,,,
0.134127,96,,,
0.134753,96,,,
0.135688,96,-6,,
0.137319,96,,,
0.137919,96,,,
0.138552,96,,,
0.139476,96,,,
0.140148,96,,,
0.141112,96,,,
0.141752,96,,,
0.142372,96,-6,,
0.152672,96,,,
0.153604,96,,,
0.154249,96,,,
0.154852,96,,,
0.155483,96,,,
0.156090,96,,,
0.156671,96,,,
0.157288,96,-6,,
0.163676,96,,,
0.164279,96,,,
0.164871,96,,,
0.165540,96,,,
0.166131,96,,,
0.166739,96,,,
0.167391,96,,,
0.168005,96,-6,,
0.169273,96,,,
0.170258,96,,,
0.171219,96,,,
0.171862,96,,,
0.172477,96,,,
0.173125,96,,,
0.173765,96,,,
0.183448,96,-6,,
0.184677,96,,,
0.185301,96,,,
0.185912,96,,,
0.186557,96,,,
0.187188,96,,,
0.187820,96,,,
0.188438,96,,,
0.189065,96,-6,,
0.195569,96,,,
0.196151,96,,,
0.196753,96,,,
0.197740,97,,,
0.198383,97,,,
0.199339,97,,,
0.199972,97,,,
0.200600,97,-5,,
0.203549,97,,,
0.204158,97,,,
0.204803,97,,,
0.214612,97,,,
0.215550,97,,,
0.216532,97,,,
0.217486,97,,,
