t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,89,-3,,
0.001972,89,,,
0.002922,89,,,
0.003859,89,,,
0.005249,89,,,
0.010972,90,,,
0.012332,90,,,
0.013742,90,,,
0.015066,90,0,,
0.017639,90,,,
0.018770,90,,,
0.019691,90,,,
0.020597,90,,,
0.030026,90,,,
0.030964,90,,,
0.031921,90,,,
0.032852,90,0,,
0.034536,90,,,
0.035478,90,,,
0.041149,90,,,
0.042218,90,,,
0.043194,90,,,
0.043815,90,,,
0.044471,90,,,
0.045086,90,0,,
0.046719,90,,,
0.047358,90,,,
0.047976,90,,,
0.048597,90,,,
0.049256,90,,,
0.050091,90,,,
0.051031,90,,,
0.060980,90,0,,
0.062587,90,,,
0.063199,90,,,
0.064144,90,,,
0.065112,90,,,
0.065756,95,,,
0.066352,95,,,
0.072181,95,,,
0.073123,95,11,,
0.075064,95,,,
0.075667,95,,,
0.076310,95,,,
0.076925,95,,,
0.077556,95,,,
0.078191,95,,,
0.078832,95,,,
0.079493,95,11,,
0.081620,95,,,
0.082802,95,,,
0.092323,95,,,
0.093603,95,,,
0.094837,95,,,
0.096020,95,,,
0.097246,97,,,
0.103902,97,15,,
0.106022,97,,,
0.106938,97,,,
0.107553,97,,,
0.108551,97,,,
0.109506,97,,,
0.110113,97,,,
0.110743,97,,,
0.111414,97,15,,
0.112989,97,,,
0.113559,97,,,
0.123326,97,,,
0.124245,97,,,
0.124855,97,,,
0.125784,98,,,
0.126745,98,,,
0.127780,98,15,,
0.134658,98,,,
0.135858,98,,,
0.137036,98,,,
0.138220,98,,,
0.139396,98,,,
0.140683,98,,,
0.141893,98,,,
0.143070,98,15,,
0.154292,98,,,
0.155598,98,,,
0.156826,98,,,
0.158045,98,,,
0.159297,98,,,
0.165476,98,,,
0.166704,98,,,
0.167923,98,15,,
0.170357,98,,,
0.171578,98,,,
0.172761,98,,,
0.173969,98,,,
0.175218,98,,,
0.185306,98,,,
0.186570,98,,,
0.187808,98,15,,
0.189741,98,,,
0.190786,98,,,
0.196672,98,,,
0.197850,98,,,
0.199014,98,,,
0.200266,98,,,
0.202748,98,,,
0.203915,98,15,,
0.206266,98,,,
0.216246,98,,,
0.217507,98,,,
0.218710,97,,,
0.219847,97,,,
0.221036,97,,,
0.227258,97,,,
0.228190,97,14,,
0.229713,97,,,
0.230320,97,,,
0.231272,97,,,
0.231885,97,,,
0.232523,97,,,
0.233112,97,,,
0.233687,97,,,
0.234345,97,14,,
0.235543,97,,,
0.236180,97,,,
0.236824,97,,,
0.237375,97,,,
0.247128,97,,,
0.248067,97,,,
0.248643,97,,,
0.249299,97,14,,
0.250518,97,,,
0.251151,97,,,
0.252098,97,,,
0.258262,97,,,
0.259132,97,,,
0.259689,97,,,
0.260325,97,,,
0.261260,97,14,,
0.262514,97,,,
0.263107,97,,,
0.263683,97,,,
0.264330,97,,,
0.264949,97,,,
0.265531,97,,,
0.266174,97,,,
0.266789,97,14,,
0.268011,97,,,
0.268581,97,,,
0.278510,97,,,
0.279447,116,,,
0.280018,116,,,
0.280976,116,,,
0.281545,116,,,
0.282210,116,41,,
0.283450,116,,,
0.289597,116,,,
0.290437,116,,,
0.291370,116,,,
0.291971,116,,,
0.292581,116,,,
0.293213,116,,,
0.293806,116,41,,
0.295044,116,,,
0.295793,116,,,
0.296635,116,,,
0.297243,116,,,
0.297856,116,,,
0.298483,116,,,
0.299076,128,,,
0.309022,128,34,,
0.310494,128,,,
0.311110,128,,,
0.312061,128,,,
0.312671,128,,,
0.313307,128,,,
0.313936,128,,,
0.314497,128,,,
0.320349,128,34,,
0.321850,128,,,
0.322542,128,,,
0.323427,128,,,
0.324020,128,,,
0.324607,128,,,
0.325243,128,,,
0.325822,128,,,
0.326489,128,34,,
0.327698,128,,,
0.328331,128,,,
0.328960,128,,,
0.329570,128,,,
0.330224,174,,,
0.340089,174,,,
0.340986,174,,,
0.341565,174,29,,
0.342788,174,,,
0.343447,174,,,
0.343985,174,,,
0.344608,174,,,
0.345269,174,,,
0.351286,174,,,
0.351902,174,,,
0.352508,174,29,,
0.353722,174,,,
0.354329,174,,,
0.354998,174,,,
0.355563,174,,,
0.356179,174,,,
0.356828,174,,,
0.357456,174,,,
0.358052,174,29,,
0.359279,174,,,
0.359891,174,,,
0.360522,225,,,
0.361113,225,,,
0.361679,225,,,
0.371582,225,,,
0.372509,225,,,
0.373116,225,29,,
0.374403,225,,,
0.375354,225,,,
0.375945,225,,,
0.376576,225,,,
0.382565,225,,,
0.383227,225,,,
0.383879,225,,,
0.384528,225,29,,
0.386161,225,,,
0.387093,225,,,
0.387722,225,,,
0.388337,225,,,
0.388994,225,,,
0.389589,225,,,
0.390253,294,,,
0.391238,294,30,,
0.392540,294,,,
0.402285,294,,,
0.403199,294,,,
0.404174,294,,,
0.404759,294,,,
0.405413,294,,,
0.406403,294,,,
0.407040,294,30,,
0.413514,294,,,
0.414468,294,,,
0.415054,294,,,
0.415650,294,,,
0.416323,294,,,
0.417306,294,,,
0.418303,294,,,
0.418951,294,30,,
0.420524,375,,,
0.421491,375,,,
0.422448,375,,,
0.423099,375,,,
0.424230,375,,,
0.433464,375,,,
0.434025,375,,,
0.434609,375,26,,
0.435878,375,,,
0.436483,375,,,
0.437080,375,,,
0.437802,375,,,
0.438641,375,,,
0.444249,375,,,
0.444838,375,,,
0.445490,375,26,,
0.447011,375,,,
0.447595,375,,,
0.448251,375,,,
0.448892,375,,,
0.449847,375,,,
0.450512,461,,,
0.451135,461,,,
0.451746,461,47,,
0.453025,461,,,
0.453622,461,,,
0.454253,461,,,
0.464143,461,,,
0.464990,461,,,
0.465632,461,,,
0.466213,461,,,
0.466836,461,47,,
0.468094,461,,,
0.468656,461,,,
0.469310,461,,,
0.475468,461,,,
0.476434,461,,,
0.477414,461,,,
0.478020,461,,,
0.478663,461,47,,
0.479921,461,,,
0.480532,551,,,
0.481157,551,,,
0.482138,551,,,
0.482756,551,,,
0.483403,551,,,
0.484037,551,,,
0.484663,551,60,,
0.495251,551,,,
0.496187,551,,,
0.497166,551,,,
0.498131,551,,,
0.499124,551,,,
0.500101,551,,,
0.500737,551,,,
0.506514,551,60,,
0.508090,551,,,
0.509062,551,,,
0.510000,551,,,
0.510626,644,,,
0.511248,644,,,
0.511864,644,,,
0.512474,644,,,
0.513096,644,63,,
0.514327,644,,,
0.514968,644,,,
0.515593,644,,,
0.516228,644,,,
0.516849,644,,,
0.526740,644,,,
0.527693,644,,,
0.528661,644,63,,
0.530279,644,,,
0.531235,644,,,
0.537307,644,,,
0.538156,644,,,
0.539085,644,,,
0.539634,644,,,
0.540239,736,,,
0.540872,736,71,,
0.542090,736,,,
0.542632,736,,,
0.543312,736,,,
0.543882,736,,,
0.544582,736,,,
0.545540,736,,,
0.546478,736,,,
0.547436,736,71,,
0.558192,736,,,
0.558760,736,,,
0.559389,736,,,
0.560367,736,,,
0.561341,736,,,
0.561987,736,,,
0.562620,736,,,
0.568638,736,71,,
0.569865,736,,,
0.570818,829,,,
0.571713,829,,,
0.572603,829,,,
0.573254,829,,,
0.574221,829,,,
0.574860,829,,,
0.575467,829,76,,
0.577064,829,,,
0.578025,829,,,
0.578954,829,,,
0.588334,829,,,
0.589269,829,,,
0.589982,829,,,
0.590724,829,,,
0.591630,829,76,,
0.593589,829,,,
0.599317,829,,,
0.599914,829,,,
0.600654,924,,,
0.601545,924,,,
0.602490,924,,,
0.603078,924,,,
0.603691,924,74,,
0.605658,924,,,
0.606866,924,,,
0.608073,924,,,
0.609206,924,,,
0.619490,924,,,
0.620689,924,,,
0.621639,924,,,
0.622222,924,74,,
0.624317,924,,,
0.630692,924,,,
0.631874,1019,,,
0.633005,1019,,,
0.634176,1019,,,
0.635335,1019,,,
0.636509,1019,,,
0.637606,1019,75,,
0.639634,1019,,,
0.640704,1019,,,
0.650557,1019,,,
0.651747,1019,,,
0.652843,1019,,,
0.654006,1019,,,
0.655070,1019,,,
0.655987,1019,75,,
0.662471,1113,,,
0.663062,1113,,,
0.663658,1113,,,
0.664612,1113,,,
0.665274,1113,,,
0.666224,1113,,,
0.666845,1113,,,
0.667483,1113,78,,
0.668786,1113,,,
0.669743,1113,,,
0.670378,1113,,,
0.671332,1113,,,
0.681275,1113,,,
0.682175,1113,,,
0.683130,1113,,,
0.683745,1113,78,,
0.684973,1113,,,
0.685591,1113,,,
0.686228,1113,,,
0.686863,1113,,,
0.692650,1113,,,
0.693580,1207,,,
0.694194,1207,,,
0.694827,1207,84,,
0.696441,1207,,,
0.697403,1207,,,
0.698045,1207,,,
0.698658,1207,,,
0.699275,1207,,,
0.700260,1207,,,
0.700904,1207,,,
0.701524,1207,84,,
0.702808,1207,,,
0.712478,1207,,,
0.713390,1207,,,
0.714360,1207,,,
0.714938,1207,,,
0.715578,1207,,,
0.716550,1207,,,
0.717518,1207,84,,
0.724042,1207,,,
0.724991,1207,,,
0.725937,1207,,,
0.726567,1207,,,
0.727189,1207,,,
0.727816,1207,,,
0.728457,1207,,,
0.729655,1207,84,,
0.731187,1207,,,
0.731780,1207,,,
0.732439,1207,,,
0.733041,1207,,,
0.733997,1207,,,
0.743356,1207,,,
0.743923,1207,,,
0.744598,1207,84,,
0.746128,1207,,,
0.746759,1207,,,
0.747681,1207,,,
0.748293,1207,,,
0.748914,1340,,,
0.754981,1340,,,
0.755605,1340,,,
0.756225,1340,112,,
0.758022,1340,,,
0.758963,1340,,,
0.759535,1340,,,
0.760175,1340,,,
0.761147,1340,,,
0.761778,1340,,,
0.762418,1340,,,
0.763382,1340,112,,
0.765015,1340,,,
0.774374,1340,,,
0.775325,1340,,,
0.775999,1340,,,
0.776891,1340,,,
0.777529,1340,,,
0.778138,1340,,,
0.778760,1340,126,,
0.785522,1395,,,
0.786416,1395,,,
0.787047,1395,,,
0.787679,1395,,,
0.788335,1395,,,
0.788946,1395,,,
0.789590,1395,,,
0.790234,1395,126,,
0.792152,1395,,,
0.793103,1395,,,
0.793738,1395,,,
0.794361,1395,,,
0.794982,1395,,,
0.795632,1395,,,
0.805380,1395,,,
0.806476,1395,126,,
0.808597,1395,,,
0.809643,1432,,,
0.810690,1432,,,
0.816517,1432,,,
0.817458,1432,,,
0.818397,1432,,,
0.819370,1432,,,
0.820372,1432,135,,
0.822008,1432,,,
0.823007,1432,,,
0.824001,1432,,,
0.824991,1432,,,
0.826002,1432,,,
0.827012,1432,,,
0.836459,1432,,,
0.837479,1432,135,,
0.839578,1432,,,
0.840624,1444,,,
0.841643,1444,,,
0.847948,1444,,,
0.848893,1444,,,
0.849847,1444,,,
0.850784,1444,,,
0.851746,1444,112,,
0.853049,1444,,,
0.853986,1444,,,
0.854995,1444,,,
0.855954,1444,,,
0.856947,1444,,,
0.857920,1444,,,
0.867343,1444,,,
0.868295,1444,117,,
0.869854,1444,,,
0.870483,1444,,,
0.871540,1444,,,
0.872483,1444,,,
0.878567,1444,,,
0.879462,1444,,,
0.880407,1444,,,
0.881372,1444,117,,
0.882957,1444,,,
0.883903,1444,,,
0.884488,1444,,,
0.885168,1444,,,
0.886058,1444,,,
0.886634,1444,,,
0.887764,1444,,,
0.888762,1444,117,,
0.899385,1444,,,
0.899983,1444,,,
0.900901,1444,,,
0.901526,1444,,,
0.902469,1444,,,
0.903386,1444,,,
0.903996,1444,,,
0.909876,1444,123,,
0.911427,1444,,,
0.912336,1444,,,
0.913278,1444,,,
0.913889,1444,,,
0.914783,1444,,,
0.915432,1444,,,
0.916368,1444,,,
0.917317,1444,123,,
0.918863,1444,,,
0.919749,1444,,,
0.929523,1444,,,
0.930536,1444,,,
0.931438,1444,,,
0.932375,1444,,,
0.933347,1444,,,
0.934289,1444,123,,
0.941051,1444,,,
0.942007,1444,,,
