t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,98,-8,,
0.002471,98,,,
0.003722,98,,,
0.009350,98,,,
0.010246,98,,,
0.010837,98,,,
0.011778,98,,,
0.012374,98,,,
0.012981,98,-8,,
0.014265,98,,,
0.014838,98,,,
0.015446,98,,,
0.016072,98,,,
0.017052,98,,,
0.017684,98,,,
0.018299,98,,,
0.018930,98,-8,,
0.029286,98,,,
0.030148,98,,,
0.030764,98,,,
0.031370,98,,,
0.032018,98,,,
0.032643,98,,,
0.033602,98,,,
0.034244,98,-8,,
0.041124,98,,,
0.041737,98,,,
0.042682,98,,,
0.043312,98,,,
0.043943,98,,,
0.044568,98,,,
0.045492,98,,,
0.046127,98,-8,,
0.047743,98,,,
0.048681,98,,,
0.049314,98,,,
0.049957,98,,,
0.050603,98,,,
0.060236,98,,,
0.061154,98,,,
0.061786,98,-8,,
0.063353,98,,,
0.063945,98,,,
0.064575,98,,,
0.065321,98,,,
0.071222,98,,,
0.071769,98,,,
0.072380,98,,,
0.073001,98,-8,,
0.074289,98,,,
0.074915,98,,,
0.075528,98,,,
0.076190,98,,,
0.077102,98,,,
0.078050,98,,,
0.078656,98,,,
0.079290,98,-8,,
0.080520,98,,,
0.081159,98,,,
0.091003,98,,,
0.091634,98,,,
0.092261,98,,,
0.092905,98,,,
0.093492,98,,,
0.094098,98,-8,,
0.095342,98,,,
0.095966,98,,,
0.096601,98,,,
0.102421,98,,,
0.103292,98,,,
0.103922,98,,,
0.104536,98,,,
0.105162,98,-8,,
0.106456,98,,,
0.107051,98,,,
0.107649,98,,,
0.108277,98,,,
0.108893,98,,,
0.109511,98,,,
0.110115,98,,,
0.110729,98,-8,,
0.111964,98,,,
0.112534,98,,,
0.122222,98,,,
0.123064,98,,,
0.123760,98,,,
0.124651,98,,,
0.125604,98,,,
0.126202,98,-8,,
0.127382,98,,,
0.133365,98,,,
0.133979,98,,,
0.134573,98,,,
0.135250,98,,,
0.135854,98,,,
0.136406,98,,,
0.137075,98,-8,,
0.138261,98,,,
0.138916,98,,,
0.139844,98,,,
0.140480,98,,,
0.141071,98,,,
0.141677,98,,,
0.142246,98,,,
0.142872,98,-8,,
0.153192,98,,,
0.154053,98,,,
0.155006,98,,,
0.155756,98,,,
0.156597,98,,,
0.157515,98,,,
0.158157,98,,,
0.164150,98,-8,,
0.165688,98,,,
0.166265,98,,,
0.166857,98,,,
0.167568,98,,,
0.168442,98,,,
0.169028,98,,,
0.169796,98,,,
0.170672,98,-8,,
0.172521,98,,,
0.173408,98,,,
0.174065,98,,,
0.174672,98,,,
0.184354,98,,,
0.185002,98,,,
0.185972,98,,,
0.186557,98,-8,,
0.187848,98,,,
0.188398,98,,,
0.189033,98,,,
0.189650,98,,,
0.195417,98,,,
0.196323,98,,,
0.196937,98,,,
0.197733,98,-8,,
0.199519,98,,,
0.200124,98,,,
0.201440,98,,,
0.202282,98,,,
0.202913,98,,,
0.203506,98,,,
0.204197,98,,,
0.204853,98,-8,,
0.215310,98,,,
0.215853,98,,,
0.216806,98,,,
0.217371,98,,,
0.218016,98,,,
0.218693,98,,,
0.219583,98,,,
0.220192,98,-8,,
0.227055,98,,,
0.227692,98,,,
0.228280,98,,,
0.228916,98,,,
0.229558,98,,,
0.230176,98,,,
0.230784,98,,,
0.231356,98,-8,,
0.232636,98,,,
0.233563,98,,,
0.234203,98,,,
0.234804,98,,,
0.235419,98,,,
0.236021,98,,,
0.236647,98,,,
0.246257,98,-8,,
0.247569,98,,,
0.248500,98,,,
0.249126,98,,,
0.249752,98,,,
0.250373,98,,,
0.251016,98,,,
0.251639,98,,,
0.257587,98,-8,,
0.259665,98,,,
0.260599,98,,,
0.261208,98,,,
0.261827,98,,,
0.262775,98,,,
0.263405,98,,,
0.264027,98,,,
0.264641,98,-8,,
0.265921,98,,,
