t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,86,-2,,
0.002054,86,,,
0.003031,86,,,
0.004019,86,,,
0.005285,86,,,
0.006260,86,,,
0.007213,86,,,
0.008177,86,,,
0.008782,86,-2,,
0.019458,86,,,
0.020386,86,,,
0.021005,86,,,
0.021631,86,,,
0.022620,86,,,
0.023250,86,,,
0.024218,86,,,
0.029705,86,-2,,
0.031258,86,,,
0.031875,86,,,
0.032482,86,,,
0.033085,86,,,
0.033722,86,,,
0.034333,86,,,
0.034927,86,,,
0.035543,86,-2,,
0.036805,86,,,
0.037412,86,,,
0.038019,86,,,
0.038641,86,,,
0.039246,86,,,
0.039867,86,,,
0.049518,86,,,
0.050124,86,-2,,
0.051387,86,,,
0.051973,86,,,
0.052589,86,,,
0.053227,86,,,
0.053858,86,,,
0.054493,91,,,
0.060728,91,,,
0.061366,91,13,,
0.062637,91,,,
0.063250,91,,,
0.063854,91,,,
0.064472,91,,,
0.065080,91,,,
0.065696,91,,,
0.066284,91,,,
0.066887,91,13,,
0.068130,91,,,
0.068754,91,,,
0.069355,91,,,
0.069949,91,,,
0.070592,91,,,
0.080306,91,,,
0.080905,91,,,
0.081534,91,13,,
0.082781,91,,,
0.083380,91,,,
0.083974,91,,,
0.084600,91,,,
0.085248,91,,,
0.085838,93,,,
0.091622,93,,,
0.092247,93,18,,
0.093493,93,,,
0.094091,93,,,
0.094721,93,,,
0.095321,93,,,
0.095931,93,,,
0.096555,93,,,
0.097183,93,,,
0.098001,93,18,,
0.100011,93,,,
0.101019,93,,,
0.102045,93,,,
0.111475,93,,,
0.112437,93,,,
0.113393,93,,,
0.114376,95,,,
0.115011,95,20,,
0.116800,95,,,
0.122441,95,,,
0.122993,95,,,
0.123608,95,,,
0.124294,95,,,
0.124887,95,,,
0.125504,95,,,
0.126126,95,20,,
0.127343,95,,,
0.127965,95,,,
0.128637,95,,,
0.129253,95,,,
0.129808,95,,,
0.130502,95,,,
0.131104,95,,,
0.131753,95,20,,
0.132967,95,,,
0.142528,95,,,
0.143146,95,,,
0.143834,95,,,
0.144435,95,,,
0.145030,95,,,
0.145647,95,,,
0.146249,95,22,,
0.147519,97,,,
0.153726,97,,,
0.154323,97,,,
0.154931,97,,,
0.155588,97,,,
0.156208,97,,,
0.156812,97,,,
0.157412,97,22,,
0.158713,97,,,
0.159309,97,,,
0.159920,97,,,
0.160614,97,,,
0.161147,97,,,
0.161822,97,,,
0.162456,97,,,
0.163029,97,22,,
0.173545,97,,,
0.174358,98,,,
0.175016,98,,,
0.175643,98,,,
0.176280,98,,,
0.176909,98,,,
0.177551,98,,,
0.178192,98,22,,
0.184522,98,,,
0.185124,98,,,
0.185730,98,,,
0.186358,98,,,
0.186954,98,,,
0.187601,98,,,
0.188223,98,,,
0.188853,98,22,,
0.190117,98,,,
0.190717,98,,,
0.191346,98,,,
0.191981,98,,,
0.192621,98,,,
0.193224,98,,,
0.193835,98,,,
0.194455,98,22,,
0.204748,98,,,
0.206315,96,,,
0.206889,96,,,
0.207562,96,,,
0.208137,96,,,
0.208788,96,,,
0.209416,96,,,
0.209998,96,21,,
0.216378,96,,,
0.217007,96,,,
0.217639,96,,,
0.218216,96,,,
0.218829,96,,,
0.219487,96,,,
0.220096,96,,,
0.220666,96,21,,
0.221892,96,,,
0.222560,96,,,
0.223185,96,,,
0.223789,96,,,
0.224401,96,,,
0.225010,96,,,
0.225646,96,,,
0.235525,96,25,,
