t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.710599,1,1,94,60,126,98,245,51,-1,0,25,0,0,0,47
2.723464,0,0,94,60,126,98,245,51,-1,0,25,0,0,0,47
2.727484,0,0,94,60,126,98,245,51,-1,0,25,0,0,0,47
2.735350,0,1,94,60,126,98,245,51,0,0,25,0,0,0,47
2.739484,0,0,94,60,126,98,245,51,0,0,25,0,0,0,47
2.743564,0,0,94,60,126,98,245,51,0,0,25,0,0,0,47
2.755210,0,0,94,60,126,98,245,51,0,0,25,0,0,0,47
2.759348,0,0,94,60,126,98,245,51,0,0,25,0,0,0,60
2.766631,1,1,94,60,129,98,245,51,0,0,27,0,0,0,60
2.770735,1,0,94,60,129,98,245,50,0,0,27,0,0,0,60
2.774813,0,0,94,60,129,98,245,50,0,0,27,0,0,0,60
2.787339,0,0,94,60,129,98,245,50,0,0,27,0,0,0,60
2.797194,1,1,94,60,133,98,245,50,0,0,25,0,0,0,57
2.801792,0,0,94,60,133,98,245,50,0,0,25,0,0,0,57
2.815818,0,0,94,60,133,98,245,50,0,0,25,0,0,0,57
2.820775,0,1,94,60,133,98,245,50,0,0,27,0,0,0,75
2.828443,1,0,94,60,135,98,245,50,0,0,27,0,0,0,75
2.832980,1,0,94,60,135,98,245,51,0,0,27,0,0,0,75
2.837238,0,0,94,60,135,98,245,51,0,0,27,0,0,0,75
2.848482,0,0,94,60,135,98,245,51,0,0,27,0,0,0,75
2.857995,1,1,94,60,137,98,245,51,0,0,25,0,0,0,49
2.862214,0,0,94,60,137,98,245,51,0,0,25,0,0,0,49
2.866473,0,0,94,60,137,98,245,51,0,0,25,0,0,0,49
2.879081,0,0,94,60,137,98,245,51,0,0,25,0,0,0,68
2.883159,1,0,94,60,140,98,245,51,0,0,25,0,0,0,68
2.890311,0,0,94,60,140,98,245,51,0,0,25,0,0,0,68
2.894410,1,0,94,60,140,98,245,50,0,0,25,0,0,0,68
2.898502,0,0,94,60,140,98,245,50,0,0,25,0,0,0,68
2.909986,0,0,94,60,140,98,245,50,0,0,25,0,0,0,68
2.914041,1,1,94,60,142,98,245,50,0,0,26,0,0,0,73
2.921002,0,0,94,60,142,98,245,50,0,0,26,0,0,0,73
2.924990,0,0,94,60,142,98,245,50,0,0,26,0,0,0,73
2.929085,0,0,94,60,142,98,245,50,0,0,26,0,0,0,73
2.940773,0,0,94,60,142,98,245,50,0,0,26,0,0,0,61
2.944853,1,1,94,60,144,98,245,50,0,0,24,0,0,0,61
2.951946,0,0,94,60,144,98,245,50,0,0,24,0,0,0,61
2.956018,0,0,94,60,144,98,245,50,0,0,24,0,0,0,61
2.960167,0,0,94,60,144,98,245,50,0,0,24,0,0,0,61
2.971610,0,0,94,60,144,98,245,50,0,0,24,0,0,0,102
2.975803,1,1,94,60,147,98,245,50,0,0,27,0,0,0,102
2.983153,1,0,94,60,147,98,245,51,0,0,27,0,0,0,102
2.987760,0,0,94,60,147,98,245,51,0,0,27,0,0,0,102
2.991872,0,0,94,60,147,98,245,51,0,0,27,0,0,0,102
3.003560,1,1,94,60,148,98,245,51,0,0,25,0,0,0,83
3.012822,0,0,94,60,148,98,245,51,0,0,25,0,0,0,83
3.017001,0,0,94,60,148,98,245,51,0,0,25,0,0,0,83
3.021678,0,0,94,60,148,98,245,51,0,0,25,0,0,0,83
3.034453,1,0,94,60,150,98,245,51,0,0,25,0,0,0,83
3.043910,0,0,94,60,150,98,245,51,0,0,25,0,0,0,83
3.048470,0,0,94,60,150,98,245,51,0,0,25,0,0,0,83
3.052777,0,0,94,60,150,98,245,51,0,0,25,0,0,0,83
3.065122,1,1,94,60,151,98,245,51,0,0,26,0,0,0,116
3.074770,0,0,94,60,151,98,245,51,0,0,26,0,0,0,116
3.078997,0,0,94,60,151,98,245,51,0,0,26,0,0,0,116
3.083556,0,0,94,60,151,98,245,51,0,0,26,0,0,0,147
3.095634,1,1,94,60,153,98,245,51,0,0,25,0,0,0,147
3.105758,0,0,94,60,153,98,245,51,0,0,25,0,0,0,147
3.111055,0,0,94,60,153,98,245,51,0,0,25,0,0,0,147
3.115758,1,1,94,60,156,98,245,51,0,0,24,0,0,0,82
3.126550,0,0,94,60,156,98,245,51,0,0,24,0,0,0,82
3.130714,0,0,94,60,156,98,245,51,0,0,24,0,0,0,82
3.138123,0,0,94,60,156,98,245,51,0,0,24,0,0,0,82
3.143292,0,0,94,60,156,98,245,51,0,0,24,0,0,0,86
3.156912,1,0,94,60,159,98,245,51,0,0,24,0,0,0,86
3.161798,1,0,94,60,159,98,245,50,0,0,24,0,0,0,86
3.169312,0,0,94,60,159,98,245,50,0,0,24,0,0,0,86
3.173479,0,0,94,60,159,98,245,50,0,0,24,0,0,0,16
3.177747,1,1,94,60,164,98,245,50,0,0,26,0,0,0,16
3.189442,0,0,94,60,164,98,245,50,0,0,26,0,0,0,16
3.198856,0,0,94,60,164,98,245,50,0,0,26,0,0,0,16
3.203320,0,0,94,60,164,98,245,50,0,0,26,0,0,0,26
3.207488,1,0,94,60,166,98,245,50,0,0,26,0,0,0,26
3.220290,1,0,94,60,166,98,245,51,0,0,26,0,0,0,26
3.229915,0,0,94,60,166,98,245,51,0,0,26,0,0,0,26
3.234601,1,1,94,60,168,98,245,51,0,0,24,0,0,0,147
3.239782,0,0,94,60,168,98,245,51,0,0,24,0,0,0,147
