trial,step_units,dir,phase,t_s,force_g,pos_act,fresh_force
9,4,abrir,base,0.000952,1062,1505,1
9,4,abrir,base,0.007970,1062,1505,0
9,4,abrir,base,0.008968,1062,1505,0
9,4,abrir,base,0.009614,1062,1505,0
9,4,abrir,base,0.010212,1062,1505,0
9,4,abrir,base,0.010828,1062,1505,0
9,4,abrir,base,0.011658,1062,1505,0
9,4,abrir,base,0.012634,1062,1505,0
9,4,abrir,base,0.013583,1062,1505,0
9,4,abrir,base,0.014582,1062,1505,0
9,4,abrir,base,0.015233,1062,1505,0
9,4,abrir,base,0.016227,1062,1505,0
9,4,abrir,base,0.017222,1062,1505,0
9,4,abrir,base,0.027905,1062,1505,1
9,4,abrir,base,0.028883,1062,1505,0
9,4,abrir,base,0.029856,1062,1505,0
9,4,abrir,base,0.030998,1062,1505,0
9,4,abrir,base,0.032017,1062,1505,0
9,4,abrir,base,0.032995,1062,1505,0
9,4,abrir,base,0.039208,1062,1505,0
9,4,abrir,base,0.040118,1062,1505,0
9,4,abrir,base,0.040817,1062,1505,0
9,4,abrir,base,0.041763,1062,1505,0
9,4,abrir,base,0.042365,1062,1505,0
9,4,abrir,base,0.043560,1062,1505,0
9,4,abrir,base,0.045877,1062,1505,0
9,4,abrir,base,0.047065,1062,1505,0
9,4,abrir,base,0.048026,1062,1505,1
9,4,abrir,base,0.048936,1062,1505,0
9,4,abrir,base,0.058846,1062,1505,0
9,4,abrir,base,0.059884,1062,1505,0
9,4,abrir,base,0.060826,1062,1505,0
9,4,abrir,base,0.061794,1062,1505,0
9,4,abrir,base,0.062788,1062,1505,0
9,4,abrir,base,0.063762,1062,1505,1
9,4,abrir,base,0.064393,1062,1505,0
9,4,abrir,base,0.070366,1062,1505,0
9,4,abrir,base,0.072031,1062,1505,0
9,4,abrir,base,0.072935,1062,1505,0
9,4,abrir,base,0.073928,1062,1505,0
9,4,abrir,base,0.074923,1062,1505,0
9,4,abrir,base,0.075876,1062,1505,0
9,4,abrir,base,0.076853,1062,1505,0
9,4,abrir,base,0.077804,1062,1505,0
9,4,abrir,base,0.078761,1062,1505,0
9,4,abrir,base,0.079715,1062,1505,0
9,4,abrir,base,0.080718,1062,1505,0
9,4,abrir,base,0.090220,1062,1505,0
9,4,abrir,base,0.091155,1062,1505,0
9,4,abrir,base,0.092779,1062,1505,0
9,4,abrir,base,0.093739,1062,1505,0
9,4,abrir,base,0.094706,1062,1505,0
9,4,abrir,base,0.095634,1062,1505,0
9,4,abrir,base,0.101244,1062,1505,0
9,4,abrir,base,0.102174,1062,1505,0
9,4,abrir,base,0.102781,1062,1505,0
9,4,abrir,base,0.103767,1062,1505,0
9,4,abrir,base,0.104753,1062,1505,0
9,4,abrir,base,0.105396,1062,1505,0
9,4,abrir,base,0.106082,1062,1505,0
9,4,abrir,base,0.107127,1062,1505,0
9,4,abrir,base,0.109114,1062,1505,0
9,4,abrir,base,0.110190,1062,1505,0
9,4,abrir,base,0.111152,1062,1505,0
9,4,abrir,base,0.120846,1062,1505,0
9,4,abrir,base,0.121841,1062,1505,0
9,4,abrir,base,0.122771,1062,1505,0
9,4,abrir,base,0.123429,1062,1505,0
9,4,abrir,base,0.124391,1062,1505,0
9,4,abrir,base,0.125396,1062,1505,1
9,4,abrir,base,0.126386,1062,1505,0
9,4,abrir,base,0.132326,1062,1505,0
9,4,abrir,base,0.133247,1062,1505,0
9,4,abrir,base,0.135205,1062,1505,0
9,4,abrir,base,0.136290,1062,1505,0
9,4,abrir,base,0.137374,1062,1505,0
9,4,abrir,base,0.138498,1062,1505,0
9,4,abrir,base,0.139668,1062,1505,0
9,4,abrir,base,0.140890,1062,1505,0
9,4,abrir,base,0.142104,1062,1505,0
9,4,abrir,base,0.151959,1062,1505,0
9,4,abrir,base,0.153226,1062,1505,0
9,4,abrir,base,0.154500,1062,1505,0
9,4,abrir,base,0.155719,1062,1505,0
9,4,abrir,base,0.156994,1062,1505,0
9,4,abrir,base,0.164230,1062,1505,0
9,4,abrir,base,0.165315,1062,1505,0
9,4,abrir,base,0.166381,1062,1505,0
9,4,abrir,base,0.167423,1062,1505,0
9,4,abrir,base,0.168439,1062,1505,0
9,4,abrir,base,0.169485,1062,1505,0
9,4,abrir,base,0.170551,1062,1505,0
9,4,abrir,base,0.171564,1062,1505,0
9,4,abrir,base,0.172620,1062,1505,0
9,4,abrir,base,0.173636,1062,1505,1
9,4,abrir,base,0.183161,1062,1505,0
9,4,abrir,base,0.184121,1062,1505,0
9,4,abrir,base,0.185709,1062,1505,0
9,4,abrir,base,0.186340,1062,1505,0
9,4,abrir,base,0.187293,1062,1505,0
9,4,abrir,base,0.188018,1062,1505,0
9,4,abrir,base,0.194153,1062,1505,0
9,4,abrir,base,0.195053,1062,1505,0
9,4,abrir,base,0.196025,1062,1505,0
9,4,abrir,base,0.196991,1062,1505,0
9,4,abrir,base,0.197632,1062,1505,0
9,4,abrir,base,0.198277,1062,1505,0
9,4,abrir,base,0.199275,1062,1505,0
9,4,abrir,base,0.199934,1062,1505,0
9,4,abrir,base,0.201894,1062,1505,0
9,4,abrir,base,0.202891,1062,1505,0
9,4,abrir,base,0.203874,1062,1505,1
9,4,abrir,base,0.213902,1062,1505,0
9,4,abrir,base,0.214897,1062,1505,0
9,4,abrir,base,0.215487,1062,1505,0
9,4,abrir,base,0.216127,1062,1505,0
9,4,abrir,base,0.216765,1062,1505,0
9,4,abrir,base,0.217399,1062,1505,0
9,4,abrir,base,0.218018,1062,1505,0
9,4,abrir,base,0.218697,1062,1505,0
9,4,abrir,base,0.219305,1062,1505,0
9,4,abrir,base,0.226564,1062,1505,0
9,4,abrir,base,0.227605,1062,1505,0
9,4,abrir,base,0.228558,1062,1505,0
9,4,abrir,base,0.229559,1062,1505,0
9,4,abrir,base,0.230172,1062,1505,0
9,4,abrir,base,0.231132,1062,1505,0
9,4,abrir,base,0.232138,1062,1505,0
9,4,abrir,base,0.233123,1062,1505,0
9,4,abrir,base,0.234113,1062,1505,0
9,4,abrir,base,0.235110,1062,1505,0
9,4,abrir,base,0.244838,1062,1505,0
9,4,abrir,base,0.245819,1062,1505,0
9,4,abrir,base,0.247488,1062,1505,0
9,4,abrir,base,0.248489,1062,1505,0
9,4,abrir,base,0.249119,1062,1505,0
9,4,abrir,base,0.249748,1062,1505,0
9,4,abrir,base,0.256098,1062,1505,0
9,4,abrir,base,0.257042,1062,1505,0
9,4,abrir,base,0.258052,1062,1505,0
9,4,abrir,base,0.259028,1062,1505,0
9,4,abrir,base,0.259627,1062,1505,0
9,4,abrir,base,0.260283,1062,1505,0
9,4,abrir,base,0.261245,1062,1505,0
9,4,abrir,base,0.261957,1062,1505,0
9,4,abrir,base,0.263473,1062,1505,0
9,4,abrir,base,0.264102,1062,1505,0
9,4,abrir,base,0.264742,1062,1505,0
9,4,abrir,base,0.265353,992,1505,1
9,4,abrir,base,0.266047,992,1505,0
9,4,abrir,base,0.275841,992,1505,0
9,4,abrir,base,0.276416,992,1505,0
9,4,abrir,base,0.277020,992,1505,0
9,4,abrir,base,0.277690,992,1505,0
9,4,abrir,base,0.278444,992,1505,0
9,4,abrir,base,0.279330,992,1505,0
9,4,abrir,base,0.280065,992,1501,0
9,4,abrir,base,0.287210,992,1501,0
9,4,abrir,base,0.288145,992,1501,0
9,4,abrir,base,0.288765,992,1501,0
9,4,abrir,base,0.289882,992,1501,0
9,4,abrir,base,0.290845,992,1501,0
9,4,abrir,base,0.291812,992,1501,0
9,4,abrir,base,0.292808,992,1501,0
9,4,abrir,base,0.293729,992,1501,1
9,4,abrir,base,0.294719,992,1501,0
9,4,abrir,base,0.295676,844,1501,1
9,4,abrir,base,0.296650,844,1501,0
9,4,abrir,base,0.297299,844,1497,0
9,4,abrir,base,0.308055,844,1497,1
9,4,abrir,base,0.309054,844,1497,0
9,4,abrir,base,0.310049,844,1497,0
9,4,abrir,base,0.311082,844,1497,0
9,4,abrir,base,0.312021,844,1497,0
9,4,abrir,base,0.318228,844,1497,0
9,4,abrir,base,0.319173,844,1497,0
9,4,abrir,base,0.319807,844,1497,0
9,4,abrir,base,0.320436,844,1497,0
9,4,abrir,base,0.321416,844,1497,0
9,4,abrir,base,0.322397,844,1497,0
9,4,abrir,base,0.323368,844,1497,0
9,4,abrir,base,0.325343,793,1497,1
9,4,abrir,base,0.326234,793,1497,0
