t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.718711,1,1,96,59,96,118,244,50,0,0,0,73,0,0,76
2.726955,0,0,96,59,96,118,244,50,0,0,0,73,0,0,76
2.732558,0,0,96,59,96,118,244,50,0,0,0,73,0,0,76
2.746141,0,0,96,59,96,118,244,50,0,0,0,73,0,0,76
2.755990,1,1,96,59,96,119,244,50,0,0,0,72,0,0,62
2.760127,0,0,96,59,96,119,244,50,0,0,0,72,0,0,62
2.764239,0,0,96,59,96,119,244,50,0,0,0,72,0,0,62
2.777088,0,0,96,59,96,119,244,50,0,0,0,72,0,0,103
2.781163,1,1,96,59,96,123,244,50,0,0,0,73,0,0,103
2.788471,0,0,96,59,96,123,244,50,0,0,0,73,0,0,103
2.792528,0,0,96,59,96,123,244,50,0,0,0,73,0,0,103
2.796606,0,0,96,59,96,123,244,50,0,0,0,73,0,0,103
2.808083,0,0,96,59,96,123,244,50,0,0,0,73,0,0,47
2.812179,1,1,96,59,96,130,244,50,0,0,0,71,0,0,47
2.819312,0,0,96,59,96,130,244,50,0,0,0,71,0,0,47
2.823333,0,0,96,59,96,130,244,50,0,0,0,71,0,0,47
2.827358,0,0,96,59,96,130,244,50,0,0,0,71,0,0,47
2.839147,1,1,96,59,96,133,244,50,0,0,0,70,0,0,97
2.848956,0,0,96,59,96,133,244,50,0,0,0,70,0,0,97
2.853139,0,0,96,59,96,133,244,50,0,0,0,70,0,0,97
2.857353,0,0,96,59,96,133,244,50,0,0,0,70,0,0,97
2.870061,1,1,96,59,96,135,244,50,0,0,0,68,0,0,59
2.874318,0,0,96,59,96,135,244,50,0,0,0,68,0,0,59
2.882372,0,0,96,59,96,135,244,50,0,0,0,68,0,0,59
2.886871,0,0,96,59,96,135,244,50,0,0,0,68,0,0,59
2.900086,0,0,96,59,96,135,244,50,0,0,0,68,0,0,74
2.904217,1,0,96,59,96,137,244,50,0,0,0,68,0,0,74
2.912650,0,0,96,59,96,137,244,50,0,0,0,68,0,0,74
2.917115,0,0,96,59,96,137,244,50,0,0,0,68,0,0,74
2.921620,0,0,96,59,96,137,244,50,0,0,0,68,0,0,74
2.932617,1,1,96,59,96,139,244,50,0,0,0,64,0,0,94
2.942029,0,0,96,59,96,139,244,50,0,0,0,64,0,0,94
2.946609,0,0,96,59,96,139,244,50,0,0,0,64,0,0,94
2.951048,0,0,96,59,96,139,244,50,0,0,0,64,0,0,94
2.963174,1,1,96,59,96,142,244,50,0,0,0,62,0,0,58
2.967339,0,0,96,59,96,142,244,50,0,0,0,62,0,0,58
2.974628,0,0,96,59,96,142,244,50,0,0,0,62,0,0,58
2.979145,0,0,96,59,96,142,244,50,0,0,0,62,0,0,58
2.993023,1,1,96,59,96,146,244,50,0,0,0,61,0,0,79
2.997923,0,0,96,59,96,146,244,50,0,0,0,61,0,0,79
3.005236,0,0,96,59,96,146,244,50,0,0,0,61,0,0,79
3.009404,0,0,96,59,96,146,244,50,0,0,0,61,0,0,79
3.014277,1,1,96,59,96,148,244,50,0,0,0,58,0,0,70
3.025100,0,0,96,59,96,148,244,50,0,0,0,58,0,0,70
3.029587,0,0,96,59,96,148,244,50,0,0,0,58,0,0,70
3.036371,0,0,96,59,96,148,244,50,0,0,0,58,0,0,70
3.040526,0,0,96,59,96,148,244,50,0,0,0,58,0,0,70
3.045001,1,0,96,59,96,151,244,50,0,0,0,58,0,0,73
3.056455,0,0,96,59,96,151,244,50,0,0,0,58,0,0,73
3.066259,0,0,96,59,96,151,244,50,0,0,0,58,0,0,73
3.070453,0,0,96,59,96,151,244,50,0,0,0,58,0,0,73
3.075018,1,1,96,59,96,153,244,50,0,0,0,56,0,0,105
3.087851,0,0,96,59,96,153,244,50,0,0,0,56,0,0,105
3.097401,0,0,96,59,96,153,244,50,0,0,0,56,0,0,105
3.102927,0,1,96,59,96,153,244,50,0,0,0,55,0,0,68
3.117179,1,0,96,59,96,154,244,50,0,0,0,55,0,0,68
3.123080,0,0,96,59,96,154,244,50,0,0,0,55,0,0,68
3.131085,0,0,96,59,96,154,244,50,0,0,0,55,0,0,68
3.136958,1,1,96,59,96,158,244,50,0,0,0,53,0,0,75
3.149959,0,0,96,59,96,158,244,50,0,0,0,53,0,0,75
3.159621,0,0,96,59,96,158,244,50,0,0,0,53,0,0,75
3.163723,0,1,96,59,96,158,244,50,0,0,1,53,0,0,109
3.167825,1,1,96,59,96,160,244,50,0,0,1,50,0,0,109
3.180415,0,0,96,59,96,160,244,50,0,0,1,50,0,0,109
3.189971,0,0,96,59,96,160,244,50,0,0,1,50,0,0,109
3.194105,0,0,96,59,96,160,244,50,0,0,1,50,0,0,75
3.198224,1,1,96,59,96,162,244,50,0,0,1,48,0,0,75
3.211479,0,0,96,59,96,162,244,50,0,0,1,48,0,0,75
3.221050,0,0,96,59,96,162,244,50,0,0,1,48,0,0,75
3.225930,1,0,96,59,96,163,244,50,0,0,1,48,0,0,94
3.230148,0,0,96,59,96,163,244,50,0,0,1,48,0,0,94
3.242530,0,0,96,59,96,163,244,50,0,0,1,48,0,0,94
3.252344,0,0,96,59,96,163,244,50,0,0,1,48,0,0,94
3.257226,0,1,96,59,96,163,244,50,0,0,0,48,0,0,94
3.261710,0,0,96,59,96,163,244,50,0,0,0,48,0,0,94
3.273448,0,0,96,59,96,163,244,50,0,0,0,48,0,0,94
3.283041,0,0,96,59,96,163,244,50,0,0,0,48,0,0,94
3.287525,1,1,96,59,96,168,244,50,0,0,0,47,0,0,85
3.292047,0,0,96,59,96,168,244,50,0,0,0,47,0,0,85
3.305158,0,0,96,59,96,168,244,50,0,0,0,47,0,0,85
3.314664,0,1,96,59,96,168,244,50,0,0,1,47,0,0,85
3.319532,0,0,96,59,96,168,244,50,0,0,1,47,0,0,85
3.323745,0,0,96,59,96,168,244,50,0,0,1,47,0,0,85
