t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.716165,1,1,95,58,122,100,244,51,0,0,18,0,0,0,81
2.720424,0,0,95,58,122,100,244,51,0,0,18,0,0,0,81
2.731358,0,0,95,58,122,100,244,51,0,0,18,0,0,0,81
2.740635,1,1,95,58,124,100,244,51,0,0,16,0,0,0,60
2.744731,0,0,95,58,124,100,244,51,0,0,16,0,0,0,60
2.748912,0,0,95,58,124,100,244,51,0,0,16,0,0,0,60
2.762233,0,0,95,58,124,100,244,51,0,0,16,0,0,0,60
2.772086,0,1,95,58,124,100,244,51,0,0,19,0,0,0,65
2.776233,1,0,95,58,126,100,244,51,0,0,19,0,0,0,65
2.780704,0,0,95,58,126,100,244,51,0,0,19,0,0,0,65
2.792996,0,0,95,58,126,100,244,51,0,0,19,0,0,0,65
2.797536,1,1,95,58,128,100,244,51,0,0,17,0,0,0,80
2.804585,0,0,95,58,128,100,244,51,0,0,17,0,0,0,80
2.808791,0,0,95,58,128,100,244,51,0,0,17,0,0,0,80
2.813415,0,0,95,58,128,100,244,51,0,0,17,0,0,0,80
2.824560,0,0,95,58,128,100,244,51,0,0,17,0,0,0,80
2.834038,1,0,95,58,132,100,244,51,0,0,17,0,0,0,61
2.838987,0,0,95,58,132,100,244,51,0,0,17,0,0,0,61
2.843560,0,0,95,58,132,100,244,51,0,0,17,0,0,0,61
2.855646,0,1,95,58,132,100,244,51,0,0,18,0,0,0,70
2.865283,1,0,95,58,134,100,244,51,0,0,18,0,0,0,70
2.869917,0,0,95,58,134,100,244,51,0,0,18,0,0,0,70
2.874482,0,0,95,58,134,100,244,51,0,0,18,0,0,0,70
2.886236,0,0,95,58,134,100,244,51,0,0,18,0,0,0,55
2.895822,1,1,95,58,137,100,244,51,0,0,17,0,0,0,55
2.901351,0,0,95,58,137,100,244,51,0,0,17,0,0,0,55
2.905948,0,0,95,58,137,100,244,51,0,0,17,0,0,0,55
2.917385,1,1,95,58,138,100,244,51,0,0,19,0,0,0,48
2.926948,0,0,95,58,138,100,244,51,0,0,19,0,0,0,48
2.931776,0,0,95,58,138,100,244,51,0,0,19,0,0,0,48
2.936766,0,0,95,58,138,100,244,51,0,0,19,0,0,0,48
2.948641,1,1,95,58,141,100,244,51,0,0,17,0,0,0,75
2.958801,0,0,95,58,141,100,244,51,0,0,17,0,0,0,75
2.963765,0,0,95,58,141,100,244,51,0,0,17,0,0,0,75
