trial,step_units,dir,phase,t_s,force_g,pos_act,fresh_force
9,4,abrir,base,0.003508,247,1461,1
9,4,abrir,base,0.005046,247,1461,0
9,4,abrir,base,0.005688,247,1461,0
9,4,abrir,base,0.006649,247,1461,0
9,4,abrir,base,0.007626,247,1461,0
9,4,abrir,base,0.008230,247,1461,0
9,4,abrir,base,0.008840,247,1461,0
9,4,abrir,base,0.009435,247,1461,0
9,4,abrir,base,0.010398,247,1461,0
9,4,abrir,base,0.011017,247,1461,0
9,4,abrir,base,0.011684,247,1461,0
9,4,abrir,base,0.012313,247,1461,0
9,4,abrir,base,0.012926,247,1461,0
9,4,abrir,base,0.023382,247,1461,0
9,4,abrir,base,0.024333,247,1461,0
9,4,abrir,base,0.024937,247,1461,0
9,4,abrir,base,0.025594,247,1461,0
9,4,abrir,base,0.026218,247,1461,0
9,4,abrir,base,0.026833,247,1461,0
9,4,abrir,base,0.027434,247,1461,0
9,4,abrir,base,0.028056,247,1461,0
9,4,abrir,base,0.028742,247,1461,0
9,4,abrir,base,0.034427,247,1461,0
9,4,abrir,base,0.035000,247,1461,0
9,4,abrir,base,0.035674,247,1461,0
9,4,abrir,base,0.036922,247,1461,0
9,4,abrir,base,0.037545,247,1461,0
9,4,abrir,base,0.038174,247,1461,0
9,4,abrir,base,0.038849,247,1461,0
9,4,abrir,base,0.039801,247,1461,0
9,4,abrir,base,0.040414,247,1461,0
9,4,abrir,base,0.041053,247,1461,0
9,4,abrir,base,0.041740,247,1461,0
9,4,abrir,base,0.042727,247,1461,0
9,4,abrir,base,0.043706,247,1461,0
9,4,abrir,base,0.044304,247,1461,0
9,4,abrir,base,0.044885,247,1461,1
9,4,abrir,base,0.055521,247,1461,0
9,4,abrir,base,0.056261,247,1461,0
9,4,abrir,base,0.057137,247,1461,0
9,4,abrir,base,0.057792,247,1461,0
9,4,abrir,base,0.058769,247,1461,0
9,4,abrir,base,0.059776,247,1461,0
9,4,abrir,base,0.065799,247,1461,0
9,4,abrir,base,0.066724,247,1461,0
9,4,abrir,base,0.067697,247,1461,0
9,4,abrir,base,0.068657,247,1461,0
9,4,abrir,base,0.069249,247,1461,0
9,4,abrir,base,0.070077,247,1461,0
9,4,abrir,base,0.072371,247,1461,0
9,4,abrir,base,0.073510,247,1461,0
9,4,abrir,base,0.074694,247,1461,0
9,4,abrir,base,0.075882,247,1461,0
9,4,abrir,base,0.085692,247,1461,0
9,4,abrir,base,0.086942,247,1461,0
9,4,abrir,base,0.088185,247,1461,0
9,4,abrir,base,0.089430,247,1461,0
9,4,abrir,base,0.090644,247,1461,0
9,4,abrir,base,0.096627,247,1461,0
9,4,abrir,base,0.097532,247,1461,0
9,4,abrir,base,0.098129,247,1461,0
9,4,abrir,base,0.099415,247,1461,0
9,4,abrir,base,0.100025,247,1461,0
9,4,abrir,base,0.100647,247,1461,0
9,4,abrir,base,0.101341,247,1461,0
9,4,abrir,base,0.101929,247,1461,0
9,4,abrir,base,0.102563,247,1461,0
9,4,abrir,base,0.103207,247,1461,0
9,4,abrir,base,0.103858,247,1461,0
9,4,abrir,base,0.104491,247,1461,0
9,4,abrir,base,0.105116,247,1461,0
9,4,abrir,base,0.105770,247,1461,0
9,4,abrir,base,0.106718,247,1461,0
9,4,abrir,base,0.117026,247,1461,0
9,4,abrir,base,0.117605,247,1461,0
