t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.723360,1,1,96,58,96,119,244,49,0,0,0,71,0,0,78
2.732896,0,0,96,58,96,119,244,49,0,0,0,71,0,0,78
2.737252,0,0,96,58,96,119,244,49,0,0,0,71,0,0,78
2.751567,0,1,96,58,96,119,244,49,0,0,0,68,0,0,73
2.762076,1,0,96,58,96,121,244,49,0,0,0,68,0,0,73
2.767278,0,0,96,58,96,121,244,49,0,0,0,68,0,0,73
2.771522,0,0,96,58,96,121,244,49,0,0,0,68,0,0,73
2.783104,1,1,96,58,96,125,244,49,0,0,0,66,0,0,89
2.792744,0,0,96,58,96,125,244,49,0,0,0,66,0,0,89
2.796962,0,0,96,58,96,125,244,49,0,0,0,66,0,0,89
2.801096,0,0,96,58,96,125,244,49,0,0,0,66,0,0,89
2.814376,1,1,96,58,96,131,244,49,0,0,0,62,0,0,58
2.823816,0,0,96,58,96,131,244,49,0,0,0,62,0,0,58
2.828319,0,0,96,58,96,131,244,49,0,0,0,62,0,0,58
2.832445,0,0,96,58,96,131,244,49,0,0,0,62,0,0,84
2.844930,1,1,96,58,96,135,244,49,0,0,0,61,0,0,84
2.849078,0,0,96,58,96,135,244,49,0,0,0,61,0,0,84
2.857109,0,0,96,58,96,135,244,49,0,0,0,61,0,0,84
2.861619,0,1,96,58,96,135,244,49,-1,0,0,61,0,0,84
2.875366,1,1,96,58,96,137,244,49,-1,0,0,57,0,0,53
2.879567,0,0,96,58,96,137,244,49,-1,0,0,57,0,0,53
2.886785,0,0,96,58,96,137,244,49,-1,0,0,57,0,0,53
2.891715,0,1,96,58,96,137,244,49,0,0,0,57,0,0,53
2.905435,1,1,96,58,96,139,244,49,0,0,0,58,0,0,70
2.910339,0,0,96,58,96,139,244,49,0,0,0,58,0,0,70
2.918072,0,0,96,58,96,139,244,49,0,0,0,58,0,0,70
2.922584,0,1,96,58,96,139,244,49,-1,0,0,58,0,0,70
2.926830,1,1,96,58,96,141,244,49,-1,0,0,55,0,0,91
2.937564,0,0,96,58,96,141,244,49,-1,0,0,55,0,0,91
2.942117,0,0,96,58,96,141,244,49,-1,0,0,55,0,0,91
