t_s,phase,tag,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5
14.07543,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.07680,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.07842,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.07963,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.08073,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.08192,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.09262,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.09414,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.09531,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.09653,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.10315,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.10437,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.10557,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.10676,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.10831,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.10982,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.11162,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.11287,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.12300,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.12423,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.12542,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.12663,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.12780,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.13442,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.13563,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.13750,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.13879,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.14020,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.14143,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.14262,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.14380,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.15405,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.15528,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.15645,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.15823,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.16469,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.16579,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.16704,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.16822,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.16940,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.17061,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.17190,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.17319,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.17464,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.18499,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.18653,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.18812,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.18936,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.19580,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.19724,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.19843,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.20036,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.20156,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.20349,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.20500,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.21553,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,0
14.21689,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.21846,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.22005,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.22687,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.22837,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.23023,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.23211,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.23362,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.23478,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.23598,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.24651,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.24833,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.24939,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.25070,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.25180,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.25872,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.26057,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.26179,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.26339,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.26487,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.26640,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.26761,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.27833,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.27996,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.28122,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.28234,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.28879,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29000,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29149,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29267,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29380,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29509,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29631,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29753,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.29874,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.30940,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.31076,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.31213,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.31337,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.32007,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
14.32123,grasp,base,93,58,96,100,246,1559,0,0,0,0,0,-1
