t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.717909,1,1,93,60,96,118,245,50,0,1,0,58,0,0,67
2.728734,1,1,93,60,96,119,245,50,0,0,-1,69,0,0,78
2.734221,0,0,93,60,96,119,245,50,0,0,-1,69,0,0,78
2.747405,0,0,93,60,96,119,245,50,0,0,-1,69,0,0,78
2.757423,1,1,93,60,96,122,245,50,0,0,0,79,0,0,75
2.761933,0,0,93,60,96,122,245,50,0,0,0,79,0,0,75
2.766497,0,0,93,60,96,122,245,50,0,0,0,79,0,0,75
2.778264,0,0,93,60,96,122,245,50,0,0,0,79,0,0,75
2.787991,1,1,93,59,96,128,245,50,0,0,0,87,0,0,88
2.792632,0,0,93,59,96,128,245,50,0,0,0,87,0,0,88
2.797590,0,0,93,59,96,128,245,50,0,0,0,87,0,0,88
2.809375,0,0,93,59,96,128,245,50,0,0,0,87,0,0,88
2.819474,1,1,93,60,96,133,245,50,0,0,0,84,0,0,68
2.824422,0,0,93,60,96,133,245,50,0,0,0,84,0,0,68
2.838367,0,0,93,60,96,133,245,50,0,0,0,84,0,0,68
2.843377,0,0,93,60,96,133,245,50,0,0,0,84,0,0,78
2.851500,1,1,93,60,96,135,245,50,0,0,0,86,0,0,78
2.856438,0,0,93,60,96,135,245,50,0,0,0,86,0,0,78
2.870334,0,0,93,60,96,135,245,50,0,0,0,86,0,0,78
2.880772,1,1,93,60,96,137,245,50,0,0,0,84,0,0,99
2.885106,0,0,93,60,96,137,245,50,0,0,0,84,0,0,99
2.889810,0,0,93,60,96,137,245,50,0,0,0,84,0,0,99
2.902331,0,1,93,60,96,137,245,50,0,0,-1,84,0,0,99
2.912504,1,1,93,60,96,140,245,50,0,0,-1,82,0,0,86
2.917553,0,0,93,60,96,140,245,50,0,0,-1,82,0,0,86
2.931496,0,0,93,60,96,140,245,50,0,0,-1,82,0,0,86
2.936176,1,1,93,60,96,144,245,50,0,0,-1,80,0,0,91
2.944486,0,0,93,60,96,144,245,50,0,0,-1,80,0,0,91
2.949553,0,0,93,60,96,144,245,50,0,0,-1,80,0,0,91
2.963336,0,0,93,60,96,144,245,50,0,0,-1,80,0,0,91
2.973980,1,1,93,60,96,147,245,50,0,0,-1,76,0,0,62
2.979481,0,0,93,60,96,147,245,50,0,0,-1,76,0,0,62
2.993504,1,1,93,59,96,147,245,50,-1,0,-1,76,0,0,100
2.998776,1,0,93,59,96,149,245,50,-1,0,-1,76,0,0,100
3.006541,0,0,93,59,96,149,245,50,-1,0,-1,76,0,0,100
3.011967,0,1,93,59,96,149,245,50,0,1,-1,76,0,0,100
3.025579,1,1,93,60,96,151,245,50,0,1,0,75,0,0,114
3.035592,0,0,93,60,96,151,245,50,0,1,0,75,0,0,114
3.040797,0,1,93,60,96,151,245,50,-1,1,0,75,0,0,114
3.045647,1,1,93,59,96,151,245,50,-1,0,0,71,0,0,78
3.057556,1,0,93,59,96,153,245,50,-1,0,0,71,0,0,78
3.067713,0,0,93,59,96,153,245,50,-1,0,0,71,0,0,78
3.072723,1,1,93,60,96,153,245,50,0,0,0,71,0,0,78
3.076935,1,1,93,60,96,154,245,50,0,0,0,72,0,0,80
3.088516,0,0,93,60,96,154,245,50,0,0,0,72,0,0,80
3.098437,0,0,93,60,96,154,245,50,0,0,0,72,0,0,80
3.103006,1,0,93,59,96,154,245,50,0,0,0,72,0,0,80
3.107907,1,1,93,59,96,158,245,50,0,0,0,69,0,0,97
3.118902,0,0,93,59,96,158,245,50,0,0,0,69,0,0,97
3.128481,0,0,93,59,96,158,245,50,0,0,0,69,0,0,97
3.133055,1,0,93,60,96,158,245,50,0,0,0,69,0,0,97
3.137227,1,1,93,60,96,160,245,50,0,0,-1,66,0,0,101
3.149793,0,0,93,60,96,160,245,50,0,0,-1,66,0,0,101
3.159703,0,0,93,60,96,160,245,50,0,0,-1,66,0,0,101
3.163797,0,1,93,60,96,160,245,50,0,0,0,66,0,0,101
3.167903,1,1,93,60,96,162,245,50,0,0,0,65,0,0,89
3.180643,0,0,93,60,96,162,245,50,0,0,0,65,0,0,89
3.184789,0,0,93,60,96,162,245,50,0,0,0,65,0,0,89
3.191920,0,1,93,60,96,162,245,50,-1,0,0,65,0,0,89
3.196153,1,1,93,59,96,164,245,50,-1,0,0,62,0,0,114
3.200655,0,0,93,59,96,164,245,50,-1,0,0,62,0,0,114
3.211592,0,0,93,59,96,164,245,50,-1,0,0,62,0,0,114
3.221488,0,0,93,59,96,164,245,50,-1,0,0,62,0,0,114
3.225723,1,1,93,60,96,164,245,50,0,0,-1,62,0,0,98
3.229921,1,0,93,60,96,166,245,50,0,0,-1,62,0,0,98
3.244279,0,0,93,60,96,166,245,50,0,0,-1,62,0,0,98
3.255227,0,1,93,60,96,166,245,50,0,0,0,62,0,0,119
3.261000,1,1,93,60,96,168,245,50,0,0,0,61,0,0,119
3.274248,0,0,93,60,96,168,245,50,0,0,0,61,0,0,119
3.284504,0,0,93,60,96,168,245,50,0,0,0,61,0,0,119
3.289117,1,1,93,60,96,169,245,50,0,0,-1,58,0,0,73
