t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.720606,1,1,93,60,96,112,245,50,0,0,0,32,0,0,0
2.730098,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.734460,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.739102,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.751114,0,1,93,60,96,112,245,50,0,0,0,33,0,0,0
2.761111,0,1,93,60,96,112,245,50,0,0,0,33,0,-1,0
2.766862,0,0,93,60,96,112,245,50,0,0,0,33,0,-1,0
2.781391,0,0,93,60,96,112,245,50,0,0,0,33,0,-1,0
2.791450,0,1,93,60,96,112,245,50,0,0,0,33,0,0,0
2.795718,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.799881,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.812764,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.822601,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.826877,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.831441,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.844269,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.854286,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.858838,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.863062,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.874864,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.878070,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.885860,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.890903,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.904237,0,1,93,60,96,112,245,50,0,0,0,32,0,0,0
2.908443,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.917535,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.922528,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.936249,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.946285,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.950477,0,0,93,60,96,112,245,50,0,0,0,32,0,0,0
2.955037,0,1,93,60,96,112,245,50,0,0,0,33,0,0,0
2.968243,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.978257,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.982826,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.986960,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
2.998347,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
3.012404,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
3.017598,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
3.029858,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
3.039248,0,0,93,60,96,112,245,50,0,0,0,33,0,0,0
3.043768,0,0,93,60,96,112,245,50,0,0,0,33,0,0,67
3.048029,1,1,93,60,96,114,245,50,0,0,0,37,0,0,67
3.060404,0,0,93,60,96,114,245,50,0,0,0,37,0,0,67
3.064698,0,0,93,60,96,114,245,50,0,0,0,37,0,0,67
3.072357,0,0,93,60,96,114,245,50,0,0,0,37,0,0,67
3.077332,1,1,93,60,96,115,245,50,0,0,0,46,0,0,77
3.091247,0,0,93,60,96,115,245,50,0,0,0,46,0,0,77
3.101575,0,0,93,60,96,115,245,50,0,0,0,46,0,0,77
3.105833,1,1,93,60,96,116,245,50,0,0,0,55,0,0,66
3.110318,0,0,93,60,96,116,245,50,0,0,0,55,0,0,66
3.122673,0,0,93,60,96,116,245,50,0,0,0,55,0,0,66
3.126782,0,0,93,60,96,116,245,50,0,0,0,55,0,0,66
3.133840,0,0,93,60,96,116,245,50,0,0,0,55,0,0,75
3.138028,1,1,93,60,96,117,245,50,0,0,0,64,0,0,75
3.142191,0,0,93,60,96,117,245,50,0,0,0,64,0,0,75
3.154215,0,0,93,60,96,117,245,50,0,0,0,64,0,0,75
3.164346,1,0,93,59,96,117,245,50,0,0,0,64,0,0,75
3.169388,1,0,93,59,96,118,245,50,0,0,0,64,0,0,77
3.173593,0,0,93,59,96,118,245,50,0,0,0,64,0,0,77
3.185211,0,0,93,59,96,118,245,50,0,0,0,64,0,0,77
3.195164,1,0,93,60,96,118,245,50,0,0,0,64,0,0,77
3.199746,1,1,93,60,96,119,245,50,0,0,0,72,0,0,84
3.203948,0,0,93,60,96,119,245,50,0,0,0,72,0,0,84
3.216204,0,0,93,60,96,119,245,50,0,0,0,72,0,0,84
3.226380,1,0,93,59,96,119,245,50,0,0,0,72,0,0,54
3.230980,1,0,93,59,96,120,245,50,0,0,0,72,0,0,54
3.235573,0,0,93,59,96,120,245,50,0,0,0,72,0,0,54
3.247187,0,0,93,59,96,120,245,50,0,0,0,72,0,0,54
3.256671,1,0,93,60,96,120,245,50,0,0,0,72,0,0,93
3.261187,1,1,93,60,96,123,245,50,0,0,0,77,0,0,93
3.265779,0,0,93,60,96,123,245,50,0,0,0,77,0,0,93
3.278163,0,0,93,60,96,123,245,50,0,0,0,77,0,0,93
3.287937,1,1,93,60,96,128,245,50,0,0,0,74,0,0,74
3.292562,0,0,93,60,96,128,245,50,0,0,0,74,0,0,74
3.296768,0,0,93,60,96,128,245,50,0,0,0,74,0,0,74
3.309098,0,0,93,60,96,128,245,50,0,0,0,74,0,0,74
3.319449,1,0,93,60,96,133,245,50,0,0,0,74,0,0,91
3.325042,0,0,93,60,96,133,245,50,0,0,0,74,0,0,91
3.338560,0,0,93,60,96,133,245,50,0,0,0,74,0,0,91
3.343579,0,0,93,60,96,133,245,50,0,0,0,74,0,0,91
3.351257,0,0,93,60,96,133,245,50,0,0,0,74,0,0,91
3.356269,0,0,93,60,96,133,245,50,0,0,0,74,0,0,91
3.370839,0,0,93,60,96,133,245,50,0,0,0,74,0,0,91
3.380578,1,1,93,59,96,137,245,50,0,0,0,73,0,0,74
3.384781,0,0,93,59,96,137,245,50,0,0,0,73,0,0,74
3.389751,0,0,93,59,96,137,245,50,0,0,0,73,0,0,74
3.401791,1,0,93,60,96,137,245,50,0,0,0,73,0,0,95
3.411561,1,1,93,60,96,139,245,50,0,0,0,70,0,0,95
3.416937,0,0,93,60,96,139,245,50,0,0,0,70,0,0,95
3.421858,0,0,93,60,96,139,245,50,0,0,0,70,0,0,95
3.432904,0,0,93,60,96,139,245,50,0,0,0,70,0,0,99
3.442544,1,1,93,60,96,144,245,50,0,0,0,68,0,0,99
3.447511,0,0,93,60,96,144,245,50,0,0,0,68,0,0,99
3.452518,1,0,93,59,96,144,245,50,0,0,0,68,0,0,99
3.463816,1,0,93,59,96,146,245,50,0,0,0,68,0,0,73
3.473679,0,0,93,59,96,146,245,50,0,0,0,68,0,0,73
3.478716,0,0,93,59,96,146,245,50,0,0,0,68,0,0,73
3.483280,1,0,93,60,96,146,245,50,0,0,0,68,0,0,73
3.495050,1,1,93,60,96,148,245,50,0,0,0,65,0,0,87
3.504681,0,0,93,60,96,148,245,50,0,0,0,65,0,0,87
3.509321,0,0,93,60,96,148,245,50,0,0,0,65,0,0,87
3.514251,0,0,93,60,96,148,245,50,0,0,0,65,0,0,87
3.525845,1,1,93,60,96,151,245,50,0,0,0,64,0,0,74
3.535265,0,0,93,60,96,151,245,50,0,0,0,64,0,0,74
3.539905,0,0,93,60,96,151,245,50,0,0,0,64,0,0,74
3.544108,0,0,93,60,96,151,245,50,0,0,0,64,0,0,74
3.557009,1,1,93,60,96,153,245,50,0,0,0,63,0,0,78
3.566926,0,0,93,60,96,153,245,50,0,0,0,63,0,0,78
3.571522,0,0,93,60,96,153,245,50,0,0,0,63,0,0,78
3.576164,0,1,93,60,96,153,245,50,-1,0,0,63,0,0,78
3.588192,0,1,93,60,96,153,245,50,-1,0,0,60,0,0,66
3.597590,0,0,93,60,96,153,245,50,-1,0,0,60,0,0,66
3.601793,0,1,93,60,96,153,245,50,0,0,0,60,0,0,66
3.605950,0,0,93,60,96,153,245,50,0,0,0,60,0,0,66
3.619128,1,1,93,60,96,157,245,50,0,0,0,61,0,0,65
3.629269,0,0,93,60,96,157,245,50,0,0,0,61,0,0,65
3.633792,0,1,93,60,96,157,245,50,-1,0,0,61,0,0,65
3.638946,0,0,93,60,96,157,245,50,-1,0,0,61,0,0,84
3.650302,1,1,93,60,96,160,245,50,-1,0,0,57,0,0,84
3.660159,0,0,93,60,96,160,245,50,-1,0,0,57,0,0,84
3.664370,0,1,93,60,96,160,245,50,0,0,0,57,0,0,84
3.668869,0,1,93,60,96,160,245,50,0,0,0,55,0,0,74
3.680301,1,0,93,60,96,162,245,50,0,0,0,55,0,0,74
3.690293,0,0,93,60,96,162,245,50,0,0,0,55,0,0,74
3.695303,0,1,93,60,96,162,245,50,0,1,0,55,0,0,74
3.699803,1,0,93,60,96,164,245,50,0,1,0,55,0,0,90
3.711780,0,0,93,60,96,164,245,50,0,1,0,55,0,0,90
3.721332,0,0,93,60,96,164,245,50,0,1,0,55,0,0,90
3.725856,0,1,93,60,96,164,245,50,0,0,0,55,0,0,90
3.730025,1,1,93,60,96,166,245,50,0,0,0,52,0,0,62
3.743127,0,0,93,60,96,166,245,50,0,0,0,52,0,0,62
3.752729,0,0,93,60,96,166,245,50,0,0,0,52,0,0,62
3.756948,0,0,93,60,96,166,245,50,0,0,0,52,0,0,62
3.761412,1,1,93,60,96,168,245,50,0,0,0,54,0,0,83
3.773742,0,0,93,60,96,168,245,50,0,0,0,54,0,0,83
3.783312,0,0,93,60,96,168,245,50,0,0,0,54,0,0,83
3.788297,0,1,93,60,96,168,245,50,-1,0,0,54,0,0,83
3.792548,1,1,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.805170,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.814665,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.819276,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.823847,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.836294,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.846214,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.850879,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.854957,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.866883,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.876429,0,0,93,60,96,169,245,50,-1,0,0,49,0,0,95
3.881448,0,1,93,60,96,169,245,50,0,0,0,46,0,0,47
3.886472,1,0,93,60,96,175,245,50,0,0,0,46,0,0,47
3.898139,0,0,93,60,96,175,245,50,0,0,0,46,0,0,47
3.907532,0,1,93,60,96,175,245,50,-1,0,0,46,0,0,47
3.912892,1,1,93,60,96,177,245,50,-1,0,0,47,0,0,91
3.917116,0,0,93,60,96,177,245,50,-1,0,0,47,0,0,91
3.928891,0,0,93,60,96,177,245,50,-1,0,0,47,0,0,91
3.938688,0,1,93,60,96,177,245,50,0,0,0,47,0,0,91
3.943849,1,1,93,60,96,182,245,50,0,0,0,43,0,0,88
3.948808,0,0,93,60,96,182,245,50,0,0,0,43,0,0,88
3.960210,0,0,93,60,96,182,245,50,0,0,0,43,0,0,88
3.970248,0,0,93,60,96,182,245,50,0,0,0,43,0,0,88
3.974765,1,1,93,60,96,186,245,50,0,0,0,42,0,0,79
3.978942,0,0,93,60,96,186,245,50,0,0,0,42,0,0,79
3.991265,0,0,93,60,96,186,245,50,0,0,0,42,0,0,79
4.001342,0,0,93,60,96,186,245,50,0,0,0,42,0,0,79
4.005941,1,0,93,60,96,188,245,50,0,0,0,42,0,0,113
4.010878,0,0,93,60,96,188,245,50,0,0,0,42,0,0,113
4.022268,0,0,93,60,96,188,245,50,0,0,0,42,0,0,113
4.032117,0,0,93,60,96,188,245,50,0,0,0,42,0,0,113
4.037092,1,1,93,60,96,190,245,50,0,0,0,41,0,0,94
4.051163,0,0,93,60,96,190,245,50,0,0,0,41,0,0,94
4.056210,0,0,93,60,96,190,245,50,0,0,0,41,0,0,94
4.064320,0,0,93,60,96,190,245,50,0,0,0,41,0,0,94
4.068595,0,0,93,60,96,190,245,50,0,0,0,41,0,0,94
4.083314,0,0,93,60,96,190,245,50,0,0,0,41,0,0,94
4.093452,0,0,93,60,96,190,245,50,0,0,0,41,0,0,95
4.098851,1,1,93,60,96,193,245,50,0,0,0,40,0,0,95
4.103522,0,0,93,60,96,193,245,50,0,0,0,40,0,0,95
4.115275,0,0,93,60,96,193,245,50,0,0,0,40,0,0,95
4.125162,1,1,93,59,96,193,245,50,0,0,0,39,0,0,75
4.129767,1,0,93,59,96,195,245,50,0,0,0,39,0,0,75
4.134828,0,0,93,59,96,195,245,50,0,0,0,39,0,0,75
4.145881,0,0,93,59,96,195,245,50,0,0,0,39,0,0,75
4.155367,1,1,93,60,96,197,245,50,0,0,0,41,0,0,101
4.159641,0,0,93,60,96,197,245,50,0,0,0,41,0,0,101
4.163792,0,0,93,60,96,197,245,50,0,0,0,41,0,0,101
4.176708,0,1,93,60,96,197,245,50,-1,0,0,41,0,0,101
4.186318,1,1,93,60,96,199,245,50,-1,0,0,39,0,0,98
4.191023,0,0,93,60,96,199,245,50,-1,0,0,39,0,0,98
4.195574,0,0,93,60,96,199,245,50,-1,0,0,39,0,0,98
4.207731,0,0,93,60,96,199,245,50,-1,0,0,39,0,0,98
4.217692,1,1,93,60,96,202,245,50,-1,0,0,40,0,0,81
4.222355,0,0,93,60,96,202,245,50,-1,0,0,40,0,0,81
4.226616,0,0,93,60,96,202,245,50,-1,0,0,40,0,0,81
4.239186,0,0,93,60,96,202,245,50,-1,0,0,40,0,0,81
4.249325,0,1,93,60,96,202,245,50,-1,0,0,39,0,0,86
4.254378,0,0,93,60,96,202,245,50,-1,0,0,39,0,0,86
4.268204,0,1,93,60,96,202,245,50,0,0,0,39,0,0,86
4.273566,1,0,93,60,96,204,245,50,0,0,0,39,0,0,80
4.281391,0,0,93,60,96,204,245,50,0,0,0,39,0,0,80
4.286509,0,0,93,60,96,204,245,50,0,0,0,39,0,0,80
4.300209,0,0,93,60,96,204,245,50,0,0,0,39,0,0,80
4.310768,1,1,93,60,96,206,245,50,0,0,0,40,0,0,96
4.316225,0,0,93,60,96,206,245,50,0,0,0,40,0,0,96
4.320526,0,0,93,60,96,206,245,50,0,0,0,40,0,0,96
4.332090,0,0,93,60,96,206,245,50,0,0,0,40,0,0,96
4.341583,0,0,93,60,96,206,245,50,0,0,0,40,0,0,96
4.345839,0,0,93,60,96,206,245,50,0,0,0,40,0,0,96
4.350083,0,0,93,60,96,206,245,50,0,0,0,40,0,0,96
4.362245,1,0,93,59,96,206,245,50,0,0,0,40,0,0,102
