t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.867821,1,1,95,58,96,100,271,1558,0,0,0,0,26,-2,45
2.877110,0,0,95,58,96,100,271,1558,0,0,0,0,26,-2,45
2.881444,0,0,95,58,96,100,271,1558,0,0,0,0,26,-2,47
2.894988,1,0,95,58,96,100,274,1558,0,0,0,0,26,-2,47
2.899473,0,0,95,58,96,100,274,1558,0,0,0,0,26,-2,47
2.907766,0,0,95,58,96,100,274,1558,0,0,0,0,26,-2,47
2.911986,0,0,95,58,96,100,274,1558,0,0,0,0,26,-2,21
2.915943,1,1,95,58,96,100,277,1558,0,0,0,0,27,-2,21
2.927620,0,0,95,58,96,100,277,1558,0,0,0,0,27,-2,21
2.937264,0,0,95,58,96,100,277,1558,0,0,0,0,27,-2,21
2.941475,1,0,95,58,95,100,277,1558,0,0,0,0,27,-2,40
2.945694,1,0,95,58,95,100,280,1558,0,0,0,0,27,-2,40
2.958070,0,0,95,58,95,100,280,1558,0,0,0,0,27,-2,40
2.962249,0,0,95,58,95,100,280,1558,0,0,0,0,27,-2,40
2.969259,0,0,95,58,95,100,280,1558,0,0,0,0,27,-2,40
2.973757,1,1,95,58,96,100,281,1558,0,0,0,0,27,-3,54
2.978184,0,0,95,58,96,100,281,1558,0,0,0,0,27,-3,54
2.990338,0,0,95,58,96,100,281,1558,0,0,0,0,27,-3,54
2.999940,1,0,95,58,95,100,281,1558,0,0,0,0,27,-3,54
3.004890,1,0,95,58,95,100,283,1558,0,0,0,0,27,-3,27
3.009866,0,0,95,58,95,100,283,1558,0,0,0,0,27,-3,27
3.021138,0,0,95,58,95,100,283,1558,0,0,0,0,27,-3,27
3.031269,0,0,95,58,95,100,283,1558,0,0,0,0,27,-3,27
3.036272,1,1,95,58,96,100,285,1558,0,0,0,0,28,-3,39
3.049997,0,0,95,58,96,100,285,1558,0,0,0,0,28,-3,39
3.054666,0,0,95,58,96,100,285,1558,0,0,0,0,28,-3,39
3.062555,0,0,95,58,96,100,285,1558,0,0,0,0,28,-3,39
3.067228,1,0,95,58,96,100,286,1558,0,0,0,0,28,-3,39
3.080960,0,0,95,58,96,100,286,1558,0,0,0,0,28,-3,39
3.085988,0,0,95,58,96,100,286,1558,0,0,0,0,28,-3,39
3.093643,0,0,95,58,96,100,286,1558,0,0,0,0,28,-3,39
3.098377,0,0,95,58,96,100,286,1558,0,0,0,0,28,-3,39
3.112017,0,0,95,58,96,100,286,1558,0,0,0,0,28,-3,39
3.116338,1,0,95,58,95,100,286,1558,0,0,0,0,28,-3,39
3.125058,1,1,95,58,95,100,290,1558,0,0,0,0,32,-3,47
3.130031,0,0,95,58,95,100,290,1558,0,0,0,0,32,-3,47
3.143972,0,0,95,58,95,100,290,1558,0,0,0,0,32,-3,47
3.154116,0,0,95,58,95,100,290,1558,0,0,0,0,32,-3,19
3.159166,1,1,95,58,95,100,292,1558,0,0,0,0,34,-4,19
3.164092,0,0,95,58,95,100,292,1558,0,0,0,0,34,-4,19
3.175824,0,0,95,58,95,100,292,1558,0,0,0,0,34,-4,19
3.185384,1,1,95,58,96,100,295,1558,0,0,0,0,36,-4,50
3.190545,0,0,95,58,96,100,295,1558,0,0,0,0,36,-4,50
3.195565,0,0,95,58,96,100,295,1558,0,0,0,0,36,-4,50
3.206625,0,0,95,58,96,100,295,1558,0,0,0,0,36,-4,50
3.216458,1,0,95,58,96,100,298,1558,0,0,0,0,36,-4,44
3.221033,0,0,95,58,96,100,298,1558,0,0,0,0,36,-4,44
3.225730,0,0,95,58,96,100,298,1558,0,0,0,0,36,-4,44
3.237537,0,0,95,58,96,100,298,1558,0,0,0,0,36,-4,44
3.247054,1,0,95,58,96,100,301,1558,0,0,0,0,36,-4,53
3.251955,0,0,95,58,96,100,301,1558,0,0,0,0,36,-4,53
3.256131,0,0,95,58,96,100,301,1558,0,0,0,0,36,-4,53
3.268862,0,0,95,58,96,100,301,1558,0,0,0,0,36,-4,53
3.278320,1,1,95,58,96,100,304,1558,0,0,0,0,37,-4,51
3.282891,0,0,95,58,96,100,304,1558,0,0,0,0,37,-4,51
3.287408,0,0,95,58,96,100,304,1558,0,0,0,0,37,-4,51
3.299845,0,0,95,58,96,100,304,1558,0,0,0,0,37,-4,51
3.309486,0,1,95,58,96,100,304,1558,0,0,0,0,37,-5,51
