trial,step_units,dir,phase,t_s,force_g,pos_act,fresh_force
9,10,abrir,base,0.000890,1012,914,1
9,10,abrir,base,0.002180,1012,914,0
9,10,abrir,base,0.002809,1012,914,0
9,10,abrir,base,0.009144,1012,914,0
9,10,abrir,base,0.009731,1012,914,1
9,10,abrir,base,0.010352,1012,914,0
9,10,abrir,base,0.010998,1012,914,0
9,10,abrir,base,0.011992,1012,914,0
9,10,abrir,base,0.012951,1012,914,0
9,10,abrir,base,0.013892,1012,914,0
9,10,abrir,base,0.014556,1012,914,0
9,10,abrir,base,0.015203,1012,914,0
9,10,abrir,base,0.015825,1012,914,0
9,10,abrir,base,0.017284,1012,914,0
9,10,abrir,base,0.018356,1012,914,0
9,10,abrir,base,0.019312,1012,914,0
9,10,abrir,base,0.028998,1012,914,0
9,10,abrir,base,0.030165,1012,914,0
9,10,abrir,base,0.031250,1012,914,0
9,10,abrir,base,0.032328,1012,914,0
9,10,abrir,base,0.033377,1012,914,0
9,10,abrir,base,0.034411,1012,914,1
9,10,abrir,base,0.039991,1012,914,0
9,10,abrir,base,0.040997,1012,914,0
9,10,abrir,base,0.042035,1012,914,0
9,10,abrir,base,0.044238,1012,914,0
9,10,abrir,base,0.045284,1012,914,0
9,10,abrir,base,0.046401,1012,914,0
9,10,abrir,base,0.047425,1012,914,0
9,10,abrir,base,0.048531,1012,914,0
9,10,abrir,base,0.049743,1012,914,0
9,10,abrir,base,0.060016,1012,914,0
9,10,abrir,base,0.061292,1012,914,0
9,10,abrir,base,0.062406,1012,914,0
9,10,abrir,base,0.063489,1012,914,0
9,10,abrir,base,0.064548,1012,914,0
9,10,abrir,base,0.065559,1012,914,0
9,10,abrir,base,0.072610,1012,914,1
9,10,abrir,base,0.073837,1012,914,0
9,10,abrir,base,0.075105,1012,914,0
9,10,abrir,base,0.076392,1012,914,0
9,10,abrir,base,0.077609,1012,914,0
9,10,abrir,base,0.078815,1012,914,0
9,10,abrir,base,0.079816,1012,914,0
9,10,abrir,base,0.080761,1012,914,0
9,10,abrir,base,0.081390,1012,914,0
9,10,abrir,base,0.091126,1012,914,0
9,10,abrir,base,0.092116,1012,914,0
9,10,abrir,base,0.093241,1012,914,0
9,10,abrir,base,0.095212,1012,914,0
9,10,abrir,base,0.096178,1012,914,0
9,10,abrir,base,0.102102,1012,914,0
9,10,abrir,base,0.103583,1012,914,0
9,10,abrir,base,0.104867,1012,914,0
9,10,abrir,base,0.106150,1012,914,0
