t_s,force4,force3,force2,pos,cur
14.334,454,281,424,612,0
14.335,454,281,424,612,0
14.337,454,281,424,612,0
14.339,455,281,424,612,0
14.350,455,281,424,612,0
14.352,455,281,424,612,0
14.355,455,281,424,612,0
14.362,455,281,424,612,0
14.364,455,281,424,612,0
14.366,455,281,424,612,0
14.368,455,281,424,612,0
14.370,454,281,424,612,0
14.381,454,281,424,612,0
14.382,454,281,424,612,0
14.384,454,281,424,612,0
14.392,454,281,424,612,0
14.394,454,281,424,612,0
14.397,454,281,423,612,0
14.400,455,281,423,612,0
14.411,455,281,423,612,0
14.414,455,281,423,612,0
14.416,455,281,423,612,0
14.424,455,281,423,612,0
14.426,455,281,424,612,0
14.429,455,280,424,612,0
14.432,454,280,424,612,0
14.443,454,280,424,612,0
14.445,454,280,424,612,0
14.447,454,280,424,612,0
14.455,454,280,424,612,0
14.457,454,280,424,612,0
14.459,454,281,424,612,0
14.462,455,281,424,612,0
14.473,455,281,424,612,0
14.476,455,281,424,612,0
14.478,455,281,424,612,0
14.485,455,281,424,612,0
14.488,455,281,424,612,0
14.490,455,281,424,612,0
14.492,455,281,424,612,0
14.495,455,281,424,612,0
14.505,455,281,424,612,0
14.508,455,281,424,612,0
14.509,455,281,424,612,0
14.516,455,281,424,612,0
14.519,455,281,424,612,0
14.521,455,280,424,612,0
14.523,455,280,424,612,0
14.525,455,280,424,612,0
14.537,455,280,424,612,0
14.540,455,280,424,612,0
14.548,455,280,423,612,0
14.551,455,280,423,612,0
14.553,455,280,423,612,0
14.556,455,280,423,612,0
14.568,455,280,423,612,0
14.571,455,280,423,612,0
14.579,455,280,423,612,0
14.582,455,281,423,612,0
14.584,454,281,423,612,0
14.586,454,281,423,612,0
14.598,454,281,423,612,0
14.600,454,281,423,612,0
14.608,454,281,423,612,0
14.611,454,280,423,612,0
14.614,455,280,423,612,0
14.617,455,280,423,612,0
14.628,455,280,423,612,0
14.631,455,280,423,612,0
14.633,455,280,423,612,0
14.640,455,280,424,612,0
14.642,455,280,424,612,0
14.643,455,280,424,612,0
14.645,455,280,424,612,0
14.647,455,280,424,612,0
14.649,455,280,424,612,0
14.660,455,280,424,612,0
14.662,455,280,424,612,0
14.665,455,280,424,612,0
14.673,455,281,424,612,0
14.676,455,281,424,612,0
14.679,455,281,424,612,0
14.690,455,281,424,612,0
14.693,455,281,424,612,0
14.695,455,281,424,612,0
14.702,455,280,424,612,0
14.705,455,280,424,612,0
14.707,455,280,424,612,0
14.709,455,280,424,612,0
14.712,455,280,424,612,0
14.723,455,280,424,612,0
14.725,455,280,424,612,0
14.733,455,280,424,612,0
14.735,455,280,424,612,0
14.738,455,280,424,612,0
14.740,455,280,424,612,0
14.742,455,280,424,612,0
14.753,455,280,424,612,0
14.755,455,280,424,612,0
14.757,455,280,424,612,0
14.765,455,281,423,612,0
14.767,455,281,423,612,0
14.769,455,281,423,612,0
14.771,455,281,423,612,0
14.772,455,281,423,612,0
14.784,455,281,423,612,0
14.787,455,281,423,612,0
14.794,455,281,423,612,0
14.797,455,281,423,612,0
14.799,455,281,423,612,0
14.800,455,281,423,612,0
14.802,455,281,423,612,0
14.804,455,281,423,612,0
14.815,455,281,423,612,0
14.817,455,281,423,612,0
14.819,455,281,424,612,0
14.826,455,280,424,612,0
14.828,455,280,424,612,0
14.830,455,280,424,612,0
14.833,455,280,424,612,0
14.845,455,280,424,612,0
14.848,455,280,424,612,0
14.850,455,280,423,612,0
14.858,455,280,423,612,0
14.859,455,280,423,612,0
14.861,455,280,423,612,0
14.863,455,280,423,612,0
14.865,455,280,423,612,0
14.866,455,280,423,612,0
14.878,455,280,423,612,0
14.881,455,280,423,612,0
14.888,455,280,423,612,0
14.890,455,280,423,612,0
14.893,455,280,423,612,0
14.895,455,280,423,612,0
14.897,455,280,423,612,0
14.908,455,280,423,612,0
14.911,455,280,423,612,0
14.918,455,279,424,612,0
14.921,455,279,424,612,0
14.923,455,279,424,612,0
14.925,455,279,424,612,0
14.928,455,279,424,612,0
14.939,455,279,424,612,0
14.941,455,279,423,612,0
14.943,455,280,423,612,0
14.951,455,280,423,612,0
14.953,455,280,423,612,0
14.955,455,280,423,612,0
14.957,455,280,423,612,0
14.960,455,280,423,612,0
14.971,455,280,423,612,0
14.973,455,280,424,612,0
14.980,455,280,424,612,0
14.983,455,280,424,612,0
14.984,455,280,424,612,0
14.987,455,280,424,612,0
14.989,455,280,424,612,0
15.001,455,280,423,612,0
15.003,455,281,423,612,0
15.004,455,281,423,612,0
15.012,455,281,423,612,0
15.014,455,281,423,612,0
15.016,455,281,423,612,0
15.018,455,281,423,612,0
15.020,455,281,423,612,0
15.031,455,281,423,612,0
15.034,455,281,423,612,0
15.035,455,280,423,612,0
15.043,455,280,423,612,0
15.045,455,280,423,612,0
15.048,455,280,423,612,0
15.050,455,280,423,612,0
15.053,455,280,423,612,0
15.064,455,280,423,612,0
15.066,455,280,423,612,0
15.073,455,280,423,612,0
15.076,455,280,423,612,0
15.078,455,280,423,612,0
15.080,455,280,423,612,0
15.083,455,280,423,612,0
15.094,455,280,423,612,0
15.096,455,280,423,612,0
15.104,455,280,423,612,0
15.107,455,280,423,612,0
15.109,455,280,423,612,0
15.111,455,280,423,612,0
15.113,455,280,423,612,0
15.125,455,280,423,612,0
15.128,454,280,423,612,0
15.130,454,280,423,612,0
15.137,454,280,423,612,0
15.140,454,280,423,612,0
15.143,454,280,423,612,0
15.145,454,280,423,612,0
15.156,454,280,423,612,0
15.158,455,280,423,612,0
15.161,455,280,423,612,0
15.168,455,280,423,612,0
15.170,455,280,423,612,0
15.172,455,280,423,612,0
15.175,455,280,423,612,0
15.186,455,280,423,612,0
15.189,455,280,423,612,0
15.190,455,280,423,612,0
15.198,455,280,423,612,0
15.200,455,280,423,612,0
15.202,455,280,423,612,0
15.205,455,280,423,612,0
15.207,455,280,423,612,0
15.218,455,281,423,612,0
15.220,455,281,423,612,0
15.222,455,281,423,612,0
15.231,455,281,423,612,0
15.233,455,281,423,612,0
15.235,455,281,423,612,0
15.237,455,281,423,612,0
15.249,455,280,423,612,0
15.251,455,280,423,612,0
15.253,455,280,423,612,0
15.261,455,280,423,612,0
15.262,455,280,423,612,0
15.264,455,280,423,612,0
15.266,455,280,423,612,0
15.268,455,280,423,612,0
15.279,455,280,424,612,0
15.281,455,281,424,612,0
15.283,455,281,424,612,0
15.290,455,281,424,612,0
15.292,455,281,424,612,0
15.294,455,281,424,612,0
15.297,455,281,424,612,0
15.299,455,281,424,612,0
15.310,455,280,424,612,0
15.313,455,280,424,612,0
15.316,455,280,424,612,0
15.323,455,280,424,612,0
15.325,455,280,424,612,0
15.328,455,280,424,612,0
15.330,455,280,424,612,0
15.341,455,280,424,612,0
15.343,455,280,424,612,0
15.346,455,280,424,612,0
15.353,455,280,424,612,0
15.355,455,280,424,612,0
15.357,455,280,424,612,0
15.358,455,280,424,612,0
15.361,455,280,424,612,0
15.372,455,280,424,612,0
15.374,455,280,424,612,0
15.376,455,280,424,612,0
15.384,455,280,424,612,0
15.386,455,280,424,612,0
15.388,455,280,424,612,0
15.391,455,280,424,612,0
15.393,455,280,424,612,0
15.404,455,280,424,612,0
15.405,455,280,424,612,0
15.407,455,280,424,612,0
15.415,455,280,424,612,0
15.417,455,280,424,612,0
15.420,455,280,424,612,0
15.422,455,280,424,612,0
15.424,455,280,423,612,0
15.436,455,280,423,612,0
15.437,455,280,423,612,0
15.445,455,280,423,612,0
15.447,455,280,423,612,0
15.449,455,280,423,612,0
15.451,455,280,423,612,0
15.453,455,280,423,612,0
15.455,455,280,424,612,0
15.466,455,280,424,612,0
15.468,455,280,424,612,0
15.469,455,280,424,612,0
15.477,455,280,424,612,0
15.480,455,280,424,612,0
15.482,455,280,424,612,0
15.485,455,280,424,612,0
15.497,455,280,424,612,0
15.498,455,280,424,612,0
15.500,455,280,424,612,0
15.508,455,280,424,612,0
15.510,455,280,424,612,0
15.512,455,280,424,612,0
15.514,455,280,424,612,0
15.516,455,280,424,612,0
15.528,455,281,424,612,0
15.530,455,281,424,612,0
15.532,455,281,424,612,0
15.539,455,281,424,612,0
15.542,455,281,424,612,0
15.543,455,281,424,612,0
15.545,455,281,423,612,0
15.548,455,281,423,612,0
15.559,455,281,423,612,0
15.562,455,281,423,612,0
15.569,455,281,423,612,0
15.571,455,281,423,612,0
15.574,455,281,423,612,0
15.576,455,281,423,612,0
15.577,455,281,423,612,0
15.589,455,281,423,612,0
15.591,455,281,423,612,0
15.593,455,281,423,612,0
15.600,455,281,423,612,0
15.602,455,281,423,612,0
15.605,455,281,423,612,0
15.607,455,280,423,612,0
15.609,455,280,423,612,0
15.620,455,280,423,612,0
15.622,455,280,423,612,0
15.624,455,280,423,612,0
15.632,455,280,423,612,0
15.634,455,280,423,612,0
15.636,455,280,424,612,0
15.638,455,281,424,612,0
15.640,455,281,424,612,0
15.642,455,281,424,612,0
15.653,455,281,424,612,0
15.654,455,281,424,612,0
15.657,455,281,424,612,0
15.664,455,281,424,612,0
15.666,455,281,424,612,0
15.668,455,281,423,612,0
15.670,455,281,423,612,0
15.672,455,281,423,612,0
15.683,455,281,423,612,0
15.685,455,281,423,612,0
15.687,455,281,423,612,0
15.694,455,281,423,612,0
15.696,455,281,423,612,0
15.698,455,280,423,612,0
15.700,455,280,423,612,0
15.702,455,280,423,612,0
15.713,455,280,423,612,0
15.716,455,280,423,612,0
15.718,455,280,423,612,0
15.725,455,280,423,612,0
15.727,455,280,423,612,0
15.729,455,280,423,612,0
15.731,455,280,423,612,0
15.732,455,280,423,612,0
15.734,455,280,423,612,0
15.746,455,280,423,612,0
15.747,455,280,423,612,0
15.750,455,280,423,612,0
15.757,455,280,423,612,0
15.759,455,281,423,612,0
15.761,455,281,423,612,0
15.763,455,281,423,612,0
15.765,455,281,423,612,0
15.776,455,281,423,612,0
15.778,455,281,423,612,0
15.780,455,281,423,612,0
15.788,455,281,423,612,0
15.790,455,281,424,612,0
15.792,455,281,424,612,0
15.794,455,281,424,612,0
15.796,455,281,424,612,0
15.807,455,281,424,612,0
15.809,455,281,424,612,0
15.811,455,281,424,612,0
15.819,455,281,424,612,0
15.821,455,281,424,612,0
15.823,455,281,424,612,0
15.825,455,281,424,612,0
15.827,455,281,424,612,0
15.839,455,281,424,612,0
15.840,455,281,424,612,0
15.843,455,281,424,612,0
15.850,455,281,424,612,0
15.852,455,281,424,612,0
15.854,455,281,424,612,0
15.856,455,281,424,612,0
15.858,455,281,424,612,0
15.870,455,281,424,612,0
15.872,455,281,424,612,0
15.874,455,281,423,612,0
15.881,455,281,423,612,0
15.883,454,281,423,612,0
15.886,454,281,423,612,0
15.888,454,281,423,612,0
15.899,454,281,423,612,0
15.901,454,281,423,612,0
15.904,454,281,423,612,0
15.911,454,281,423,612,0
15.913,455,281,423,612,0
15.915,455,281,423,612,0
15.917,455,281,423,612,0
15.919,455,281,423,612,0
15.921,455,281,423,612,0
15.933,455,281,423,612,0
15.935,455,281,423,612,0
15.942,455,281,423,612,0
15.945,455,281,423,612,0
15.948,455,281,423,612,0
15.950,455,281,423,612,0
15.961,455,281,423,612,0
15.964,455,281,423,612,0
15.965,455,281,423,612,0
15.973,455,281,423,612,0
15.975,455,281,423,612,0
15.977,455,281,423,612,0
15.979,455,281,423,612,0
15.982,455,281,423,612,0
15.993,455,281,423,612,0
15.995,455,281,423,612,0
15.997,455,281,423,612,0
16.004,455,281,423,612,0
16.006,455,281,423,612,0
16.009,455,281,423,612,0
16.011,455,281,423,612,0
16.023,455,281,423,612,0
16.025,455,281,423,612,0
16.028,455,281,423,612,0
16.035,455,281,423,612,0
16.038,455,281,423,612,0
16.040,455,281,423,612,0
16.043,455,281,423,612,0
16.045,455,281,423,612,0
16.056,455,281,423,612,0
16.058,455,281,423,612,0
16.059,455,281,424,612,0
16.067,455,281,424,612,0
16.069,455,281,424,612,0
16.072,455,281,424,612,0
16.074,455,281,424,612,0
16.075,455,281,424,612,0
16.087,455,281,424,612,0
16.089,455,281,424,612,0
16.091,455,281,423,612,0
16.098,455,281,423,612,0
16.100,455,281,423,612,0
16.103,455,281,423,612,0
16.104,455,281,423,612,0
16.107,455,281,423,612,0
16.118,455,281,423,612,0
16.120,455,281,423,612,0
16.128,455,281,423,612,0
16.130,455,281,423,612,0
16.132,455,281,423,612,0
16.134,455,281,423,612,0
16.136,455,281,423,612,0
16.147,455,281,423,612,0
16.150,455,281,423,612,0
16.151,455,281,423,612,0
16.159,454,281,423,612,0
16.160,454,281,423,612,0
16.162,454,281,423,612,0
16.165,454,281,423,612,0
16.168,454,281,423,612,0
16.179,454,281,423,612,0
16.182,454,281,424,612,0
16.189,455,281,424,612,0
16.191,455,281,424,612,0
16.194,455,281,424,612,0
16.196,455,281,424,612,0
16.198,455,281,424,612,0
16.209,455,281,424,612,0
16.211,455,281,424,612,0
16.213,455,281,424,612,0
16.214,455,281,424,612,0
16.221,455,281,424,612,0
16.224,455,281,424,612,0
16.226,455,281,424,612,0
16.229,455,281,424,612,0
16.240,455,281,424,612,0
16.242,455,280,424,612,0
16.244,455,280,424,612,0
16.252,455,280,424,612,0
16.254,455,280,424,612,0
16.257,455,280,424,612,0
16.259,455,280,424,612,0
16.261,455,280,424,612,0
16.272,455,280,424,612,0
16.275,455,281,424,612,0
16.276,455,281,424,612,0
16.283,455,281,424,612,0
16.285,455,281,424,612,0
16.288,455,281,424,612,0
16.290,455,281,424,612,0
16.292,455,281,423,612,0
16.304,455,281,423,612,0
16.307,455,281,423,612,0
16.315,455,281,423,612,0
16.317,455,281,423,612,0
16.319,455,281,423,612,0
16.322,455,281,423,612,0
16.323,455,281,424,612,0
16.335,455,281,424,612,0
16.337,455,281,424,612,0
16.345,455,281,424,612,0
16.347,455,281,424,612,0
16.349,455,281,424,612,0
16.351,455,281,424,612,0
16.354,455,281,423,612,0
16.365,455,281,423,612,0
16.367,455,281,423,612,0
16.370,455,281,423,612,0
16.377,455,281,423,612,0
16.380,455,281,423,612,0
16.382,455,281,423,612,0
16.383,455,281,423,612,0
16.385,455,281,423,612,0
16.397,455,281,423,612,0
16.399,455,281,423,612,0
16.407,455,281,423,612,0
16.410,455,281,423,612,0
16.412,455,281,423,612,0
16.414,455,281,423,612,0
16.416,455,281,423,612,0
16.428,455,281,423,612,0
16.431,455,281,423,612,0
16.439,455,281,423,612,0
16.441,455,281,423,612,0
16.443,455,281,423,612,0
16.444,455,281,424,612,0
16.447,455,281,424,612,0
16.459,455,281,424,612,0
16.460,455,281,424,612,0
16.468,455,281,424,612,0
16.471,455,281,424,612,0
16.472,455,281,424,612,0
16.474,455,281,423,612,0
16.476,455,281,423,612,0
16.479,455,281,423,612,0
16.489,455,281,423,612,0
16.492,455,281,423,612,0
16.499,455,281,423,612,0
16.501,455,281,423,612,0
16.504,455,281,424,612,0
16.506,455,281,424,612,0
16.509,455,281,424,612,0
16.520,455,281,424,612,0
16.522,455,281,424,612,0
16.524,455,281,424,612,0
16.533,455,281,424,612,0
16.534,455,281,424,612,0
16.536,455,281,423,612,0
16.539,455,281,423,612,0
16.540,455,281,423,612,0
16.552,455,281,423,612,0
16.554,455,281,423,612,0
16.561,455,281,423,612,0
16.564,455,281,423,612,0
16.566,455,281,423,612,0
16.568,455,281,423,612,0
16.570,455,281,423,612,0
16.581,455,281,423,612,0
16.583,455,281,423,612,0
16.585,455,281,423,612,0
16.586,455,281,423,612,0
16.593,455,281,423,612,0
16.595,455,281,423,612,0
16.597,455,281,424,612,0
16.600,455,281,424,612,0
16.601,455,281,424,612,0
16.613,455,281,424,612,0
16.615,455,281,424,612,0
16.617,455,281,424,612,0
16.624,455,281,424,612,0
16.627,455,281,424,612,0
16.629,455,281,424,612,0
16.632,455,281,424,612,0
16.643,455,281,424,612,0
16.645,455,281,424,612,0
16.647,455,281,424,612,0
16.655,455,281,424,612,0
16.657,455,281,424,612,0
16.659,455,281,424,612,0
16.661,455,281,424,612,0
16.664,455,281,424,612,0
16.675,455,281,424,612,0
16.678,455,281,424,612,0
16.685,455,281,424,612,0
16.687,455,281,423,612,0
16.689,455,281,423,612,0
16.692,455,281,423,612,0
16.693,455,281,423,612,0
16.696,455,281,423,612,0
16.706,455,281,423,612,0
16.709,455,281,423,612,0
16.717,455,281,423,612,0
16.719,455,281,424,612,0
16.721,455,280,424,612,0
16.723,455,280,424,612,0
16.725,455,280,424,612,0
16.737,455,280,424,612,0
16.738,455,280,424,612,0
16.741,455,280,424,612,0
16.748,455,280,424,612,0
16.750,455,280,424,612,0
16.752,455,281,424,612,0
16.754,455,281,424,612,0
16.756,455,281,424,612,0
16.768,455,281,424,612,0
16.770,455,281,424,612,0
16.772,455,281,424,612,0
16.780,455,280,424,612,0
16.783,455,280,424,612,0
16.784,455,280,424,612,0
16.786,455,280,424,612,0
16.788,455,280,424,612,0
16.801,455,280,424,612,0
16.804,455,280,424,612,0
16.812,455,281,424,612,0
16.816,455,281,424,612,0
16.819,455,281,424,612,0
16.831,455,281,424,612,0
16.834,455,281,424,612,0
16.841,455,281,424,612,0
16.844,455,281,424,612,0
16.846,455,281,424,612,0
16.849,455,281,424,612,0
16.860,455,281,424,612,0
16.862,455,281,424,612,0
16.864,455,281,424,612,0
16.872,455,281,424,612,0
16.874,455,281,424,612,0
16.876,455,281,424,612,0
16.878,455,281,424,612,0
16.880,455,281,424,612,0
16.881,455,281,424,612,0
16.893,455,281,424,612,0
16.895,455,281,424,612,0
16.902,455,281,424,612,0
16.904,455,281,424,612,0
16.906,455,281,424,612,0
16.908,455,281,424,612,0
16.910,455,281,424,612,0
16.912,455,281,424,612,0
16.923,455,281,424,612,0
16.925,455,281,424,612,0
16.928,455,281,424,612,0
16.934,455,281,424,612,0
16.936,455,281,424,612,0
16.938,455,281,424,612,0
16.940,455,281,424,612,0
16.942,455,281,424,612,0
16.953,455,281,424,612,0
16.956,455,281,424,612,0
16.958,455,281,424,612,0
16.965,455,281,424,612,0
16.968,455,281,424,612,0
16.970,455,281,424,612,0
16.972,455,281,424,612,0
16.974,455,281,424,612,0
16.985,455,281,424,612,0
16.987,455,280,424,612,0
16.989,455,280,424,612,0
16.996,455,280,424,612,0
16.998,455,280,424,612,0
17.000,455,280,424,612,0
17.002,455,280,424,612,0
17.004,455,280,424,612,0
17.015,455,280,424,612,0
17.017,455,280,424,612,0
17.019,455,281,424,612,0
17.026,455,281,424,612,0
17.029,455,281,424,612,0
17.031,455,281,424,612,0
17.034,455,281,424,612,0
17.035,455,281,424,612,0
17.047,455,281,424,612,0
17.049,455,281,424,612,0
17.057,455,281,424,612,0
17.060,455,281,424,612,0
17.062,455,281,424,612,0
17.065,455,281,424,612,0
17.068,455,281,424,612,0
17.079,455,281,424,612,0
17.082,455,280,424,612,0
17.089,455,280,424,612,0
17.092,455,280,424,612,0
17.094,455,280,424,612,0
17.095,455,280,424,612,0
17.098,455,280,424,612,0
17.109,455,280,424,612,0
17.111,455,280,424,612,0
17.114,455,280,424,612,0
17.121,455,280,424,612,0
17.124,455,280,424,612,0
17.126,455,280,424,612,0
17.129,455,280,424,612,0
17.140,455,280,424,612,0
17.143,455,280,424,612,0
17.145,455,280,424,612,0
17.152,455,280,424,612,0
17.155,455,280,424,612,0
17.157,455,280,424,612,0
17.160,455,280,424,612,0
17.171,455,280,424,612,0
17.173,455,280,424,612,0
17.181,455,280,424,612,0
17.184,455,280,424,612,0
17.186,455,280,424,612,0
17.188,455,280,424,612,0
17.191,455,280,424,612,0
17.202,455,280,424,612,0
17.205,455,280,424,612,0
17.207,455,280,424,612,0
17.214,455,280,424,612,0
17.216,455,280,424,612,0
17.219,455,280,424,612,0
17.221,455,280,424,612,0
17.232,455,280,424,612,0
17.235,455,280,424,612,0
17.237,455,280,424,612,0
17.244,455,280,424,612,0
17.246,455,280,424,612,0
17.248,455,280,424,612,0
17.250,455,280,424,612,0
17.252,455,280,424,612,0
17.263,455,280,424,612,0
17.266,455,281,424,612,0
17.268,455,281,424,612,0
17.275,455,281,424,612,0
17.278,455,281,424,612,0
17.280,455,281,424,612,0
17.282,455,281,424,612,0
17.284,455,280,423,612,0
17.296,455,280,423,612,0
17.298,455,280,423,612,0
17.306,455,280,423,612,0
17.308,455,280,423,612,0
17.310,455,280,423,612,0
17.312,455,280,423,612,0
17.314,455,280,424,612,0
17.325,455,281,424,612,0
17.328,455,281,424,612,0
17.330,455,281,424,612,0
17.337,455,281,424,612,0
17.339,455,281,424,612,0
17.341,455,281,424,612,0
17.343,455,281,424,612,0
17.346,455,281,424,612,0
17.358,455,281,424,612,0
17.361,455,281,424,612,0
17.368,455,281,424,612,0
17.370,455,281,424,612,0
17.372,455,281,424,612,0
17.375,455,281,424,612,0
17.377,455,280,424,612,0
17.388,455,280,424,612,0
17.389,455,280,424,612,0
17.392,455,280,424,612,0
17.399,455,280,424,612,0
17.403,455,280,424,612,0
17.406,455,280,424,612,0
17.418,455,281,424,612,0
17.422,455,281,424,612,0
17.430,455,281,424,612,0
17.433,455,281,424,612,0
17.436,455,281,424,612,0
17.440,455,280,424,612,0
17.451,455,280,424,612,0
17.455,455,280,424,612,0
17.462,455,280,424,612,0
17.465,455,280,424,612,0
17.467,455,280,424,612,0
17.470,455,280,424,612,0
17.481,455,280,424,612,0
17.483,455,280,424,612,0
17.486,455,280,424,612,0
17.493,455,280,424,612,0
17.495,455,280,424,612,0
17.498,455,280,424,612,0
17.500,455,280,424,612,0
17.502,455,280,424,612,0
17.513,455,280,424,612,0
17.516,455,280,424,612,0
17.524,455,280,424,612,0
17.527,455,280,423,612,0
17.530,455,281,423,612,0
17.532,455,281,423,612,0
17.544,455,281,423,612,0
17.547,455,281,423,612,0
17.554,455,281,423,612,0
17.556,455,281,424,612,0
17.558,455,281,424,612,0
17.560,455,280,424,612,0
17.561,455,280,424,612,0
17.573,455,280,424,612,0
17.576,455,280,424,612,0
17.578,455,280,424,612,0
17.585,455,280,424,612,0
17.587,455,280,424,612,0
17.589,455,280,424,612,0
17.591,454,280,424,612,0
17.593,454,280,424,612,0
17.604,454,280,424,612,0
17.607,454,280,424,612,0
17.609,454,280,424,612,0
17.616,454,280,424,612,0
17.617,454,280,424,612,0
17.619,454,280,424,612,0
17.621,455,280,424,612,0
17.624,455,280,424,612,0
17.635,455,280,424,612,0
17.637,455,280,424,612,0
17.639,455,280,424,612,0
17.647,455,280,424,612,0
17.649,455,280,424,612,0
17.651,455,280,424,612,0
17.653,455,280,424,612,0
17.655,455,280,424,612,0
17.667,455,280,424,612,0
17.669,455,280,424,612,0
17.671,455,280,424,612,0
17.678,455,280,423,612,0
17.681,455,280,423,612,0
17.684,455,280,423,612,0
17.686,455,280,423,612,0
17.698,455,280,423,612,0
17.700,455,280,423,612,0
17.702,455,280,423,612,0
17.710,455,280,423,612,0
17.712,455,280,423,612,0
17.715,455,280,423,612,0
17.717,455,280,423,612,0
17.729,455,280,423,612,0
17.732,455,280,423,612,0
17.739,455,280,423,612,0
17.741,455,281,423,612,0
17.744,455,281,423,612,0
17.747,455,281,423,612,0
17.749,455,281,423,612,0
17.761,455,281,423,612,0
17.763,455,281,423,612,0
17.770,455,281,424,612,0
17.773,455,281,424,612,0
17.776,455,281,424,612,0
17.778,455,281,424,612,0
17.780,455,281,424,612,0
17.792,455,281,424,612,0
17.794,455,281,424,612,0
17.801,455,279,423,612,0
17.804,455,279,423,612,0
17.806,455,279,423,612,0
17.808,455,279,423,612,0
17.811,455,279,423,612,0
17.822,455,279,423,612,0
17.825,455,279,423,612,0
17.833,455,280,423,612,0
17.836,455,280,423,612,0
17.838,455,280,423,612,0
17.840,455,280,423,612,0
17.843,455,280,423,612,0
17.854,455,280,423,612,0
17.856,455,280,423,612,0
17.864,455,279,423,612,0
17.867,455,279,423,612,0
17.869,455,279,423,612,0
17.872,455,279,423,612,0
17.883,455,279,423,612,0
17.885,455,279,423,612,0
17.887,455,279,423,612,0
17.894,455,279,423,612,0
17.897,455,279,423,612,0
17.899,455,279,423,612,0
17.901,455,279,423,612,0
17.903,455,279,423,612,0
17.915,455,279,423,612,0
17.916,455,279,423,612,0
17.919,455,280,423,612,0
17.927,455,280,423,612,0
17.929,455,280,423,612,0
17.932,455,280,423,612,0
17.934,455,280,423,612,0
17.936,455,280,423,612,0
17.946,455,280,423,612,0
17.948,455,280,423,612,0
17.950,455,280,423,612,0
17.957,455,280,423,612,0
17.959,455,280,423,612,0
17.961,455,280,423,612,0
17.963,455,280,423,612,0
17.965,455,280,423,612,0
17.976,455,280,423,612,0
17.978,455,280,423,612,0
17.981,455,280,423,612,0
17.988,455,280,423,612,0
17.990,455,280,423,612,0
17.991,455,280,423,612,0
17.993,455,280,423,612,0
17.995,455,280,423,612,0
17.997,455,280,423,612,0
18.008,455,280,424,612,0
18.010,455,280,424,612,0
18.012,455,281,424,612,0
18.019,455,281,424,612,0
18.021,455,281,424,612,0
18.024,455,281,424,612,0
18.027,455,281,424,612,0
18.040,455,280,424,612,0
18.043,455,280,424,612,0
18.050,455,280,424,612,0
18.052,455,280,424,612,0
18.055,455,280,424,612,0
18.057,455,280,424,612,0
18.059,455,280,423,612,0
18.071,455,280,423,612,0
18.073,455,280,423,612,0
18.075,455,280,423,612,0
18.082,455,280,423,612,0
18.085,455,280,423,612,0
18.088,455,280,423,612,0
18.090,455,280,423,612,0
18.102,455,280,423,612,0
18.104,455,280,423,612,0
18.112,455,280,423,612,0
18.115,455,280,423,612,0
18.117,455,280,423,612,0
18.120,455,280,423,612,0
18.131,455,280,423,612,0
18.134,455,280,423,612,0
18.136,455,280,423,612,0
18.143,455,280,423,612,0
18.145,455,280,423,612,0
18.147,455,280,423,612,0
18.150,455,280,423,612,0
18.152,455,280,423,612,0
18.163,455,280,423,612,0
18.166,455,280,423,612,0
18.173,455,280,423,612,0
18.175,455,280,423,612,0
18.177,455,280,423,612,0
18.180,455,280,423,612,0
18.183,455,280,423,612,0
18.194,455,280,423,612,0
18.196,455,280,423,612,0
18.198,455,280,423,612,0
18.206,455,280,423,612,0
18.208,455,280,423,612,0
18.209,455,280,423,612,0
18.211,455,280,423,612,0
18.213,455,280,423,612,0
18.225,455,280,423,612,0
18.228,455,280,423,612,0
18.235,455,280,423,612,0
18.237,455,280,423,612,0
18.240,455,280,423,612,0
18.242,455,280,423,612,0
18.243,455,280,423,612,0
18.246,455,280,423,612,0
18.257,455,280,423,612,0
18.259,455,280,423,612,0
18.266,455,280,423,612,0
18.268,455,280,423,612,0
18.270,455,280,423,612,0
18.273,455,280,423,612,0
18.275,455,280,423,612,0
18.286,455,280,423,612,0
18.288,455,280,423,612,0
18.290,455,280,423,612,0
18.298,455,280,423,612,0
18.300,455,280,423,612,0
18.302,455,280,423,612,0
18.304,455,280,423,612,0
18.306,455,280,423,612,0
18.307,455,280,423,612,0
18.318,455,280,423,612,0
18.320,455,280,423,612,0
18.322,455,280,423,612,0
18.329,455,280,423,612,0
18.331,455,280,423,612,0
18.334,455,280,423,612,0
18.336,455,280,423,612,0
18.348,455,280,423,612,0
18.351,455,280,423,612,0
18.353,455,280,423,612,0
18.360,455,280,423,612,0
18.362,455,280,423,612,0
18.364,455,280,423,612,0
18.366,455,280,423,612,0
18.368,455,280,423,612,0
18.379,455,279,423,612,0
18.381,455,279,423,612,0
18.383,455,279,423,612,0
18.391,455,279,423,612,0
18.392,455,279,423,612,0
18.395,455,279,423,612,0
18.397,455,279,423,612,0
18.399,455,279,423,612,0
18.410,454,280,424,612,0
18.412,454,280,424,612,0
18.414,454,280,424,612,0
18.422,454,280,424,612,0
18.424,454,280,424,612,0
18.427,454,280,424,612,0
18.429,454,280,424,612,0
18.431,454,280,424,612,0
18.442,455,279,424,612,0
18.445,455,279,424,612,0
18.453,455,279,424,612,0
18.455,455,279,424,612,0
18.457,455,279,424,612,0
