t_s,force4,force3,force2,pos,cur
52.119,455,279,423,612,0
52.121,455,279,423,612,0
52.123,455,279,423,612,0
52.125,455,279,423,612,0
52.128,455,279,423,612,0
52.140,455,279,422,612,0
52.142,455,279,422,612,0
52.150,455,279,422,612,0
52.152,455,279,422,612,0
52.154,455,279,422,612,0
52.157,455,279,422,612,0
52.168,455,279,422,612,0
52.170,455,279,422,612,0
52.173,455,279,422,612,0
52.180,455,279,422,612,0
52.183,455,279,422,612,0
52.186,455,279,422,612,0
52.188,455,279,422,612,0
52.190,455,279,422,612,0
52.201,455,279,422,612,0
52.203,455,279,422,612,0
52.211,455,279,422,612,0
52.213,455,279,422,612,0
52.215,455,279,422,612,0
52.217,455,279,422,612,0
52.220,455,279,422,612,0
52.232,455,279,423,612,0
52.234,455,279,423,612,0
52.242,455,279,423,612,0
52.244,455,279,423,612,0
52.246,455,279,423,612,0
52.248,455,279,423,612,0
52.249,455,279,423,612,0
52.252,455,279,423,612,0
52.263,455,279,423,612,0
52.265,455,279,423,612,0
52.273,455,279,423,612,0
52.275,455,279,423,612,0
52.277,455,279,423,612,0
52.279,455,279,423,612,0
52.282,455,279,422,612,0
52.293,454,279,422,612,0
52.296,454,279,422,612,0
52.304,454,279,422,612,0
52.306,454,279,422,612,0
52.308,454,279,422,612,0
52.310,454,279,422,612,0
52.312,454,279,423,612,0
52.313,455,279,423,612,0
52.325,455,279,423,612,0
52.328,455,279,423,612,0
52.336,455,279,423,612,0
52.339,455,279,423,612,0
52.341,455,279,422,612,0
52.344,455,279,422,612,0
52.356,454,279,422,612,0
52.359,454,279,422,612,0
52.367,454,279,422,612,0
52.369,454,279,422,612,0
52.372,454,279,422,612,0
52.375,454,279,422,612,0
52.385,455,279,422,612,0
52.388,455,279,422,612,0
52.389,455,279,422,612,0
52.397,455,279,422,612,0
52.399,455,279,422,612,0
52.401,455,279,422,612,0
52.403,455,279,423,612,0
52.405,455,279,423,612,0
52.407,454,279,423,612,0
52.419,454,279,423,612,0
52.421,454,279,423,612,0
52.429,454,279,423,612,0
52.432,454,279,423,612,0
52.435,454,279,422,612,0
52.437,454,279,422,612,0
52.448,454,279,422,612,0
52.451,454,279,422,612,0
52.459,454,279,422,612,0
52.462,454,279,422,612,0
52.464,454,279,422,612,0
52.466,454,279,422,612,0
52.468,455,279,422,612,0
52.478,455,279,422,612,0
52.480,455,279,422,612,0
52.482,455,279,422,612,0
52.489,455,279,422,612,0
52.492,455,279,422,612,0
52.493,455,279,422,612,0
52.495,455,279,422,612,0
52.497,455,279,422,612,0
52.499,454,279,422,612,0
52.509,454,279,422,612,0
52.511,454,279,422,612,0
52.513,454,279,422,612,0
52.515,454,279,422,612,0
52.522,454,279,422,612,0
52.524,454,279,422,612,0
52.527,454,279,422,612,0
52.529,454,279,422,612,0
52.540,454,279,422,612,0
52.542,454,279,422,612,0
52.544,454,279,422,612,0
52.551,454,279,422,612,0
52.553,454,279,422,612,0
52.555,454,279,422,612,0
52.557,454,279,422,612,0
52.559,455,279,422,612,0
52.560,455,279,422,612,0
52.571,455,279,422,612,0
52.573,455,279,422,612,0
52.575,455,279,422,612,0
52.577,455,279,422,612,0
52.584,455,279,423,612,0
52.586,455,279,423,612,0
52.587,455,279,423,612,0
52.589,455,279,423,612,0
52.592,455,279,423,612,0
52.603,455,279,423,612,0
52.604,455,279,423,612,0
52.606,455,279,423,612,0
52.614,455,279,423,612,0
52.616,455,278,423,612,0
52.618,455,278,423,612,0
52.620,455,278,423,612,0
52.622,455,278,423,612,0
52.624,455,278,423,612,0
52.636,455,278,423,612,0
52.638,455,278,423,612,0
52.645,455,278,423,612,0
52.647,455,278,422,612,0
52.649,455,278,422,612,0
52.651,455,278,422,612,0
52.653,455,278,422,612,0
52.655,455,278,422,612,0
52.667,455,278,422,612,0
52.669,455,278,422,612,0
52.676,455,278,422,612,0
52.678,455,278,423,612,0
52.680,455,279,423,612,0
52.682,455,279,423,612,0
52.685,455,279,423,612,0
52.696,455,279,423,612,0
52.698,455,279,423,612,0
52.700,455,279,423,612,0
52.707,455,279,423,612,0
52.709,455,279,423,612,0
52.711,455,278,423,612,0
52.714,454,278,423,612,0
52.716,454,278,423,612,0
52.727,454,278,423,612,0
52.730,454,278,423,612,0
52.738,454,278,422,612,0
52.740,454,278,422,612,0
52.741,454,278,422,612,0
52.743,455,278,422,612,0
52.745,455,278,422,612,0
52.747,455,278,422,612,0
52.758,455,278,422,612,0
52.760,455,278,422,612,0
52.763,455,278,422,612,0
52.770,455,279,422,612,0
52.772,455,279,422,612,0
52.774,455,279,422,612,0
52.776,455,279,422,612,0
52.778,455,279,422,612,0
52.789,455,279,422,612,0
52.792,455,279,422,612,0
52.793,455,279,422,612,0
52.801,455,279,422,612,0
52.804,455,279,422,612,0
52.807,455,279,422,612,0
52.809,455,279,422,612,0
52.821,455,279,422,612,0
52.823,455,279,422,612,0
52.831,455,279,422,612,0
52.833,455,279,422,612,0
52.837,455,279,422,612,0
52.840,455,279,422,612,0
52.852,455,279,422,612,0
52.855,455,279,422,612,0
52.863,455,279,422,612,0
52.865,454,279,422,612,0
52.867,454,279,422,612,0
52.869,454,279,422,612,0
52.870,454,279,422,612,0
52.882,454,279,422,612,0
52.885,454,279,422,612,0
52.894,455,279,422,612,0
52.898,455,279,422,612,0
52.901,455,279,422,612,0
52.913,455,279,422,612,0
52.916,455,279,422,612,0
52.924,455,278,423,612,0
52.926,455,278,423,612,0
52.929,455,278,423,612,0
52.932,455,278,423,612,0
52.943,455,278,423,612,0
52.946,455,278,422,612,0
52.949,455,278,422,612,0
52.956,455,278,422,612,0
52.958,455,278,422,612,0
52.961,455,278,422,612,0
52.963,455,278,422,612,0
52.974,455,278,422,612,0
52.977,455,278,422,612,0
52.979,455,278,422,612,0
52.987,455,278,422,612,0
52.991,455,278,422,612,0
52.995,455,278,422,612,0
53.006,455,278,422,612,0
53.009,455,278,422,612,0
53.017,455,279,422,612,0
53.019,455,279,422,612,0
53.020,455,279,422,612,0
53.023,455,279,422,612,0
53.025,455,279,422,612,0
53.037,455,279,422,612,0
53.039,455,279,422,612,0
53.041,455,279,422,612,0
53.048,455,279,422,612,0
53.050,455,279,422,612,0
53.052,455,279,422,612,0
53.055,455,279,422,612,0
53.057,455,279,422,612,0
53.068,455,279,422,612,0
53.071,455,278,422,612,0
53.079,455,278,422,612,0
53.081,455,278,422,612,0
53.083,455,278,422,612,0
53.085,455,278,422,612,0
53.088,455,278,422,612,0
53.100,455,278,423,612,0
53.102,455,279,423,612,0
53.109,455,279,423,612,0
53.112,455,279,423,612,0
53.115,455,279,423,612,0
53.117,455,279,423,612,0
53.119,455,279,423,612,0
53.131,455,279,422,612,0
53.133,455,279,422,612,0
53.141,455,279,422,612,0
53.143,455,279,422,612,0
53.145,455,279,422,612,0
53.148,455,279,422,612,0
53.150,455,279,422,612,0
53.162,455,279,423,612,0
53.164,455,279,423,612,0
53.166,455,279,423,612,0
53.174,455,279,423,612,0
53.176,455,279,423,612,0
53.178,455,279,423,612,0
53.180,455,279,423,612,0
53.192,455,279,423,612,0
53.195,455,279,423,612,0
53.203,455,279,423,612,0
53.206,455,279,423,612,0
53.209,455,279,423,612,0
53.211,455,279,423,612,0
53.223,455,279,423,612,0
53.225,455,279,422,612,0
53.227,455,279,422,612,0
53.235,455,279,422,612,0
53.237,455,279,422,612,0
53.240,455,279,422,612,0
53.243,455,279,422,612,0
53.254,455,279,423,612,0
53.256,455,279,423,612,0
53.258,455,279,423,612,0
53.266,455,279,423,612,0
53.269,455,279,423,612,0
53.271,455,279,423,612,0
53.273,455,279,423,612,0
53.285,455,279,423,612,0
53.287,455,279,422,612,0
53.290,455,279,422,612,0
53.298,455,279,422,612,0
53.300,455,279,422,612,0
53.302,455,279,422,612,0
53.304,455,279,422,612,0
53.305,455,279,422,612,0
53.317,455,279,422,612,0
53.318,455,279,422,612,0
53.320,455,279,422,612,0
53.328,455,279,422,612,0
53.330,455,279,422,612,0
53.332,455,279,422,612,0
53.334,455,279,422,612,0
53.337,455,279,422,612,0
53.348,455,279,422,612,0
53.350,454,279,422,612,0
53.358,454,279,422,612,0
53.360,454,279,422,612,0
53.362,454,279,422,612,0
53.364,454,279,422,612,0
53.367,454,279,422,612,0
53.377,454,279,422,612,0
53.380,454,279,422,612,0
53.381,454,279,422,612,0
53.389,454,279,422,612,0
53.391,454,279,422,612,0
53.393,454,279,422,612,0
53.395,454,279,422,612,0
53.397,454,279,422,612,0
53.399,454,278,423,612,0
53.410,454,278,423,612,0
53.412,454,278,423,612,0
53.420,454,278,423,612,0
53.422,454,278,423,612,0
53.425,454,278,423,612,0
53.427,454,278,423,612,0
53.429,454,279,423,612,0
53.441,454,279,423,612,0
53.443,454,279,423,612,0
53.451,454,279,423,612,0
53.453,454,279,423,612,0
53.455,454,279,423,612,0
53.458,454,279,423,612,0
53.461,454,278,423,612,0
53.472,454,278,423,612,0
53.475,454,278,423,612,0
53.483,454,278,423,612,0
53.485,454,278,423,612,0
53.487,454,278,423,612,0
53.489,454,278,422,612,0
53.491,455,279,422,612,0
53.503,455,279,422,612,0
53.505,455,279,422,612,0
53.513,455,279,422,612,0
53.515,455,279,422,612,0
53.517,455,279,422,612,0
53.519,455,279,422,612,0
53.522,454,279,422,612,0
53.534,454,279,422,612,0
53.536,454,279,422,612,0
53.545,454,279,422,612,0
53.548,454,279,422,612,0
53.550,454,279,422,612,0
53.552,455,279,422,612,0
53.564,455,279,422,612,0
53.566,455,279,422,612,0
53.568,455,279,422,612,0
53.575,455,279,422,612,0
53.577,455,279,422,612,0
53.579,455,279,422,612,0
53.581,455,279,422,612,0
53.583,454,279,422,612,0
53.594,454,279,422,612,0
53.597,454,279,422,612,0
53.599,454,279,422,612,0
53.606,454,279,422,612,0
53.609,454,279,422,612,0
53.611,454,279,422,612,0
53.613,454,279,422,612,0
53.615,454,279,422,612,0
53.627,454,279,422,612,0
53.629,454,279,422,612,0
53.637,454,279,422,612,0
53.640,454,279,422,612,0
53.642,454,279,422,612,0
53.644,454,279,422,612,0
53.646,454,279,422,612,0
53.658,454,279,422,612,0
53.660,454,279,422,612,0
53.662,454,279,422,612,0
53.669,454,279,422,612,0
53.671,454,279,422,612,0
53.673,454,278,422,612,0
53.676,454,278,422,612,0
53.688,454,278,422,612,0
53.690,454,278,422,612,0
53.692,454,278,422,612,0
53.700,454,278,422,612,0
53.702,454,278,422,612,0
53.704,455,278,422,612,0
53.706,455,278,422,612,0
53.708,455,278,422,612,0
53.719,455,278,422,612,0
53.721,455,278,422,612,0
53.724,455,278,422,612,0
53.732,455,278,422,612,0
53.735,455,279,422,612,0
53.738,455,279,422,612,0
53.750,455,279,422,612,0
53.752,455,279,422,612,0
53.754,455,279,422,612,0
53.761,455,279,422,612,0
53.763,455,279,422,612,0
53.765,455,279,422,612,0
53.767,455,279,422,612,0
53.769,455,279,422,612,0
53.771,455,279,422,612,0
53.782,455,279,422,612,0
53.784,455,279,422,612,0
53.792,455,279,422,612,0
53.793,455,279,422,612,0
53.795,455,279,422,612,0
53.797,455,279,422,612,0
53.799,455,279,422,612,0
53.802,455,279,422,612,0
53.814,455,279,422,612,0
53.816,455,279,422,612,0
53.823,455,279,423,612,0
53.825,455,279,423,612,0
53.828,455,279,423,612,0
53.831,455,279,423,612,0
53.833,455,279,423,612,0
53.844,455,279,423,612,0
53.846,455,279,423,612,0
53.854,455,279,423,612,0
53.856,455,279,423,612,0
53.859,454,279,423,612,0
53.861,454,279,423,612,0
53.863,454,279,423,612,0
53.875,454,279,423,612,0
53.877,454,279,423,612,0
53.879,454,279,423,612,0
53.886,454,279,423,612,0
53.888,455,279,423,612,0
53.890,455,279,423,612,0
53.893,455,279,423,612,0
53.894,455,279,423,612,0
53.906,455,279,423,612,0
53.908,455,279,423,612,0
53.910,455,279,422,612,0
53.918,455,279,422,612,0
53.920,455,279,422,612,0
53.922,455,279,422,612,0
53.925,455,279,422,612,0
53.937,455,279,422,612,0
53.939,455,279,422,612,0
53.940,455,279,422,612,0
53.948,455,279,422,612,0
53.950,455,279,422,612,0
53.952,455,279,422,612,0
53.953,455,279,422,612,0
53.955,455,279,422,612,0
53.966,455,279,422,612,0
53.968,455,279,422,612,0
53.971,455,279,422,612,0
53.978,455,279,423,612,0
53.980,455,279,423,612,0
53.982,455,279,423,612,0
53.984,455,279,423,612,0
53.986,455,279,423,612,0
53.988,455,279,423,612,0
53.999,455,279,423,612,0
54.001,455,279,423,612,0
54.003,455,279,422,612,0
54.010,455,279,422,612,0
54.012,455,279,422,612,0
54.014,455,279,422,612,0
54.017,455,279,422,612,0
54.018,455,279,422,612,0
54.030,455,279,422,612,0
54.033,455,279,422,612,0
54.040,455,279,422,612,0
54.042,454,279,422,612,0
54.044,454,279,422,612,0
54.047,454,279,422,612,0
54.048,454,279,422,612,0
54.059,454,279,422,612,0
54.061,454,279,422,612,0
54.063,454,279,423,612,0
54.071,454,278,423,612,0
54.073,455,278,423,612,0
54.075,455,278,423,612,0
54.078,455,278,423,612,0
54.080,455,278,423,612,0
54.091,455,278,423,612,0
54.093,455,278,423,612,0
54.096,455,278,423,612,0
54.103,455,279,423,612,0
54.105,455,279,423,612,0
54.107,455,279,423,612,0
54.109,455,279,423,612,0
54.111,455,279,423,612,0
54.122,455,279,423,612,0
54.125,455,279,423,612,0
54.133,455,279,423,612,0
54.135,455,279,423,612,0
54.137,455,279,423,612,0
54.139,455,279,423,612,0
54.142,455,279,423,612,0
54.153,455,279,423,612,0
54.155,455,279,423,612,0
54.158,455,278,422,612,0
54.165,455,278,422,612,0
54.167,455,278,422,612,0
54.169,455,278,422,612,0
54.172,455,278,422,612,0
54.173,455,278,422,612,0
54.185,455,278,422,612,0
54.186,455,278,423,612,0
54.188,455,278,423,612,0
54.195,455,278,423,612,0
54.197,455,278,423,612,0
54.199,455,278,423,612,0
54.201,455,278,423,612,0
54.203,455,278,423,612,0
54.205,455,278,423,612,0
54.215,455,278,423,612,0
54.217,455,278,423,612,0
54.219,455,278,422,612,0
54.227,455,278,422,612,0
54.228,455,278,422,612,0
54.230,455,278,422,612,0
54.232,455,278,422,612,0
54.234,455,278,422,612,0
54.245,455,278,422,612,0
54.247,455,278,422,612,0
54.249,455,278,422,612,0
54.251,455,278,422,612,0
54.258,455,278,422,612,0
54.259,455,278,422,612,0
54.262,455,278,422,612,0
54.263,455,278,422,612,0
54.265,455,278,422,612,0
54.276,455,278,422,612,0
54.278,455,278,422,612,0
54.280,455,278,422,612,0
54.282,455,278,422,612,0
54.289,455,278,422,612,0
54.291,455,278,422,612,0
54.293,455,278,422,612,0
54.294,455,278,422,612,0
54.296,455,278,422,612,0
54.307,455,278,422,612,0
54.309,455,278,422,612,0
54.311,455,278,422,612,0
54.313,455,278,422,612,0
54.320,454,278,422,612,0
54.321,454,278,422,612,0
54.324,454,278,422,612,0
54.326,454,278,422,612,0
54.328,454,278,422,612,0
54.339,454,278,422,612,0
54.341,454,278,422,612,0
54.343,454,278,423,612,0
54.350,455,279,423,612,0
54.352,455,279,423,612,0
54.353,455,279,423,612,0
54.355,455,279,423,612,0
54.357,455,279,423,612,0
54.359,455,279,423,612,0
54.370,455,279,423,612,0
54.372,455,279,422,612,0
54.373,455,278,422,612,0
54.381,455,278,422,612,0
54.382,455,278,422,612,0
54.384,455,278,422,612,0
54.386,455,278,422,612,0
54.388,455,278,422,612,0
54.390,455,278,422,612,0
54.400,455,278,422,612,0
54.402,455,278,422,612,0
54.404,455,278,422,612,0
54.406,455,278,422,612,0
54.413,455,278,422,612,0
54.415,455,278,422,612,0
54.416,455,278,422,612,0
54.418,455,278,422,612,0
54.420,455,278,422,612,0
54.422,455,278,422,612,0
54.433,455,278,422,612,0
54.435,455,278,422,612,0
54.437,455,279,422,612,0
54.444,455,279,422,612,0
54.445,455,279,422,612,0
54.447,455,279,422,612,0
54.449,455,279,422,612,0
54.451,455,279,422,612,0
54.453,455,279,422,612,0
54.464,455,279,422,612,0
54.465,455,279,422,612,0
54.467,455,279,422,612,0
54.475,455,278,422,612,0
54.477,455,278,422,612,0
54.480,455,278,422,612,0
54.483,455,278,422,612,0
54.494,455,278,422,612,0
54.496,455,278,422,612,0
54.497,455,278,422,612,0
54.505,455,278,422,612,0
54.506,454,278,422,612,0
54.508,454,278,422,612,0
54.510,454,278,422,612,0
54.512,454,278,422,612,0
54.514,454,278,422,612,0
54.526,454,278,422,612,0
54.527,454,278,422,612,0
54.529,454,278,422,612,0
54.537,454,278,422,612,0
54.538,454,278,422,612,0
54.540,454,278,422,612,0
54.542,454,278,422,612,0
54.544,454,278,422,612,0
54.546,454,278,422,612,0
54.557,454,278,422,612,0
54.560,454,278,422,612,0
54.568,455,278,422,612,0
54.570,455,278,422,612,0
54.572,455,278,422,612,0
54.574,455,278,422,612,0
54.576,455,278,422,612,0
54.587,455,278,422,612,0
54.589,455,278,422,612,0
54.590,455,278,422,612,0
54.598,455,278,422,612,0
54.599,455,278,422,612,0
54.601,455,278,422,612,0
54.604,455,278,422,612,0
54.605,455,278,422,612,0
54.607,455,278,422,612,0
54.618,455,278,422,612,0
54.620,455,278,422,612,0
54.622,455,278,422,612,0
54.630,455,278,422,612,0
54.632,455,278,422,612,0
54.634,455,278,422,612,0
54.636,455,278,422,612,0
54.638,455,278,422,612,0
54.649,455,278,422,612,0
54.652,455,278,422,612,0
54.654,455,278,422,612,0
54.661,455,278,422,612,0
54.663,455,278,422,612,0
54.666,455,278,422,612,0
54.668,455,278,422,612,0
54.670,455,278,422,612,0
54.681,455,279,422,612,0
54.684,455,279,422,612,0
54.691,455,279,422,612,0
54.693,455,279,422,612,0
54.696,455,279,422,612,0
54.699,455,279,422,612,0
54.711,455,279,422,612,0
54.713,455,278,422,612,0
54.716,455,278,422,612,0
54.723,455,278,422,612,0
54.726,455,278,422,612,0
54.729,455,278,422,612,0
54.731,455,278,422,612,0
54.742,455,278,422,612,0
54.745,455,278,422,612,0
54.747,455,278,422,612,0
54.755,455,278,422,612,0
54.757,455,278,422,612,0
54.759,455,278,422,612,0
54.762,455,278,422,612,0
54.773,455,278,423,612,0
54.776,455,278,423,612,0
54.778,455,278,423,612,0
54.785,455,278,423,612,0
54.787,455,278,423,612,0
54.789,455,278,423,612,0
54.791,455,278,423,612,0
54.794,455,278,422,612,0
54.805,455,278,422,612,0
54.807,455,278,422,612,0
54.814,455,278,422,612,0
54.817,455,278,422,612,0
54.819,455,278,422,612,0
54.821,455,278,422,612,0
54.823,455,278,423,612,0
54.825,455,279,423,612,0
54.837,455,279,423,612,0
54.839,455,279,423,612,0
54.848,455,279,423,612,0
54.850,455,279,423,612,0
54.851,455,279,423,612,0
54.853,455,279,423,612,0
54.855,455,279,423,612,0
54.867,455,279,423,612,0
54.869,455,279,423,612,0
54.877,455,279,423,612,0
54.879,455,279,423,612,0
54.881,455,279,423,612,0
54.884,455,279,423,612,0
54.885,455,279,423,612,0
54.897,455,278,423,612,0
54.898,455,278,423,612,0
54.900,455,278,423,612,0
54.908,455,278,423,612,0
54.909,455,278,423,612,0
54.912,455,278,423,612,0
54.914,455,278,423,612,0
54.916,455,278,422,612,0
54.928,455,278,422,612,0
54.930,455,278,422,612,0
54.932,455,278,422,612,0
54.939,455,278,422,612,0
54.941,455,278,422,612,0
54.943,455,278,422,612,0
54.945,455,278,422,612,0
54.947,455,278,422,612,0
54.949,455,278,422,612,0
54.960,455,278,422,612,0
54.961,455,278,422,612,0
54.963,455,278,422,612,0
54.971,455,278,422,612,0
54.973,455,278,422,612,0
54.974,455,278,422,612,0
54.977,455,278,422,612,0
54.979,455,278,422,612,0
54.990,455,278,422,612,0
54.992,455,278,422,612,0
54.993,455,278,422,612,0
55.001,455,278,422,612,0
55.003,455,278,422,612,0
55.005,455,278,422,612,0
55.007,455,278,422,612,0
55.009,455,278,422,612,0
55.021,455,278,422,612,0
55.022,454,278,422,612,0
55.024,454,278,422,612,0
55.032,454,278,422,612,0
55.034,454,278,422,612,0
55.037,454,278,422,612,0
55.039,454,278,422,612,0
55.041,454,278,423,612,0
55.052,454,278,423,612,0
55.054,454,278,423,612,0
55.056,454,278,423,612,0
55.063,454,278,423,612,0
55.065,454,278,423,612,0
55.067,454,278,423,612,0
55.069,454,278,423,612,0
55.071,454,278,423,612,0
55.072,454,278,423,612,0
55.084,455,279,423,612,0
55.086,455,279,423,612,0
55.094,455,279,423,612,0
55.096,455,279,423,612,0
55.099,455,279,423,612,0
55.100,455,279,423,612,0
55.103,455,279,423,612,0
55.114,455,279,423,612,0
55.116,455,279,423,612,0
55.118,455,279,423,612,0
55.126,455,279,423,612,0
55.129,455,279,423,612,0
55.131,455,279,423,612,0
55.133,455,278,423,612,0
55.145,455,278,423,612,0
55.147,455,278,423,612,0
55.149,455,278,423,612,0
55.156,455,278,423,612,0
55.158,455,278,423,612,0
55.160,455,278,423,612,0
55.163,455,278,423,612,0
55.165,454,278,423,612,0
55.176,454,278,423,612,0
55.178,454,278,423,612,0
55.180,454,278,423,612,0
55.187,454,278,423,612,0
55.189,454,278,423,612,0
55.191,454,278,423,612,0
55.192,454,278,423,612,0
55.194,454,278,423,612,0
55.196,455,278,423,612,0
55.207,455,278,423,612,0
55.209,455,278,423,612,0
55.211,455,278,423,612,0
55.218,455,278,423,612,0
55.220,455,278,423,612,0
55.221,455,278,423,612,0
55.224,455,278,423,612,0
55.226,455,278,423,612,0
55.228,455,278,423,612,0
55.239,455,278,423,612,0
55.240,455,278,423,612,0
55.242,455,278,423,612,0
55.250,455,278,423,612,0
55.251,455,278,423,612,0
55.253,455,278,423,612,0
55.256,455,278,423,612,0
55.258,455,278,423,612,0
55.270,455,278,423,612,0
55.271,455,278,423,612,0
55.273,455,278,423,612,0
55.281,455,278,423,612,0
55.284,455,278,423,612,0
55.286,455,278,423,612,0
55.288,455,278,423,612,0
55.300,455,278,423,612,0
55.302,455,278,423,612,0
55.304,455,278,423,612,0
55.312,455,278,423,612,0
55.314,455,278,423,612,0
55.317,455,278,423,612,0
55.319,455,278,423,612,0
55.331,455,278,423,612,0
55.334,455,278,423,612,0
55.342,455,278,423,612,0
55.345,455,278,423,612,0
55.348,455,278,423,612,0
55.351,455,278,423,612,0
55.362,455,278,423,612,0
55.364,455,278,423,612,0
55.366,455,278,423,612,0
55.373,455,278,423,612,0
55.375,455,278,423,612,0
55.378,455,278,423,612,0
55.381,455,278,423,612,0
55.383,455,278,423,612,0
55.394,455,278,423,612,0
55.396,455,278,423,612,0
55.405,455,278,423,612,0
55.407,455,278,423,612,0
55.410,455,278,423,612,0
55.412,455,278,423,612,0
55.424,455,278,423,612,0
55.426,455,278,423,612,0
55.428,455,278,423,612,0
55.436,455,278,423,612,0
55.438,455,278,423,612,0
55.440,455,278,423,612,0
55.442,454,278,423,612,0
55.444,454,278,423,612,0
55.456,454,278,423,612,0
55.458,454,278,423,612,0
55.460,454,278,423,612,0
55.467,454,278,423,612,0
55.470,454,279,423,612,0
55.472,455,279,423,612,0
55.475,455,279,423,612,0
55.486,455,279,423,612,0
55.488,455,279,423,612,0
55.490,455,279,423,612,0
55.497,455,279,423,612,0
55.499,455,278,423,612,0
55.502,455,278,423,612,0
55.504,455,278,423,612,0
55.507,455,278,423,612,0
55.518,455,278,423,612,0
55.520,455,278,423,612,0
55.522,455,278,423,612,0
55.530,455,278,423,612,0
55.533,455,278,423,612,0
55.535,455,278,423,612,0
55.537,455,278,423,612,0
55.548,455,278,423,612,0
55.551,455,278,423,612,0
55.553,455,278,423,612,0
55.560,455,278,423,612,0
55.561,455,278,423,612,0
55.563,455,278,423,612,0
55.565,455,278,423,612,0
55.567,455,278,423,612,0
55.578,455,278,423,612,0
55.580,455,278,423,612,0
55.584,455,278,423,612,0
55.592,455,278,423,612,0
55.593,455,278,423,612,0
55.595,455,278,423,612,0
55.598,455,278,423,612,0
55.600,455,278,423,612,0
55.611,455,278,423,612,0
55.613,455,278,423,612,0
55.621,455,278,423,612,0
55.624,455,278,423,612,0
55.627,455,278,423,612,0
55.629,455,278,423,612,0
55.640,455,278,423,612,0
55.642,455,278,423,612,0
55.644,455,278,423,612,0
55.651,455,278,423,612,0
55.654,455,278,423,612,0
55.655,455,278,423,612,0
55.658,455,278,423,612,0
55.660,455,278,423,612,0
55.662,455,278,423,612,0
55.673,455,278,423,612,0
55.675,455,278,423,612,0
55.677,455,278,423,612,0
55.684,455,278,423,612,0
55.686,455,278,423,612,0
55.688,455,278,423,612,0
55.690,455,278,423,612,0
55.692,455,278,423,612,0
55.703,455,278,423,612,0
55.706,455,278,423,612,0
55.714,455,279,423,612,0
55.718,455,279,423,612,0
55.721,455,279,423,612,0
55.723,455,279,423,612,0
55.735,455,279,423,612,0
55.738,455,279,423,612,0
55.745,455,278,423,612,0
55.747,455,278,423,612,0
55.750,455,278,423,612,0
55.753,455,278,423,612,0
55.765,455,278,423,612,0
55.768,455,278,423,612,0
55.776,455,279,423,612,0
55.778,454,279,423,612,0
55.780,454,279,423,612,0
55.782,454,279,423,612,0
55.785,454,279,423,612,0
55.795,454,279,423,612,0
55.797,454,279,423,612,0
55.799,454,279,423,612,0
55.806,454,278,423,612,0
55.808,455,278,423,612,0
55.811,455,278,423,612,0
55.814,455,278,423,612,0
55.817,455,278,423,612,0
55.828,455,278,423,612,0
55.831,455,278,423,612,0
55.839,455,278,423,612,0
55.840,455,278,423,612,0
55.843,455,278,423,612,0
55.845,455,278,423,612,0
55.847,455,278,423,612,0
55.858,455,278,423,612,0
55.860,455,278,423,612,0
55.861,455,278,423,612,0
55.869,455,278,423,612,0
55.871,455,278,423,612,0
55.873,455,278,423,612,0
55.875,455,278,423,612,0
55.878,455,278,423,612,0
55.889,455,278,423,612,0
55.891,455,278,423,612,0
55.893,455,278,423,612,0
55.900,454,278,423,612,0
55.902,454,278,423,612,0
55.904,454,278,423,612,0
55.907,454,278,423,612,0
55.909,454,278,423,612,0
55.920,454,278,422,612,0
55.923,454,278,422,612,0
55.925,455,278,422,612,0
55.933,455,278,422,612,0
55.935,455,278,422,612,0
55.938,455,278,422,612,0
55.940,455,278,422,612,0
55.951,455,278,423,612,0
55.954,455,278,423,612,0
55.956,455,278,423,612,0
55.963,455,278,423,612,0
55.965,455,278,423,612,0
55.967,455,278,423,612,0
55.969,455,278,423,612,0
55.971,455,278,423,612,0
55.982,455,278,423,612,0
55.984,455,278,423,612,0
55.986,454,278,423,612,0
55.993,454,278,423,612,0
55.995,454,278,423,612,0
55.997,454,278,423,612,0
55.999,454,278,423,612,0
56.002,454,278,423,612,0
56.013,454,278,423,612,0
56.015,454,278,423,612,0
56.017,455,278,423,612,0
56.025,455,278,423,612,0
56.029,455,278,423,612,0
56.031,455,278,423,612,0
56.034,455,278,423,612,0
56.045,455,278,423,612,0
56.048,455,278,423,612,0
56.056,455,278,423,612,0
56.058,455,278,423,612,0
56.061,455,278,423,612,0
56.063,455,278,423,612,0
56.075,455,278,423,612,0
56.077,455,278,423,612,0
56.078,455,278,423,612,0
56.087,455,278,423,612,0
56.089,455,278,423,612,0
56.091,455,278,423,612,0
56.093,455,278,423,612,0
56.096,455,278,423,612,0
56.107,455,278,423,612,0
56.110,455,278,423,612,0
56.117,455,278,423,612,0
56.119,455,278,423,612,0
56.121,455,278,423,612,0
56.123,455,278,423,612,0
56.125,455,278,423,612,0
56.137,455,278,423,612,0
56.139,455,278,423,612,0
56.142,455,278,423,612,0
56.149,455,278,423,612,0
56.152,455,278,423,612,0
56.154,455,278,423,612,0
56.155,455,278,423,612,0
56.157,455,278,423,612,0
56.169,455,278,423,612,0
56.172,455,278,423,612,0
56.179,455,278,423,612,0
56.182,455,278,423,612,0
56.184,455,278,423,612,0
56.186,455,278,423,612,0
56.189,455,278,423,612,0
56.200,455,278,423,612,0
