t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.716694,1,1,93,60,96,119,245,50,0,0,0,73,0,0,88
2.729993,0,0,93,60,96,119,245,50,0,0,0,73,0,0,88
2.734342,0,1,93,60,96,119,245,50,0,0,0,72,0,0,65
2.742670,1,0,93,60,96,120,245,50,0,0,0,72,0,0,65
2.747291,0,0,93,60,96,120,245,50,0,0,0,72,0,0,65
2.751733,0,0,93,60,96,120,245,50,0,0,0,72,0,0,65
2.762592,0,0,93,60,96,120,245,50,0,0,0,72,0,0,65
2.771883,1,1,93,60,96,125,245,50,0,0,0,71,0,0,92
2.776045,0,0,93,60,96,125,245,50,0,0,0,71,0,0,92
2.780532,0,0,93,60,96,125,245,50,0,0,0,71,0,0,92
2.794032,0,0,93,60,96,125,245,50,0,0,0,71,0,0,82
2.804233,1,1,93,60,96,130,245,50,0,0,0,70,0,0,82
2.809263,0,0,93,60,96,130,245,50,0,0,0,70,0,0,82
2.822851,0,0,93,60,96,130,245,50,0,0,0,70,0,0,82
2.827972,1,1,93,59,96,135,245,50,0,0,0,71,0,0,90
2.836000,0,0,93,59,96,135,245,50,0,0,0,71,0,0,90
2.840988,0,0,93,59,96,135,245,50,0,0,0,71,0,0,90
2.854879,1,0,93,60,96,135,245,50,0,0,0,71,0,0,90
2.865077,0,0,93,60,96,135,245,50,0,0,0,71,0,0,90
2.869388,0,0,93,60,96,135,245,50,0,0,0,71,0,0,90
2.874343,0,0,93,60,96,135,245,50,0,0,0,71,0,0,90
2.886825,0,0,93,60,96,135,245,50,0,0,0,71,0,0,75
2.897292,1,1,93,60,96,137,245,50,0,0,0,69,0,0,75
2.901508,0,0,93,60,96,137,245,50,0,0,0,69,0,0,75
2.906571,0,0,93,60,96,137,245,50,0,0,0,69,0,0,75
2.917596,1,1,93,60,96,139,245,50,0,0,0,67,0,0,83
2.927126,0,0,93,60,96,139,245,50,0,0,0,67,0,0,83
2.931334,0,0,93,60,96,139,245,50,0,0,0,67,0,0,83
2.935501,0,0,93,60,96,139,245,50,0,0,0,67,0,0,83
2.948400,1,0,93,60,96,142,245,50,0,0,0,67,0,0,61
2.958134,0,0,93,60,96,142,245,50,0,0,0,67,0,0,61
2.963450,0,0,93,60,96,142,245,50,0,0,0,67,0,0,61
2.968372,0,0,93,60,96,142,245,50,0,0,0,67,0,0,87
2.979091,1,1,93,60,96,146,245,50,0,0,0,65,0,0,87
2.989197,0,0,93,60,96,146,245,50,0,0,0,65,0,0,87
2.994204,0,0,93,60,96,146,245,50,0,0,0,65,0,0,87
2.999156,0,1,93,60,96,146,245,50,0,0,0,62,0,0,54
