t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.866408,1,1,94,58,96,100,268,1557,0,0,0,0,27,-4,38
2.876066,0,1,94,58,96,100,268,1557,0,0,0,0,29,-4,48
2.880209,1,0,94,58,96,100,272,1557,0,0,0,0,29,-4,48
2.884823,0,0,94,58,96,100,272,1557,0,0,0,0,29,-4,48
2.897348,0,0,94,58,96,100,272,1557,0,0,0,0,29,-4,48
2.907245,0,0,94,58,96,100,272,1557,0,0,0,0,29,-4,35
2.911484,1,0,94,58,96,100,275,1557,0,0,0,0,29,-4,35
2.916368,0,0,94,58,96,100,275,1557,0,0,0,0,29,-4,35
2.927991,0,0,94,58,96,100,275,1557,0,0,0,0,29,-4,35
2.937728,1,1,94,58,96,100,277,1557,0,0,0,0,30,-4,46
2.941965,0,0,94,58,96,100,277,1557,0,0,0,0,30,-4,46
2.946161,0,0,94,58,96,100,277,1557,0,0,0,0,30,-4,46
2.959552,0,0,94,58,96,100,277,1557,0,0,0,0,30,-4,46
2.969260,1,0,94,58,96,100,280,1557,0,0,0,0,30,-4,57
2.974218,0,0,94,58,96,100,280,1557,0,0,0,0,30,-4,57
2.988280,0,0,94,58,96,100,280,1557,0,0,0,0,30,-4,57
2.993331,1,0,94,58,96,100,282,1557,0,0,0,0,30,-4,74
3.000366,0,0,94,58,96,100,282,1557,0,0,0,0,30,-4,74
3.005026,0,0,94,58,96,100,282,1557,0,0,0,0,30,-4,74
3.009178,0,0,94,58,96,100,282,1557,0,0,0,0,30,-4,74
3.020582,0,0,94,58,96,100,282,1557,0,0,0,0,30,-4,74
3.030532,1,0,94,58,96,100,283,1557,0,0,0,0,30,-4,67
3.035543,0,0,94,58,96,100,283,1557,0,0,0,0,30,-4,67
3.039851,0,0,94,58,96,100,283,1557,0,0,0,0,30,-4,67
3.051656,0,0,94,58,96,100,283,1557,0,0,0,0,30,-4,67
3.061222,0,0,94,58,96,100,283,1557,0,0,0,0,30,-4,67
3.066513,0,0,94,58,96,100,283,1557,0,0,0,0,30,-4,67
3.071130,0,0,94,58,96,100,283,1557,0,0,0,0,30,-4,67
3.083257,0,0,94,58,96,100,283,1557,0,0,0,0,30,-4,78
3.093206,1,1,94,58,96,100,286,1557,0,0,0,0,30,-5,78
3.097504,0,0,94,58,96,100,286,1557,0,0,0,0,30,-5,78
3.101677,0,0,94,58,96,100,286,1557,0,0,0,0,30,-5,78
3.114098,1,1,94,58,96,100,288,1557,0,0,0,0,31,-5,73
3.124508,0,0,94,58,96,100,288,1557,0,0,0,0,31,-5,73
3.129525,0,0,94,58,96,100,288,1557,0,0,0,0,31,-5,73
3.143120,0,0,94,58,96,100,288,1557,0,0,0,0,31,-5,36
3.147908,1,1,94,58,96,100,290,1557,0,0,0,0,32,-5,36
3.155803,0,0,94,58,96,100,290,1557,0,0,0,0,32,-5,36
3.161611,0,0,94,58,96,100,290,1557,0,0,0,0,32,-5,36
3.175814,1,1,94,58,96,100,291,1557,0,0,0,0,34,-5,66
3.186148,0,0,94,58,96,100,291,1557,0,0,0,0,34,-5,66
3.191229,0,0,94,58,96,100,291,1557,0,0,0,0,34,-5,66
3.205094,1,1,94,58,96,100,293,1557,0,0,0,0,36,-5,26
3.210093,0,1,94,58,96,100,293,1557,0,0,0,0,36,-6,26
3.218079,0,0,94,58,96,100,293,1557,0,0,0,0,36,-6,26
3.222269,0,0,94,58,96,100,293,1557,0,0,0,0,36,-6,26
3.236462,1,1,94,58,96,100,295,1557,0,0,0,0,37,-6,49
3.241867,0,0,94,58,96,100,295,1557,0,0,0,0,37,-6,49
3.248849,0,0,94,58,96,100,295,1557,0,0,0,0,37,-6,49
3.253443,0,0,94,58,96,100,295,1557,0,0,0,0,37,-6,40
3.257653,1,1,94,58,96,100,299,1557,0,0,0,0,38,-6,40
3.268486,0,0,94,58,96,100,299,1557,0,0,0,0,38,-6,40
3.278346,0,0,94,58,96,100,299,1557,0,0,0,0,38,-6,40
3.283054,0,0,94,58,96,100,299,1557,0,0,0,0,38,-6,40
3.288413,1,1,94,58,96,100,301,1557,0,0,0,0,39,-7,55
3.300119,0,0,94,58,96,100,301,1557,0,0,0,0,39,-7,55
3.310474,0,0,94,58,96,100,301,1557,0,0,0,0,39,-7,55
3.315183,0,0,94,58,96,100,301,1557,0,0,0,0,39,-7,65
3.329183,1,0,94,58,96,100,303,1557,0,0,0,0,39,-7,65
3.334193,0,0,94,58,96,100,303,1557,0,0,0,0,39,-7,65
3.341945,0,0,94,58,96,100,303,1557,0,0,0,0,39,-7,65
3.346489,1,0,94,58,96,100,306,1557,0,0,0,0,39,-7,45
3.360027,1,0,94,58,96,100,306,1556,0,0,0,0,39,-7,45
3.364561,0,0,94,58,96,100,306,1556,0,0,0,0,39,-7,45
3.373409,0,0,94,58,96,100,306,1556,0,0,0,0,39,-7,45
3.379034,1,0,94,58,96,100,308,1556,0,0,0,0,39,-7,70
3.393742,0,0,94,58,96,100,308,1556,0,0,0,0,39,-7,70
3.404129,0,0,94,58,96,100,308,1556,0,0,0,0,39,-7,70
3.409327,1,1,94,58,96,100,310,1556,0,0,0,0,40,-7,85
3.422999,0,0,94,58,96,100,310,1556,0,0,0,0,40,-7,85
3.427183,0,0,94,58,96,100,310,1556,0,0,0,0,40,-7,85
3.435777,0,0,94,58,96,100,310,1556,0,0,0,0,40,-7,85
3.440411,1,1,94,58,96,100,313,1556,0,0,0,0,39,-7,135
3.453918,0,0,94,58,96,100,313,1556,0,0,0,0,39,-7,135
3.458916,0,0,94,58,96,100,313,1556,0,0,0,0,39,-7,135
3.466267,0,0,94,58,96,100,313,1556,0,0,0,0,39,-7,135
3.471128,0,0,94,58,96,100,313,1556,0,0,0,0,39,-7,135
3.484884,0,0,94,58,96,100,313,1556,0,0,0,0,39,-7,135
3.489355,0,0,94,58,96,100,313,1556,0,0,0,0,39,-7,135
3.497070,0,0,94,58,96,100,313,1556,0,0,0,0,39,-7,77
3.501608,1,0,94,58,96,100,317,1556,0,0,0,0,39,-7,77
3.515051,0,0,94,58,96,100,317,1556,0,0,0,0,39,-7,77
3.519128,0,0,94,58,96,100,317,1556,0,0,0,0,39,-7,77
3.527688,0,0,94,58,96,100,317,1556,0,0,0,0,39,-7,77
3.531885,0,0,94,58,96,100,317,1556,0,0,0,0,39,-7,77
3.535987,0,0,94,58,96,100,317,1556,0,0,0,0,39,-7,77
3.548091,0,0,94,58,96,100,317,1556,0,0,0,0,39,-7,77
