t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.870006,1,1,94,58,95,100,271,1558,0,0,-1,0,35,-2,79
2.879431,0,0,94,58,95,100,271,1558,0,0,-1,0,35,-2,79
2.885941,0,1,94,58,95,100,271,1558,0,0,0,0,35,-2,50
2.899041,1,1,94,58,95,100,274,1558,0,0,0,0,36,-3,50
2.909479,0,0,94,58,95,100,274,1558,0,0,0,0,36,-3,50
2.914855,0,1,94,58,95,100,274,1558,0,0,-1,0,36,-3,50
2.928557,1,0,94,58,95,100,277,1558,0,0,-1,0,36,-3,71
2.932688,0,0,94,58,95,100,277,1558,0,0,-1,0,36,-3,71
2.940495,0,0,94,58,95,100,277,1558,0,0,-1,0,36,-3,71
2.945131,0,0,94,58,95,100,277,1558,0,0,-1,0,36,-3,71
2.949343,1,0,94,58,95,100,280,1558,0,0,-1,0,36,-3,91
2.960494,0,0,94,58,95,100,280,1558,0,0,-1,0,36,-3,91
2.970006,0,0,94,58,95,100,280,1558,0,0,-1,0,36,-3,91
2.974183,0,0,94,58,95,100,280,1558,0,0,-1,0,36,-3,91
2.978402,1,0,94,58,95,100,281,1557,0,0,-1,0,36,-3,54
2.991460,0,0,94,58,95,100,281,1557,0,0,-1,0,36,-3,54
3.001411,0,0,94,58,95,100,281,1557,0,0,-1,0,36,-3,54
3.006393,0,1,94,58,95,100,281,1557,0,0,0,0,36,-3,71
3.020930,1,0,94,58,95,100,283,1557,0,0,0,0,36,-3,71
3.025543,0,0,94,58,95,100,283,1557,0,0,0,0,36,-3,71
3.034167,0,0,94,58,95,100,283,1557,0,0,0,0,36,-3,71
3.039137,1,1,94,58,95,100,285,1557,0,0,-1,0,36,-3,65
3.052728,0,0,94,58,95,100,285,1557,0,0,-1,0,36,-3,65
3.062979,0,0,94,58,95,100,285,1557,0,0,-1,0,36,-3,65
3.067623,1,1,94,58,95,100,286,1557,0,0,0,0,37,-3,16
3.072759,0,0,94,58,95,100,286,1557,0,0,0,0,37,-3,16
3.084794,0,0,94,58,95,100,286,1557,0,0,0,0,37,-3,16
3.095457,0,1,94,58,95,100,286,1557,0,0,-1,0,37,-3,16
3.100211,1,1,94,58,95,100,288,1557,0,0,-1,0,38,-4,50
3.104434,0,0,94,58,95,100,288,1557,0,0,-1,0,38,-4,50
3.115981,0,0,94,58,95,100,288,1557,0,0,-1,0,38,-4,50
3.125821,0,0,94,58,95,100,288,1557,0,0,-1,0,38,-4,50
3.130011,1,1,94,58,95,100,290,1557,0,0,-1,0,39,-4,35
3.134206,0,0,94,58,95,100,290,1557,0,0,-1,0,39,-4,35
3.146026,0,0,94,58,95,100,290,1557,0,0,-1,0,39,-4,35
3.150240,0,1,94,58,95,100,290,1557,0,0,0,0,39,-4,35
3.157951,0,0,94,58,95,100,290,1557,0,0,0,0,39,-4,35
3.162162,0,0,94,58,95,100,290,1557,0,0,0,0,39,-4,35
3.166421,0,0,94,58,95,100,290,1557,0,0,0,0,39,-4,35
3.177680,0,0,94,58,95,100,290,1557,0,0,0,0,39,-4,35
3.187319,0,1,94,58,95,100,290,1557,0,0,-1,0,39,-4,63
3.192814,1,1,94,58,95,100,293,1557,0,0,-1,0,42,-4,63
3.206915,0,0,94,58,95,100,293,1557,0,0,-1,0,42,-4,63
3.211885,0,1,94,58,95,100,293,1557,0,0,0,0,42,-4,63
3.219879,1,1,94,58,95,100,295,1557,0,0,0,0,43,-5,40
3.224139,0,0,94,58,95,100,295,1557,0,0,0,0,43,-5,40
3.228751,0,0,94,58,95,100,295,1557,0,0,0,0,43,-5,40
