t_s,fresh_pos,fresh_force,pos0,pos1,pos2,pos3,pos4,pos5,force0,force1,force2,force3,force4,force5,cur
2.881797,1,1,94,60,95,100,271,1556,0,0,0,0,41,-5,79
2.895026,1,1,94,60,95,100,272,1556,0,0,0,0,42,-5,45
2.899150,0,0,94,60,95,100,272,1556,0,0,0,0,42,-5,45
2.906093,0,0,94,60,95,100,272,1556,0,0,0,0,42,-5,45
2.910139,0,0,94,60,95,100,272,1556,0,0,0,0,42,-5,45
2.914183,0,0,94,60,95,100,272,1556,0,0,0,0,42,-5,45
2.925681,1,1,94,60,95,100,275,1556,0,0,0,0,43,-5,57
2.929737,0,0,94,60,95,100,275,1556,0,0,0,0,43,-5,57
2.936707,0,0,94,60,95,100,275,1556,0,0,0,0,43,-5,57
2.941663,0,1,94,60,95,100,275,1556,-1,0,0,0,43,-5,57
2.945868,0,1,94,60,95,100,275,1556,-1,0,0,0,44,-5,71
2.957535,1,1,94,60,95,100,277,1556,-1,0,0,0,44,-6,71
2.967115,0,0,94,60,95,100,277,1556,-1,0,0,0,44,-6,71
2.971232,0,1,94,60,95,100,277,1556,0,0,0,0,44,-6,71
2.975323,0,0,94,60,95,100,277,1556,0,0,0,0,44,-6,61
2.987634,1,0,94,60,95,100,280,1556,0,0,0,0,44,-6,61
2.992272,0,0,94,60,95,100,280,1556,0,0,0,0,44,-6,61
2.999994,0,0,94,60,95,100,280,1556,0,0,0,0,44,-6,61
3.005353,0,0,94,60,95,100,280,1556,0,0,0,0,44,-6,61
3.020222,1,0,94,60,95,100,282,1556,0,0,0,0,44,-6,55
3.029850,0,0,94,60,95,100,282,1556,0,0,0,0,44,-6,55
3.034390,0,0,94,60,95,100,282,1556,0,0,0,0,44,-6,55
3.039232,1,1,94,60,95,100,283,1556,0,0,0,0,44,-5,91
3.049904,0,0,94,60,95,100,283,1556,0,0,0,0,44,-5,91
3.060136,0,0,94,60,95,100,283,1556,0,0,0,0,44,-5,91
3.065193,0,0,94,60,95,100,283,1556,0,0,0,0,44,-5,91
3.070177,1,1,94,60,95,100,285,1556,0,0,0,0,44,-6,87
3.081713,0,0,94,60,95,100,285,1556,0,0,0,0,44,-6,87
3.091621,0,0,94,60,95,100,285,1556,0,0,0,0,44,-6,87
3.095929,0,0,94,60,95,100,285,1556,0,0,0,0,44,-6,73
3.100559,1,0,94,60,95,100,286,1556,0,0,0,0,44,-6,73
3.111999,0,0,94,60,95,100,286,1556,0,0,0,0,44,-6,73
3.116205,0,0,94,60,95,100,286,1556,0,0,0,0,44,-6,73
3.124287,0,0,94,60,95,100,286,1556,0,0,0,0,44,-6,73
3.129549,1,0,94,60,95,100,288,1556,0,0,0,0,44,-6,86
3.143692,0,1,94,60,95,100,288,1556,0,0,0,0,44,-5,86
3.153755,0,0,94,60,95,100,288,1556,0,0,0,0,44,-5,86
3.158093,0,1,94,60,95,100,288,1556,0,0,0,0,45,-5,63
3.163115,1,1,94,60,95,100,290,1556,0,0,0,0,45,-6,63
3.174442,0,0,94,60,95,100,290,1556,0,0,0,0,45,-6,63
3.184722,0,0,94,60,95,100,290,1556,0,0,0,0,45,-6,63
3.189753,1,1,94,60,95,100,292,1556,0,0,0,0,47,-6,90
3.203460,0,0,94,60,95,100,292,1556,0,0,0,0,47,-6,90
3.208492,0,0,94,60,95,100,292,1556,0,0,0,0,47,-6,90
3.216600,0,0,94,60,95,100,292,1556,0,0,0,0,47,-6,90
3.221714,1,1,94,60,95,100,294,1556,0,0,0,0,49,-6,64
3.235469,0,0,94,60,95,100,294,1556,0,0,0,0,49,-6,64
3.245840,0,0,94,60,95,100,294,1556,0,0,0,0,49,-6,64
3.250766,1,1,94,60,95,100,296,1556,0,0,0,0,50,-7,65
3.255716,0,0,94,60,95,100,296,1556,0,0,0,0,50,-7,65
3.267416,0,0,94,60,95,100,296,1556,0,0,0,0,50,-7,65
3.277018,0,0,94,60,95,100,296,1556,0,0,0,0,50,-7,65
3.281160,1,1,94,60,95,100,299,1556,0,0,0,0,52,-7,71
3.285655,0,0,94,60,95,100,299,1556,0,0,0,0,52,-7,71
