trial,step_units,dir,phase,t_s,force_g,pos_act,fresh_force
9,10,abrir,base,0.003822,258,830,1
9,10,abrir,base,0.005915,258,830,0
9,10,abrir,base,0.006929,258,830,1
9,10,abrir,base,0.007950,258,830,0
9,10,abrir,base,0.008952,258,830,0
9,10,abrir,base,0.009961,258,830,0
9,10,abrir,base,0.010956,258,830,0
9,10,abrir,base,0.011961,258,830,0
9,10,abrir,base,0.012925,258,830,0
9,10,abrir,base,0.013928,258,830,0
9,10,abrir,base,0.023685,258,830,0
9,10,abrir,base,0.024581,258,830,0
9,10,abrir,base,0.025534,258,830,0
9,10,abrir,base,0.027091,258,830,0
9,10,abrir,base,0.027701,258,830,0
9,10,abrir,base,0.028688,258,830,0
9,10,abrir,base,0.034608,258,830,0
9,10,abrir,base,0.035569,258,830,0
9,10,abrir,base,0.036501,258,830,0
9,10,abrir,base,0.037488,258,830,1
9,10,abrir,base,0.038161,258,830,0
9,10,abrir,base,0.038816,256,830,1
9,10,abrir,base,0.039775,256,830,0
9,10,abrir,base,0.040743,256,830,0
9,10,abrir,base,0.041782,256,830,0
9,10,abrir,base,0.043744,256,830,0
9,10,abrir,base,0.044757,256,830,0
9,10,abrir,base,0.054491,256,830,0
9,10,abrir,base,0.055441,256,830,0
9,10,abrir,base,0.056437,256,830,0
9,10,abrir,base,0.057458,256,830,0
9,10,abrir,base,0.058428,256,830,0
9,10,abrir,base,0.059382,256,830,0
9,10,abrir,base,0.060352,256,830,0
9,10,abrir,base,0.066206,256,830,0
9,10,abrir,base,0.067214,256,830,0
9,10,abrir,base,0.068169,256,830,0
9,10,abrir,base,0.070110,256,830,0
9,10,abrir,base,0.070768,255,830,1
9,10,abrir,base,0.071717,255,830,0
9,10,abrir,base,0.072647,255,830,0
9,10,abrir,base,0.073273,255,830,0
9,10,abrir,base,0.074246,255,830,0
9,10,abrir,base,0.075201,255,830,0
9,10,abrir,base,0.076141,255,830,0
9,10,abrir,base,0.085616,255,830,0
9,10,abrir,base,0.086281,255,830,0
9,10,abrir,base,0.087188,255,830,0
9,10,abrir,base,0.088172,255,830,0
9,10,abrir,base,0.090108,255,830,0
9,10,abrir,base,0.090755,255,830,0
9,10,abrir,base,0.096628,255,830,0
9,10,abrir,base,0.097605,255,830,0
9,10,abrir,base,0.098596,255,830,0
9,10,abrir,base,0.099559,255,830,0
9,10,abrir,base,0.100530,255,830,0
9,10,abrir,base,0.101166,253,830,1
9,10,abrir,base,0.102132,253,830,0
9,10,abrir,base,0.103101,253,830,1
9,10,abrir,base,0.104038,253,830,0
9,10,abrir,base,0.104678,253,829,0
9,10,abrir,base,0.105931,253,829,0
9,10,abrir,base,0.106889,253,829,0
9,10,abrir,base,0.116415,253,829,0
9,10,abrir,base,0.117394,253,829,0
9,10,abrir,base,0.118376,253,829,0
9,10,abrir,base,0.119304,253,829,0
9,10,abrir,base,0.120294,253,829,0
9,10,abrir,base,0.121249,253,829,0
9,10,abrir,base,0.121856,253,829,0
9,10,abrir,base,0.127719,253,829,0
9,10,abrir,base,0.128715,253,829,0
9,10,abrir,base,0.129826,253,829,0
9,10,abrir,base,0.132112,251,829,1
9,10,abrir,base,0.133214,251,829,0
9,10,abrir,base,0.134248,251,829,0
9,10,abrir,base,0.135237,251,829,0
9,10,abrir,base,0.136233,251,829,0
9,10,abrir,base,0.137093,251,829,0
9,10,abrir,base,0.138117,251,829,0
9,10,abrir,base,0.147600,251,829,0
9,10,abrir,base,0.148567,251,829,0
9,10,abrir,base,0.149574,251,829,0
