trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
B_dof0_v25_F1000_n02.csv,0,25,1000,1044,44,838,6336,1261,78,0,,3,36,m1,40
B_dof0_v25_F1000_n03.csv,0,25,1000,1075,75,814,4540,1407,79,0,,2,42,m1,40
