trial_file,dof,speed,force_set,target,t_cmd_s,write_cost_s,rate_hz,latency_ms,baseline_pos,final_pos,delta_pos,force_base_g,force_final_dev_g,max_abs_force_g,settled,aborted,hold,hold_base_g,max_abs_force_hold_g,max_hold_dev_g
trial_dof1_v500_n00.csv,1,500,3000,300,0.201281,0.000982,535.8,64.8,59.0,1388.0,1329.0,4,55,65,1,0,,,0,0
trial_dof1_v500_n08.csv,1,500,3000,300,0.205870,0.001073,516.3,93.2,57.0,1388.0,1331.0,-2,64,66,1,0,,,0,0
trial_dof1_v500_n06.csv,1,500,3000,300,0.201577,0.000971,540.6,64.8,58.0,1388.0,1330.0,-2,64,64,1,0,,,0,0
trial_dof1_v500_n04.csv,1,500,3000,300,0.204171,0.000946,542.4,77.9,58.0,1387.9,1329.9,-2,64,66,1,0,,,0,0
trial_dof1_v250_n00.csv,1,250,3000,300,0.205081,0.000888,513.5,65.7,58.0,1387.7,1329.7,-1,64,69,1,0,,,0,0
trial_dof1_v500_n07.csv,1,500,3000,300,0.205802,0.001065,530.5,79.5,58.0,1388.0,1330.0,-1,64,68,1,0,,,0,0
trial_dof1_v500_n01.csv,1,500,3000,300,0.205450,0.000985,522.9,79.1,57.0,1388.7,1331.7,-2,63,67,1,0,,,0,0
trial_dof1_v250_n02.csv,1,250,3000,300,0.204632,0.000954,501.0,65.8,57.0,1388.2,1331.2,-1,66,72,1,0,,,0,0
trial_dof1_v250_n03.csv,1,250,3000,300,0.201189,0.000701,508.8,77.6,57.0,1387.9,1330.9,-0,67,72,1,0,,,0,0
trial_dof1_v250_n09.csv,1,250,3000,300,0.205274,0.000961,509.4,103.0,58.0,1388.5,1330.5,-1,69,70,1,0,,,0,0
trial_dof1_v250_n05.csv,1,250,3000,300,0.200984,0.000677,492.7,108.9,57.0,1388.0,1331.0,-1,69,71,1,0,,,0,0
trial_dof1_v250_n07.csv,1,250,3000,300,0.204197,0.000902,491.4,75.6,58.0,1388.5,1330.5,-1,70,74,1,0,,,0,0
trial_dof1_v250_n04.csv,1,250,3000,300,0.205480,0.000991,506.3,104.0,58.0,1388.0,1330.0,-1,73,75,1,0,,,0,0
trial_dof1_v500_n09.csv,1,500,3000,300,0.205215,0.001062,530.5,63.1,58.0,1388.0,1330.0,0,70,75,1,0,,,0,0
trial_dof1_v250_n06.csv,1,250,3000,300,0.201717,0.001045,505.8,78.2,58.2,1388.6,1330.5,-0,71,75,1,0,,,0,0
trial_dof1_v500_n05.csv,1,500,3000,300,0.201126,0.000976,516.6,73.1,58.0,1388.9,1330.9,0,74,77,1,0,,,0,0
trial_dof1_v250_n08.csv,1,250,3000,300,0.205029,0.001014,520.3,74.0,58.0,1388.0,1330.0,0,75,78,1,0,,,0,0
trial_dof1_v250_n01.csv,1,250,3000,300,0.204691,0.000967,503.6,64.3,58.0,1389.0,1331.0,-0,74,78,1,0,,,0,0
trial_dof1_v500_n03.csv,1,500,3000,300,0.204146,0.001065,533.0,77.2,58.0,1388.3,1330.3,0,73,74,1,0,,,0,0
trial_dof1_v500_n02.csv,1,500,3000,300,0.204917,0.001015,516.5,73.1,58.0,1387.7,1329.7,0,72,75,1,0,,,0,0
