t_s,force_g,pos_act,current_mA
0.012962,-19,770,-139
0.034515,-19,,
0.045274,-19,,
0.056045,-16,,
0.063479,-16,,
0.076384,-16,,
0.087225,13,,
0.093681,13,,
0.107624,13,781,76
0.137656,67,,
0.149512,99,,
0.156018,99,,
0.168968,116,,
0.179680,116,,
0.186178,116,,
0.200290,123,,
0.211057,123,805,115
0.242409,128,,
0.248779,128,,
0.261774,130,,
0.272610,130,,
0.279080,130,,
0.293083,130,,
0.303811,130,,
0.310269,130,842,99
0.341559,129,,
0.354501,123,,
0.366434,123,,
0.373045,123,,
0.385962,124,,
0.396715,124,,
0.403140,121,,
0.417082,121,870,98
0.448335,124,,
0.459036,124,,
0.466553,120,,
0.479484,120,,
0.490262,120,,
0.496708,119,,
0.509568,119,,
0.521508,119,907,90
0.552631,112,,
0.559269,112,,
0.572330,112,,
0.583396,114,,
0.590023,114,,
0.603013,114,,
0.613898,111,,
0.621430,111,932,108
0.651574,109,,
0.665556,109,,
0.676367,110,,
0.682755,110,,
0.695610,110,,
0.707434,108,,
0.713865,108,,
0.726877,108,970,90
0.757976,102,,
0.768738,104,,
0.775284,104,,
0.789372,101,,
0.800188,101,,
0.806620,101,,
0.819554,103,,
0.831447,103,994,87
0.861557,101,,
0.867971,101,,
0.881987,97,,
0.892692,97,,
0.899203,97,,
0.913092,101,,
0.923915,101,,
0.930468,101,1032,96
0.961558,98,,
0.974451,98,,
0.986332,98,,
0.992715,98,,
1.005658,97,,
1.017465,97,,
1.023889,96,,
1.036769,96,1053,99
1.067873,96,,
1.078610,96,,
1.085082,93,,
1.099086,93,,
1.109813,93,,
1.117398,93,,
1.130439,93,,
1.141150,93,1089,117
1.172332,93,,
1.178783,93,,
1.191702,93,,
1.202442,93,,
1.208832,93,,
1.222770,93,,
1.233526,96,,
1.239971,96,1121,95
1.272354,90,,
1.285182,90,,
1.295879,93,,
1.303408,93,,
1.316315,93,,
1.327083,93,,
1.333496,93,,
1.346433,93,1156,110
1.377623,92,,
1.388427,92,,
1.394874,92,,
1.408885,97,,
1.419602,97,,
1.426070,97,,
1.440058,106,,
1.450796,106,1185,89
1.482036,107,,
1.488487,107,,
1.501423,106,,
1.513262,106,,
1.519643,106,,
1.532503,109,,
1.544351,109,,
1.550959,109,1221,96
1.582293,106,,
1.595255,106,,
1.606009,106,,
1.612461,106,,
1.626436,109,,
1.637198,109,,
1.643638,108,,
1.656559,108,1247,103
1.687696,112,,
1.698480,112,,
1.704930,112,,
1.718888,112,,
1.729703,112,,
1.737246,115,,
1.750181,115,,
1.760945,115,1281,127
1.792092,117,,
1.798491,116,,
1.811350,116,,
1.823192,121,,
1.829633,121,,
1.842548,121,,
1.854418,124,,
1.860826,124,1314,140
1.890815,126,,
1.904786,126,,
1.915550,131,,
1.922018,131,,
1.936223,131,,
1.947025,131,,
1.953883,131,,
1.967011,131,1347,112
1.998340,131,,
2.009857,131,,
2.016838,131,,
2.028767,139,,
2.039543,139,,
2.045992,139,,
2.059926,142,,
2.070621,142,1372,106
2.101767,150,,
2.108218,150,,
2.122239,150,,
2.132945,150,,
2.139423,150,,
2.152279,156,,
2.164096,156,,
2.170502,156,1411,113
2.201643,158,,
2.214501,160,,
2.225272,160,,
2.231707,160,,
2.245768,167,,
2.256550,167,,
2.264076,168,,
2.276945,168,1436,104
2.308142,172,,
2.319974,172,,
2.326418,172,,
2.338286,172,,
2.350173,172,,
2.356591,180,,
2.369556,180,,
2.380349,180,1469,125
2.411553,249,,
2.417982,381,,
2.431993,381,,
2.442734,514,,
2.449203,514,,
2.462146,514,,
2.473998,664,,
2.480416,664,1496,358
2.511630,884,,
2.524586,884,,
2.535342,1142,,
2.541767,1142,,
2.555717,1142,,
2.566479,1037,,
2.573921,1037,,
2.586606,1037,1511,11
2.617532,1037,,
2.628258,779,,
2.634712,779,,
2.648718,767,,
2.659508,767,,
2.667046,767,,
2.680022,757,,
2.691908,757,1504,0
2.722009,751,,
2.728438,751,,
2.741402,747,,
2.752224,747,,
2.758649,747,,
2.772671,745,,
2.784541,745,,
2.792103,745,1503,0
2.821228,741,,
2.834207,737,,
2.846055,737,,
2.852497,737,,
2.865471,732,,
2.877343,732,,
2.883738,730,,
2.896639,730,1503,0
2.928074,726,,
2.938966,726,,
2.945423,723,,
2.959153,723,,
2.971236,723,,
2.977828,718,,
2.989624,718,,
3.000357,718,1503,0
