t_s,force_g,pos_act,current_mA
0.008221,36,746,0
0.036868,41,,
0.050106,41,,
0.061370,41,,
0.067949,46,,
0.080844,46,,
0.092721,46,,
0.099266,53,,
0.111216,53,751,13
0.130550,54,,
0.143499,54,,
0.154329,56,,
0.161049,56,,
0.174109,56,,
0.185260,58,,
0.191609,58,,
0.206288,58,758,38
0.235300,59,,
0.247610,59,,
0.254213,59,,
0.266332,59,,
0.278270,59,,
0.284695,59,,
0.297890,59,,
0.310018,60,768,46
0.340988,60,,
0.347597,60,,
0.360616,60,,
0.371460,60,,
0.379022,60,,
0.391980,60,,
0.403245,60,,
0.409788,60,775,73
0.440466,61,,
0.453583,61,,
0.464730,61,,
0.471504,61,,
0.484645,61,,
0.495560,61,,
0.502360,61,,
0.515361,62,778,70
0.546451,62,,
0.557784,62,,
0.564825,62,,
0.577864,62,,
0.588710,62,,
0.595278,62,,
0.608481,62,,
0.619569,62,789,66
0.650960,62,,
0.657312,62,,
0.670350,62,,
0.681197,62,,
0.687772,61,,
0.702159,61,,
0.712260,61,,
0.720043,61,796,41
0.750692,62,,
0.763919,62,,
0.774935,62,,
0.781764,62,,
0.794975,62,,
0.805889,62,,
0.812697,62,,
0.826009,62,805,71
0.855944,62,,
0.867852,63,,
0.874228,63,,
0.886976,63,,
0.898572,62,,
0.904773,62,,
0.918553,62,,
0.929364,63,810,84
0.960114,63,,
0.967794,63,,
0.980947,63,,
0.991909,63,,
0.998446,63,,
1.011536,68,,
1.022424,68,,
1.028877,68,820,56
1.060060,71,,
1.073567,75,,
1.084623,75,,
1.091221,75,,
1.104207,79,,
1.114865,79,,
1.121284,79,,
1.135284,83,826,74
1.166405,88,,
1.177132,88,,
1.183404,88,,
1.197324,94,,
1.208013,94,,
1.214369,94,,
1.228185,104,,
1.238726,104,835,101
1.270939,111,,
1.277457,123,,
1.290713,123,,
1.301668,123,,
1.308182,136,,
1.321208,136,,
1.331994,136,,
1.338652,148,843,102
1.370551,159,,
1.383383,159,,
1.394104,171,,
1.401729,171,,
1.414706,171,,
1.425704,184,,
1.432427,184,,
1.445408,184,854,140
1.476771,195,,
1.487815,210,,
1.494493,210,,
1.507565,210,,
1.518399,227,,
1.525095,227,,
1.538177,227,,
1.549151,244,856,183
1.580605,267,,
1.587058,267,,
1.599976,267,,
1.610807,267,,
1.617245,267,,
1.631176,299,,
1.641823,299,,
1.648316,299,859,0
1.679006,296,,
1.692954,296,,
1.704763,296,,
1.711293,296,,
1.724267,295,,
1.735028,295,,
1.741490,295,,
1.755479,295,859,0
1.786503,295,,
1.797427,295,,
1.803987,295,,
1.817027,294,,
1.827826,294,,
1.834174,294,,
1.848161,294,,
1.859141,294,859,0
1.890751,294,,
1.897289,294,,
1.910351,294,,
1.921344,294,,
1.928038,294,,
1.941086,294,,
1.952020,294,,
1.958842,294,859,0
1.989287,294,,
2.003420,294,,
2.014757,293,,
2.021603,293,,
2.034585,293,,
2.045717,293,,
2.052454,293,,
2.065507,293,859,0
2.096208,293,,
2.107011,293,,
2.114480,293,,
2.127621,293,,
2.138561,293,,
2.145256,293,,
2.158303,293,,
2.169049,293,859,0
2.200141,293,,
2.206905,293,,
2.220244,293,,
2.231374,293,,
2.237836,293,,
2.250738,293,,
2.262610,293,,
2.269290,293,859,0
2.299799,293,,
2.312796,293,,
2.323545,293,,
2.330014,293,,
2.344054,293,,
2.354980,293,,
2.362523,293,,
2.375426,293,859,0
2.406465,293,,
2.417357,293,,
2.423649,293,,
2.436506,293,,
2.448325,293,,
2.454593,293,,
2.468380,292,,
2.479033,292,858,0
2.510250,292,,
2.516617,292,,
2.530455,292,,
2.541219,292,,
2.547693,292,,
2.560553,292,,
2.572415,292,,
2.578841,293,858,0
2.608930,293,,
2.622953,293,,
2.634009,292,,
2.640899,292,,
2.654222,292,,
2.665476,292,,
2.672031,292,,
2.685042,292,859,0
2.716524,293,,
2.727552,293,,
2.734077,293,,
2.747033,293,,
2.757784,293,,
2.764291,293,,
2.778381,293,,
2.789302,293,858,0
2.819929,293,,
2.827553,293,,
2.839685,293,,
2.850765,292,,
2.857304,292,,
2.871329,292,,
2.882146,292,,
2.888654,292,859,0
2.920781,292,,
2.933086,292,,
2.944601,292,,
2.951330,292,,
2.964329,292,,
2.975183,292,,
2.981629,292,,
2.994497,292,859,0
3.026711,292,,
3.036573,292,,
3.043113,292,,
3.057251,292,,
3.068400,292,,
3.074856,292,,
3.087574,292,,
3.099426,292,859,0
3.129410,292,,
3.135642,292,,
3.149567,292,,
3.161388,292,,
3.167753,292,,
3.180514,292,,
3.193330,292,,
3.199604,292,859,0
3.230413,292,,
3.243400,292,,
3.254459,292,,
3.261058,292,,
3.273798,292,,
3.285549,292,,
3.291885,292,,
3.304733,292,859,0
3.335550,292,,
3.346692,292,,
3.354446,292,,
3.366337,292,,
3.379316,292,,
3.385766,292,,
3.397658,292,,
3.408515,292,858,0
3.439778,293,,
3.447354,293,,
3.460274,293,,
3.472148,292,,
3.478609,292,,
3.490474,292,,
3.502328,292,,
3.508760,292,858,0
3.539252,292,,
3.553427,292,,
3.565407,292,,
3.571870,292,,
3.583528,292,,
3.595182,292,,
3.601387,292,,
3.615208,292,858,0
3.646291,292,,
3.658139,292,,
3.664607,292,,
3.676493,292,,
3.687296,292,,
3.693912,292,,
3.708091,292,,
3.718773,292,858,0
3.751201,292,,
3.757821,292,,
3.769816,292,,
3.780530,292,,
3.786854,292,,
3.800701,292,,
3.811499,292,,
3.817988,292,858,0
3.851230,292,,
3.863291,292,,
3.874239,292,,
3.880770,292,,
3.893466,292,,
3.905272,292,,
3.911621,292,,
3.924394,292,858,0
3.955616,292,,
3.966407,292,,
3.972822,292,,
3.986761,292,,
3.997496,292,,
4.003894,292,,
4.017906,292,,
4.030327,292,858,0
4.059479,292,,
4.065907,292,,
4.079864,292,,
4.091689,292,,
4.098186,292,,
4.111093,292,,
4.122890,292,,
4.129307,292,858,0
4.160466,292,,
4.172368,292,,
4.184095,292,,
4.190478,292,,
4.203413,292,,
4.215565,292,,
4.222192,292,,
4.234262,292,858,0
4.265750,292,,
4.277531,292,,
4.285033,292,,
4.296968,292,,
4.308873,292,,
4.315274,292,,
4.327152,292,,
4.333499,292,858,0
4.358731,292,,
4.370451,292,,
4.376760,292,,
4.389572,292,,
4.401282,292,,
4.407599,292,,
4.420456,292,,
4.432404,292,858,0
4.463905,292,,
4.470354,292,,
4.482325,292,,
4.494225,291,,
4.500651,291,,
4.514566,291,,
4.525401,291,,
4.532949,291,858,0
4.564272,291,,
4.575125,291,,
4.581495,291,,
4.589006,291,,
4.595426,291,,
4.606188,291,,
4.612571,291,,
4.618987,291,858,0
4.643518,291,,
4.650936,291,,
4.657369,291,,
4.669203,291,,
4.680955,291,,
4.687386,291,,
4.700617,291,,
4.711478,292,858,0
4.742649,292,,
4.749083,292,,
4.762006,291,,
4.774110,291,,
4.780741,291,,
4.793783,291,,
4.804479,291,,
4.811975,291,858,0
4.842468,291,,
4.855629,292,,
4.866624,292,,
4.873101,292,,
4.886061,292,,
4.898097,292,,
4.904624,292,,
4.917501,291,858,0
4.948747,291,,
4.959412,291,,
4.966887,291,,
4.979849,291,,
4.990573,291,,
4.997035,291,,
5.010763,291,,
5.021289,291,858,0
5.052250,292,,
5.059751,291,,
5.072476,291,,
5.082997,291,,
5.089205,291,,
5.103885,291,,
5.114632,291,,
5.121036,291,858,0
5.153298,291,,
5.165452,291,,
5.176308,291,,
5.183932,291,,
5.197171,291,,
5.207345,291,,
5.213954,291,,
5.227976,291,858,0
5.258700,291,,
5.269750,291,,
5.276303,291,,
5.289450,291,,
5.300450,292,,
5.307101,292,,
5.320453,292,,
5.331489,291,858,0
5.362900,291,,
5.369395,291,,
5.382322,291,,
5.392917,291,,
5.399284,291,,
5.413151,292,,
5.424760,292,,
5.431070,292,858,0
5.461722,291,,
5.475575,292,,
5.486281,292,,
5.493557,292,,
5.506371,292,,
5.516926,292,,
5.523217,292,,
5.537009,292,858,0
5.568059,292,,
5.578902,292,,
5.585344,292,,
5.599342,292,,
5.610206,292,,
5.617925,292,,
5.630064,292,,
5.641200,292,858,0
5.672382,292,,
5.679657,292,,
5.692463,292,,
5.703104,292,,
5.709544,292,,
5.723521,292,,
5.734245,292,,
5.741700,292,858,0
5.772876,291,,
5.785809,291,,
5.796502,291,,
5.802961,291,,
5.816118,291,,
5.827163,291,,
5.834109,291,,
5.847298,291,858,0
5.878148,291,,
5.889145,291,,
5.896783,291,,
5.908775,291,,
5.920686,291,,
5.927440,291,,
5.940517,291,,
5.951673,291,858,0
5.982393,291,,
5.988878,291,,
6.001879,291,,
6.012738,291,,
6.019265,291,,
6.033445,291,,
6.044139,291,,
6.051654,291,858,0
6.081432,291,,
6.095753,291,,
6.106691,291,,
6.113394,291,,
6.126656,291,,
6.137546,291,,
6.144238,291,,
6.157304,291,858,0
6.188629,291,,
6.199652,291,,
6.206221,292,,
6.219217,292,,
6.230604,292,,
6.237555,291,,
6.250443,291,,
6.261453,291,858,0
6.292054,291,,
6.298633,291,,
6.312560,291,,
6.323320,291,,
6.329582,291,,
6.343441,291,,
6.354112,291,,
6.361548,291,858,0
6.391979,292,,
6.404828,292,,
6.416553,292,,
6.422915,292,,
6.436833,292,,
6.447159,292,,
6.454230,292,,
6.467672,292,858,0
6.498632,292,,
