speed,fset,n,median_df,mean_df,sd_df,q1,q3,min,max,median_fmax,n_abort
25,100,5,17.0,16.8,7.2,9.5,24.0,9.0,29.0,117.0,0
25,250,5,34.0,35.8,7.8,28.5,44.0,26.0,49.0,284.0,0
25,500,5,28.0,28.2,3.5,24.5,32.0,23.0,33.0,528.0,0
25,750,5,36.0,34.4,6.2,27.5,40.5,25.0,42.0,786.0,0
25,1000,5,37.0,37.2,7.5,29.5,45.0,26.0,48.0,1037.0,0
