trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
A_dof1_v100_F1000_n03.csv,1,100,1000,1498,498,872,1030,1398,511,0,,8,44,tcp1,36
A_dof1_v1000_F100_n01.csv,1,1000,100,3435,3335,272,254,1310,506,1,,10,5,tcp1,36
A_dof1_v1000_F1000_n02.csv,1,1000,1000,2551,1551,76,243,1334,499,1,,12,16,tcp1,36
A_dof1_v500_F100_n02.csv,1,500,100,847,747,28,292,1357,491,0,,6,26,tcp1,36
A_dof1_v100_F1000_n04.csv,1,100,1000,1913,913,1168,1077,1391,507,0,,11,21,tcp1,36
A_dof1_v500_F100_n00.csv,1,500,100,2533,2433,152,290,1359,457,1,,11,19,tcp1,36
A_dof1_v250_F1000_n01.csv,1,250,1000,1904,904,810,454,1373,492,0,,10,18,tcp1,36
A_dof1_v750_F1000_n01.csv,1,750,1000,3368,2368,234,240,1331,469,1,,14,12,tcp1,36
A_dof1_v750_F100_n02.csv,1,750,100,2210,2110,231,263,1341,519,1,,11,17,tcp1,36
A_dof1_v250_F100_n01.csv,1,250,100,541,441,57,409,1394,503,0,,5,5,tcp1,36
A_dof1_v500_F100_n03.csv,1,500,100,1753,1653,325,282,1351,478,0,,10,17,tcp1,36
A_dof1_v25_F100_n03.csv,1,25,100,128,28,79,3326,1404,523,0,,1,18,tcp1,36
A_dof1_v100_F1000_n01.csv,1,100,1000,1751,751,947,1039,1390,508,0,,10,20,tcp1,36
A_dof1_v750_F100_n04.csv,1,750,100,3363,3263,78,268,1322,540,1,,16,8,tcp1,36
A_dof1_v50_F100_n01.csv,1,50,100,171,71,63,1612,1373,503,0,,2,21,tcp1,36
A_dof1_v100_F100_n04.csv,1,100,100,236,136,59,840,1380,461,0,,2,20,tcp1,36
A_dof1_v25_F1000_n02.csv,1,25,1000,1141,141,960,3864,1373,492,0,,8,22,tcp1,36
A_dof1_v50_F100_n00.csv,1,50,100,174,74,91,1585,1380,502,0,,2,27,tcp1,38
A_dof1_v50_F1000_n00.csv,1,50,1000,1202,202,866,1931,1382,494,0,,8,28,tcp1,38
A_dof1_v100_F100_n03.csv,1,100,100,277,177,93,842,1389,540,0,,2,27,tcp1,38
A_dof1_v1000_F1000_n01.csv,1,1000,1000,3456,2456,549,299,1316,487,1,,14,45,tcp1,38
A_dof1_v50_F100_n02.csv,1,50,100,170,70,88,1650,1387,495,0,,1,19,tcp1,38
A_dof1_v25_F100_n02.csv,1,25,100,159,59,107,3280,1391,488,0,,1,24,tcp1,38
A_dof1_v25_F100_n00.csv,1,25,100,140,40,134,3270,1383,518,0,,1,25,tcp1,38
A_dof1_v50_F1000_n02.csv,1,50,1000,1695,695,1196,2037,1398,497,0,,9,26,tcp1,38
A_dof1_v100_F1000_n00.csv,1,100,1000,1466,466,744,1036,1399,500,0,,9,21,tcp1,38
A_dof1_v25_F100_n01.csv,1,25,100,138,38,105,3259,1391,523,0,,1,23,tcp1,38
A_dof1_v1000_F100_n03.csv,1,1000,100,2087,1987,23,235,1322,500,0,,11,22,tcp1,38
A_dof1_v500_F1000_n02.csv,1,500,1000,1029,29,486,250,1316,488,0,,12,19,tcp1,38
A_dof1_v500_F1000_n01.csv,1,500,1000,2639,1639,167,274,1355,451,1,,12,8,tcp1,38
A_dof1_v50_F100_n04.csv,1,50,100,185,85,76,1642,1357,480,0,,2,3,tcp1,38
A_dof1_v500_F100_n04.csv,1,500,100,711,611,35,256,1410,514,0,,6,13,tcp1,38
A_dof1_v750_F1000_n00.csv,1,750,1000,3454,2454,414,329,1391,491,1,,16,3,tcp1,38
A_dof1_v100_F100_n00.csv,1,100,100,236,136,62,849,1348,505,0,,3,8,tcp1,38
A_dof1_v100_F1000_n02.csv,1,100,1000,1273,273,855,984,1329,516,0,,8,5,tcp1,38
A_dof1_v750_F1000_n02.csv,1,750,1000,3342,2342,215,255,1384,481,1,,13,21,tcp1,38
A_dof1_v500_F100_n01.csv,1,500,100,882,782,22,247,1306,494,0,,6,3,tcp1,38
A_dof1_v250_F1000_n00.csv,1,250,1000,1321,321,901,438,1341,533,0,,11,5,tcp1,38
A_dof1_v1000_F100_n04.csv,1,1000,100,2762,2662,95,219,1325,455,1,,9,3,tcp1,38
A_dof1_v100_F100_n01.csv,1,100,100,221,121,60,850,1370,531,0,,2,3,tcp1,38
A_dof1_v25_F100_n04.csv,1,25,100,120,20,69,3159,1371,528,0,,2,49,tcp1,38
A_dof1_v1000_F1000_n04.csv,1,1000,1000,2610,1610,89,239,1328,474,1,,12,22,tcp1,38
A_dof1_v750_F1000_n04.csv,1,750,1000,3368,2368,264,254,1223,510,1,,16,24,tcp1,38
A_dof1_v25_F1000_n04.csv,1,25,1000,1171,171,904,3892,1341,518,0,,7,12,tcp1,38
A_dof1_v250_F1000_n03.csv,1,250,1000,2211,1211,301,457,1331,471,1,,12,23,tcp1,38
A_dof1_v500_F1000_n00.csv,1,500,1000,2250,1250,145,284,1317,505,1,,11,4,tcp1,38
A_dof1_v250_F100_n04.csv,1,250,100,531,431,77,396,1325,487,0,,4,5,tcp1,38
A_dof1_v50_F1000_n01.csv,1,50,1000,1362,362,984,2036,1354,500,0,,8,4,tcp1,38
A_dof1_v250_F1000_n04.csv,1,250,1000,2137,1137,968,456,1331,550,0,,11,5,tcp1,38
A_dof1_v25_F1000_n01.csv,1,25,1000,1089,89,880,3905,1355,522,0,,7,14,tcp1,38
A_dof1_v500_F1000_n03.csv,1,500,1000,2227,1227,149,287,1318,452,1,,11,18,tcp1,38
A_dof1_v1000_F100_n00.csv,1,1000,100,2719,2619,98,224,1272,542,1,,11,5,tcp1,38
A_dof1_v50_F1000_n03.csv,1,50,1000,1354,354,847,2037,1338,516,0,,8,3,tcp1,38
A_dof1_v25_F1000_n03.csv,1,25,1000,1101,101,928,3915,1339,489,0,,8,5,tcp1,38
A_dof1_v250_F100_n02.csv,1,250,100,538,438,55,397,1328,483,0,,4,23,tcp1,38
A_dof1_v50_F100_n03.csv,1,50,100,171,71,80,1699,1334,525,0,,1,4,tcp1,38
A_dof1_v250_F1000_n02.csv,1,250,1000,2035,1035,741,483,1331,538,0,,11,5,tcp1,38
A_dof1_v100_F100_n02.csv,1,100,100,483,383,176,920,1336,502,0,,4,4,tcp1,38
A_dof1_v250_F100_n00.csv,1,250,100,344,244,40,427,1320,518,0,,4,4,tcp1,38
A_dof1_v50_F1000_n04.csv,1,50,1000,1379,379,677,2077,1339,512,0,,9,4,tcp1,38
A_dof1_v1000_F1000_n03.csv,1,1000,1000,2783,1783,93,243,1271,512,1,,10,44,tcp1,40
A_dof1_v750_F100_n00.csv,1,750,100,2041,1941,13,264,1334,515,0,,9,15,tcp1,40
A_dof1_v750_F1000_n03.csv,1,750,1000,3446,2446,365,294,1325,481,1,,16,-2,tcp1,40
A_dof1_v750_F100_n01.csv,1,750,100,3281,3181,187,254,1309,458,1,,14,0,tcp1,40
A_dof1_v1000_F100_n02.csv,1,1000,100,2685,2585,88,221,1329,555,1,,11,-2,tcp1,40
A_dof1_v1000_F1000_n00.csv,1,1000,1000,2615,1615,78,227,1328,534,1,,11,-2,tcp1,40
A_dof1_v250_F100_n03.csv,1,250,100,439,339,49,437,1341,506,0,,4,0,tcp1,40
A_dof1_v25_F1000_n00.csv,1,25,1000,1086,86,889,3891,1362,511,0,,7,0,tcp1,40
A_dof1_v750_F100_n03.csv,1,750,100,2310,2210,99,222,1336,498,1,,10,19,tcp1,40
A_dof1_v500_F1000_n04.csv,1,500,1000,2834,1834,226,276,1309,466,1,,12,-1,tcp1,40
