index,dt_ms,ok
0,11.664344,1
1,6.233552,1
2,13.800001,1
3,10.451557,1
4,6.274654,1
5,13.625500,1
6,11.648988,1
7,6.181427,1
8,13.693124,1
9,10.405325,1
10,6.621271,1
11,13.959764,1
12,10.471922,1
13,6.136009,1
14,13.703520,1
15,11.527233,1
16,7.329151,1
17,12.656472,1
18,10.471345,1
19,6.171549,1
20,13.706716,1
21,11.546301,1
22,7.361107,1
23,12.562005,1
24,10.519686,1
25,6.141842,1
26,13.721574,1
27,11.603031,1
28,7.338619,1
29,12.614557,1
30,10.518749,1
31,6.172803,1
32,13.755451,1
33,11.545850,1
34,7.374462,1
35,12.595017,1
36,10.523512,1
37,6.108560,1
38,14.807162,1
39,10.611600,1
40,6.318220,1
41,13.654138,1
42,10.556899,1
43,6.173937,1
44,13.716711,1
45,11.593122,1
46,7.337384,1
47,12.604887,1
48,10.548073,1
49,6.121672,1
50,14.798572,1
51,10.463965,1
52,7.289243,1
53,12.596086,1
54,11.564102,1
55,6.273683,1
56,12.633920,1
57,11.520715,1
58,7.214773,1
59,12.678389,1
60,11.577391,1
61,6.296439,1
62,13.741039,1
63,10.437698,1
64,7.195431,1
65,12.676569,1
66,11.487860,1
67,6.188934,1
68,13.606045,1
69,11.672067,1
70,7.216852,1
71,11.566676,1
72,11.471425,1
73,7.259181,1
74,12.608878,1
75,10.498696,1
76,6.268966,1
77,14.759593,1
78,11.568800,1
79,7.276211,1
80,11.571081,1
81,10.461540,1
82,6.279185,1
83,13.689035,1
84,6.241718,1
85,6.171163,1
86,7.213897,1
87,11.566817,1
88,12.640646,1
89,6.232769,1
90,12.624837,1
91,10.476494,1
92,6.216041,1
93,13.646339,1
94,6.236085,1
95,6.263348,1
96,7.197863,1
97,11.637246,1
98,12.593849,1
99,6.239654,1
100,12.638913,1
101,11.630394,1
102,7.205363,1
103,11.569907,1
104,11.615925,1
105,6.282266,1
106,13.717240,1
107,11.636593,1
108,7.181616,1
109,11.585716,1
110,12.544588,1
111,6.152392,1
112,13.912940,1
113,10.900971,1
114,6.260106,1
115,12.935874,1
116,11.606247,1
117,7.155043,1
118,12.619511,1
119,10.456034,1
120,6.182922,1
121,14.792660,1
122,10.507667,1
123,7.276238,1
124,12.626078,1
125,11.489654,1
126,6.156490,1
127,13.729439,1
128,10.461944,1
129,7.327759,1
130,12.600848,1
131,11.590875,1
132,6.153083,1
133,13.699221,1
134,10.412792,1
135,6.199264,1
136,13.714265,1
137,11.621595,1
138,6.186595,1
139,13.677426,1
140,10.464990,1
141,6.134899,1
142,13.762684,1
143,11.537641,1
144,7.337169,1
145,12.604878,1
146,10.501636,1
147,6.119951,1
148,13.730358,1
149,11.458725,1
150,6.224793,1
151,13.726271,1
152,11.632517,1
153,6.236632,1
154,13.664267,1
155,10.499525,1
156,6.229846,1
157,13.737802,1
158,11.646099,1
159,6.167167,1
160,13.798307,1
161,10.419365,1
162,7.277307,1
163,12.686878,1
164,11.642552,1
165,6.374605,1
166,12.960443,1
167,10.594240,1
168,6.205878,1
169,13.708183,1
170,11.558200,1
171,7.277197,1
172,12.598210,1
173,11.616370,1
174,6.198294,1
175,13.672727,1
176,10.440217,1
177,6.178192,1
178,13.875833,1
179,11.622285,1
180,6.240626,1
181,12.708321,1
182,11.548141,1
183,7.291814,1
184,12.605797,1
185,11.504345,1
186,6.210207,1
187,13.650816,1
188,10.504145,1
189,7.227433,1
190,12.707672,1
191,11.576818,1
192,6.361590,1
193,12.681304,1
194,11.522052,1
195,7.212706,1
196,13.083299,1
197,11.928937,1
198,6.256590,1
199,12.672095,1
200,10.511606,1
201,6.242098,1
202,13.710233,1
203,11.630717,1
204,6.218922,1
205,13.799448,1
206,11.645079,1
207,7.229794,1
208,11.620786,1
209,10.786821,1
210,6.614260,1
211,14.214334,1
212,10.846144,1
213,6.320634,1
214,13.741962,1
215,11.611069,1
216,7.216286,1
217,11.586334,1
218,11.500141,1
219,6.191900,1
220,13.663661,1
221,10.415788,1
222,6.201698,1
223,13.623911,1
224,6.281989,1
225,6.239262,1
226,7.228456,1
227,11.987958,1
228,10.744550,1
229,7.471642,1
230,12.776465,1
231,11.442734,1
232,6.278836,1
233,12.514422,1
234,6.260238,1
235,6.210105,1
236,7.214527,1
237,11.591001,1
238,12.619809,1
239,6.130388,1
240,12.662622,1
241,11.568809,1
242,7.300778,1
243,11.376939,1
244,6.195749,1
245,6.245965,1
246,7.294452,1
247,12.618459,1
248,11.528847,1
249,6.179871,1
250,13.719003,1
251,10.536014,1
252,7.356079,1
253,12.589660,1
254,11.570828,1
255,6.133664,1
256,13.835455,1
257,10.449223,1
258,7.353319,1
259,12.472129,1
260,11.644330,1
261,6.147566,1
262,13.792008,1
263,10.432173,1
264,6.221731,1
265,13.636578,1
266,11.635777,1
267,6.157627,1
268,13.702226,1
269,10.403297,1
270,6.137711,1
271,13.972642,1
272,10.816882,1
273,6.427210,1
274,14.081505,1
275,10.466763,1
276,6.195042,1
277,13.725867,1
278,11.523502,1
279,7.326571,1
280,12.556208,1
281,10.717493,1
282,6.264178,1
283,13.835239,1
284,11.640746,1
285,6.208182,1
286,13.772449,1
287,10.543970,1
288,7.292343,1
289,12.538348,1
290,11.612034,1
291,6.184914,1
292,13.709646,1
293,10.425134,1
294,6.140154,1
295,13.943118,1
296,10.921359,1
297,6.301822,1
298,14.087311,1
299,10.489912,1
300,6.155618,1
301,13.802349,1
302,11.466490,1
303,7.314958,1
304,12.767634,1
305,10.888055,1
306,6.404519,1
307,12.936035,1
308,11.558087,1
309,7.280504,1
310,12.649562,1
311,10.581498,1
312,6.185957,1
313,13.672869,1
314,11.559885,1
315,7.243442,1
316,12.618969,1
317,11.544569,1
318,6.282439,1
319,13.713803,1
320,10.421112,1
321,7.245907,1
322,12.690544,1
323,11.520948,1
324,6.291327,1
325,13.659718,1
326,11.586985,1
327,7.190060,1
328,11.587302,1
329,11.576512,1
330,6.270748,1
331,13.688350,1
332,10.539682,1
333,7.224713,1
334,12.657821,1
335,12.601416,1
336,6.257024,1
337,12.552509,1
338,10.508586,1
339,6.216640,1
340,13.701386,1
341,11.509122,1
342,7.190345,1
343,12.635529,1
344,11.595034,1
345,6.508614,1
346,13.065282,1
347,10.931430,1
348,6.351242,1
349,12.907478,1
350,6.295437,1
351,6.511831,1
352,6.284974,1
353,12.691388,1
354,11.492128,1
355,6.245808,1
356,12.584381,1
357,11.571768,1
358,7.183656,1
359,12.700699,1
