index,dt_ms,ok
794,12.630994,1
795,6.263402,1
796,12.609966,1
797,11.665463,1
798,7.229386,1
799,11.669770,1
800,12.626411,1
801,6.290526,1
802,12.723924,1
803,11.497810,1
804,7.229552,1
805,11.656580,1
806,11.548286,1
807,6.362171,1
808,13.711846,1
809,11.577316,1
810,7.230225,1
811,11.634408,1
812,11.610654,1
813,6.243041,1
814,13.645083,1
815,11.546275,1
816,7.240227,1
817,12.653496,1
818,10.463524,1
819,6.235285,1
820,13.777612,1
821,11.669023,1
822,6.165650,1
823,13.956418,1
824,10.841034,1
825,6.197185,1
826,13.870064,1
827,10.585039,1
828,7.493334,1
829,12.938110,1
830,10.602258,1
831,6.209207,1
832,13.745446,1
833,11.533689,1
834,6.163229,1
835,13.674082,1
836,10.406666,1
837,6.284329,1
838,13.694679,1
839,11.673236,1
840,6.171885,1
841,13.746234,1
842,10.564310,1
843,6.308792,1
844,13.736325,1
845,11.499513,1
846,6.131226,1
847,13.746873,1
848,10.552196,1
849,6.202069,1
850,13.722417,1
851,11.574560,1
852,6.074710,1
853,13.755038,1
854,10.405453,1
855,6.189657,1
856,13.704072,1
857,11.633238,1
858,7.203546,1
859,12.695931,1
860,10.424644,1
861,6.163452,1
862,14.849516,1
863,10.569544,1
864,7.245551,1
865,12.750308,1
866,10.478433,1
867,6.248185,1
868,14.035241,1
869,10.503513,1
870,6.197209,1
871,13.933864,1
872,11.760951,1
873,6.235358,1
874,12.839755,1
875,11.766428,1
876,6.389461,1
877,13.055166,1
878,11.099847,1
879,6.749353,1
880,13.382861,1
881,11.137864,1
882,6.720005,1
883,13.795630,1
884,11.236136,1
885,6.828041,1
886,12.392895,1
887,10.893983,1
888,6.630565,1
889,13.104046,1
890,10.907334,1
891,6.315531,1
892,14.361169,1
893,12.274518,1
894,6.432486,1
895,12.014932,1
896,10.800977,1
897,7.620850,1
898,13.208199,1
899,10.144570,1
900,6.902203,1
901,13.642094,1
902,11.366260,1
903,7.999145,1
904,11.180657,1
905,11.079942,1
906,6.844336,1
907,13.816386,1
908,10.188583,1
909,6.844892,1
910,13.484607,1
911,11.518075,1
912,8.023563,1
913,10.909165,1
914,10.981035,1
915,7.467119,1
916,12.996629,1
917,10.563262,1
918,6.193248,1
919,13.731272,1
920,12.049035,1
921,7.578315,1
922,12.121048,1
923,10.617514,1
924,7.466118,1
925,11.840464,1
926,6.290229,1
927,7.220520,1
928,7.260612,1
929,10.529955,1
930,12.594969,1
931,6.278233,1
932,12.625999,1
933,11.670958,1
934,7.338724,1
935,11.626372,1
936,11.602325,1
937,6.462510,1
938,13.025785,1
939,11.682512,1
940,7.231074,1
941,11.664077,1
942,12.607584,1
943,6.218181,1
944,12.563488,1
945,11.507974,1
946,6.261434,1
947,13.611680,1
948,11.605173,1
949,6.192473,1
950,13.749149,1
951,10.532129,1
952,6.253988,1
953,13.711052,1
954,11.581610,1
955,6.340118,1
956,13.049507,1
957,11.582018,1
958,7.271701,1
959,12.683130,1
960,10.463589,1
961,6.243851,1
962,13.630382,1
963,11.594365,1
964,6.185612,1
965,13.758714,1
966,10.556624,1
967,6.295623,1
968,13.759651,1
969,10.552025,1
970,6.156023,1
971,14.751416,1
972,10.492769,1
973,6.232211,1
974,13.634962,1
975,11.616488,1
976,6.160766,1
977,13.788317,1
978,10.496202,1
979,6.260715,1
980,13.694595,1
981,11.602094,1
982,6.171230,1
983,13.772200,1
984,10.374276,1
985,6.254268,1
986,13.702863,1
987,11.639445,1
988,6.113274,1
989,13.776147,1
990,10.458750,1
991,6.236153,1
992,13.611402,1
993,11.575210,1
994,7.298147,1
995,12.608232,1
996,10.451357,1
997,6.163409,1
998,14.743189,1
999,10.450319,1
1000,6.706803,1
1001,13.139533,1
1002,10.884751,1
1003,6.220834,1
1004,13.707118,1
1005,11.519776,1
1006,7.339296,1
1007,12.572432,1
1008,10.535096,1
1009,6.204580,1
1010,13.716575,1
1011,11.551346,1
