taxel,zone,zone_name,row,col,mu,sigma,min,max,excursion_max,excluded,noisy,thr
956,16,Palma,0,6,0.000,0.000,0,0,0.0,0,0,41.0
957,16,Palma,0,7,0.000,0.000,0,0,0.0,1,0,41.0
958,16,Palma,1,0,0.000,0.000,0,0,0.0,1,0,41.0
959,16,Palma,1,1,0.000,0.000,0,0,0.0,0,0,41.0
960,16,Palma,1,2,0.000,0.000,0,0,0.0,0,0,41.0
961,16,Palma,1,3,0.000,0.000,0,0,0.0,0,0,41.0
962,16,Palma,1,4,0.000,0.000,0,0,0.0,0,0,41.0
963,16,Palma,1,5,0.000,0.000,0,0,0.0,0,0,41.0
964,16,Palma,1,6,0.000,0.000,0,0,0.0,0,0,41.0
965,16,Palma,1,7,0.000,0.000,0,0,0.0,1,0,41.0
966,16,Palma,2,0,0.000,0.000,0,0,0.0,1,0,41.0
967,16,Palma,2,1,0.000,0.000,0,0,0.0,0,0,41.0
968,16,Palma,2,2,0.000,0.000,0,0,0.0,0,0,41.0
969,16,Palma,2,3,0.000,0.000,0,0,0.0,0,0,41.0
970,16,Palma,2,4,0.000,0.000,0,0,0.0,0,0,41.0
971,16,Palma,2,5,0.000,0.000,0,0,0.0,0,0,41.0
972,16,Palma,2,6,0.000,0.000,0,0,0.0,0,0,41.0
973,16,Palma,2,7,0.000,0.000,0,0,0.0,1,0,41.0
974,16,Palma,3,0,0.000,0.000,0,0,0.0,1,0,41.0
975,16,Palma,3,1,0.000,0.000,0,0,0.0,0,0,41.0
976,16,Palma,3,2,0.000,0.000,0,0,0.0,0,0,41.0
977,16,Palma,3,3,0.000,0.000,0,0,0.0,0,0,41.0
978,16,Palma,3,4,0.000,0.000,0,0,0.0,0,0,41.0
979,16,Palma,3,5,0.000,0.000,0,0,0.0,0,0,41.0
980,16,Palma,3,6,0.000,0.000,0,0,0.0,0,0,41.0
981,16,Palma,3,7,0.000,0.000,0,0,0.0,1,0,41.0
982,16,Palma,4,0,0.000,0.000,0,0,0.0,1,0,41.0
983,16,Palma,4,1,0.000,0.000,0,0,0.0,0,0,41.0
984,16,Palma,4,2,0.000,0.000,0,0,0.0,0,0,41.0
985,16,Palma,4,3,0.000,0.000,0,0,0.0,0,0,41.0
986,16,Palma,4,4,0.000,0.000,0,0,0.0,0,0,41.0
987,16,Palma,4,5,0.000,0.000,0,0,0.0,0,0,41.0
988,16,Palma,4,6,0.000,0.000,0,0,0.0,0,0,41.0
989,16,Palma,4,7,0.000,0.000,0,0,0.0,1,0,41.0
990,16,Palma,5,0,0.000,0.000,0,0,0.0,1,0,41.0
991,16,Palma,5,1,0.000,0.000,0,0,0.0,0,0,41.0
992,16,Palma,5,2,0.000,0.000,0,0,0.0,0,0,41.0
993,16,Palma,5,3,0.000,0.000,0,0,0.0,0,0,41.0
994,16,Palma,5,4,0.000,0.000,0,0,0.0,0,0,41.0
995,16,Palma,5,5,0.000,0.000,0,0,0.0,0,0,41.0
996,16,Palma,5,6,0.000,0.000,0,0,0.0,0,0,41.0
997,16,Palma,5,7,0.000,0.000,0,0,0.0,1,0,41.0
998,16,Palma,6,0,0.000,0.000,0,0,0.0,1,0,41.0
999,16,Palma,6,1,0.000,0.000,0,0,0.0,1,0,41.0
1000,16,Palma,6,2,0.000,0.000,0,0,0.0,0,0,41.0
1001,16,Palma,6,3,0.000,0.000,0,0,0.0,0,0,41.0
1002,16,Palma,6,4,0.000,0.000,0,0,0.0,0,0,41.0
1003,16,Palma,6,5,0.000,0.000,0,0,0.0,0,0,41.0
1004,16,Palma,6,6,0.000,0.000,0,0,0.0,1,0,41.0
1005,16,Palma,6,7,0.000,0.000,0,0,0.0,1,0,41.0
1006,16,Palma,7,0,0.000,0.000,0,0,0.0,1,0,41.0
1007,16,Palma,7,1,0.000,0.000,0,0,0.0,1,0,41.0
1008,16,Palma,7,2,0.000,0.000,0,0,0.0,0,0,41.0
1009,16,Palma,7,3,0.000,0.000,0,0,0.0,0,0,41.0
1010,16,Palma,7,4,0.000,0.000,0,0,0.0,0,0,41.0
1011,16,Palma,7,5,0.000,0.000,0,0,0.0,1,0,41.0
1012,16,Palma,7,6,0.000,0.000,0,0,0.0,1,0,41.0
1013,16,Palma,7,7,0.000,0.000,0,0,0.0,1,0,41.0
1014,16,Palma,8,0,0.000,0.000,0,0,0.0,1,0,41.0
1015,16,Palma,8,1,0.000,0.000,0,0,0.0,0,0,41.0
1016,16,Palma,8,2,0.000,0.000,0,0,0.0,0,0,41.0
1017,16,Palma,8,3,0.000,0.000,0,0,0.0,0,0,41.0
1018,16,Palma,8,4,0.000,0.000,0,0,0.0,0,0,41.0
1019,16,Palma,8,5,0.000,0.000,0,0,0.0,1,0,41.0
1020,16,Palma,8,6,0.000,0.000,0,0,0.0,1,0,41.0
1021,16,Palma,8,7,0.000,0.000,0,0,0.0,1,0,41.0
1022,16,Palma,9,0,0.000,0.000,0,0,0.0,0,0,41.0
1023,16,Palma,9,1,0.000,0.000,0,0,0.0,0,0,41.0
1024,16,Palma,9,2,0.000,0.000,0,0,0.0,0,0,41.0
1025,16,Palma,9,3,0.000,0.000,0,0,0.0,0,0,41.0
1026,16,Palma,9,4,0.000,0.000,0,0,0.0,0,0,41.0
1027,16,Palma,9,5,0.000,0.000,0,0,0.0,0,0,41.0
1028,16,Palma,9,6,0.000,0.000,0,0,0.0,1,0,41.0
1029,16,Palma,9,7,0.000,0.000,0,0,0.0,1,0,41.0
1030,16,Palma,10,0,0.000,0.000,0,0,0.0,0,0,41.0
1031,16,Palma,10,1,0.000,0.000,0,0,0.0,0,0,41.0
1032,16,Palma,10,2,0.000,0.000,0,0,0.0,0,0,41.0
1033,16,Palma,10,3,0.000,0.000,0,0,0.0,0,0,41.0
1034,16,Palma,10,4,0.000,0.000,0,0,0.0,0,0,41.0
1035,16,Palma,10,5,0.000,0.000,0,0,0.0,0,0,41.0
1036,16,Palma,10,6,0.000,0.000,0,0,0.0,1,0,41.0
1037,16,Palma,10,7,0.000,0.000,0,0,0.0,1,0,41.0
1038,16,Palma,11,0,0.000,0.000,0,0,0.0,0,0,41.0
1039,16,Palma,11,1,0.000,0.000,0,0,0.0,0,0,41.0
1040,16,Palma,11,2,0.000,0.000,0,0,0.0,0,0,41.0
1041,16,Palma,11,3,0.000,0.000,0,0,0.0,0,0,41.0
1042,16,Palma,11,4,0.000,0.000,0,0,0.0,0,0,41.0
1043,16,Palma,11,5,0.000,0.000,0,0,0.0,0,0,41.0
1044,16,Palma,11,6,0.000,0.000,0,0,0.0,1,0,41.0
1045,16,Palma,11,7,0.000,0.000,0,0,0.0,1,0,41.0
1046,16,Palma,12,0,0.000,0.000,0,0,0.0,0,0,41.0
1047,16,Palma,12,1,0.000,0.000,0,0,0.0,0,0,41.0
1048,16,Palma,12,2,0.000,0.000,0,0,0.0,0,0,41.0
1049,16,Palma,12,3,0.000,0.000,0,0,0.0,0,0,41.0
1050,16,Palma,12,4,0.000,0.000,0,0,0.0,0,0,41.0
1051,16,Palma,12,5,0.000,0.000,0,0,0.0,0,0,41.0
1052,16,Palma,12,6,0.000,0.000,0,0,0.0,1,0,41.0
1053,16,Palma,12,7,0.000,0.000,0,0,0.0,1,0,41.0
1054,16,Palma,13,0,0.000,0.000,0,0,0.0,0,0,41.0
1055,16,Palma,13,1,0.000,0.000,0,0,0.0,0,0,41.0
1056,16,Palma,13,2,0.000,0.000,0,0,0.0,0,0,41.0
1057,16,Palma,13,3,0.000,0.000,0,0,0.0,0,0,41.0
1058,16,Palma,13,4,0.000,0.000,0,0,0.0,0,0,41.0
1059,16,Palma,13,5,0.000,0.000,0,0,0.0,1,0,41.0
1060,16,Palma,13,6,0.000,0.000,0,0,0.0,1,0,41.0
1061,16,Palma,13,7,0.000,0.000,0,0,0.0,1,0,41.0
