taxel,zone,zone_name,row,col,mu,sigma,min,max,excursion_max,excluded,noisy,thr
622,10,Índice — Distal,7,2,0.000,0.000,0,0,0.0,0,0,41.0
623,10,Índice — Distal,7,3,0.000,0.000,0,0,0.0,0,0,41.0
624,10,Índice — Distal,7,4,0.000,0.000,0,0,0.0,0,0,41.0
625,10,Índice — Distal,7,5,0.000,0.000,0,0,0.0,0,0,41.0
626,10,Índice — Distal,7,6,0.000,0.000,0,0,0.0,0,0,41.0
627,10,Índice — Distal,7,7,19.571,0.807,18,22,2.4,0,1,41.0
628,10,Índice — Distal,8,0,0.000,0.000,0,0,0.0,0,0,41.0
629,10,Índice — Distal,8,1,0.000,0.000,0,0,0.0,0,0,41.0
630,10,Índice — Distal,8,2,0.000,0.000,0,0,0.0,0,0,41.0
631,10,Índice — Distal,8,3,0.000,0.000,0,0,0.0,0,0,41.0
632,10,Índice — Distal,8,4,0.000,0.000,0,0,0.0,0,0,41.0
633,10,Índice — Distal,8,5,0.000,0.000,0,0,0.0,0,0,41.0
634,10,Índice — Distal,8,6,0.000,0.000,0,0,0.0,0,0,41.0
635,10,Índice — Distal,8,7,0.000,0.000,0,0,0.0,0,0,41.0
636,10,Índice — Distal,9,0,0.000,0.000,0,0,0.0,0,0,41.0
637,10,Índice — Distal,9,1,0.000,0.000,0,0,0.0,0,0,41.0
638,10,Índice — Distal,9,2,0.000,0.000,0,0,0.0,0,0,41.0
639,10,Índice — Distal,9,3,0.000,0.000,0,0,0.0,0,0,41.0
640,10,Índice — Distal,9,4,0.000,0.000,0,0,0.0,0,0,41.0
641,10,Índice — Distal,9,5,0.000,0.000,0,0,0.0,0,0,41.0
642,10,Índice — Distal,9,6,0.000,0.000,0,0,0.0,0,0,41.0
643,10,Índice — Distal,9,7,0.000,0.000,0,0,0.0,0,0,41.0
644,10,Índice — Distal,10,0,0.000,0.000,0,0,0.0,0,0,41.0
645,10,Índice — Distal,10,1,0.000,0.000,0,0,0.0,0,0,41.0
646,10,Índice — Distal,10,2,0.000,0.000,0,0,0.0,0,0,41.0
647,10,Índice — Distal,10,3,0.000,0.000,0,0,0.0,0,0,41.0
648,10,Índice — Distal,10,4,0.000,0.000,0,0,0.0,0,0,41.0
649,10,Índice — Distal,10,5,0.000,0.000,0,0,0.0,0,0,41.0
650,10,Índice — Distal,10,6,0.000,0.000,0,0,0.0,0,0,41.0
651,10,Índice — Distal,10,7,0.000,0.000,0,0,0.0,0,0,41.0
652,10,Índice — Distal,11,0,0.077,0.324,0,2,1.9,0,1,41.0
653,10,Índice — Distal,11,1,0.000,0.000,0,0,0.0,0,0,41.0
654,10,Índice — Distal,11,2,0.000,0.000,0,0,0.0,0,0,41.0
655,10,Índice — Distal,11,3,0.000,0.000,0,0,0.0,0,0,41.0
656,10,Índice — Distal,11,4,0.000,0.000,0,0,0.0,0,0,41.0
657,10,Índice — Distal,11,5,0.000,0.000,0,0,0.0,0,0,41.0
658,10,Índice — Distal,11,6,0.000,0.000,0,0,0.0,1,0,41.0
659,10,Índice — Distal,11,7,0.000,0.000,0,0,0.0,0,0,41.0
660,11,Índice — Palmar,0,0,0.000,0.000,0,0,0.0,1,0,41.0
661,11,Índice — Palmar,0,1,0.000,0.000,0,0,0.0,1,0,41.0
662,11,Índice — Palmar,0,2,0.000,0.000,0,0,0.0,1,0,41.0
663,11,Índice — Palmar,0,3,0.000,0.000,0,0,0.0,1,0,41.0
664,11,Índice — Palmar,0,4,0.000,0.000,0,0,0.0,1,0,41.0
665,11,Índice — Palmar,0,5,0.000,0.000,0,0,0.0,1,0,41.0
666,11,Índice — Palmar,0,6,0.000,0.000,0,0,0.0,1,0,41.0
667,11,Índice — Palmar,0,7,0.000,0.000,0,0,0.0,1,0,41.0
668,11,Índice — Palmar,1,0,0.000,0.000,0,0,0.0,0,0,41.0
669,11,Índice — Palmar,1,1,0.000,0.000,0,0,0.0,0,0,41.0
670,11,Índice — Palmar,1,2,0.000,0.000,0,0,0.0,0,0,41.0
671,11,Índice — Palmar,1,3,0.000,0.000,0,0,0.0,0,0,41.0
672,11,Índice — Palmar,1,4,0.000,0.000,0,0,0.0,0,0,41.0
673,11,Índice — Palmar,1,5,0.000,0.000,0,0,0.0,1,0,41.0
674,11,Índice — Palmar,1,6,0.000,0.000,0,0,0.0,0,0,41.0
675,11,Índice — Palmar,1,7,0.000,0.000,0,0,0.0,1,0,41.0
676,11,Índice — Palmar,2,0,0.000,0.000,0,0,0.0,0,0,41.0
677,11,Índice — Palmar,2,1,0.000,0.000,0,0,0.0,0,0,41.0
678,11,Índice — Palmar,2,2,0.000,0.000,0,0,0.0,0,0,41.0
679,11,Índice — Palmar,2,3,0.000,0.000,0,0,0.0,0,0,41.0
680,11,Índice — Palmar,2,4,0.000,0.000,0,0,0.0,0,0,41.0
681,11,Índice — Palmar,2,5,0.000,0.000,0,0,0.0,0,0,41.0
682,11,Índice — Palmar,2,6,0.000,0.000,0,0,0.0,0,0,41.0
683,11,Índice — Palmar,2,7,0.000,0.000,0,0,0.0,0,0,41.0
684,11,Índice — Palmar,3,0,0.000,0.000,0,0,0.0,0,0,41.0
685,11,Índice — Palmar,3,1,0.000,0.000,0,0,0.0,0,0,41.0
686,11,Índice — Palmar,3,2,0.000,0.000,0,0,0.0,0,0,41.0
687,11,Índice — Palmar,3,3,0.000,0.000,0,0,0.0,0,0,41.0
688,11,Índice — Palmar,3,4,0.000,0.000,0,0,0.0,0,0,41.0
689,11,Índice — Palmar,3,5,0.000,0.000,0,0,0.0,0,0,41.0
690,11,Índice — Palmar,3,6,0.000,0.000,0,0,0.0,0,0,41.0
691,11,Índice — Palmar,3,7,0.000,0.000,0,0,0.0,0,0,41.0
692,11,Índice — Palmar,4,0,0.000,0.000,0,0,0.0,0,0,41.0
693,11,Índice — Palmar,4,1,0.000,0.000,0,0,0.0,0,0,41.0
694,11,Índice — Palmar,4,2,0.000,0.000,0,0,0.0,0,0,41.0
695,11,Índice — Palmar,4,3,0.000,0.000,0,0,0.0,0,0,41.0
696,11,Índice — Palmar,4,4,0.000,0.000,0,0,0.0,0,0,41.0
697,11,Índice — Palmar,4,5,0.000,0.000,0,0,0.0,0,0,41.0
698,11,Índice — Palmar,4,6,0.000,0.000,0,0,0.0,0,0,41.0
699,11,Índice — Palmar,4,7,0.000,0.000,0,0,0.0,0,0,41.0
700,11,Índice — Palmar,5,0,0.000,0.000,0,0,0.0,0,0,41.0
701,11,Índice — Palmar,5,1,0.000,0.000,0,0,0.0,0,0,41.0
702,11,Índice — Palmar,5,2,0.000,0.000,0,0,0.0,0,0,41.0
703,11,Índice — Palmar,5,3,0.000,0.000,0,0,0.0,0,0,41.0
704,11,Índice — Palmar,5,4,0.000,0.000,0,0,0.0,0,0,41.0
705,11,Índice — Palmar,5,5,0.000,0.000,0,0,0.0,0,0,41.0
706,11,Índice — Palmar,5,6,0.000,0.000,0,0,0.0,0,0,41.0
707,11,Índice — Palmar,5,7,0.000,0.000,0,0,0.0,0,0,41.0
708,11,Índice — Palmar,6,0,0.000,0.000,0,0,0.0,0,0,41.0
709,11,Índice — Palmar,6,1,0.000,0.000,0,0,0.0,0,0,41.0
710,11,Índice — Palmar,6,2,0.000,0.000,0,0,0.0,0,0,41.0
711,11,Índice — Palmar,6,3,0.000,0.000,0,0,0.0,0,0,41.0
712,11,Índice — Palmar,6,4,0.000,0.000,0,0,0.0,0,0,41.0
713,11,Índice — Palmar,6,5,0.000,0.000,0,0,0.0,0,0,41.0
714,11,Índice — Palmar,6,6,0.000,0.000,0,0,0.0,0,0,41.0
715,11,Índice — Palmar,6,7,0.000,0.000,0,0,0.0,0,0,41.0
716,11,Índice — Palmar,7,0,0.000,0.000,0,0,0.0,0,0,41.0
717,11,Índice — Palmar,7,1,0.000,0.000,0,0,0.0,0,0,41.0
718,11,Índice — Palmar,7,2,0.000,0.000,0,0,0.0,0,0,41.0
719,11,Índice — Palmar,7,3,0.000,0.000,0,0,0.0,0,0,41.0
720,11,Índice — Palmar,7,4,0.000,0.000,0,0,0.0,0,0,41.0
721,11,Índice — Palmar,7,5,0.000,0.000,0,0,0.0,0,0,41.0
722,11,Índice — Palmar,7,6,1.429,3.863,0,16,14.6,0,1,41.0
723,11,Índice — Palmar,7,7,0.000,0.000,0,0,0.0,0,0,41.0
724,11,Índice — Palmar,8,0,0.000,0.000,0,0,0.0,0,0,41.0
725,11,Índice — Palmar,8,1,0.000,0.000,0,0,0.0,0,0,41.0
726,11,Índice — Palmar,8,2,0.000,0.000,0,0,0.0,0,0,41.0
727,11,Índice — Palmar,8,3,0.000,0.000,0,0,0.0,0,0,41.0
728,11,Índice — Palmar,8,4,0.000,0.000,0,0,0.0,0,0,41.0
729,11,Índice — Palmar,8,5,0.000,0.000,0,0,0.0,0,0,41.0
730,11,Índice — Palmar,8,6,0.000,0.000,0,0,0.0,0,0,41.0
731,11,Índice — Palmar,8,7,0.000,0.000,0,0,0.0,0,0,41.0
732,11,Índice — Palmar,9,0,0.000,0.000,0,0,0.0,0,0,41.0
733,11,Índice — Palmar,9,1,0.000,0.000,0,0,0.0,0,0,41.0
734,11,Índice — Palmar,9,2,0.000,0.000,0,0,0.0,0,0,41.0
735,11,Índice — Palmar,9,3,0.000,0.000,0,0,0.0,0,0,41.0
736,11,Índice — Palmar,9,4,0.000,0.000,0,0,0.0,0,0,41.0
737,11,Índice — Palmar,9,5,0.000,0.000,0,0,0.0,0,0,41.0
738,11,Índice — Palmar,9,6,0.000,0.000,0,0,0.0,0,0,41.0
739,11,Índice — Palmar,9,7,0.000,0.000,0,0,0.0,0,0,41.0
740,12,Pulgar — Punta,0,0,0.000,0.000,0,0,0.0,0,0,41.0
741,12,Pulgar — Punta,0,1,0.000,0.000,0,0,0.0,0,0,41.0
742,12,Pulgar — Punta,0,2,0.000,0.000,0,0,0.0,0,0,41.0
743,12,Pulgar — Punta,1,0,0.000,0.000,0,0,0.0,0,0,41.0
744,12,Pulgar — Punta,1,1,0.000,0.000,0,0,0.0,0,0,41.0
745,12,Pulgar — Punta,1,2,0.000,0.000,0,0,0.0,0,0,41.0
746,12,Pulgar — Punta,2,0,0.000,0.000,0,0,0.0,0,0,41.0
747,12,Pulgar — Punta,2,1,0.000,0.000,0,0,0.0,0,0,41.0
748,12,Pulgar — Punta,2,2,0.000,0.000,0,0,0.0,0,0,41.0
749,13,Pulgar — Distal,0,0,0.000,0.000,0,0,0.0,0,0,41.0
750,13,Pulgar — Distal,0,1,0.000,0.000,0,0,0.0,0,0,41.0
751,13,Pulgar — Distal,0,2,0.000,0.000,0,0,0.0,0,0,41.0
752,13,Pulgar — Distal,0,3,0.000,0.000,0,0,0.0,0,0,41.0
753,13,Pulgar — Distal,0,4,0.000,0.000,0,0,0.0,0,0,41.0
754,13,Pulgar — Distal,0,5,0.000,0.000,0,0,0.0,0,0,41.0
755,13,Pulgar — Distal,0,6,0.000,0.000,0,0,0.0,0,0,41.0
756,13,Pulgar — Distal,0,7,22.972,14.525,0,39,23.0,0,1,72.6
757,13,Pulgar — Distal,1,0,0.000,0.000,0,0,0.0,0,0,41.0
758,13,Pulgar — Distal,1,1,0.000,0.000,0,0,0.0,0,0,41.0
759,13,Pulgar — Distal,1,2,0.000,0.000,0,0,0.0,0,0,41.0
760,13,Pulgar — Distal,1,3,0.000,0.000,0,0,0.0,0,0,41.0
761,13,Pulgar — Distal,1,4,0.000,0.000,0,0,0.0,0,0,41.0
762,13,Pulgar — Distal,1,5,0.000,0.000,0,0,0.0,0,0,41.0
763,13,Pulgar — Distal,1,6,0.000,0.000,0,0,0.0,0,0,41.0
764,13,Pulgar — Distal,1,7,33.722,4.354,23,41,10.7,0,1,41.0
765,13,Pulgar — Distal,2,0,0.000,0.000,0,0,0.0,0,0,41.0
766,13,Pulgar — Distal,2,1,0.000,0.000,0,0,0.0,0,0,41.0
767,13,Pulgar — Distal,2,2,0.000,0.000,0,0,0.0,0,0,41.0
768,13,Pulgar — Distal,2,3,0.000,0.000,0,0,0.0,0,0,41.0
769,13,Pulgar — Distal,2,4,0.000,0.000,0,0,0.0,0,0,41.0
770,13,Pulgar — Distal,2,5,0.000,0.000,0,0,0.0,0,0,41.0
771,13,Pulgar — Distal,2,6,0.000,0.000,0,0,0.0,0,0,41.0
772,13,Pulgar — Distal,2,7,0.000,0.000,0,0,0.0,0,0,41.0
773,13,Pulgar — Distal,3,0,0.000,0.000,0,0,0.0,0,0,41.0
774,13,Pulgar — Distal,3,1,0.000,0.000,0,0,0.0,0,0,41.0
775,13,Pulgar — Distal,3,2,0.000,0.000,0,0,0.0,0,0,41.0
776,13,Pulgar — Distal,3,3,0.000,0.000,0,0,0.0,0,0,41.0
777,13,Pulgar — Distal,3,4,0.000,0.000,0,0,0.0,0,0,41.0
778,13,Pulgar — Distal,3,5,0.000,0.000,0,0,0.0,0,0,41.0
779,13,Pulgar — Distal,3,6,0.000,0.000,0,0,0.0,0,0,41.0
780,13,Pulgar — Distal,3,7,0.000,0.000,0,0,0.0,0,0,41.0
781,13,Pulgar — Distal,4,0,0.000,0.000,0,0,0.0,0,0,41.0
782,13,Pulgar — Distal,4,1,0.000,0.000,0,0,0.0,0,0,41.0
783,13,Pulgar — Distal,4,2,0.000,0.000,0,0,0.0,0,0,41.0
784,13,Pulgar — Distal,4,3,0.000,0.000,0,0,0.0,0,0,41.0
785,13,Pulgar — Distal,4,4,0.000,0.000,0,0,0.0,0,0,41.0
786,13,Pulgar — Distal,4,5,0.000,0.000,0,0,0.0,0,0,41.0
787,13,Pulgar — Distal,4,6,0.008,0.086,0,1,1.0,0,1,41.0
788,13,Pulgar — Distal,4,7,0.000,0.000,0,0,0.0,0,0,41.0
789,13,Pulgar — Distal,5,0,0.026,0.236,0,4,4.0,0,1,41.0
790,13,Pulgar — Distal,5,1,0.000,0.000,0,0,0.0,0,0,41.0
791,13,Pulgar — Distal,5,2,0.000,0.000,0,0,0.0,0,0,41.0
792,13,Pulgar — Distal,5,3,0.000,0.000,0,0,0.0,0,0,41.0
793,13,Pulgar — Distal,5,4,0.000,0.000,0,0,0.0,0,0,41.0
794,13,Pulgar — Distal,5,5,0.000,0.000,0,0,0.0,0,0,41.0
795,13,Pulgar — Distal,5,6,0.000,0.000,0,0,0.0,0,0,41.0
796,13,Pulgar — Distal,5,7,24.489,1.410,21,28,3.5,0,1,41.0
797,13,Pulgar — Distal,6,0,7.348,5.724,0,14,7.3,0,1,41.0
798,13,Pulgar — Distal,6,1,0.000,0.000,0,0,0.0,0,0,41.0
799,13,Pulgar — Distal,6,2,0.000,0.000,0,0,0.0,0,0,41.0
800,13,Pulgar — Distal,6,3,0.000,0.000,0,0,0.0,0,0,41.0
801,13,Pulgar — Distal,6,4,0.000,0.000,0,0,0.0,0,0,41.0
802,13,Pulgar — Distal,6,5,0.000,0.000,0,0,0.0,0,0,41.0
803,13,Pulgar — Distal,6,6,0.000,0.000,0,0,0.0,0,0,41.0
804,13,Pulgar — Distal,6,7,0.239,0.599,0,3,2.8,0,1,41.0
805,13,Pulgar — Distal,7,0,6.885,1.446,2,10,4.9,0,1,41.0
806,13,Pulgar — Distal,7,1,0.985,0.748,0,3,2.0,0,1,41.0
807,13,Pulgar — Distal,7,2,0.000,0.000,0,0,0.0,0,0,41.0
808,13,Pulgar — Distal,7,3,0.000,0.000,0,0,0.0,0,0,41.0
809,13,Pulgar — Distal,7,4,0.000,0.000,0,0,0.0,0,0,41.0
810,13,Pulgar — Distal,7,5,0.000,0.000,0,0,0.0,0,0,41.0
811,13,Pulgar — Distal,7,6,0.000,0.000,0,0,0.0,0,0,41.0
812,13,Pulgar — Distal,7,7,0.000,0.000,0,0,0.0,0,0,41.0
813,13,Pulgar — Distal,8,0,0.000,0.000,0,0,0.0,0,0,41.0
814,13,Pulgar — Distal,8,1,0.000,0.000,0,0,0.0,0,0,41.0
815,13,Pulgar — Distal,8,2,0.000,0.000,0,0,0.0,0,0,41.0
816,13,Pulgar — Distal,8,3,0.000,0.000,0,0,0.0,0,0,41.0
817,13,Pulgar — Distal,8,4,0.000,0.000,0,0,0.0,0,0,41.0
818,13,Pulgar — Distal,8,5,0.000,0.000,0,0,0.0,0,0,41.0
819,13,Pulgar — Distal,8,6,0.000,0.000,0,0,0.0,0,0,41.0
820,13,Pulgar — Distal,8,7,0.000,0.000,0,0,0.0,0,0,41.0
821,13,Pulgar — Distal,9,0,44.218,0.844,41,48,3.8,0,1,41.0
822,13,Pulgar — Distal,9,1,0.000,0.000,0,0,0.0,0,0,41.0
823,13,Pulgar — Distal,9,2,0.000,0.000,0,0,0.0,0,0,41.0
824,13,Pulgar — Distal,9,3,0.000,0.000,0,0,0.0,0,0,41.0
825,13,Pulgar — Distal,9,4,0.000,0.000,0,0,0.0,0,0,41.0
826,13,Pulgar — Distal,9,5,0.000,0.000,0,0,0.0,0,0,41.0
827,13,Pulgar — Distal,9,6,0.000,0.000,0,0,0.0,0,0,41.0
828,13,Pulgar — Distal,9,7,6.585,1.626,3,11,4.4,0,1,41.0
829,13,Pulgar — Distal,10,0,12.923,9.110,1,39,26.1,0,1,45.6
830,13,Pulgar — Distal,10,1,0.000,0.000,0,0,0.0,0,0,41.0
831,13,Pulgar — Distal,10,2,0.000,0.000,0,0,0.0,0,0,41.0
832,13,Pulgar — Distal,10,3,0.000,0.000,0,0,0.0,0,0,41.0
833,13,Pulgar — Distal,10,4,0.000,0.000,0,0,0.0,0,0,41.0
834,13,Pulgar — Distal,10,5,0.000,0.000,0,0,0.0,0,0,41.0
835,13,Pulgar — Distal,10,6,3.235,3.855,0,11,7.8,0,1,41.0
836,13,Pulgar — Distal,10,7,0.002,0.043,0,1,1.0,0,1,41.0
837,13,Pulgar — Distal,11,0,65.209,4.159,59,76,10.8,0,1,41.0
838,13,Pulgar — Distal,11,1,58.436,1.313,55,62,3.6,0,1,41.0
839,13,Pulgar — Distal,11,2,0.000,0.000,0,0,0.0,0,0,41.0
840,13,Pulgar — Distal,11,3,0.000,0.000,0,0,0.0,0,0,41.0
841,13,Pulgar — Distal,11,4,0.000,0.000,0,0,0.0,0,0,41.0
842,13,Pulgar — Distal,11,5,61.252,2.488,56,67,5.7,0,1,41.0
843,13,Pulgar — Distal,11,6,52.737,5.252,41,63,11.7,0,1,41.0
844,13,Pulgar — Distal,11,7,0.000,0.000,0,0,0.0,0,0,41.0
845,14,Pulgar — Medio,0,0,0.000,0.000,0,0,0.0,1,0,41.0
846,14,Pulgar — Medio,0,1,0.000,0.000,0,0,0.0,0,0,41.0
847,14,Pulgar — Medio,0,2,0.000,0.000,0,0,0.0,1,0,41.0
848,14,Pulgar — Medio,1,0,0.000,0.000,0,0,0.0,1,0,41.0
849,14,Pulgar — Medio,1,1,0.000,0.000,0,0,0.0,0,0,41.0
850,14,Pulgar — Medio,1,2,0.000,0.000,0,0,0.0,1,0,41.0
851,14,Pulgar — Medio,2,0,0.000,0.000,0,0,0.0,1,0,41.0
852,14,Pulgar — Medio,2,1,0.000,0.000,0,0,0.0,1,0,41.0
853,14,Pulgar — Medio,2,2,0.000,0.000,0,0,0.0,1,0,41.0
854,15,Pulgar — Palmar,0,0,0.000,0.000,0,0,0.0,0,0,41.0
855,15,Pulgar — Palmar,0,1,0.000,0.000,0,0,0.0,0,0,41.0
856,15,Pulgar — Palmar,0,2,0.000,0.000,0,0,0.0,0,0,41.0
857,15,Pulgar — Palmar,0,3,0.000,0.000,0,0,0.0,0,0,41.0
858,15,Pulgar — Palmar,0,4,0.000,0.000,0,0,0.0,0,0,41.0
859,15,Pulgar — Palmar,0,5,0.000,0.000,0,0,0.0,0,0,41.0
860,15,Pulgar — Palmar,0,6,0.000,0.000,0,0,0.0,0,0,41.0
861,15,Pulgar — Palmar,0,7,0.000,0.000,0,0,0.0,0,0,41.0
862,15,Pulgar — Palmar,1,0,0.000,0.000,0,0,0.0,0,0,41.0
863,15,Pulgar — Palmar,1,1,0.000,0.000,0,0,0.0,0,0,41.0
864,15,Pulgar — Palmar,1,2,0.000,0.000,0,0,0.0,0,0,41.0
865,15,Pulgar — Palmar,1,3,0.000,0.000,0,0,0.0,0,0,41.0
866,15,Pulgar — Palmar,1,4,0.000,0.000,0,0,0.0,0,0,41.0
867,15,Pulgar — Palmar,1,5,0.000,0.000,0,0,0.0,0,0,41.0
868,15,Pulgar — Palmar,1,6,0.000,0.000,0,0,0.0,0,0,41.0
869,15,Pulgar — Palmar,1,7,0.000,0.000,0,0,0.0,1,0,41.0
870,15,Pulgar — Palmar,2,0,0.000,0.000,0,0,0.0,0,0,41.0
871,15,Pulgar — Palmar,2,1,0.000,0.000,0,0,0.0,0,0,41.0
872,15,Pulgar — Palmar,2,2,0.000,0.000,0,0,0.0,0,0,41.0
873,15,Pulgar — Palmar,2,3,0.000,0.000,0,0,0.0,0,0,41.0
874,15,Pulgar — Palmar,2,4,0.000,0.000,0,0,0.0,0,0,41.0
875,15,Pulgar — Palmar,2,5,0.000,0.000,0,0,0.0,0,0,41.0
876,15,Pulgar — Palmar,2,6,0.000,0.000,0,0,0.0,0,0,41.0
877,15,Pulgar — Palmar,2,7,0.000,0.000,0,0,0.0,0,0,41.0
878,15,Pulgar — Palmar,3,0,0.000,0.000,0,0,0.0,0,0,41.0
879,15,Pulgar — Palmar,3,1,0.000,0.000,0,0,0.0,0,0,41.0
880,15,Pulgar — Palmar,3,2,0.000,0.000,0,0,0.0,0,0,41.0
881,15,Pulgar — Palmar,3,3,0.000,0.000,0,0,0.0,0,0,41.0
882,15,Pulgar — Palmar,3,4,0.000,0.000,0,0,0.0,0,0,41.0
883,15,Pulgar — Palmar,3,5,0.000,0.000,0,0,0.0,0,0,41.0
884,15,Pulgar — Palmar,3,6,0.000,0.000,0,0,0.0,0,0,41.0
885,15,Pulgar — Palmar,3,7,0.000,0.000,0,0,0.0,0,0,41.0
886,15,Pulgar — Palmar,4,0,0.000,0.000,0,0,0.0,0,0,41.0
887,15,Pulgar — Palmar,4,1,0.000,0.000,0,0,0.0,0,0,41.0
888,15,Pulgar — Palmar,4,2,0.000,0.000,0,0,0.0,0,0,41.0
889,15,Pulgar — Palmar,4,3,0.000,0.000,0,0,0.0,0,0,41.0
890,15,Pulgar — Palmar,4,4,0.000,0.000,0,0,0.0,0,0,41.0
891,15,Pulgar — Palmar,4,5,0.000,0.000,0,0,0.0,0,0,41.0
892,15,Pulgar — Palmar,4,6,0.000,0.000,0,0,0.0,0,0,41.0
893,15,Pulgar — Palmar,4,7,0.000,0.000,0,0,0.0,1,0,41.0
894,15,Pulgar — Palmar,5,0,0.000,0.000,0,0,0.0,0,0,41.0
895,15,Pulgar — Palmar,5,1,0.000,0.000,0,0,0.0,0,0,41.0
896,15,Pulgar — Palmar,5,2,0.000,0.000,0,0,0.0,0,0,41.0
897,15,Pulgar — Palmar,5,3,0.000,0.000,0,0,0.0,0,0,41.0
898,15,Pulgar — Palmar,5,4,0.000,0.000,0,0,0.0,0,0,41.0
899,15,Pulgar — Palmar,5,5,0.000,0.000,0,0,0.0,0,0,41.0
900,15,Pulgar — Palmar,5,6,0.000,0.000,0,0,0.0,0,0,41.0
901,15,Pulgar — Palmar,5,7,0.000,0.000,0,0,0.0,0,0,41.0
902,15,Pulgar — Palmar,6,0,0.000,0.000,0,0,0.0,0,0,41.0
903,15,Pulgar — Palmar,6,1,0.000,0.000,0,0,0.0,0,0,41.0
904,15,Pulgar — Palmar,6,2,0.000,0.000,0,0,0.0,0,0,41.0
905,15,Pulgar — Palmar,6,3,0.000,0.000,0,0,0.0,0,0,41.0
906,15,Pulgar — Palmar,6,4,0.000,0.000,0,0,0.0,0,0,41.0
907,15,Pulgar — Palmar,6,5,0.000,0.000,0,0,0.0,0,0,41.0
908,15,Pulgar — Palmar,6,6,0.000,0.000,0,0,0.0,0,0,41.0
909,15,Pulgar — Palmar,6,7,0.000,0.000,0,0,0.0,0,0,41.0
910,15,Pulgar — Palmar,7,0,0.000,0.000,0,0,0.0,0,0,41.0
911,15,Pulgar — Palmar,7,1,0.000,0.000,0,0,0.0,0,0,41.0
912,15,Pulgar — Palmar,7,2,0.000,0.000,0,0,0.0,0,0,41.0
913,15,Pulgar — Palmar,7,3,0.000,0.000,0,0,0.0,0,0,41.0
914,15,Pulgar — Palmar,7,4,0.000,0.000,0,0,0.0,0,0,41.0
915,15,Pulgar — Palmar,7,5,0.000,0.000,0,0,0.0,0,0,41.0
916,15,Pulgar — Palmar,7,6,0.000,0.000,0,0,0.0,0,0,41.0
917,15,Pulgar — Palmar,7,7,0.000,0.000,0,0,0.0,0,0,41.0
918,15,Pulgar — Palmar,8,0,0.000,0.000,0,0,0.0,0,0,41.0
919,15,Pulgar — Palmar,8,1,0.000,0.000,0,0,0.0,0,0,41.0
920,15,Pulgar — Palmar,8,2,0.000,0.000,0,0,0.0,0,0,41.0
921,15,Pulgar — Palmar,8,3,0.000,0.000,0,0,0.0,0,0,41.0
922,15,Pulgar — Palmar,8,4,0.000,0.000,0,0,0.0,0,0,41.0
923,15,Pulgar — Palmar,8,5,0.000,0.000,0,0,0.0,0,0,41.0
924,15,Pulgar — Palmar,8,6,0.000,0.000,0,0,0.0,0,0,41.0
925,15,Pulgar — Palmar,8,7,0.000,0.000,0,0,0.0,0,0,41.0
926,15,Pulgar — Palmar,9,0,0.000,0.000,0,0,0.0,0,0,41.0
927,15,Pulgar — Palmar,9,1,0.000,0.000,0,0,0.0,0,0,41.0
928,15,Pulgar — Palmar,9,2,0.000,0.000,0,0,0.0,0,0,41.0
929,15,Pulgar — Palmar,9,3,0.000,0.000,0,0,0.0,0,0,41.0
930,15,Pulgar — Palmar,9,4,0.000,0.000,0,0,0.0,0,0,41.0
931,15,Pulgar — Palmar,9,5,0.000,0.000,0,0,0.0,0,0,41.0
932,15,Pulgar — Palmar,9,6,0.000,0.000,0,0,0.0,0,0,41.0
933,15,Pulgar — Palmar,9,7,0.000,0.000,0,0,0.0,0,0,41.0
934,15,Pulgar — Palmar,10,0,0.000,0.000,0,0,0.0,0,0,41.0
935,15,Pulgar — Palmar,10,1,0.000,0.000,0,0,0.0,0,0,41.0
936,15,Pulgar — Palmar,10,2,0.000,0.000,0,0,0.0,0,0,41.0
937,15,Pulgar — Palmar,10,3,0.000,0.000,0,0,0.0,0,0,41.0
938,15,Pulgar — Palmar,10,4,0.000,0.000,0,0,0.0,0,0,41.0
939,15,Pulgar — Palmar,10,5,0.000,0.000,0,0,0.0,0,0,41.0
940,15,Pulgar — Palmar,10,6,0.000,0.000,0,0,0.0,0,0,41.0
941,15,Pulgar — Palmar,10,7,0.000,0.000,0,0,0.0,0,0,41.0
942,15,Pulgar — Palmar,11,0,0.000,0.000,0,0,0.0,0,0,41.0
943,15,Pulgar — Palmar,11,1,0.000,0.000,0,0,0.0,0,0,41.0
944,15,Pulgar — Palmar,11,2,0.000,0.000,0,0,0.0,0,0,41.0
945,15,Pulgar — Palmar,11,3,0.000,0.000,0,0,0.0,0,0,41.0
946,15,Pulgar — Palmar,11,4,0.000,0.000,0,0,0.0,0,0,41.0
947,15,Pulgar — Palmar,11,5,0.000,0.000,0,0,0.0,0,0,41.0
948,15,Pulgar — Palmar,11,6,0.000,0.000,0,0,0.0,0,0,41.0
949,15,Pulgar — Palmar,11,7,0.000,0.000,0,0,0.0,0,0,41.0
950,16,Palma,0,0,0.000,0.000,0,0,0.0,1,0,41.0
951,16,Palma,0,1,0.000,0.000,0,0,0.0,0,0,41.0
952,16,Palma,0,2,0.000,0.000,0,0,0.0,0,0,41.0
953,16,Palma,0,3,0.000,0.000,0,0,0.0,0,0,41.0
954,16,Palma,0,4,0.000,0.000,0,0,0.0,0,0,41.0
955,16,Palma,0,5,0.000,0.000,0,0,0.0,0,0,41.0
