phase,t_s,response,temp_index
hold,235.4167,1457.00,40
hold,235.4481,1457.00,40
hold,235.4788,1457.00,40
hold,235.5098,1451.00,40
hold,235.5413,1451.00,40
hold,235.5724,1451.00,40
hold,235.6027,1452.00,40
hold,235.6344,1452.00,40
hold,235.6647,1452.00,40
hold,235.6961,1449.00,40
hold,235.7263,1449.00,40
hold,235.7579,1449.00,40
hold,235.8006,1447.00,40
hold,235.8306,1447.00,40
hold,235.8568,1447.00,40
hold,235.8830,1455.00,40
hold,235.9124,1455.00,40
hold,235.9442,1455.00,40
hold,235.9748,1447.00,40
hold,236.0061,1447.00,40
hold,236.0364,1447.00,40
hold,236.0683,1451.00,40
hold,236.0992,1451.00,40
hold,236.1298,1451.00,40
hold,236.1607,1451.00,40
hold,236.1916,1451.00,40
hold,236.2225,1451.00,40
hold,236.2542,1460.00,40
hold,236.2850,1460.00,40
hold,236.3155,1460.00,40
hold,236.3471,1455.00,40
hold,236.3777,1455.00,40
hold,236.4093,1455.00,40
hold,236.4399,1458.00,40
hold,236.4704,1458.00,40
hold,236.5021,1458.00,40
hold,236.5328,1454.00,40
hold,236.5635,1454.00,40
hold,236.5944,1454.00,40
hold,236.6260,1454.00,40
hold,236.6566,1454.00,40
hold,236.6872,1454.00,40
hold,236.7190,1451.00,40
hold,236.7502,1451.00,40
hold,236.7809,1451.00,40
hold,236.8114,1453.00,40
hold,236.8432,1453.00,40
hold,236.8738,1453.00,40
hold,236.9046,1454.00,40
hold,236.9362,1454.00,40
hold,236.9665,1454.00,40
hold,236.9980,1458.00,40
hold,237.0281,1458.00,40
hold,237.0599,1458.00,40
hold,237.0905,1455.00,40
hold,237.1220,1455.00,40
hold,237.1524,1455.00,40
hold,237.1843,1450.00,40
hold,237.2152,1450.00,40
hold,237.2461,1450.00,40
hold,237.2766,1450.00,40
hold,237.3082,1450.00,40
hold,237.3390,1450.00,40
hold,237.3700,1449.00,40
hold,237.4010,1449.00,40
hold,237.4313,1449.00,40
hold,237.4631,1455.00,40
hold,237.4937,1455.00,40
hold,237.5246,1455.00,40
hold,237.5559,1458.00,40
hold,237.5864,1458.00,40
hold,237.6180,1458.00,40
hold,237.6487,1452.00,40
hold,237.6792,1452.00,40
hold,237.7119,1452.00,40
hold,237.7419,1451.00,40
hold,237.7725,1451.00,40
hold,237.8166,1448.00,40
hold,237.8465,1448.00,40
hold,237.8771,1448.00,40
hold,237.9086,1451.00,40
hold,237.9390,1451.00,40
hold,237.9708,1451.00,40
hold,238.0013,1453.00,40
hold,238.0326,1453.00,40
hold,238.0640,1453.00,40
hold,238.0948,1457.00,40
hold,238.1252,1457.00,40
hold,238.1562,1457.00,40
hold,238.1881,1458.00,40
hold,238.2186,1458.00,40
hold,238.2491,1458.00,40
hold,238.2802,1456.00,40
hold,238.3118,1456.00,40
hold,238.3425,1456.00,40
hold,238.3731,1450.00,40
hold,238.4046,1450.00,40
hold,238.4357,1450.00,40
hold,238.4669,1458.00,40
hold,238.4979,1458.00,40
hold,238.5286,1458.00,40
hold,238.5592,1452.00,40
hold,238.5908,1452.00,40
hold,238.6212,1452.00,40
hold,238.6527,1451.00,40
hold,238.6831,1451.00,40
hold,238.7146,1451.00,40
hold,238.7451,1452.00,40
hold,238.7767,1452.00,40
hold,238.8071,1452.00,40
hold,238.8377,1452.00,40
hold,238.8637,1449.00,40
hold,238.8896,1449.00,40
hold,238.9199,1449.00,40
hold,238.9517,1450.00,40
hold,238.9823,1450.00,40
hold,239.0129,1450.00,40
hold,239.0448,1451.00,40
hold,239.0757,1451.00,40
hold,239.1063,1451.00,40
hold,239.1376,1452.00,40
hold,239.1683,1452.00,40
hold,239.1990,1452.00,40
hold,239.2305,1454.00,40
hold,239.2609,1454.00,40
hold,239.2925,1454.00,40
hold,239.3228,1451.00,40
hold,239.3544,1451.00,40
hold,239.3853,1451.00,40
hold,239.4157,1452.00,40
hold,239.4476,1452.00,40
hold,239.4787,1452.00,40
hold,239.5098,1461.00,40
hold,239.5399,1461.00,40
hold,239.5707,1461.00,40
hold,239.6020,1451.00,40
hold,239.6328,1451.00,40
hold,239.6645,1451.00,40
hold,239.6948,1452.00,40
hold,239.7266,1452.00,40
hold,239.7566,1452.00,40
hold,239.7882,1450.00,40
hold,239.8305,1450.00,40
hold,239.8617,1449.00,40
hold,239.8915,1449.00,40
hold,239.9169,1449.00,40
hold,239.9432,1449.00,40
hold,239.9738,1449.00,40
recover,0.0057,1449.00,40
recover,0.0360,1449.00,40
recover,0.0678,1455.00,40
recover,0.0979,1455.00,40
recover,0.1290,1455.00,40
recover,0.1601,1456.00,40
recover,0.1913,1456.00,40
recover,0.2219,1456.00,40
recover,0.2529,1459.00,40
recover,0.2833,1459.00,40
recover,0.3151,1459.00,40
recover,0.3462,1459.00,40
recover,0.3768,1459.00,40
recover,0.4081,1459.00,40
recover,0.4396,1450.00,40
recover,0.4697,1450.00,40
recover,0.5010,1450.00,40
recover,0.5328,1452.00,40
recover,0.5631,1452.00,40
recover,0.5937,1452.00,40
recover,0.6254,1451.00,40
recover,0.6560,1451.00,40
recover,0.6864,1451.00,40
recover,0.7179,1451.00,40
recover,0.7491,1451.00,40
recover,0.7807,1451.00,40
recover,0.8113,1460.00,40
recover,0.8418,1460.00,40
recover,0.8735,1460.00,40
recover,0.9041,1458.00,40
recover,0.9345,1458.00,40
recover,0.9660,1458.00,40
recover,0.9976,1474.00,40
recover,1.0282,1474.00,40
recover,1.0592,1474.00,40
recover,1.0902,1480.00,40
recover,1.1211,1480.00,40
recover,1.1519,1480.00,40
recover,1.1824,1480.00,40
recover,1.2139,1480.00,40
recover,1.2444,1480.00,40
recover,1.2761,1476.00,40
recover,1.3066,1476.00,40
recover,1.3384,1476.00,40
recover,1.3695,1477.00,40
recover,1.4002,1477.00,40
recover,1.4305,1477.00,40
recover,1.4622,1471.00,40
recover,1.4925,1471.00,40
recover,1.5237,1471.00,40
recover,1.5544,1411.00,40
recover,1.5863,1411.00,40
recover,1.6168,1411.00,40
recover,1.6476,1451.00,40
recover,1.6793,1451.00,40
recover,1.7097,1451.00,40
recover,1.7412,1476.00,40
recover,1.7719,1476.00,40
recover,1.8027,1476.00,40
recover,1.8459,1455.00,40
recover,1.8756,1455.00,40
recover,1.9022,1455.00,40
recover,1.9284,1453.00,40
recover,1.9581,1453.00,40
recover,1.9889,1453.00,40
recover,2.0196,1451.00,40
recover,2.0511,1451.00,40
recover,2.0816,1451.00,40
recover,2.1125,1474.00,40
recover,2.1441,1474.00,40
recover,2.1744,1474.00,40
recover,2.2051,428.00,40
recover,2.2369,428.00,40
recover,2.2675,428.00,40
recover,2.2993,0.00,40
recover,2.3300,0.00,40
recover,2.3607,0.00,40
recover,2.3913,0.00,40
recover,2.4228,0.00,40
recover,2.4540,0.00,40
recover,2.4848,0.00,40
recover,2.5150,0.00,40
recover,2.5466,0.00,40
recover,2.5776,0.00,40
recover,2.6085,0.00,40
recover,2.6404,0.00,40
recover,2.6712,0.00,40
recover,2.7019,0.00,40
recover,2.7327,0.00,40
recover,2.7634,0.00,40
recover,2.7943,0.00,40
recover,2.8266,0.00,40
recover,2.8564,0.00,40
recover,2.8881,0.00,40
recover,2.9186,0.00,40
recover,2.9490,0.00,40
recover,2.9807,0.00,40
recover,3.0111,0.00,40
recover,3.0432,0.00,40
recover,3.0738,0.00,40
recover,3.1052,0.00,40
recover,3.1357,0.00,40
recover,3.1663,0.00,40
recover,3.1979,0.00,40
recover,3.2285,0.00,40
recover,3.2601,0.00,40
recover,3.2908,0.00,40
recover,3.3212,0.00,40
recover,3.3527,0.00,40
recover,3.3832,0.00,40
recover,3.4147,0.00,40
recover,3.4455,0.00,40
recover,3.4761,0.00,40
recover,3.5080,0.00,40
recover,3.5399,0.00,40
recover,3.5695,0.00,40
recover,3.6002,0.00,40
recover,3.6317,0.00,40
recover,3.6622,0.00,40
recover,3.6937,0.00,40
recover,3.7246,0.00,40
recover,3.7561,0.00,40
recover,3.7872,0.00,40
recover,3.8182,0.00,40
recover,3.8614,0.00,40
recover,3.8915,0.00,40
recover,3.9223,0.00,40
recover,3.9540,0.00,40
recover,3.9846,0.00,40
recover,4.0153,0.00,40
recover,4.0464,0.00,40
recover,4.0777,0.00,40
recover,4.1089,0.00,40
recover,4.1402,0.00,40
recover,4.1709,0.00,40
recover,4.2015,0.00,40
recover,4.2318,0.00,40
recover,4.2576,0.00,40
recover,4.2828,0.00,40
recover,4.3146,0.00,40
recover,4.3457,0.00,40
recover,4.3766,0.00,40
recover,4.4077,0.00,40
recover,4.4381,0.00,40
recover,4.4697,0.00,40
recover,4.5005,0.00,40
recover,4.5316,0.00,40
recover,4.5622,0.00,40
recover,4.5936,0.00,40
recover,4.6239,0.00,40
recover,4.6555,0.00,40
recover,4.6858,0.00,40
recover,4.7174,0.00,40
recover,4.7485,0.00,40
recover,4.7796,0.00,40
recover,4.8104,0.00,40
recover,4.8415,0.00,40
recover,4.8726,0.00,40
recover,4.9031,0.00,40
recover,4.9347,0.00,40
recover,4.9657,0.00,40
recover,4.9966,0.00,40
recover,5.0279,0.00,40
recover,5.0582,0.00,40
recover,5.0902,0.00,40
recover,5.1203,0.00,40
recover,5.1516,0.00,40
recover,5.1830,0.00,40
recover,5.2135,0.00,40
recover,5.2447,0.00,40
recover,5.2753,0.00,40
recover,5.3058,0.00,40
recover,5.3373,0.00,40
recover,5.3677,0.00,40
recover,5.3992,0.00,40
recover,5.4304,0.00,40
recover,5.4608,0.00,40
recover,5.4924,0.00,40
recover,5.5240,0.00,40
recover,5.5547,0.00,40
recover,5.5855,0.00,40
recover,5.6157,0.00,40
recover,5.6476,0.00,40
recover,5.6780,0.00,40
recover,5.7091,0.00,40
recover,5.7401,0.00,40
recover,5.7711,0.00,40
recover,5.8021,0.00,40
recover,5.8331,0.00,40
recover,5.8756,0.00,40
recover,5.9055,0.00,40
recover,5.9311,0.00,40
recover,5.9567,0.00,40
recover,5.9881,0.00,40
recover,6.0185,0.00,40
recover,6.0503,0.00,40
recover,6.0813,0.00,40
recover,6.1120,0.00,40
recover,6.1428,0.00,40
recover,6.1747,0.00,40
recover,6.2056,0.00,40
recover,6.2365,0.00,40
recover,6.2666,0.00,40
recover,6.2983,0.00,40
recover,6.3287,0.00,40
recover,6.3606,0.00,40
recover,6.3906,0.00,40
recover,6.4223,0.00,40
recover,6.4532,0.00,40
recover,6.4840,0.00,40
recover,6.5153,0.00,40
recover,6.5461,0.00,40
recover,6.5775,0.00,40
recover,6.6086,0.00,40
recover,6.6387,0.00,40
recover,6.6698,0.00,40
recover,6.7007,0.00,40
recover,6.7318,0.00,40
recover,6.7628,0.00,40
recover,6.7941,0.00,40
recover,6.8253,0.00,40
recover,6.8564,0.00,40
recover,6.8874,0.00,40
recover,6.9185,0.00,40
recover,6.9485,0.00,40
recover,6.9794,0.00,40
recover,7.0114,0.00,40
recover,7.0423,0.00,40
recover,7.0732,0.00,40
recover,7.1045,0.00,40
recover,7.1353,0.00,40
recover,7.1664,0.00,40
recover,7.1971,0.00,40
recover,7.2275,0.00,40
recover,7.2590,0.00,40
recover,7.2901,0.00,40
recover,7.3212,0.00,40
recover,7.3525,0.00,40
recover,7.3831,0.00,40
recover,7.4138,0.00,40
recover,7.4445,0.00,40
recover,7.4761,0.00,40
recover,7.5075,0.00,40
recover,7.5381,0.00,40
recover,7.5686,0.00,40
recover,7.6004,0.00,40
recover,7.6305,0.00,40
recover,7.6621,0.00,40
recover,7.6928,0.00,40
recover,7.7239,0.00,40
recover,7.7545,0.00,40
recover,7.7861,0.00,40
recover,7.8165,0.00,40
recover,7.8481,0.00,40
recover,7.8904,0.00,40
recover,7.9206,0.00,40
recover,7.9469,0.00,40
recover,7.9732,0.00,40
recover,8.0026,0.00,40
recover,8.0340,0.00,40
recover,8.0644,0.00,40
recover,8.0957,0.00,40
recover,8.1262,0.00,40
recover,8.1576,0.00,40
recover,8.1892,0.00,40
recover,8.2199,0.00,40
recover,8.2504,0.00,40
recover,8.2820,0.00,40
recover,8.3129,0.00,40
recover,8.3442,0.00,40
recover,8.3748,0.00,40
recover,8.4055,0.00,40
recover,8.4373,0.00,40
recover,8.4674,0.00,40
recover,8.4985,0.00,40
recover,8.5298,0.00,40
recover,8.5607,0.00,40
recover,8.5916,0.00,40
recover,8.6224,0.00,40
recover,8.6542,0.00,40
recover,8.6846,0.00,40
recover,8.7161,0.00,40
recover,8.7465,0.00,40
recover,8.7780,0.00,40
recover,8.8082,0.00,40
recover,8.8400,0.00,40
recover,8.8705,0.00,40
recover,8.9011,0.00,40
recover,8.9327,0.00,40
recover,8.9633,0.00,40
recover,8.9949,0.00,40
recover,9.0257,0.00,40
recover,9.0564,0.00,40
recover,9.0881,0.00,40
recover,9.1186,0.00,40
recover,9.1489,0.00,40
recover,9.1815,0.00,40
recover,9.2119,0.00,40
recover,9.2434,0.00,40
recover,9.2748,0.00,40
recover,9.3053,0.00,40
recover,9.3361,0.00,40
recover,9.3667,0.00,40
recover,9.3986,0.00,40
recover,9.4291,0.00,40
recover,9.4607,0.00,40
recover,9.4914,0.00,40
recover,9.5226,0.00,40
recover,9.5533,0.00,40
recover,9.5842,0.00,40
recover,9.6163,0.00,40
recover,9.6464,0.00,40
recover,9.6773,0.00,40
recover,9.7081,0.00,40
recover,9.7396,0.00,40
recover,9.7702,0.00,40
recover,9.8018,0.00,40
recover,9.8326,0.00,40
recover,9.8635,0.00,40
recover,9.9060,0.00,40
recover,9.9361,0.00,40
recover,9.9614,0.00,40
recover,9.9867,0.00,40
recover,10.0183,0.00,40
recover,10.0492,0.00,40
recover,10.0800,0.00,40
recover,10.1112,0.00,40
recover,10.1424,0.00,40
recover,10.1739,0.00,40
recover,10.2047,0.00,40
recover,10.2354,0.00,40
recover,10.2658,0.00,40
recover,10.2973,0.00,40
recover,10.3279,0.00,40
recover,10.3596,0.00,40
recover,10.3901,0.00,40
recover,10.4219,0.00,40
recover,10.4521,0.00,40
recover,10.4835,0.00,40
recover,10.5146,0.00,40
recover,10.5457,0.00,40
recover,10.5765,0.00,40
recover,10.6079,0.00,40
recover,10.6380,0.00,40
recover,10.6692,0.00,40
recover,10.7003,0.00,40
recover,10.7311,0.00,40
recover,10.7624,0.00,40
recover,10.7933,0.00,40
recover,10.8243,0.00,40
recover,10.8555,0.00,40
recover,10.8866,0.00,40
recover,10.9177,0.00,40
recover,10.9488,0.00,40
recover,10.9796,0.00,40
recover,11.0105,0.00,40
recover,11.0412,0.00,40
recover,11.0720,0.00,40
recover,11.1034,0.00,40
recover,11.1340,0.00,40
recover,11.1655,0.00,40
recover,11.1962,0.00,40
recover,11.2268,0.00,40
recover,11.2583,0.00,40
recover,11.2895,0.00,40
recover,11.3207,0.00,40
recover,11.3507,0.00,40
recover,11.3819,0.00,40
recover,11.4132,0.00,40
recover,11.4445,0.00,40
recover,11.4748,0.00,40
recover,11.5063,0.00,40
recover,11.5368,0.00,40
recover,11.5684,0.00,40
recover,11.5993,0.00,40
recover,11.6299,0.00,40
recover,11.6617,0.00,40
recover,11.6922,0.00,40
recover,11.7225,0.00,40
recover,11.7540,0.00,40
recover,11.7844,0.00,40
recover,11.8158,0.00,40
recover,11.8473,0.00,40
recover,11.8776,0.00,40
recover,11.9203,0.00,40
recover,11.9510,0.00,40
recover,11.9775,0.00,40
recover,12.0027,0.00,40
recover,12.0335,0.00,40
recover,12.0643,0.00,40
recover,12.0945,0.00,40
recover,12.1262,0.00,40
recover,12.1569,0.00,40
recover,12.1876,0.00,40
recover,12.2196,0.00,40
recover,12.2502,0.00,40
recover,12.2810,0.00,40
recover,12.3116,0.00,40
recover,12.3435,0.00,40
recover,12.3743,0.00,40
recover,12.4048,0.00,40
recover,12.4355,0.00,40
recover,12.4673,0.00,40
recover,12.4977,0.00,40
recover,12.5290,0.00,40
recover,12.5603,0.00,40
recover,12.5912,0.00,40
recover,12.6221,0.00,40
recover,12.6527,0.00,40
recover,12.6842,0.00,40
recover,12.7149,0.00,40
recover,12.7453,0.00,40
recover,12.7769,0.00,40
recover,12.8075,0.00,40
recover,12.8384,0.00,40
recover,12.8695,0.00,40
recover,12.9009,0.00,40
recover,12.9314,0.00,40
recover,12.9629,0.00,40
recover,12.9942,0.00,40
recover,13.0246,0.00,40
recover,13.0564,0.00,40
recover,13.0868,0.00,40
recover,13.1174,0.00,40
recover,13.1491,0.00,40
recover,13.1796,0.00,40
recover,13.2111,0.00,40
recover,13.2415,0.00,40
recover,13.2730,0.00,40
recover,13.3037,0.00,40
recover,13.3354,0.00,40
recover,13.3651,0.00,40
recover,13.3969,0.00,40
recover,13.4283,0.00,40
recover,13.4593,0.00,40
recover,13.4904,0.00,40
recover,13.5211,0.00,40
recover,13.5520,0.00,40
recover,13.5827,0.00,40
recover,13.6135,0.00,40
recover,13.6444,0.00,40
recover,13.6762,0.00,40
recover,13.7070,0.00,40
recover,13.7378,0.00,40
recover,13.7690,0.00,40
recover,13.7998,0.00,40
recover,13.8312,0.00,40
recover,13.8617,0.00,40
recover,13.8922,0.00,40
recover,13.9368,0.00,40
recover,13.9672,0.00,40
recover,13.9975,0.00,40
recover,14.0291,0.00,40
recover,14.0603,0.00,40
recover,14.0915,0.00,40
recover,14.1218,0.00,40
recover,14.1527,0.00,40
recover,14.1834,0.00,40
recover,14.2153,0.00,40
recover,14.2462,0.00,40
recover,14.2768,0.00,40
recover,14.3074,0.00,40
recover,14.3391,0.00,40
recover,14.3700,0.00,40
recover,14.4001,0.00,40
recover,14.4254,0.00,40
recover,14.4521,0.00,40
recover,14.4818,0.00,40
recover,14.5137,0.00,40
recover,14.5436,0.00,40
recover,14.5755,0.00,40
recover,14.6062,0.00,40
recover,14.6370,0.00,40
recover,14.6691,0.00,40
recover,14.6999,0.00,40
recover,14.7308,0.00,40
recover,14.7616,0.00,40
recover,14.7925,0.00,40
recover,14.8235,0.00,40
recover,14.8543,0.00,40
recover,14.8859,0.00,40
recover,14.9172,0.00,40
recover,14.9474,0.00,40
recover,14.9782,0.00,40
recover,15.0100,0.00,40
recover,15.0406,0.00,40
recover,15.0714,0.00,40
recover,15.1021,0.00,40
recover,15.1342,0.00,40
recover,15.1647,0.00,40
recover,15.1955,0.00,40
recover,15.2262,0.00,40
recover,15.2571,0.00,40
recover,15.2890,0.00,40
recover,15.3189,0.00,40
recover,15.3507,0.00,40
recover,15.3815,0.00,40
recover,15.4124,0.00,40
recover,15.4433,0.00,40
recover,15.4740,0.00,40
recover,15.5058,0.00,40
recover,15.5365,0.00,40
recover,15.5675,0.00,40
recover,15.5987,0.00,40
recover,15.6297,0.00,40
recover,15.6605,0.00,40
recover,15.6912,0.00,40
recover,15.7217,0.00,40
recover,15.7536,0.00,40
recover,15.7843,0.00,40
recover,15.8153,0.00,40
recover,15.8464,0.00,40
recover,15.8774,0.00,40
recover,15.9085,0.00,40
recover,15.9505,0.00,40
recover,15.9812,0.00,40
recover,16.0066,0.00,40
recover,16.0321,0.00,40
recover,16.0632,0.00,40
recover,16.0941,0.00,40
recover,16.1251,0.00,40
recover,16.1565,0.00,40
recover,16.1874,0.00,40
recover,16.2184,0.00,40
recover,16.2492,0.00,40
recover,16.2798,0.00,40
recover,16.3115,0.00,40
recover,16.3422,0.00,40
recover,16.3729,0.00,40
recover,16.4046,0.00,40
recover,16.4357,0.00,40
recover,16.4668,0.00,40
recover,16.4969,0.00,40
recover,16.5285,0.00,40
recover,16.5596,0.00,40
recover,16.5908,0.00,40
recover,16.6207,0.00,40
recover,16.6517,0.00,40
recover,16.6827,0.00,40
recover,16.7141,0.00,40
recover,16.7456,0.00,40
recover,16.7761,0.00,40
recover,16.8076,0.00,40
recover,16.8380,0.00,40
recover,16.8685,0.00,40
recover,16.9001,0.00,40
recover,16.9316,0.00,40
recover,16.9623,0.00,40
recover,16.9929,0.00,40
recover,17.0246,0.00,40
recover,17.0552,0.00,40
recover,17.0859,0.00,40
recover,17.1176,0.00,40
recover,17.1481,0.00,40
recover,17.1789,0.00,40
recover,17.2105,0.00,40
recover,17.2410,0.00,40
recover,17.2725,0.00,40
recover,17.3029,0.00,40
recover,17.3342,0.00,40
recover,17.3646,0.00,40
recover,17.3961,0.00,40
recover,17.4272,0.00,40
recover,17.4580,0.00,40
recover,17.4888,0.00,40
recover,17.5199,0.00,40
recover,17.5515,0.00,40
recover,17.5820,0.00,40
recover,17.6122,0.00,40
recover,17.6433,0.00,40
recover,17.6749,0.00,40
recover,17.7064,0.00,40
recover,17.7368,0.00,40
recover,17.7682,0.00,40
recover,17.7986,0.00,40
recover,17.8303,0.00,40
recover,17.8607,0.00,40
recover,17.8923,0.00,40
recover,17.9228,0.00,40
recover,17.9652,0.00,40
recover,17.9913,0.00,40
recover,18.0166,0.00,40
recover,18.0471,0.00,40
recover,18.0784,0.00,40
recover,18.1090,0.00,40
recover,18.1396,0.00,40
recover,18.1714,0.00,40
recover,18.2017,0.00,40
recover,18.2330,0.00,40
recover,18.2634,0.00,40
recover,18.2950,0.00,40
recover,18.3253,0.00,40
recover,18.3566,0.00,40
recover,18.3885,0.00,40
recover,18.4195,0.00,40
recover,18.4503,0.00,40
recover,18.4808,0.00,40
recover,18.5124,0.00,40
recover,18.5431,0.00,40
recover,18.5737,0.00,40
recover,18.6054,0.00,40
recover,18.6356,0.00,40
recover,18.6674,0.00,40
recover,18.6980,0.00,40
recover,18.7288,0.00,40
recover,18.7597,0.00,40
recover,18.7915,0.00,40
recover,18.8224,0.00,40
recover,18.8533,0.00,40
recover,18.8839,0.00,40
recover,18.9145,0.00,40
recover,18.9466,0.00,40
recover,18.9775,0.00,40
recover,19.0083,0.00,40
recover,19.0392,0.00,40
recover,19.0700,0.00,40
recover,19.1008,0.00,40
recover,19.1316,0.00,40
recover,19.1623,0.00,40
recover,19.1943,0.00,40
recover,19.2249,0.00,40
recover,19.2554,0.00,40
recover,19.2867,0.00,40
recover,19.3177,0.00,40
recover,19.3487,0.00,40
recover,19.3798,0.00,40
recover,19.4109,0.00,40
recover,19.4420,0.00,40
recover,19.4727,0.00,40
recover,19.5045,0.00,40
recover,19.5350,0.00,40
recover,19.5662,0.00,40
recover,19.5975,0.00,40
recover,19.6273,0.00,40
recover,19.6594,0.00,40
recover,19.6901,0.00,40
recover,19.7210,0.00,40
recover,19.7517,0.00,40
recover,19.7834,0.00,40
recover,19.8141,0.00,40
recover,19.8451,0.00,40
recover,19.8758,0.00,40
recover,19.9064,0.00,40
recover,19.9382,0.00,40
recover,19.9817,0.00,40
recover,20.0115,0.00,40
recover,20.0421,0.00,40
recover,20.0672,0.00,40
recover,20.0938,0.00,40
recover,20.1247,0.00,40
recover,20.1553,0.00,40
recover,20.1868,0.00,40
recover,20.2173,0.00,40
recover,20.2486,0.00,40
recover,20.2797,0.00,40
recover,20.3099,0.00,40
recover,20.3414,0.00,40
recover,20.3728,0.00,40
recover,20.4032,0.00,40
recover,20.4347,0.00,40
recover,20.4663,0.00,40
recover,20.4966,0.00,40
recover,20.5276,0.00,40
recover,20.5586,0.00,40
recover,20.5894,0.00,40
recover,20.6202,0.00,40
recover,20.6520,0.00,40
recover,20.6824,0.00,40
recover,20.7140,0.00,40
recover,20.7444,0.00,40
recover,20.7758,0.00,40
recover,20.8065,0.00,40
recover,20.8371,0.00,40
recover,20.8686,0.00,40
recover,20.8996,0.00,40
recover,20.9304,0.00,40
recover,20.9615,0.00,40
recover,20.9925,0.00,40
recover,21.0231,0.00,40
recover,21.0541,0.00,40
recover,21.0857,0.00,40
recover,21.1164,0.00,40
recover,21.1471,0.00,40
recover,21.1790,0.00,40
recover,21.2100,0.00,40
recover,21.2407,0.00,40
recover,21.2717,0.00,40
recover,21.3021,0.00,40
recover,21.3338,0.00,40
recover,21.3645,0.00,40
recover,21.3959,0.00,40
recover,21.4261,0.00,40
recover,21.4577,0.00,40
recover,21.4882,0.00,40
recover,21.5189,0.00,40
recover,21.5504,0.00,40
recover,21.5808,0.00,40
recover,21.6128,0.00,40
recover,21.6434,0.00,40
recover,21.6747,0.00,40
recover,21.7053,0.00,40
recover,21.7357,0.00,40
recover,21.7679,0.00,40
recover,21.7979,0.00,40
recover,21.8290,0.00,40
recover,21.8602,0.00,40
recover,21.8908,0.00,40
recover,21.9223,0.00,40
recover,21.9526,0.00,40
recover,21.9962,0.00,40
recover,22.0265,0.00,40
recover,22.0571,0.00,40
recover,22.0836,0.00,40
recover,22.1087,0.00,40
recover,22.1391,0.00,40
recover,22.1705,0.00,40
recover,22.2009,0.00,40
recover,22.2323,0.00,40
recover,22.2627,0.00,40
recover,22.2944,0.00,40
recover,22.3248,0.00,40
recover,22.3564,0.00,40
recover,22.3868,0.00,40
recover,22.4183,0.00,40
recover,22.4489,0.00,40
recover,22.4809,0.00,40
recover,22.5105,0.00,40
recover,22.5422,0.00,40
recover,22.5726,0.00,40
recover,22.6045,0.00,40
recover,22.6352,0.00,40
recover,22.6658,0.00,40
recover,22.6973,0.00,40
recover,22.7277,0.00,40
recover,22.7592,0.00,40
recover,22.7896,0.00,40
recover,22.8212,0.00,40
recover,22.8515,0.00,40
recover,22.8829,0.00,40
recover,22.9143,0.00,40
recover,22.9447,0.00,40
recover,22.9763,0.00,40
recover,23.0066,0.00,40
recover,23.0380,0.00,40
recover,23.0694,0.00,40
recover,23.0997,0.00,40
recover,23.1311,0.00,40
recover,23.1615,0.00,40
recover,23.1930,0.00,40
recover,23.2234,0.00,40
recover,23.2550,0.00,40
recover,23.2854,0.00,40
recover,23.3169,0.00,40
recover,23.3484,0.00,40
recover,23.3788,0.00,40
recover,23.4103,0.00,40
recover,23.4407,0.00,40
recover,23.4722,0.00,40
recover,23.5027,0.00,40
recover,23.5342,0.00,40
recover,23.5645,0.00,40
recover,23.5961,0.00,40
recover,23.6267,0.00,40
recover,23.6583,0.00,40
recover,23.6888,0.00,40
recover,23.7203,0.00,40
recover,23.7507,0.00,40
recover,23.7822,0.00,40
recover,23.8126,0.00,40
recover,23.8441,0.00,40
recover,23.8746,0.00,40
recover,23.9061,0.00,40
recover,23.9365,0.00,40
recover,23.9679,0.00,40
recover,24.0112,0.00,40
recover,24.0409,0.00,40
recover,24.0670,0.00,40
recover,24.0932,0.00,40
recover,24.1225,0.00,40
recover,24.1541,0.00,40
recover,24.1844,0.00,40
recover,24.2158,0.00,40
recover,24.2472,0.00,40
recover,24.2776,0.00,40
recover,24.3094,0.00,40
recover,24.3399,0.00,40
recover,24.3704,0.00,40
recover,24.4020,0.00,40
recover,24.4328,0.00,40
recover,24.4643,0.00,40
recover,24.4951,0.00,40
recover,24.5257,0.00,40
recover,24.5564,0.00,40
recover,24.5881,0.00,40
recover,24.6184,0.00,40
recover,24.6499,0.00,40
recover,24.6803,0.00,40
recover,24.7118,0.00,40
recover,24.7425,0.00,40
recover,24.7739,0.00,40
recover,24.8044,0.00,40
recover,24.8359,0.00,40
recover,24.8670,0.00,40
recover,24.8982,0.00,40
recover,24.9297,0.00,40
recover,24.9601,0.00,40
recover,24.9916,0.00,40
recover,25.0223,0.00,40
recover,25.0526,0.00,40
recover,25.0839,0.00,40
recover,25.1147,0.00,40
recover,25.1465,0.00,40
recover,25.1782,0.00,40
recover,25.2087,0.00,40
recover,25.2396,0.00,40
recover,25.2701,0.00,40
recover,25.3015,0.00,40
recover,25.3324,0.00,40
recover,25.3638,0.00,40
recover,25.3941,0.00,40
recover,25.4262,0.00,40
recover,25.4565,0.00,40
recover,25.4874,0.00,40
recover,25.5187,0.00,40
recover,25.5497,0.00,40
recover,25.5807,0.00,40
recover,25.6117,0.00,40
recover,25.6427,0.00,40
recover,25.6737,0.00,40
recover,25.7048,0.00,40
recover,25.7358,0.00,40
recover,25.7669,0.00,40
recover,25.7979,0.00,40
recover,25.8289,0.00,40
recover,25.8600,0.00,40
