phase,t_s,response,temp_index
hold,0.0000,1433.00,40
hold,0.0411,1437.00,40
hold,0.0721,1437.00,40
hold,0.1023,1437.00,40
hold,0.1287,1419.00,40
hold,0.1547,1419.00,40
hold,0.1845,1419.00,40
hold,0.2153,1432.00,40
hold,0.2460,1432.00,40
hold,0.2777,1432.00,40
hold,0.3083,1440.00,40
hold,0.3390,1440.00,40
hold,0.3708,1440.00,40
hold,0.4014,1432.00,40
hold,0.4329,1432.00,40
hold,0.4634,1432.00,40
hold,0.4940,1429.00,40
hold,0.5258,1429.00,40
hold,0.5565,1429.00,40
hold,0.5870,1436.00,40
hold,0.6187,1436.00,40
hold,0.6493,1436.00,40
hold,0.6798,1432.00,40
hold,0.7117,1432.00,40
hold,0.7424,1432.00,40
hold,0.7737,1437.00,40
hold,0.8039,1437.00,40
hold,0.8349,1437.00,40
hold,0.8657,1435.00,40
hold,0.8975,1435.00,40
hold,0.9279,1435.00,40
hold,0.9597,1432.00,40
hold,0.9905,1432.00,40
hold,1.0213,1432.00,40
hold,1.0520,1440.00,40
hold,1.0829,1440.00,40
hold,1.1146,1440.00,40
hold,1.1454,1432.00,40
hold,1.1763,1432.00,40
hold,1.2069,1432.00,40
hold,1.2386,1435.00,40
hold,1.2691,1435.00,40
hold,1.3005,1435.00,40
hold,1.3316,1437.00,40
hold,1.3623,1437.00,40
hold,1.3928,1437.00,40
hold,1.4244,1438.00,40
hold,1.4553,1438.00,40
hold,1.4860,1438.00,40
hold,1.5171,1438.00,40
hold,1.5475,1438.00,40
hold,1.5791,1438.00,40
hold,1.6096,1437.00,40
hold,1.6412,1437.00,40
hold,1.6717,1437.00,40
hold,1.7033,1441.00,40
hold,1.7338,1441.00,40
hold,1.7654,1441.00,40
hold,1.7962,1441.00,40
hold,1.8268,1441.00,40
hold,1.8584,1441.00,40
hold,1.8890,1434.00,40
hold,1.9197,1434.00,40
hold,1.9514,1434.00,40
hold,1.9819,1435.00,40
hold,2.0134,1435.00,40
hold,2.0571,1433.00,40
hold,2.0867,1433.00,40
hold,2.1184,1433.00,40
hold,2.1482,1433.00,40
hold,2.1743,1438.00,40
hold,2.2003,1438.00,40
hold,2.2294,1438.00,40
hold,2.2609,1436.00,40
hold,2.2929,1436.00,40
hold,2.3229,1436.00,40
hold,2.3540,1437.00,40
hold,2.3852,1437.00,40
hold,2.4165,1437.00,40
hold,2.4470,1441.00,40
hold,2.4780,1441.00,40
hold,2.5105,1441.00,40
hold,2.5413,1441.00,40
hold,2.5708,1441.00,40
hold,2.6018,1441.00,40
hold,2.6335,1437.00,40
hold,2.6647,1437.00,40
hold,2.6957,1437.00,40
hold,2.7265,1442.00,40
hold,2.7580,1442.00,40
hold,2.7885,1442.00,40
hold,2.8202,1433.00,40
hold,2.8509,1433.00,40
hold,2.8806,1433.00,40
hold,2.9125,1433.00,40
hold,2.9445,1433.00,40
hold,2.9754,1433.00,40
hold,3.0064,1436.00,40
hold,3.0372,1436.00,40
hold,3.0677,1436.00,40
hold,3.0978,1435.00,40
hold,3.1300,1435.00,40
hold,3.1610,1435.00,40
hold,3.1920,1440.00,40
hold,3.2225,1440.00,40
hold,3.2540,1440.00,40
hold,3.2845,1444.00,40
hold,3.3164,1444.00,40
hold,3.3470,1444.00,40
hold,3.3787,1446.00,40
hold,3.4089,1446.00,40
hold,3.4400,1446.00,40
hold,3.4716,1441.00,40
hold,3.5016,1441.00,40
hold,3.5328,1441.00,40
hold,3.5636,1438.00,40
hold,3.5951,1438.00,40
hold,3.6263,1438.00,40
hold,3.6575,1444.00,40
hold,3.6876,1444.00,40
hold,3.7186,1444.00,40
hold,3.7494,1442.00,40
hold,3.7813,1442.00,40
hold,3.8121,1442.00,40
hold,3.8425,1441.00,40
hold,3.8739,1441.00,40
hold,3.9045,1441.00,40
hold,3.9360,1449.00,40
hold,3.9666,1449.00,40
hold,3.9969,1449.00,40
hold,4.0279,1448.00,40
hold,4.0718,1448.00,40
hold,4.1020,1453.00,40
hold,4.1324,1453.00,40
hold,4.1574,1453.00,40
hold,4.1834,1453.00,40
hold,4.2152,1452.00,40
hold,4.2455,1452.00,40
hold,4.2770,1452.00,40
hold,4.3077,1456.00,40
hold,4.3382,1456.00,40
hold,4.3698,1456.00,40
hold,4.4004,1454.00,40
hold,4.4327,1454.00,40
hold,4.4630,1454.00,40
hold,4.4934,1452.00,40
hold,4.5252,1452.00,40
hold,4.5558,1452.00,40
hold,4.5871,1452.00,40
hold,4.6178,1452.00,40
hold,4.6488,1452.00,40
hold,4.6793,1449.00,40
hold,4.7109,1449.00,40
hold,4.7414,1449.00,40
hold,4.7728,1450.00,40
hold,4.8031,1450.00,40
hold,4.8346,1450.00,40
hold,4.8659,1449.00,40
hold,4.8962,1449.00,40
hold,4.9273,1449.00,40
hold,4.9582,1446.00,40
hold,4.9888,1446.00,40
hold,5.0205,1446.00,40
hold,5.0517,1449.00,40
hold,5.0818,1449.00,40
hold,5.1135,1449.00,40
hold,5.1448,1444.00,40
hold,5.1753,1444.00,40
hold,5.2069,1444.00,40
hold,5.2372,1448.00,40
hold,5.2685,1448.00,40
hold,5.2992,1448.00,40
hold,5.3309,1452.00,40
hold,5.3614,1452.00,40
hold,5.3929,1452.00,40
hold,5.4238,1418.00,40
hold,5.4544,1418.00,40
hold,5.4857,1418.00,40
hold,5.5162,1434.00,40
hold,5.5473,1434.00,40
hold,5.5784,1434.00,40
hold,5.6098,1440.00,40
hold,5.6416,1440.00,40
hold,5.6721,1440.00,40
hold,5.7027,1442.00,40
hold,5.7339,1442.00,40
hold,5.7643,1442.00,40
hold,5.7950,1460.00,40
hold,5.8266,1460.00,40
hold,5.8572,1460.00,40
hold,5.8884,1459.00,40
hold,5.9196,1459.00,40
hold,5.9505,1459.00,40
hold,5.9812,1453.00,40
hold,6.0127,1453.00,40
hold,6.0430,1453.00,40
hold,6.0864,1452.00,40
hold,6.1167,1452.00,40
hold,6.1472,1452.00,40
hold,6.1736,1456.00,40
hold,6.1998,1456.00,40
hold,6.2294,1456.00,40
hold,6.2600,1458.00,40
hold,6.2918,1458.00,40
hold,6.3226,1458.00,40
hold,6.3533,1457.00,40
hold,6.3849,1457.00,40
hold,6.4154,1457.00,40
hold,6.4459,1459.00,40
hold,6.4773,1459.00,40
hold,6.5077,1459.00,40
hold,6.5392,1455.00,40
hold,6.5706,1455.00,40
hold,6.6013,1455.00,40
hold,6.6320,1458.00,40
hold,6.6636,1458.00,40
hold,6.6939,1458.00,40
hold,6.7256,1452.00,40
hold,6.7563,1452.00,40
hold,6.7867,1452.00,40
hold,6.8182,1454.00,40
hold,6.8497,1454.00,40
hold,6.8803,1454.00,40
hold,6.9107,1463.00,40
hold,6.9423,1463.00,40
hold,6.9727,1463.00,40
hold,7.0040,1465.00,40
hold,7.0355,1465.00,40
hold,7.0668,1465.00,40
hold,7.0970,1460.00,40
hold,7.1278,1460.00,40
hold,7.1589,1460.00,40
hold,7.1905,1453.00,40
hold,7.2211,1453.00,40
hold,7.2516,1453.00,40
hold,7.2831,1451.00,40
hold,7.3149,1451.00,40
hold,7.3454,1451.00,40
hold,7.3760,1462.00,40
hold,7.4077,1462.00,40
hold,7.4385,1462.00,40
hold,7.4697,1465.00,40
hold,7.4997,1465.00,40
hold,7.5312,1465.00,40
hold,7.5638,1454.00,40
hold,7.5934,1454.00,40
hold,7.6240,1454.00,40
hold,7.6548,1464.00,40
hold,7.6866,1464.00,40
hold,7.7173,1464.00,40
hold,7.7479,1450.00,40
hold,7.7797,1450.00,40
hold,7.8114,1450.00,40
hold,7.8408,1446.00,40
hold,7.8734,1446.00,40
hold,7.9027,1446.00,40
hold,7.9336,1449.00,40
hold,7.9654,1449.00,40
hold,7.9958,1449.00,40
hold,8.0275,1465.00,40
hold,8.0591,1465.00,40
hold,8.1014,1466.00,40
hold,8.1321,1466.00,40
hold,8.1628,1466.00,40
hold,8.1943,1464.00,40
hold,8.2250,1464.00,40
hold,8.2558,1464.00,40
hold,8.2870,1455.00,40
hold,8.3185,1455.00,40
hold,8.3488,1455.00,40
hold,8.3806,1452.00,40
hold,8.4113,1452.00,40
hold,8.4420,1452.00,40
hold,8.4726,1452.00,40
hold,8.4978,1449.00,40
hold,8.5244,1449.00,40
hold,8.5550,1449.00,40
hold,8.5855,1462.00,40
hold,8.6169,1462.00,40
hold,8.6483,1462.00,40
hold,8.6788,1451.00,40
hold,8.7104,1451.00,40
hold,8.7407,1451.00,40
hold,8.7723,1450.00,40
hold,8.8027,1450.00,40
hold,8.8342,1450.00,40
hold,8.8646,1442.00,40
hold,8.8960,1442.00,40
hold,8.9274,1442.00,40
hold,8.9577,1462.00,40
hold,8.9896,1462.00,40
hold,9.0201,1462.00,40
hold,9.0505,1465.00,40
hold,9.0822,1465.00,40
hold,9.1134,1465.00,40
hold,9.1439,1457.00,40
hold,9.1753,1457.00,40
hold,9.2062,1457.00,40
hold,9.2369,1462.00,40
hold,9.2675,1462.00,40
hold,9.2993,1462.00,40
hold,9.3298,1451.00,40
hold,9.3616,1451.00,40
hold,9.3918,1451.00,40
hold,9.4234,1444.00,40
hold,9.4543,1444.00,40
hold,9.4850,1444.00,40
hold,9.5164,1461.00,40
hold,9.5473,1461.00,40
hold,9.5780,1461.00,40
hold,9.6086,1447.00,40
hold,9.6403,1447.00,40
hold,9.6708,1447.00,40
hold,9.7015,1461.00,40
hold,9.7331,1461.00,40
hold,9.7635,1461.00,40
hold,9.7950,1448.00,40
hold,9.8254,1448.00,40
hold,9.8572,1448.00,40
hold,9.8877,1438.00,40
hold,9.9193,1438.00,40
hold,9.9497,1438.00,40
hold,9.9801,1461.00,40
hold,10.0113,1461.00,40
hold,10.0429,1461.00,40
hold,10.0735,1453.00,40
hold,10.1160,1453.00,40
hold,10.1463,1453.00,40
hold,10.1712,1438.00,40
hold,10.1971,1438.00,40
hold,10.2287,1438.00,40
hold,10.2593,1444.00,40
hold,10.2909,1444.00,40
hold,10.3216,1444.00,40
hold,10.3531,1447.00,40
hold,10.3835,1447.00,40
hold,10.4148,1447.00,40
hold,10.4455,1448.00,40
hold,10.4769,1448.00,40
hold,10.5074,1448.00,40
hold,10.5390,1449.00,40
hold,10.5695,1449.00,40
hold,10.6003,1449.00,40
hold,10.6321,1445.00,40
hold,10.6625,1445.00,40
hold,10.6941,1445.00,40
hold,10.7245,1451.00,40
hold,10.7553,1451.00,40
hold,10.7871,1451.00,40
hold,10.8179,1463.00,40
hold,10.8484,1463.00,40
hold,10.8798,1463.00,40
hold,10.9110,1454.00,40
hold,10.9416,1454.00,40
hold,10.9721,1454.00,40
hold,11.0038,1453.00,40
hold,11.0344,1453.00,40
hold,11.0658,1453.00,40
hold,11.0962,1448.00,40
hold,11.1277,1448.00,40
hold,11.1586,1448.00,40
hold,11.1893,1459.00,40
hold,11.2208,1459.00,40
hold,11.2511,1459.00,40
hold,11.2824,1448.00,40
hold,11.3139,1448.00,40
hold,11.3443,1448.00,40
hold,11.3764,1447.00,40
hold,11.4064,1447.00,40
hold,11.4378,1447.00,40
hold,11.4692,1456.00,40
hold,11.4998,1456.00,40
hold,11.5305,1456.00,40
hold,11.5616,1448.00,40
hold,11.5925,1448.00,40
hold,11.6236,1448.00,40
hold,11.6546,1459.00,40
hold,11.6855,1459.00,40
hold,11.7162,1459.00,40
hold,11.7471,1463.00,40
hold,11.7788,1463.00,40
hold,11.8091,1463.00,40
hold,11.8405,1465.00,40
hold,11.8711,1465.00,40
hold,11.9026,1465.00,40
hold,11.9330,1458.00,40
hold,11.9643,1458.00,40
hold,11.9949,1458.00,40
hold,12.0268,1462.00,40
hold,12.0578,1462.00,40
hold,12.0883,1462.00,40
hold,12.1324,1464.00,40
hold,12.1620,1464.00,40
hold,12.1927,1464.00,40
hold,12.2189,1461.00,40
hold,12.2451,1461.00,40
hold,12.2746,1461.00,40
hold,12.3053,1447.00,40
hold,12.3368,1447.00,40
hold,12.3676,1447.00,40
hold,12.3986,1460.00,40
hold,12.4296,1460.00,40
hold,12.4608,1460.00,40
hold,12.4918,1453.00,40
hold,12.5225,1453.00,40
hold,12.5534,1453.00,40
hold,12.5843,1435.00,40
hold,12.6158,1435.00,40
hold,12.6464,1435.00,40
hold,12.6771,1441.00,40
hold,12.7089,1441.00,40
hold,12.7396,1441.00,40
hold,12.7704,1449.00,40
hold,12.8013,1449.00,40
hold,12.8321,1449.00,40
hold,12.8638,1463.00,40
hold,12.8957,1463.00,40
hold,12.9254,1463.00,40
hold,12.9572,1450.00,40
hold,12.9869,1450.00,40
hold,13.0189,1450.00,40
hold,13.0496,1467.00,40
hold,13.0800,1467.00,40
hold,13.1114,1467.00,40
hold,13.1427,1461.00,40
hold,13.1730,1461.00,40
hold,13.2040,1461.00,40
hold,13.2363,1448.00,40
hold,13.2670,1448.00,40
hold,13.2970,1448.00,40
hold,13.3295,1447.00,40
hold,13.3598,1447.00,40
hold,13.3912,1447.00,40
hold,13.4224,1457.00,40
hold,13.4523,1457.00,40
hold,13.4834,1457.00,40
hold,13.5145,1457.00,40
hold,13.5455,1457.00,40
hold,13.5763,1457.00,40
hold,13.6079,1451.00,40
hold,13.6394,1451.00,40
hold,13.6699,1451.00,40
hold,13.7015,1459.00,40
hold,13.7319,1459.00,40
hold,13.7635,1459.00,40
hold,13.7946,1458.00,40
hold,13.8256,1458.00,40
hold,13.8566,1458.00,40
hold,13.8875,1462.00,40
hold,13.9184,1462.00,40
hold,13.9491,1462.00,40
hold,13.9798,1461.00,40
hold,14.0116,1461.00,40
hold,14.0425,1461.00,40
hold,14.0731,1460.00,40
hold,14.1039,1460.00,40
hold,14.1468,1458.00,40
hold,14.1775,1458.00,40
hold,14.2082,1458.00,40
hold,14.2391,1460.00,40
hold,14.2700,1460.00,40
hold,14.3008,1460.00,40
hold,14.3316,1460.00,40
hold,14.3569,1461.00,40
hold,14.3834,1461.00,40
hold,14.4141,1461.00,40
hold,14.4456,1462.00,40
hold,14.4759,1462.00,40
hold,14.5069,1462.00,40
hold,14.5383,1460.00,40
hold,14.5688,1460.00,40
hold,14.6007,1460.00,40
hold,14.6315,1464.00,40
hold,14.6625,1464.00,40
hold,14.6934,1464.00,40
hold,14.7240,1467.00,40
hold,14.7548,1467.00,40
hold,14.7855,1467.00,40
hold,14.8171,1462.00,40
hold,14.8486,1462.00,40
hold,14.8793,1462.00,40
hold,14.9097,1466.00,40
hold,14.9412,1466.00,40
hold,14.9716,1466.00,40
hold,15.0033,1466.00,40
hold,15.0337,1466.00,40
hold,15.0654,1466.00,40
hold,15.0963,1470.00,40
hold,15.1267,1470.00,40
hold,15.1581,1470.00,40
hold,15.1884,1449.00,40
hold,15.2199,1449.00,40
hold,15.2504,1449.00,40
hold,15.2822,1460.00,40
hold,15.3130,1460.00,40
hold,15.3437,1460.00,40
hold,15.3744,1468.00,40
hold,15.4060,1468.00,40
hold,15.4367,1468.00,40
hold,15.4683,1450.00,40
hold,15.4995,1450.00,40
hold,15.5301,1450.00,40
hold,15.5605,1456.00,40
hold,15.5918,1456.00,40
hold,15.6225,1456.00,40
hold,15.6541,1469.00,40
hold,15.6849,1469.00,40
hold,15.7156,1469.00,40
hold,15.7473,1448.00,40
hold,15.7779,1448.00,40
hold,15.8082,1448.00,40
hold,15.8397,1451.00,40
hold,15.8705,1451.00,40
hold,15.9023,1451.00,40
hold,15.9326,1463.00,40
hold,15.9640,1463.00,40
hold,15.9946,1463.00,40
hold,16.0260,1472.00,40
hold,16.0574,1472.00,40
hold,16.0875,1472.00,40
hold,16.1186,1485.00,40
hold,16.1619,1485.00,40
hold,16.1917,1485.00,40
hold,16.2172,1485.00,40
hold,16.2432,1485.00,40
hold,16.2737,1485.00,40
hold,16.3042,1462.00,40
hold,16.3357,1462.00,40
hold,16.3663,1462.00,40
hold,16.3983,1460.00,40
hold,16.4296,1460.00,40
hold,16.4603,1460.00,40
hold,16.4908,1463.00,40
hold,16.5223,1463.00,40
hold,16.5528,1463.00,40
hold,16.5838,1465.00,40
hold,16.6147,1465.00,40
hold,16.6457,1465.00,40
hold,16.6768,1450.00,40
hold,16.7076,1450.00,40
hold,16.7387,1450.00,40
hold,16.7698,1460.00,40
hold,16.8011,1460.00,40
hold,16.8312,1460.00,40
hold,16.8623,1446.00,40
hold,16.8935,1446.00,40
hold,16.9247,1446.00,40
hold,16.9554,1453.00,40
hold,16.9862,1453.00,40
hold,17.0180,1453.00,40
hold,17.0492,1462.00,40
hold,17.0799,1462.00,40
hold,17.1104,1462.00,40
hold,17.1419,1465.00,40
hold,17.1724,1465.00,40
hold,17.2039,1465.00,40
hold,17.2346,1458.00,40
hold,17.2661,1458.00,40
hold,17.2968,1458.00,40
hold,17.3283,1469.00,40
hold,17.3584,1469.00,40
hold,17.3897,1469.00,40
hold,17.4202,1461.00,40
hold,17.4516,1461.00,40
hold,17.4829,1461.00,40
hold,17.5136,1440.00,40
hold,17.5446,1440.00,40
hold,17.5762,1440.00,40
hold,17.6069,1444.00,40
hold,17.6377,1444.00,40
hold,17.6687,1444.00,40
hold,17.6997,1460.00,40
hold,17.7308,1460.00,40
hold,17.7618,1460.00,40
hold,17.7922,1442.00,40
hold,17.8233,1442.00,40
hold,17.8543,1442.00,40
hold,17.8855,1454.00,40
hold,17.9166,1454.00,40
hold,17.9477,1454.00,40
hold,17.9795,1447.00,40
hold,18.0090,1447.00,40
hold,18.0406,1447.00,40
hold,18.0713,1442.00,40
hold,18.1021,1442.00,40
hold,18.1337,1442.00,40
hold,18.1772,1455.00,40
hold,18.2077,1455.00,40
hold,18.2387,1458.00,40
hold,18.2697,1458.00,40
hold,18.3005,1458.00,40
hold,18.3318,1448.00,40
hold,18.3628,1448.00,40
hold,18.3935,1448.00,40
hold,18.4238,1448.00,40
hold,18.4488,1449.00,40
hold,18.4747,1449.00,40
hold,18.5054,1449.00,40
hold,18.5360,1457.00,40
hold,18.5674,1457.00,40
hold,18.5988,1457.00,40
hold,18.6304,1451.00,40
hold,18.6612,1451.00,40
hold,18.6921,1451.00,40
hold,18.7229,1446.00,40
hold,18.7545,1446.00,40
hold,18.7850,1446.00,40
hold,18.8165,1445.00,40
hold,18.8470,1445.00,40
hold,18.8784,1445.00,40
hold,18.9088,1456.00,40
hold,18.9404,1456.00,40
hold,18.9708,1456.00,40
hold,19.0021,1458.00,40
hold,19.0335,1458.00,40
hold,19.0641,1458.00,40
hold,19.0948,1456.00,40
hold,19.1265,1456.00,40
hold,19.1571,1456.00,40
hold,19.1877,1458.00,40
hold,19.2192,1458.00,40
hold,19.2497,1458.00,40
hold,19.2814,1457.00,40
hold,19.3119,1457.00,40
hold,19.3435,1457.00,40
hold,19.3743,1461.00,40
hold,19.4051,1461.00,40
hold,19.4359,1461.00,40
hold,19.4676,1457.00,40
hold,19.4988,1457.00,40
hold,19.5288,1457.00,40
hold,19.5603,1453.00,40
hold,19.5913,1453.00,40
hold,19.6222,1453.00,40
hold,19.6527,1449.00,40
hold,19.6844,1449.00,40
hold,19.7149,1449.00,40
hold,19.7465,1444.00,40
hold,19.7771,1444.00,40
hold,19.8075,1444.00,40
hold,19.8389,1444.00,40
hold,19.8704,1444.00,40
hold,19.9008,1444.00,40
hold,19.9325,1452.00,40
hold,19.9635,1452.00,40
hold,19.9938,1452.00,40
hold,20.0251,1448.00,40
hold,20.0562,1448.00,40
hold,20.0870,1448.00,40
hold,20.1187,1451.00,40
hold,20.1484,1451.00,40
hold,20.1914,1447.00,40
hold,20.2222,1447.00,40
hold,20.2530,1447.00,40
hold,20.2833,1447.00,40
hold,20.3093,1446.00,40
hold,20.3354,1446.00,40
hold,20.3657,1446.00,40
hold,20.3972,1454.00,40
hold,20.4279,1454.00,40
hold,20.4588,1454.00,40
hold,20.4897,1446.00,40
hold,20.5212,1446.00,40
hold,20.5518,1446.00,40
hold,20.5832,1453.00,40
hold,20.6141,1453.00,40
hold,20.6451,1453.00,40
hold,20.6759,1449.00,40
hold,20.7069,1449.00,40
hold,20.7379,1449.00,40
hold,20.7686,1453.00,40
hold,20.8003,1453.00,40
hold,20.8306,1453.00,40
hold,20.8621,1443.00,40
hold,20.8929,1443.00,40
hold,20.9244,1443.00,40
hold,20.9552,1452.00,40
hold,20.9857,1452.00,40
hold,21.0174,1452.00,40
hold,21.0481,1450.00,40
hold,21.0785,1450.00,40
hold,21.1100,1450.00,40
hold,21.1413,1452.00,40
hold,21.1716,1452.00,40
hold,21.2030,1452.00,40
hold,21.2336,1448.00,40
hold,21.2653,1448.00,40
hold,21.2960,1448.00,40
hold,21.3266,1450.00,40
hold,21.3583,1450.00,40
hold,21.3887,1450.00,40
hold,21.4202,1450.00,40
hold,21.4507,1450.00,40
hold,21.4812,1450.00,40
hold,21.5127,1450.00,40
hold,21.5441,1450.00,40
hold,21.5745,1450.00,40
hold,21.6062,1451.00,40
hold,21.6368,1451.00,40
hold,21.6675,1451.00,40
hold,21.6993,1455.00,40
hold,21.7299,1455.00,40
hold,21.7605,1455.00,40
hold,21.7924,1451.00,40
hold,21.8231,1451.00,40
hold,21.8541,1451.00,40
hold,21.8848,1453.00,40
hold,21.9155,1453.00,40
hold,21.9463,1453.00,40
hold,21.9780,1455.00,40
hold,22.0085,1455.00,40
hold,22.0403,1455.00,40
hold,22.0709,1460.00,40
hold,22.1016,1460.00,40
hold,22.1320,1460.00,40
hold,22.1634,1452.00,40
hold,22.2066,1452.00,40
hold,22.2380,1461.00,40
hold,22.2684,1461.00,40
hold,22.2987,1461.00,40
hold,22.3247,1461.00,40
hold,22.3510,1446.00,40
hold,22.3811,1446.00,40
hold,22.4116,1446.00,40
hold,22.4430,1450.00,40
hold,22.4733,1450.00,40
hold,22.5050,1450.00,40
hold,22.5362,1440.00,40
hold,22.5666,1440.00,40
hold,22.5970,1440.00,40
hold,22.6284,1449.00,40
hold,22.6600,1449.00,40
hold,22.6903,1449.00,40
hold,22.7218,1446.00,40
hold,22.7523,1446.00,40
hold,22.7838,1446.00,40
hold,22.8144,1447.00,40
hold,22.8460,1447.00,40
hold,22.8765,1447.00,40
hold,22.9070,1442.00,40
hold,22.9387,1442.00,40
hold,22.9691,1442.00,40
hold,23.0006,1445.00,40
hold,23.0310,1445.00,40
hold,23.0639,1445.00,40
hold,23.0934,1444.00,40
hold,23.1247,1444.00,40
hold,23.1550,1444.00,40
hold,23.1864,1450.00,40
hold,23.2178,1450.00,40
hold,23.2483,1450.00,40
hold,23.2798,1450.00,40
hold,23.3097,1450.00,40
hold,23.3416,1450.00,40
hold,23.3724,1447.00,40
hold,23.4045,1447.00,40
hold,23.4348,1447.00,40
hold,23.4653,1443.00,40
hold,23.4967,1443.00,40
hold,23.5274,1443.00,40
hold,23.5592,1434.00,40
hold,23.5898,1434.00,40
hold,23.6212,1434.00,40
hold,23.6519,1448.00,40
hold,23.6838,1448.00,40
hold,23.7135,1448.00,40
hold,23.7453,1444.00,40
hold,23.7759,1444.00,40
hold,23.8069,1444.00,40
hold,23.8388,1438.00,40
hold,23.8696,1438.00,40
hold,23.9003,1438.00,40
hold,23.9310,1443.00,40
hold,23.9617,1443.00,40
hold,23.9937,1443.00,40
hold,24.0246,1440.00,40
hold,24.0555,1440.00,40
hold,24.0860,1440.00,40
hold,24.1175,1445.00,40
hold,24.1481,1445.00,40
hold,24.1798,1445.00,40
hold,24.2226,1442.00,40
hold,24.2529,1442.00,40
hold,24.2834,1444.00,40
hold,24.3139,1444.00,40
hold,24.3395,1444.00,40
hold,24.3649,1444.00,40
hold,24.3966,1449.00,40
hold,24.4272,1449.00,40
hold,24.4589,1449.00,40
hold,24.4894,1449.00,40
hold,24.5202,1449.00,40
hold,24.5509,1449.00,40
hold,24.5822,1446.00,40
hold,24.6136,1446.00,40
hold,24.6443,1446.00,40
hold,24.6751,1447.00,40
hold,24.7063,1447.00,40
hold,24.7377,1447.00,40
hold,24.7680,1446.00,40
hold,24.7994,1446.00,40
hold,24.8297,1446.00,40
hold,24.8613,1450.00,40
hold,24.8922,1450.00,40
hold,24.9231,1450.00,40
hold,24.9538,1448.00,40
hold,24.9856,1448.00,40
hold,25.0164,1448.00,40
hold,25.0472,1447.00,40
hold,25.0778,1447.00,40
hold,25.1098,1447.00,40
hold,25.1398,1446.00,40
hold,25.1715,1446.00,40
hold,25.2020,1446.00,40
hold,25.2328,1443.00,40
hold,25.2639,1443.00,40
hold,25.2951,1443.00,40
hold,25.3265,1456.00,40
hold,25.3567,1456.00,40
hold,25.3879,1456.00,40
hold,25.4189,1446.00,40
hold,25.4505,1446.00,40
hold,25.4811,1446.00,40
hold,25.5117,1444.00,40
hold,25.5436,1444.00,40
hold,25.5742,1444.00,40
hold,25.6055,1448.00,40
hold,25.6359,1448.00,40
hold,25.6674,1448.00,40
hold,25.6979,1449.00,40
hold,25.7293,1449.00,40
hold,25.7596,1449.00,40
hold,25.7911,1442.00,40
hold,25.8217,1442.00,40
hold,25.8532,1442.00,40
hold,25.8839,1453.00,40
hold,25.9154,1453.00,40
hold,25.9458,1453.00,40
hold,25.9775,1455.00,40
hold,26.0078,1455.00,40
hold,26.0394,1455.00,40
hold,26.0700,1457.00,40
hold,26.1005,1457.00,40
hold,26.1326,1457.00,40
hold,26.1632,1447.00,40
hold,26.1935,1447.00,40
hold,26.2369,1454.00,40
hold,26.2673,1454.00,40
hold,26.2977,1454.00,40
hold,26.3227,1454.00,40
hold,26.3489,1457.00,40
hold,26.3805,1457.00,40
hold,26.4112,1457.00,40
hold,26.4418,1448.00,40
hold,26.4734,1448.00,40
hold,26.5043,1448.00,40
hold,26.5353,1450.00,40
hold,26.5661,1450.00,40
hold,26.5968,1450.00,40
hold,26.6276,1456.00,40
hold,26.6586,1456.00,40
hold,26.6906,1456.00,40
hold,26.7213,1459.00,40
hold,26.7521,1459.00,40
hold,26.7826,1459.00,40
hold,26.8142,1460.00,40
hold,26.8447,1460.00,40
hold,26.8758,1460.00,40
hold,26.9069,1437.00,40
hold,26.9380,1437.00,40
hold,26.9685,1437.00,40
hold,26.9999,1438.00,40
hold,27.0305,1438.00,40
hold,27.0624,1438.00,40
hold,27.0933,1432.00,40
hold,27.1241,1432.00,40
hold,27.1547,1432.00,40
hold,27.1864,1445.00,40
hold,27.2168,1445.00,40
hold,27.2482,1445.00,40
hold,27.2789,1445.00,40
hold,27.3094,1445.00,40
hold,27.3407,1445.00,40
hold,27.3716,1448.00,40
hold,27.4026,1448.00,40
hold,27.4333,1448.00,40
hold,27.4652,1448.00,40
hold,27.4962,1448.00,40
hold,27.5269,1448.00,40
hold,27.5579,1454.00,40
hold,27.5883,1454.00,40
hold,27.6197,1454.00,40
hold,27.6511,1434.00,40
hold,27.6815,1434.00,40
hold,27.7129,1434.00,40
hold,27.7438,1444.00,40
hold,27.7744,1444.00,40
hold,27.8063,1444.00,40
hold,27.8370,1445.00,40
hold,27.8679,1445.00,40
hold,27.8988,1445.00,40
hold,27.9294,1447.00,40
hold,27.9609,1447.00,40
hold,27.9915,1447.00,40
hold,28.0226,1444.00,40
hold,28.0541,1444.00,40
hold,28.0846,1444.00,40
hold,28.1160,1435.00,40
hold,28.1472,1435.00,40
hold,28.1778,1435.00,40
hold,28.2084,1438.00,40
hold,28.2526,1438.00,40
hold,28.2831,1447.00,40
hold,28.3134,1447.00,40
hold,28.3452,1447.00,40
hold,28.3756,1446.00,40
hold,28.4066,1446.00,40
hold,28.4378,1446.00,40
hold,28.4688,1446.00,40
hold,28.4998,1446.00,40
hold,28.5312,1446.00,40
hold,28.5612,1445.00,40
hold,28.5928,1445.00,40
hold,28.6241,1445.00,40
hold,28.6554,1441.00,40
hold,28.6853,1441.00,40
hold,28.7168,1441.00,40
hold,28.7472,1441.00,40
hold,28.7721,1448.00,40
hold,28.7971,1448.00,40
hold,28.8296,1448.00,40
hold,28.8601,1442.00,40
