taxel,zone,zone_name,row,col,mu_start,mu_end,delta,excluded
915,15,Pulgar — Palmar,7,5,0.000,0.000,0.000,0
916,15,Pulgar — Palmar,7,6,0.000,0.000,0.000,0
917,15,Pulgar — Palmar,7,7,0.000,0.000,0.000,0
918,15,Pulgar — Palmar,8,0,0.000,0.000,0.000,0
919,15,Pulgar — Palmar,8,1,0.000,0.000,0.000,0
920,15,Pulgar — Palmar,8,2,0.000,0.000,0.000,0
921,15,Pulgar — Palmar,8,3,0.000,0.000,0.000,0
922,15,Pulgar — Palmar,8,4,0.000,0.000,0.000,0
923,15,Pulgar — Palmar,8,5,0.000,0.000,0.000,0
924,15,Pulgar — Palmar,8,6,0.000,0.000,0.000,0
925,15,Pulgar — Palmar,8,7,0.000,0.000,0.000,0
926,15,Pulgar — Palmar,9,0,0.000,0.000,0.000,0
927,15,Pulgar — Palmar,9,1,0.000,0.000,0.000,0
928,15,Pulgar — Palmar,9,2,0.000,0.000,0.000,0
929,15,Pulgar — Palmar,9,3,0.000,0.000,0.000,0
930,15,Pulgar — Palmar,9,4,0.000,0.000,0.000,0
931,15,Pulgar — Palmar,9,5,0.000,0.000,0.000,0
932,15,Pulgar — Palmar,9,6,0.000,0.000,0.000,0
933,15,Pulgar — Palmar,9,7,0.000,0.000,0.000,0
934,15,Pulgar — Palmar,10,0,0.000,0.000,0.000,0
935,15,Pulgar — Palmar,10,1,0.000,0.000,0.000,0
936,15,Pulgar — Palmar,10,2,0.000,0.000,0.000,0
937,15,Pulgar — Palmar,10,3,0.000,0.000,0.000,0
938,15,Pulgar — Palmar,10,4,0.000,0.000,0.000,0
939,15,Pulgar — Palmar,10,5,0.000,0.000,0.000,0
940,15,Pulgar — Palmar,10,6,0.000,0.000,0.000,0
941,15,Pulgar — Palmar,10,7,0.000,0.000,0.000,0
942,15,Pulgar — Palmar,11,0,0.000,0.000,0.000,0
943,15,Pulgar — Palmar,11,1,0.000,0.000,0.000,0
944,15,Pulgar — Palmar,11,2,0.000,0.000,0.000,0
945,15,Pulgar — Palmar,11,3,0.000,0.000,0.000,0
946,15,Pulgar — Palmar,11,4,0.000,0.000,0.000,0
947,15,Pulgar — Palmar,11,5,0.000,0.000,0.000,0
948,15,Pulgar — Palmar,11,6,0.000,0.000,0.000,0
949,15,Pulgar — Palmar,11,7,0.000,0.000,0.000,0
950,16,Palma,0,0,0.000,0.000,0.000,1
951,16,Palma,0,1,0.000,0.000,0.000,0
952,16,Palma,0,2,0.000,0.000,0.000,0
953,16,Palma,0,3,0.000,0.000,0.000,0
954,16,Palma,0,4,0.000,0.000,0.000,0
955,16,Palma,0,5,0.000,0.000,0.000,0
956,16,Palma,0,6,0.000,0.000,0.000,0
957,16,Palma,0,7,0.000,0.000,0.000,1
958,16,Palma,1,0,0.000,0.000,0.000,1
959,16,Palma,1,1,0.000,0.000,0.000,0
960,16,Palma,1,2,0.000,0.000,0.000,0
961,16,Palma,1,3,0.000,0.000,0.000,0
962,16,Palma,1,4,0.000,0.000,0.000,0
963,16,Palma,1,5,0.000,0.000,0.000,0
964,16,Palma,1,6,0.000,0.000,0.000,0
965,16,Palma,1,7,0.000,0.000,0.000,1
966,16,Palma,2,0,0.000,0.000,0.000,1
967,16,Palma,2,1,0.000,0.000,0.000,0
968,16,Palma,2,2,0.000,0.000,0.000,0
969,16,Palma,2,3,0.000,0.000,0.000,0
970,16,Palma,2,4,0.000,0.000,0.000,0
971,16,Palma,2,5,0.000,0.000,0.000,0
972,16,Palma,2,6,0.000,0.000,0.000,0
973,16,Palma,2,7,0.000,0.000,0.000,1
974,16,Palma,3,0,0.000,0.000,0.000,1
975,16,Palma,3,1,0.000,0.000,0.000,0
976,16,Palma,3,2,0.000,0.000,0.000,0
977,16,Palma,3,3,0.000,0.000,0.000,0
978,16,Palma,3,4,0.000,0.000,0.000,0
979,16,Palma,3,5,0.000,0.000,0.000,0
980,16,Palma,3,6,0.000,0.000,0.000,0
981,16,Palma,3,7,0.000,0.000,0.000,1
982,16,Palma,4,0,0.000,0.000,0.000,1
983,16,Palma,4,1,0.000,0.000,0.000,0
984,16,Palma,4,2,0.000,0.000,0.000,0
985,16,Palma,4,3,0.000,0.000,0.000,0
986,16,Palma,4,4,0.000,0.000,0.000,0
987,16,Palma,4,5,0.000,0.000,0.000,0
988,16,Palma,4,6,0.000,0.000,0.000,0
989,16,Palma,4,7,0.000,0.000,0.000,1
990,16,Palma,5,0,0.000,0.000,0.000,1
991,16,Palma,5,1,0.000,0.000,0.000,0
992,16,Palma,5,2,0.000,0.000,0.000,0
993,16,Palma,5,3,0.000,0.000,0.000,0
994,16,Palma,5,4,0.000,0.000,0.000,0
995,16,Palma,5,5,0.000,0.000,0.000,0
996,16,Palma,5,6,0.000,0.000,0.000,0
997,16,Palma,5,7,0.000,0.000,0.000,1
998,16,Palma,6,0,0.000,0.000,0.000,1
999,16,Palma,6,1,0.000,0.000,0.000,1
1000,16,Palma,6,2,0.000,0.000,0.000,0
1001,16,Palma,6,3,0.000,0.000,0.000,0
1002,16,Palma,6,4,0.000,0.000,0.000,0
1003,16,Palma,6,5,0.000,0.000,0.000,0
1004,16,Palma,6,6,0.000,0.000,0.000,1
1005,16,Palma,6,7,0.000,0.000,0.000,1
1006,16,Palma,7,0,0.000,0.000,0.000,1
1007,16,Palma,7,1,0.000,0.000,0.000,1
1008,16,Palma,7,2,0.000,0.000,0.000,0
1009,16,Palma,7,3,0.000,0.000,0.000,0
1010,16,Palma,7,4,0.000,0.000,0.000,0
1011,16,Palma,7,5,0.000,0.000,0.000,1
1012,16,Palma,7,6,0.000,0.000,0.000,1
1013,16,Palma,7,7,0.000,0.000,0.000,1
1014,16,Palma,8,0,0.000,0.000,0.000,1
1015,16,Palma,8,1,0.000,0.000,0.000,0
1016,16,Palma,8,2,0.000,0.000,0.000,0
1017,16,Palma,8,3,0.000,0.000,0.000,0
1018,16,Palma,8,4,0.000,0.000,0.000,0
1019,16,Palma,8,5,0.000,0.000,0.000,1
1020,16,Palma,8,6,0.000,0.000,0.000,1
1021,16,Palma,8,7,0.000,0.000,0.000,1
1022,16,Palma,9,0,0.000,0.000,0.000,0
1023,16,Palma,9,1,0.000,0.000,0.000,0
1024,16,Palma,9,2,0.000,0.000,0.000,0
1025,16,Palma,9,3,0.000,0.000,0.000,0
1026,16,Palma,9,4,0.000,0.000,0.000,0
1027,16,Palma,9,5,0.000,0.000,0.000,0
1028,16,Palma,9,6,0.000,0.000,0.000,1
1029,16,Palma,9,7,0.000,0.000,0.000,1
1030,16,Palma,10,0,0.000,0.000,0.000,0
1031,16,Palma,10,1,0.000,0.000,0.000,0
1032,16,Palma,10,2,0.000,0.000,0.000,0
1033,16,Palma,10,3,0.000,0.000,0.000,0
1034,16,Palma,10,4,0.000,0.000,0.000,0
1035,16,Palma,10,5,0.000,0.000,0.000,0
1036,16,Palma,10,6,0.000,0.000,0.000,1
1037,16,Palma,10,7,0.000,0.000,0.000,1
1038,16,Palma,11,0,0.000,0.000,0.000,0
1039,16,Palma,11,1,0.000,0.000,0.000,0
1040,16,Palma,11,2,0.000,0.000,0.000,0
1041,16,Palma,11,3,0.000,0.000,0.000,0
1042,16,Palma,11,4,0.000,0.000,0.000,0
1043,16,Palma,11,5,0.000,0.000,0.000,0
1044,16,Palma,11,6,0.000,0.000,0.000,1
1045,16,Palma,11,7,0.000,0.000,0.000,1
1046,16,Palma,12,0,0.000,0.000,0.000,0
1047,16,Palma,12,1,0.000,0.000,0.000,0
1048,16,Palma,12,2,0.000,0.000,0.000,0
1049,16,Palma,12,3,0.000,0.000,0.000,0
1050,16,Palma,12,4,0.000,0.000,0.000,0
1051,16,Palma,12,5,0.000,0.000,0.000,0
1052,16,Palma,12,6,0.000,0.000,0.000,1
1053,16,Palma,12,7,0.000,0.000,0.000,1
1054,16,Palma,13,0,0.000,0.000,0.000,0
1055,16,Palma,13,1,0.000,0.000,0.000,0
1056,16,Palma,13,2,0.000,0.000,0.000,0
1057,16,Palma,13,3,0.000,0.000,0.000,0
1058,16,Palma,13,4,0.000,0.000,0.000,0
1059,16,Palma,13,5,0.000,0.000,0.000,1
1060,16,Palma,13,6,0.000,0.000,0.000,1
1061,16,Palma,13,7,0.000,0.000,0.000,1
