t_s,force_g,pos_act,current_mA
0.013087,-12,770,-115
0.044906,-12,,
0.055802,-12,,
0.062546,-12,,
0.076015,-11,,
0.086922,-11,,
0.093624,-11,,
0.106707,-4,,
0.117381,-4,770,91
0.149223,24,,
0.155981,24,,
0.169067,52,,
0.180104,52,,
0.186629,52,,
0.199540,83,,
0.210315,83,,
0.217075,83,789,93
0.248470,106,,
0.261466,119,,
0.272255,119,,
0.278751,120,,
0.292789,120,,
0.303564,120,,
0.311250,126,,
0.323160,126,802,105
0.354616,131,,
0.365724,131,,
0.372289,134,,
0.385279,134,,
0.396234,134,,
0.402701,135,,
0.416656,135,,
0.427392,135,827,85
0.458866,136,,
0.465339,136,,
0.478399,136,,
0.489150,137,,
0.495702,137,,
0.509912,137,,
0.520842,135,,
0.527248,135,838,107
0.558649,132,,
0.571629,132,,
0.582701,129,,
0.589209,129,,
0.602364,129,,
0.613558,129,,
0.620137,129,,
0.633188,129,849,125
0.665028,127,,
0.675911,127,,
0.682370,127,,
0.695131,124,,
0.706892,124,,
0.713232,124,,
0.726254,121,,
0.738259,121,870,135
0.768474,120,,
0.775981,120,,
0.788930,122,,
0.800057,122,,
0.806628,122,,
0.819564,121,,
0.830672,121,,
0.837171,121,887,111
0.868273,117,,
0.881581,114,,
0.892581,114,,
0.899063,116,,
0.912427,116,,
0.923677,116,,
0.930645,117,,
0.943708,117,901,114
0.974672,113,,
0.985962,113,,
0.992764,111,,
1.005838,111,,
1.017866,111,,
1.024361,111,,
1.036142,111,,
1.048096,111,917,118
1.078699,109,,
1.085201,109,,
1.098263,109,,
1.110138,106,,
1.116615,106,,
1.129794,106,,
1.141158,103,,
1.148475,103,932,115
1.178142,103,,
1.191471,103,,
1.203771,104,,
1.210496,104,,
1.222828,104,,
1.233785,104,,
1.240586,104,,
1.253703,104,942,106
1.284469,102,,
1.296596,102,,
1.303292,102,,
1.315260,101,,
1.326105,101,,
1.332610,101,,
1.346851,98,,
1.357890,98,960,107
1.389357,99,,
1.396942,99,,
1.408807,98,,
1.419618,98,,
1.426085,98,,
1.439030,101,,
1.450870,101,,
1.457321,101,983,121
1.488818,100,,
1.502010,97,,
1.512988,97,,
1.519589,99,,
1.532516,99,,
1.543243,99,,
1.549714,100,,
1.563688,100,992,116
1.595007,99,,
1.606079,99,,
1.612636,97,,
1.625639,97,,
1.636420,97,,
1.642854,94,,
1.656868,94,,
1.668752,93,1012,111
1.698311,95,,
1.705949,95,,
1.718927,95,,
1.729702,96,,
1.736227,96,,
1.749343,96,,
1.761244,94,,
1.768802,94,1027,121
1.797934,91,,
1.810852,91,,
1.817253,91,,
1.825049,91,,
1.831715,91,,
1.842716,91,,
1.854590,92,,
1.861090,92,1041,109
1.890598,94,,
1.904658,91,,
1.915638,91,,
1.922200,91,,
1.935261,90,,
1.947319,90,,
1.954894,90,,
1.966838,91,1055,138
1.997295,91,,
2.008196,91,,
2.015908,91,,
2.027872,93,,
2.040783,93,,
2.047323,93,,
2.059338,94,,
2.070094,94,1071,106
2.101744,93,,
2.108193,93,,
2.121073,91,,
2.133000,91,,
2.139930,91,,
2.152030,91,,
2.162891,91,,
2.169378,92,1085,133
2.201133,91,,
2.214495,91,,
2.226806,91,,
2.233544,92,,
2.245774,92,,
2.256861,92,,
2.263550,91,,
2.276854,91,1113,126
2.307503,87,,
2.319846,90,,
2.326641,90,,
2.338837,90,,
2.348939,89,,
2.355656,89,,
2.368970,89,,
2.379863,88,1119,103
2.412498,88,,
2.418941,88,,
2.430863,88,,
2.442935,90,,
2.449371,90,,
2.462751,90,,
2.473895,91,,
2.481306,91,1133,118
2.512501,92,,
2.524374,90,,
2.535055,90,,
2.541556,90,,
2.555505,90,,
2.567303,90,,
2.573790,90,,
2.586714,91,1150,154
2.617019,91,,
2.628943,91,,
2.635404,91,,
2.648325,96,,
2.660065,96,,
2.667632,96,,
2.679555,98,,
2.691381,98,1164,111
2.722506,98,,
2.728866,98,,
2.741698,95,,
2.753457,95,,
2.759823,97,,
2.772695,97,,
2.784501,97,,
2.791055,96,1183,119
2.821243,92,,
2.834100,92,,
2.845894,92,,
2.852344,90,,
2.865294,90,,
2.878021,89,,
2.884855,89,,
2.895674,89,1196,125
2.916099,90,,
2.926816,90,,
2.933200,90,,
2.940726,93,,
2.947128,93,,
2.957875,93,,
2.969768,93,,
2.976180,93,1209,120
3.007221,92,,
3.020072,92,,
3.031807,91,,
3.038171,91,,
3.051077,91,,
3.062868,94,,
3.069334,94,,
3.082247,94,1226,139
3.113027,99,,
3.124931,99,,
3.131587,99,,
3.143853,102,,
3.155768,102,,
3.162169,102,,
3.175223,100,,
3.187106,100,1244,83
3.218268,98,,
3.224764,98,,
3.237738,99,,
3.249581,99,,
3.256223,99,,
3.268113,100,,
3.280114,100,,
3.286675,100,1261,110
3.317322,101,,
3.330259,101,,
3.342093,101,,
3.349652,101,,
3.361517,99,,
3.373323,99,,
3.379749,103,,
3.392654,103,1272,110
3.423759,106,,
3.435526,106,,
3.441940,107,,
3.453755,107,,
3.460140,107,,
3.466639,107,,
3.473057,108,,
3.484869,108,1284,91
3.515994,110,,
3.527800,110,,
3.534218,112,,
3.547029,112,,
3.558854,115,,
3.565317,115,,
3.579320,115,,
3.589988,117,1309,96
3.621211,116,,
3.627674,116,,
3.640586,116,,
3.652446,115,,
3.658872,115,,
3.670674,115,,
3.677065,115,,
3.684637,117,1318,135
3.713704,119,,
3.720118,119,,
3.734148,119,,
3.744868,119,,
3.751229,119,,
3.763906,119,,
3.775537,119,,
3.781771,119,1328,111
3.806724,118,,
3.812880,118,,
3.825568,117,,
3.831777,117,,
3.837977,117,,
3.845372,117,,
3.858144,118,,
3.868924,118,1347,112
3.900042,122,,
3.907619,122,,
3.920427,125,,
3.931096,125,,
3.937505,125,,
3.951540,125,,
3.962309,125,,
3.968787,125,1362,110
3.999941,125,,
4.011796,125,,
4.018186,125,,
4.024666,125,,
4.031125,128,,
4.044476,128,,
4.055375,128,,
4.062050,130,1377,111
4.093054,130,,
4.105031,130,,
4.116878,130,,
4.123388,128,,
4.137775,128,,
4.148146,132,,
4.154857,132,,
4.167699,132,1395,125
4.199513,135,,
4.209726,137,,
4.216285,137,,
4.230365,137,,
4.241226,137,,
4.247709,137,,
4.260728,137,,
4.271617,137,1408,103
4.303594,139,,
4.311226,139,,
4.322720,139,,
4.333551,143,,
4.339914,143,,
4.353956,143,,
4.365018,147,,
4.371698,147,1428,94
4.403176,147,,
4.416169,149,,
4.426934,149,,
4.434492,149,,
4.447449,153,,
4.458209,153,,
4.464708,153,,
4.477624,183,1439,129
4.509302,235,,
4.520229,235,,
4.526717,235,,
4.539908,290,,
4.550822,290,,
4.558640,290,,
4.570695,290,,
4.581747,290,1454,195
4.613092,387,,
4.619498,427,,
4.633408,427,,
4.644079,427,,
4.650526,486,,
4.664527,486,,
4.675445,486,,
4.681980,552,1467,228
4.714629,628,,
4.725733,628,,
4.736900,628,,
4.743831,710,,
4.757092,710,,
4.768151,796,,
4.774835,796,,
4.788134,796,1488,338
4.819081,891,,
4.830192,979,,
4.836785,979,,
4.850411,979,,
4.860889,1065,,
4.867605,1065,,
4.881003,1065,,
4.892331,1159,1501,228
4.923895,1159,,
4.930847,1159,,
4.943096,1159,,
4.954215,944,,
4.960905,944,,
4.974142,944,,
4.985378,939,,
4.992379,939,1496,0
5.022938,922,,
5.036384,891,,
5.047819,891,,
5.054517,891,,
5.066816,865,,
5.077696,865,,
5.084565,865,,
5.097742,846,1494,156
5.129688,843,,
5.139824,843,,
5.146551,843,,
5.160264,848,,
5.170764,848,,
5.177500,848,,
5.191076,852,,
5.202252,852,1496,0
5.233415,831,,
5.240133,818,,
5.253455,818,,
5.264618,818,,
5.272689,802,,
5.283699,802,,
5.294765,802,,
5.302386,789,1494,0
