trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
B_dof0_v25_F1000_n02.csv,0,25,1000,1111,111,959,5505,1158,77,0,,3,31,m2,44
B_dof0_v25_F1000_n03.csv,0,25,1000,1114,114,952,2307,1402,78,0,,2,37,m2,42
B_dof0_v25_F250_n01.csv,0,25,250,291,41,207,1768,1400,78,0,,2,37,m2,44
B_dof0_v25_F1000_n00.csv,0,25,1000,1091,91,947,2337,1402,78,0,,1,36,m2,44
B_dof0_v25_F250_n03.csv,0,25,250,374,124,292,1860,1399,78,0,,2,37,m2,44
B_dof0_v25_F250_n04.csv,0,25,250,300,50,186,1840,1402,78,0,,1,36,m2,44
B_dof0_v25_F250_n02.csv,0,25,250,282,32,231,1840,1402,78,0,,1,37,m2,44
B_dof0_v25_F250_n00.csv,0,25,250,315,65,200,1842,1401,78,0,,2,37,m2,44
B_dof0_v25_F1000_n04.csv,0,25,1000,1133,133,975,2399,1411,78,0,,2,36,m2,44
B_dof0_v25_F1000_n01.csv,0,25,1000,1094,94,962,2313,1402,79,0,,2,37,m2,44
