speed,fset,n,median_df,mean_df,sd_df,q1,q3,min,max,median_fmax,n_abort
25,250,5,50.0,62.4,32.7,36.5,94.5,32.0,124.0,300.0,0
25,1000,5,111.0,108.6,15.2,92.5,123.5,91.0,133.0,1111.0,0
