fichero,t_wall_iso,t_unix,n
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.601583,1789673848.602,0
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.639219,1789673848.639,1
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.661072,1789673848.661,2
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.702886,1789673848.703,3
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.732028,1789673848.732,4
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.769928,1789673848.770,5
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.800258,1789673848.800,6
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.831556,1789673848.832,7
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.862284,1789673848.862,8
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.899007,1789673848.899,9
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.930288,1789673848.930,10
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:28.966304,1789673848.966,11
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.000883,1789673849.001,12
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.032516,1789673849.033,13
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.067774,1789673849.068,14
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.102291,1789673849.102,15
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.132520,1789673849.133,16
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.168610,1789673849.169,17
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.197543,1789673849.198,18
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.228960,1789673849.229,19
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.260745,1789673849.261,20
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.296764,1789673849.297,21
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.328633,1789673849.329,22
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.365321,1789673849.365,23
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.397025,1789673849.397,24
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.430833,1789673849.431,25
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.464251,1789673849.464,26
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.503054,1789673849.503,27
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.535177,1789673849.535,28
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.568392,1789673849.568,29
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.601624,1789673849.602,30
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.633104,1789673849.633,31
g5_c925_cubo_m1_20260917_143727.mp4,2026-09-17T14:37:29.664098,1789673849.664,32
