fichero,t_wall_iso,t_unix,n
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.413207,1789673847.413,0
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.457538,1789673847.458,1
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.488360,1789673847.488,2
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.523162,1789673847.523,3
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.561935,1789673847.562,4
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.601240,1789673847.601,5
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.633164,1789673847.633,6
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.665054,1789673847.665,7
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.705989,1789673847.706,8
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.736115,1789673847.736,9
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.777625,1789673847.778,10
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.811036,1789673847.811,11
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.845866,1789673847.846,12
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.881996,1789673847.882,13
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.918700,1789673847.919,14
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.950094,1789673847.950,15
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:27.993132,1789673847.993,16
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.023796,1789673848.024,17
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.060172,1789673848.060,18
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.102623,1789673848.103,19
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.133523,1789673848.134,20
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.170299,1789673848.170,21
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.206175,1789673848.206,22
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.240965,1789673848.241,23
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.275865,1789673848.276,24
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.311464,1789673848.311,25
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.349664,1789673848.350,26
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.382545,1789673848.383,27
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.421529,1789673848.422,28
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.455313,1789673848.455,29
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.497011,1789673848.497,30
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.525029,1789673848.525,31
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.561878,1789673848.562,32
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.602307,1789673848.602,33
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.632036,1789673848.632,34
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.668005,1789673848.668,35
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.705812,1789673848.706,36
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.739923,1789673848.740,37
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.776836,1789673848.777,38
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.812322,1789673848.812,39
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.849847,1789673848.850,40
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.890036,1789673848.890,41
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.924970,1789673848.925,42
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.961621,1789673848.962,43
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:28.998375,1789673848.998,44
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.032285,1789673849.032,45
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.070440,1789673849.070,46
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.104635,1789673849.105,47
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.137916,1789673849.138,48
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.179568,1789673849.180,49
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.209698,1789673849.210,50
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.244201,1789673849.244,51
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.280256,1789673849.280,52
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.316109,1789673849.316,53
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.354503,1789673849.355,54
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.389469,1789673849.389,55
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.428721,1789673849.429,56
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.464229,1789673849.464,57
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.501934,1789673849.502,58
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.537419,1789673849.537,59
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.568374,1789673849.568,60
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.606694,1789673849.607,61
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.638870,1789673849.639,62
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.672192,1789673849.672,63
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.717133,1789673849.717,64
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.745509,1789673849.746,65
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.781148,1789673849.781,66
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.815831,1789673849.816,67
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.852056,1789673849.852,68
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.892770,1789673849.893,69
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.924285,1789673849.924,70
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.959979,1789673849.960,71
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:29.999715,1789673850.000,72
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.036706,1789673850.037,73
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.070726,1789673850.071,74
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.108841,1789673850.109,75
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.140612,1789673850.141,76
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.177074,1789673850.177,77
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.211867,1789673850.212,78
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.250982,1789673850.251,79
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.289915,1789673850.290,80
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.322759,1789673850.323,81
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.360076,1789673850.360,82
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.397018,1789673850.397,83
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.434153,1789673850.434,84
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.467550,1789673850.468,85
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.500586,1789673850.501,86
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.536708,1789673850.537,87
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.576862,1789673850.577,88
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.609311,1789673850.609,89
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.644441,1789673850.644,90
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.682268,1789673850.682,91
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.719577,1789673850.720,92
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.752281,1789673850.752,93
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.794762,1789673850.795,94
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.822945,1789673850.823,95
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.861284,1789673850.861,96
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.895995,1789673850.896,97
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.930032,1789673850.930,98
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:30.969259,1789673850.969,99
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.002609,1789673851.003,100
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.037059,1789673851.037,101
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.073070,1789673851.073,102
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.108150,1789673851.108,103
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.143867,1789673851.144,104
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.179897,1789673851.180,105
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.217763,1789673851.218,106
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.255884,1789673851.256,107
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.293593,1789673851.294,108
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.327434,1789673851.327,109
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.372003,1789673851.372,110
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.398658,1789673851.399,111
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.436248,1789673851.436,112
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.468937,1789673851.469,113
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.506830,1789673851.507,114
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.541193,1789673851.541,115
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.576638,1789673851.577,116
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.611882,1789673851.612,117
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.647975,1789673851.648,118
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.684353,1789673851.684,119
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.721037,1789673851.721,120
g5_brio_cubo_m1_20260917_143725.mp4,2026-09-17T14:37:31.760966,1789673851.761,121
