fichero,t_wall_iso,t_unix,n
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.239282,1789674653.239,133
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.276052,1789674653.276,134
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.300091,1789674653.300,135
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.343596,1789674653.344,136
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.367713,1789674653.368,137
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.400227,1789674653.400,138
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.435833,1789674653.436,139
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.473823,1789674653.474,140
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.503027,1789674653.503,141
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.532544,1789674653.533,142
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.571030,1789674653.571,143
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.602201,1789674653.602,144
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.647948,1789674653.648,145
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.666576,1789674653.667,146
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.704033,1789674653.704,147
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.734029,1789674653.734,148
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.770862,1789674653.771,149
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.798204,1789674653.798,150
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.835559,1789674653.836,151
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.871713,1789674653.872,152
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.909864,1789674653.910,153
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.934704,1789674653.935,154
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.968067,1789674653.968,155
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:53.999214,1789674653.999,156
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.040915,1789674654.041,157
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.070179,1789674654.070,158
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.103314,1789674654.103,159
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.135090,1789674654.135,160
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.174944,1789674654.175,161
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.200914,1789674654.201,162
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.243081,1789674654.243,163
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.269628,1789674654.270,164
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.305586,1789674654.306,165
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.334562,1789674654.335,166
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.374311,1789674654.374,167
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.400844,1789674654.401,168
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.441421,1789674654.441,169
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.469059,1789674654.469,170
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.503255,1789674654.503,171
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.533771,1789674654.534,172
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.567219,1789674654.567,173
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.602306,1789674654.602,174
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.637461,1789674654.637,175
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.673931,1789674654.674,176
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.701546,1789674654.702,177
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.734875,1789674654.735,178
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.771947,1789674654.772,179
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.802926,1789674654.803,180
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.836873,1789674654.837,181
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.866179,1789674654.866,182
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.898852,1789674654.899,183
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.930768,1789674654.931,184
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:54.968221,1789674654.968,185
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.002840,1789674655.003,186
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.039229,1789674655.039,187
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.070050,1789674655.070,188
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.102361,1789674655.102,189
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.133964,1789674655.134,190
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:55.173989,1789674655.174,191
