fichero,t_wall_iso,t_unix,n
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:31.819256,1789674511.819,0
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:31.858076,1789674511.858,1
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:31.879622,1789674511.880,2
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:31.919012,1789674511.919,3
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:31.956723,1789674511.957,4
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:31.985618,1789674511.986,5
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.022973,1789674512.023,6
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.061116,1789674512.061,7
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.095845,1789674512.096,8
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.131205,1789674512.131,9
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.167499,1789674512.168,10
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.204124,1789674512.204,11
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.238233,1789674512.238,12
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.273305,1789674512.273,13
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.308641,1789674512.309,14
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.347239,1789674512.347,15
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.384901,1789674512.385,16
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.414615,1789674512.415,17
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.454248,1789674512.454,18
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.495564,1789674512.496,19
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.531687,1789674512.532,20
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.562857,1789674512.563,21
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.601278,1789674512.601,22
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.637167,1789674512.637,23
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.668023,1789674512.668,24
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.709087,1789674512.709,25
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.737592,1789674512.738,26
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.779114,1789674512.779,27
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.812594,1789674512.813,28
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.848098,1789674512.848,29
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.879674,1789674512.880,30
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.918465,1789674512.918,31
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.951518,1789674512.952,32
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:32.987225,1789674512.987,33
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.028486,1789674513.028,34
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.059476,1789674513.059,35
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.098920,1789674513.099,36
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.131793,1789674513.132,37
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.166695,1789674513.167,38
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.208776,1789674513.209,39
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.240360,1789674513.240,40
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.278190,1789674513.278,41
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.307585,1789674513.308,42
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.346537,1789674513.347,43
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.383090,1789674513.383,44
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.416893,1789674513.417,45
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.455911,1789674513.456,46
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.489858,1789674513.490,47
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.523568,1789674513.524,48
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.559409,1789674513.559,49
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.595277,1789674513.595,50
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.632885,1789674513.633,51
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.667556,1789674513.668,52
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.706408,1789674513.706,53
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.739363,1789674513.739,54
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.777177,1789674513.777,55
g7_brio_cubo_m2_20260917_144829.mp4,2026-09-17T14:48:33.815822,1789674513.816,56
