fichero,t_wall_iso,t_unix,n
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.374040,1789674346.374,0
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.410490,1789674346.411,1
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.442558,1789674346.443,2
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.475758,1789674346.476,3
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.507715,1789674346.508,4
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.540665,1789674346.541,5
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.575821,1789674346.576,6
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.610688,1789674346.611,7
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.645829,1789674346.646,8
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.678575,1789674346.679,9
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.708997,1789674346.709,10
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.740912,1789674346.741,11
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.778490,1789674346.779,12
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.808262,1789674346.808,13
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.844241,1789674346.844,14
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.875574,1789674346.876,15
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.906107,1789674346.906,16
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.937336,1789674346.937,17
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:46.972901,1789674346.973,18
g6_c925_cubo_m2_20260917_144545.mp4,2026-09-17T14:45:47.005164,1789674347.005,19
