t_s,force_g,pos_act,current_mA
0.006463,20,503,0
0.036673,20,,
0.049742,25,,
0.060792,25,,
0.068434,25,,
0.080462,30,,
0.093330,30,,
0.099818,30,,
0.111964,38,508,7
0.142500,39,,
0.153402,39,,
0.159943,39,,
0.174316,39,,
0.185429,39,,
0.191897,39,,
0.204922,40,,
0.216929,40,515,27
0.241764,41,,
0.249263,41,,
0.256023,41,,
0.266976,41,,
0.278907,41,,
0.285426,41,,
0.297798,41,,
0.310103,41,521,42
0.340669,41,,
0.348248,41,,
0.360339,41,,
0.371337,41,,
0.377986,41,,
0.391084,41,,
0.403088,41,,
0.409528,41,526,32
0.440310,41,,
0.452270,41,,
0.458833,41,,
0.465327,41,,
0.471862,41,,
0.484894,41,,
0.496274,41,,
0.502924,41,533,42
0.533552,41,,
0.546728,41,,
0.558530,41,,
0.565613,41,,
0.577796,41,,
0.588914,41,,
0.595548,41,,
0.608599,41,544,60
0.639415,41,,
0.650362,41,,
0.658114,41,,
0.670029,41,,
0.682046,41,,
0.688731,41,,
0.701582,41,,
0.712295,41,553,50
0.743317,42,,
0.750820,42,,
0.763971,41,,
0.774979,41,,
0.781612,41,,
0.794678,42,,
0.805582,42,,
0.812011,42,560,27
0.843912,41,,
0.856289,41,,
0.867604,41,,
0.874472,41,,
0.887900,41,,
0.898103,41,,
0.905888,41,,
0.918519,41,567,55
0.949575,41,,
0.960764,41,,
0.967556,41,,
0.980905,41,,
0.991053,41,,
0.998948,41,,
1.011376,41,,
1.022494,41,574,63
1.053160,41,,
1.059971,41,,
1.073578,41,,
1.084781,41,,
1.091679,41,,
1.103970,41,,
1.115039,41,,
1.122761,41,578,75
1.152612,41,,
1.166633,41,,
1.177437,41,,
1.183990,41,,
1.197344,41,,
1.209505,42,,
1.216266,42,,
1.228377,42,591,41
1.258889,41,,
1.269689,41,,
1.276141,41,,
1.290380,42,,
1.302428,42,,
1.309121,42,,
1.321365,42,,
1.332302,42,597,72
1.363456,41,,
1.369919,41,,
1.382946,41,,
1.395038,41,,
1.401504,41,,
1.413313,41,,
1.419868,41,,
1.426519,41,601,79
1.455577,41,,
1.462112,41,,
1.476402,41,,
1.487386,41,,
1.494007,41,,
1.507525,42,,
1.518233,42,,
1.524898,41,612,63
1.557365,41,,
1.569371,41,,
1.581319,41,,
1.587892,41,,
1.600305,41,,
1.611774,41,,
1.618683,42,,
1.630843,42,622,61
1.661342,42,,
1.673456,42,,
1.680210,42,,
1.692443,42,,
1.705479,42,,
1.712370,42,,
1.723664,42,,
1.735916,42,630,61
1.767153,42,,
1.773937,42,,
1.786379,42,,
1.797988,42,,
1.804341,42,,
1.816008,42,,
1.822162,42,,
1.828351,42,636,89
1.859887,42,,
1.866000,42,,
1.879747,42,,
1.890202,41,,
1.896481,41,,
1.910255,42,,
1.920926,42,,
1.927202,42,644,43
1.959224,42,,
1.972012,42,,
1.983738,42,,
1.990037,42,,
2.003956,42,,
2.014927,42,,
2.021296,42,,
2.034356,42,649,75
2.065296,42,,
2.076096,42,,
2.082530,42,,
2.096847,43,,
2.108008,43,,
2.114467,43,,
2.127384,43,,
2.138043,43,659,65
2.169698,43,,
2.176113,42,,
2.189083,42,,
2.199994,42,,
2.206448,43,,
2.220518,43,,
2.231316,43,,
2.237866,43,667,91
2.270799,43,,
2.282817,43,,
2.293642,43,,
2.300127,43,,
2.313131,43,,
2.323896,42,,
2.330460,42,,
2.344522,42,673,99
2.374896,43,,
2.386103,43,,
2.392863,43,,
2.406026,43,,
2.417169,42,,
2.423928,42,,
2.436980,42,,
2.448120,42,684,58
2.479368,42,,
2.485889,42,,
2.499277,42,,
2.510314,42,,
2.517007,42,,
2.530252,43,,
2.541119,43,,
2.547562,43,692,71
2.580494,42,,
2.592201,42,,
2.602985,42,,
2.610488,42,,
2.623446,42,,
2.634230,42,,
2.640723,42,,
2.653650,42,699,62
2.684659,42,,
2.697448,42,,
2.703852,42,,
2.715698,42,,
2.727296,42,,
2.733592,42,,
2.747331,42,,
2.758060,42,708,27
2.790365,42,,
2.796963,42,,
2.808864,42,,
2.819646,42,,
2.826375,43,,
2.840270,43,,
2.851186,43,,
2.857674,43,714,48
2.889034,43,,
2.902016,43,,
2.912831,43,,
2.919286,43,,
2.933308,43,,
2.944411,42,,
2.951220,42,,
2.963384,42,722,106
2.995182,43,,
3.007137,43,,
3.013604,43,,
3.025563,43,,
3.036315,43,,
3.042782,43,,
3.056804,43,,
3.068721,43,730,55
3.099425,43,,
3.105979,43,,
3.119013,43,,
3.131135,43,,
3.137799,43,,
3.150087,43,,
3.162187,43,,
3.168914,43,735,85
3.199792,43,,
3.211845,43,,
3.223859,43,,
3.230201,43,,
3.242076,43,,
3.248507,43,,
3.256093,43,,
3.262476,43,743,44
3.286124,43,,
3.292527,43,,
3.305516,43,,
3.316453,43,,
3.323201,43,,
3.336127,43,,
3.347128,43,,
3.353766,43,750,83
3.385160,43,,
3.398144,43,,
3.409224,43,,
3.417164,43,,
3.429516,43,,
3.440886,43,,
3.447411,43,,
3.460375,43,756,60
3.491894,43,,
3.502618,43,,
3.509083,43,,
3.522271,43,,
3.533252,43,,
3.540159,43,,
3.553529,43,,
3.564698,43,770,57
3.596055,43,,
3.602693,43,,
3.614861,43,,
3.625866,44,,
3.632475,44,,
3.647085,44,,
3.657146,43,,
3.664893,43,775,62
3.695635,43,,
3.708015,43,,
3.718948,44,,
3.725461,44,,
3.739581,44,,
3.750384,44,,
3.756889,44,,
3.769827,44,780,58
3.801472,44,,
3.812357,44,,
3.819021,44,,
3.832569,45,,
3.843878,45,,
3.851890,45,,
3.863317,45,,
3.874287,45,791,57
3.905472,45,,
3.912027,45,,
3.924875,46,,
3.935435,46,,
3.941810,46,,
3.955684,50,,
3.966704,50,,
3.973252,50,799,66
4.005586,57,,
4.017502,57,,
4.029517,57,,
4.036121,62,,
4.049197,62,,
4.060443,62,,
4.067380,68,,
4.079724,68,805,74
4.111321,75,,
4.122031,75,,
4.128389,82,,
4.142334,82,,
4.153097,82,,
4.159478,91,,
4.173481,91,,
4.185268,101,813,77
4.214985,112,,
4.221660,112,,
4.234627,112,,
4.245432,123,,
4.251956,123,,
4.266040,123,,
4.278079,135,,
4.284778,135,821,60
4.314599,148,,
4.327679,148,,
4.338719,160,,
4.345483,160,,
4.358455,160,,
4.370509,160,,
4.377031,160,,
4.390115,186,830,109
4.420395,202,,
4.432354,202,,
4.438887,202,,
4.451881,218,,
4.463772,218,,
4.470190,218,,
4.483074,238,,
4.494942,238,837,114
4.519429,255,,
4.526990,255,,
4.533549,255,,
4.544212,274,,
4.550602,274,,
4.557019,274,,
4.563538,274,,
4.576525,287,845,153
4.607493,302,,
4.618283,302,,
4.624967,314,,
4.639170,314,,
4.649786,314,,
4.656116,330,,
4.669029,330,,
4.680745,330,854,153
4.711635,348,,
4.718061,365,,
4.731021,365,,
4.743059,382,,
4.749730,382,,
4.762983,382,,
4.773817,403,,
4.780213,403,856,209
4.810315,428,,
4.824332,428,,
4.835083,456,,
4.841543,456,,
4.855650,456,,
4.866468,484,,
4.872962,484,,
4.886112,484,862,244
4.917493,515,,
4.928459,515,,
4.935115,515,,
4.948272,515,,
4.959168,566,,
4.966771,566,,
4.979200,566,,
4.990362,566,873,-7
5.021456,509,,
5.028062,509,,
5.041282,491,,
5.052407,491,,
5.059022,491,,
5.072039,483,,
5.082885,483,,
5.089646,483,862,0
5.121611,480,,
5.134712,478,,
5.145787,478,,
5.152446,478,,
5.165853,474,,
5.175832,474,,
5.182336,474,,
5.196677,472,861,0
5.227326,469,,
5.238164,469,,
5.244657,468,,
5.257913,468,,
5.269528,468,,
5.276373,466,,
5.289198,466,,
5.300001,466,861,0
5.331208,464,,
5.337495,462,,
5.351298,462,,
5.361897,462,,
5.368096,459,,
5.382069,459,,
5.393306,458,,
5.400081,458,861,0
5.430863,456,,
5.444190,456,,
5.455390,455,,
5.461977,455,,
5.474960,455,,
5.486777,455,,
5.494573,455,,
5.505860,455,861,0
