trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
B_dof2_v25_F1000_n02.csv,2,25,1000,1115,115,1058,2411,1473,78,0,,2,7,fijo,44
B_dof2_v25_F1000_n03.csv,2,25,1000,1114,114,844,2338,1479,78,0,,3,-9,fijo,44
B_dof2_v25_F100_n01.csv,2,25,100,149,49,93,1872,1481,78,0,,1,-9,fijo,44
B_dof2_v25_F1000_n00.csv,2,25,1000,1097,97,1018,2431,1477,78,0,,3,-10,fijo,44
B_dof2_v25_F100_n03.csv,2,25,100,134,34,110,1878,1477,78,0,,1,-8,fijo,44
B_dof2_v25_F100_n04.csv,2,25,100,120,20,95,1737,1477,78,0,,2,-8,fijo,44
B_dof2_v25_F100_n02.csv,2,25,100,142,42,100,1723,1478,78,0,,1,-9,fijo,44
B_dof2_v25_F100_n00.csv,2,25,100,158,58,66,1878,1477,78,0,,1,-9,fijo,44
B_dof2_v25_F1000_n04.csv,2,25,1000,1103,103,878,2295,1473,79,0,,3,-8,fijo,44
B_dof2_v25_F1000_n01.csv,2,25,1000,1129,129,879,2399,1476,78,0,,3,-8,fijo,44
