trial_file,dof,speed,force_set,target,t_cmd_s,write_cost_s,rate_hz,latency_ms,baseline_pos,final_pos,delta_pos,force_base_g,force_final_dev_g,max_abs_force_g,settled,aborted,hold,hold_base_g,max_abs_force_hold_g,max_hold_dev_g
trial_dof2_v250_n03.csv,2,250,3000,300,0.201657,0.001075,570.5,79.6,95.8,1450.1,1354.3,2,27,34,1,0,,,0,0
trial_dof2_v100_n08.csv,2,100,3000,300,0.203682,0.000933,521.0,82.0,93.2,1450.0,1356.8,-4,36,38,1,0,,,0,0
trial_dof2_v100_n11.csv,2,100,3000,300,0.201347,0.000992,510.7,75.5,94.1,1450.0,1355.9,-4,37,39,1,0,,,0,0
trial_dof2_v100_n07.csv,2,100,3000,300,0.201102,0.000959,502.9,44.8,93.6,1450.0,1356.4,-5,40,38,1,0,,,0,0
trial_dof2_v500_n08.csv,2,500,3000,300,0.204422,0.000995,612.5,74.1,96.0,1450.0,1354.0,0,31,33,1,0,,,0,0
trial_dof2_v100_n13.csv,2,100,3000,300,0.205193,0.000876,509.7,66.0,92.3,1450.0,1357.7,-8,41,39,1,0,,,0,0
trial_dof2_v100_n01.csv,2,100,3000,300,0.204995,0.000970,493.9,65.2,96.0,1450.0,1354.0,-1,36,42,1,0,,,0,0
trial_dof2_v1000_n11.csv,2,1000,3000,300,0.205615,0.000930,592.9,80.0,96.0,1450.1,1354.1,0,33,35,1,0,,,0,0
trial_dof2_v1000_n14.csv,2,1000,3000,300,0.205197,0.000942,603.2,65.5,94.2,1450.0,1355.8,-9,42,37,1,0,,,0,0
trial_dof2_v500_n14.csv,2,500,3000,300,0.205707,0.000964,592.1,73.7,94.0,1449.5,1355.5,-10,46,39,1,0,,,0,0
trial_dof2_v100_n16.csv,2,100,3000,300,0.201510,0.000950,513.1,62.6,94.3,1450.0,1355.7,-9,45,42,1,0,,,0,0
trial_dof2_v750_n03.csv,2,750,3000,300,0.205116,0.000908,592.3,63.3,95.3,1449.0,1353.7,-9,44,39,1,0,,,0,0
trial_dof2_v500_n12.csv,2,500,3000,300,0.204661,0.000847,589.2,65.2,95.3,1449.0,1353.7,-9,42,40,1,0,,,0,0
trial_dof2_v500_n01.csv,2,500,3000,300,0.201586,0.001000,592.5,111.8,95.7,1449.7,1354.0,-8,42,39,1,0,,,0,0
trial_dof2_v1000_n00.csv,2,1000,3000,300,0.205743,0.000955,639.3,93.3,95.4,1450.0,1354.6,-9,43,39,1,0,,,0,0
trial_dof2_v100_n02.csv,2,100,3000,300,0.200789,0.000654,509.6,80.4,95.3,1450.0,1354.7,-8,45,45,1,0,,,0,0
trial_dof2_v500_n07.csv,2,500,3000,300,0.205273,0.000887,642.2,66.3,96.0,1450.0,1354.0,-8,42,39,1,0,,,0,0
trial_dof2_v1000_n07.csv,2,1000,3000,300,0.204589,0.000897,640.1,61.7,95.4,1449.0,1353.6,-8,44,39,1,0,,,0,0
trial_dof2_v750_n18.csv,2,750,3000,300,0.205212,0.000956,602.1,65.2,95.6,1449.9,1354.3,-9,45,37,1,0,,,0,0
trial_dof2_v750_n06.csv,2,750,3000,300,0.204964,0.000978,605.4,103.4,95.8,1449.0,1353.2,-9,46,41,1,0,,,0,0
trial_dof2_v100_n19.csv,2,100,3000,300,0.205715,0.001245,512.5,65.7,95.5,1449.8,1354.3,-9,45,44,1,0,,,0,0
trial_dof2_v100_n06.csv,2,100,3000,300,0.201146,0.000977,505.3,72.6,96.0,1450.0,1354.0,-8,46,42,1,0,,,0,0
trial_dof2_v250_n04.csv,2,250,3000,300,0.205224,0.000964,573.7,78.6,95.4,1450.0,1354.6,-8,44,39,1,0,,,0,0
trial_dof2_v100_n10.csv,2,100,3000,300,0.201566,0.000972,509.2,76.8,96.0,1450.4,1354.4,-7,45,45,1,0,,,0,0
trial_dof2_v500_n19.csv,2,500,3000,300,0.201129,0.001011,609.6,64.2,95.4,1449.3,1353.9,-8,45,40,1,0,,,0,0
trial_dof2_v250_n10.csv,2,250,3000,300,0.201230,0.000935,565.8,70.9,95.3,1449.0,1353.7,-8,45,37,1,0,,,0,0
trial_dof2_v250_n02.csv,2,250,3000,300,0.206188,0.000981,564.1,61.2,96.0,1449.0,1353.0,-8,44,42,1,0,,,0,0
trial_dof2_v250_n09.csv,2,250,3000,300,0.205877,0.000943,559.6,64.1,96.0,1449.0,1353.0,-0,39,40,1,0,,,0,0
trial_dof2_v1000_n03.csv,2,1000,3000,300,0.204573,0.000946,624.3,63.6,93.2,1449.0,1355.8,-9,45,39,1,0,,,0,0
trial_dof2_v250_n17.csv,2,250,3000,300,0.206552,0.001237,548.6,65.4,96.0,1449.4,1353.4,-8,44,43,1,0,,,0,0
trial_dof2_v1000_n13.csv,2,1000,3000,300,0.204859,0.000626,646.7,82.5,96.0,1449.9,1353.9,-8,43,36,1,0,,,0,0
trial_dof2_v1000_n01.csv,2,1000,3000,300,0.202688,0.001130,613.0,62.2,96.0,1449.2,1353.2,-8,43,38,1,0,,,0,0
trial_dof2_v500_n03.csv,2,500,3000,300,0.205571,0.000578,631.0,74.7,95.9,1449.1,1353.1,-8,44,37,1,0,,,0,0
trial_dof2_v1000_n19.csv,2,1000,3000,300,0.204739,0.000880,644.6,66.8,95.9,1450.0,1354.1,-8,43,39,1,0,,,0,0
trial_dof2_v1000_n06.csv,2,1000,3000,300,0.203363,0.000862,616.3,73.4,96.0,1449.7,1353.7,-7,44,41,1,0,,,0,0
trial_dof2_v250_n08.csv,2,250,3000,300,0.201088,0.000969,561.0,73.2,96.0,1449.0,1353.0,-8,47,43,1,0,,,0,0
trial_dof2_v250_n14.csv,2,250,3000,300,0.204784,0.000925,570.9,65.7,96.0,1449.0,1353.0,-8,46,42,1,0,,,0,0
trial_dof2_v1000_n08.csv,2,1000,3000,300,0.205239,0.000959,625.6,64.7,96.0,1449.0,1353.0,-9,47,41,1,0,,,0,0
trial_dof2_v500_n04.csv,2,500,3000,300,0.200724,0.000624,590.0,74.8,95.7,1449.0,1353.3,-9,47,40,1,0,,,0,0
trial_dof2_v100_n14.csv,2,100,3000,300,0.205560,0.000965,518.4,63.5,96.0,1450.0,1354.0,-9,50,43,1,0,,,0,0
trial_dof2_v1000_n04.csv,2,1000,3000,300,0.201547,0.000970,631.9,80.7,95.6,1450.0,1354.4,-9,47,41,1,0,,,0,0
