t_s,pos_act,force_g,current_mA,force_hold_g
0.000001,96,-8,,
0.001917,96,,,
0.002858,96,,,
0.003460,96,,,
0.009227,96,,,
0.009885,96,,,
0.010447,96,,,
0.011078,96,,,
0.011709,96,-8,,
0.013675,96,,,
0.014306,96,,,
0.014929,96,,,
0.015592,96,,,
0.016201,96,,,
0.017142,96,,,
0.017792,96,,,
0.018971,96,-8,,
0.029959,96,,,
0.030813,96,,,
0.031420,96,,,
0.032013,96,,,
0.032609,96,,,
0.033241,96,,,
0.034192,96,,,
0.040073,96,-8,,
0.041592,96,,,
0.042175,96,,,
0.042808,96,,,
0.043414,96,,,
0.044020,96,,,
0.044635,96,,,
0.045254,96,,,
0.045826,96,-8,,
0.047413,96,,,
0.048007,96,,,
0.048652,96,,,
0.049240,96,,,
0.049856,96,,,
0.050495,96,,,
0.060223,96,,,
0.061038,96,-8,,
0.062626,96,,,
0.063227,96,,,
0.063842,96,,,
0.064776,96,,,
0.065389,96,,,
0.071381,96,,,
0.071941,96,,,
0.072573,96,-8,,
0.073793,96,,,
0.074722,96,,,
0.075335,96,,,
0.075908,96,,,
0.076554,96,,,
0.077145,96,,,
0.077919,96,,,
0.078856,96,-8,,
0.080785,96,,,
0.081663,96,,,
0.091137,96,,,
0.091983,96,,,
0.092902,96,,,
0.093512,96,,,
0.094127,96,,,
0.094751,96,-8,,
0.095971,96,,,
0.096588,96,,,
0.102334,96,,,
0.103260,96,,,
0.104173,96,,,
0.105076,96,,,
0.105712,96,,,
0.106328,96,-8,,
0.107575,96,,,
0.108652,96,,,
0.109536,96,,,
0.110098,96,,,
0.111044,96,,,
0.111682,96,,,
0.112289,96,,,
0.121987,96,-8,,
0.123796,96,,,
0.124383,96,,,
0.124985,96,,,
0.125594,96,,,
0.126262,96,,,
0.126845,96,,,
0.127461,96,,,
0.133207,96,-8,,
0.135100,96,,,
0.135697,96,,,
0.136312,96,,,
0.136909,96,,,
0.137519,96,,,
0.138140,96,,,
0.138761,96,,,
0.139361,96,-8,,
0.140590,96,,,
0.141202,96,,,
0.141814,96,,,
0.142417,96,,,
0.143036,96,,,
0.152997,96,,,
0.153850,96,,,
0.154475,96,-8,,
0.155680,96,,,
0.156260,96,,,
0.156871,96,,,
0.157532,96,,,
0.158161,96,,,
0.164383,96,,,
0.165220,96,,,
0.165831,96,-8,,
0.167058,96,,,
0.168001,96,,,
0.168641,96,,,
0.169240,96,,,
0.169920,96,,,
0.170809,96,,,
0.171397,96,,,
0.171967,96,-8,,
0.173186,96,,,
0.173816,96,,,
0.174435,96,,,
0.183991,96,,,
0.184614,96,,,
0.185249,96,,,
0.185825,96,,,
0.186474,96,-8,,
0.187723,96,,,
0.188349,96,,,
0.188900,96,,,
0.189568,96,,,
0.195237,96,,,
0.196214,96,,,
0.196837,96,,,
0.197446,96,-8,,
0.198675,96,,,
0.199688,96,,,
0.200576,96,,,
0.202156,96,,,
0.202776,96,,,
0.203359,96,,,
0.203979,96,,,
0.204596,96,-8,,
0.215011,96,,,
0.216025,96,,,
0.217142,96,,,
0.218273,96,,,
0.219205,96,,,
0.220081,96,,,
0.226022,96,,,
0.226669,96,-8,,
0.228214,96,,,
0.229171,96,,,
0.229797,96,,,
0.230763,96,,,
0.231399,96,,,
0.232350,96,,,
0.232991,96,,,
0.233909,96,-8,,
0.235197,96,,,
0.235833,96,,,
0.236446,96,,,
0.246120,96,,,
0.247075,96,,,
0.247712,96,,,
0.248681,96,,,
0.249697,96,-8,,
0.251255,96,,,
0.257300,96,,,
