speed,n,L_band_ms_mean,L_band_ms_sd,L_extrap_ms_mean,L_extrap_ms_sd,rise_ms_mean,rise_ms_sd,settle_ms_mean,settle_ms_sd,overshoot_pct_mean,overshoot_pct_sd,slope_cps_mean,slope_cps_sd,r2_mean,r2_sd
100,20,71.35315,10.520919618906893,60.12387442854707,8.67055709158241,3558.1167845432783,21.869099683091132,4426.1493,16.27969485924108,0.01451234687131005,0.025554304706600636,303.82668435507287,0.3382322578777148,0.9997082785834589,5.1160409316384875e-05
250,20,76.1534,9.981231945005588,71.24557014810657,11.612847085594694,1417.0601042494254,17.20396081622771,1809.277,14.715540129400626,0.034512396820110425,0.03165968152869474,759.2784182604304,2.9282944079834405,0.9983846885514213,0.00036517801258096217
500,20,78.53745,12.929196442451484,87.965726691143,11.386377184282646,726.412237142046,20.76757129984555,969.31615,13.956937845655823,0.04784193055616707,0.02996148990199353,1509.6841506717385,11.652257976839413,0.994607336796661,0.0011424898130338102
750,20,77.15984999999999,13.372301336250988,108.36531558650958,15.351736073807324,478.57445245954943,18.728109723840372,708.2644,17.060022776655348,0.04780094195652185,0.032628623759708264,2254.3720981409288,59.33660393269862,0.9855555447587419,0.006704188345161899
1000,20,79.47619999999999,16.04801066051491,133.5428148050276,12.069319186814756,384.2149696487847,14.781765580228763,612.4136500000001,17.49606356948614,0.027554137815767647,0.03335360022698853,3019.377201106005,74.0318009811335,0.9806755017031433,0.00789135981216157
